alias,coordinate,family,generated_iqr,generated_median,iqr_ratio,median_difference,method_id,missing_templates,painter_id,reference_iqr,reference_median,status
gpt-image-1,spectral_slope,spatial,0.49682527733793247,0.836192849734279,0.5966935761769044,0.7047872330665482,by_name,[],alfred_sisley,0.832630511159779,0.1314056166677308,descriptive_all_available
gpt-image-1,spectral_residual,spatial,1.033193857314541,0.5458494478203919,0.979046018442049,0.7644024601499657,by_name,[],alfred_sisley,1.055306735181516,-0.21855301232957383,descriptive_all_available
gpt-image-1,spectral_anisotropy,spatial,0.4134162303692822,-0.13907000396058578,0.4389286215096875,-0.3657107292336511,by_name,[],alfred_sisley,0.9418757631875182,0.22664072527306534,descriptive_all_available
gpt-image-1,orientation_entropy,spatial,0.5078227156310207,-0.16434688141641338,0.47948334993996694,-0.12244465461768667,by_name,[],alfred_sisley,1.0591039619928448,-0.04190222679872671,descriptive_all_available
gpt-image-1,horizontal_vertical_balance,spatial,0.5257573178363057,-0.4690389875013498,0.5391388728874346,-0.22216643491757182,by_name,[],alfred_sisley,0.9751797621650578,-0.246872552583778,descriptive_all_available
gpt-image-1,gradient_median,spatial,0.7356216652032789,0.3528707436833536,0.6182002713002761,0.21984814682069787,by_name,[],alfred_sisley,1.1899407026399833,0.13302259686265572,descriptive_all_available
gpt-image-1,gradient_iqr,spatial,0.7508255219205798,0.3262105386867843,0.7069953172937987,0.11826414814566719,by_name,[],alfred_sisley,1.0619950423357147,0.2079463905411171,descriptive_all_available
gpt-image-1,quadrant_jsd,spatial,1.1551967752671017,0.15295394735817888,1.2777350224920219,0.23421827920703636,by_name,[],alfred_sisley,0.9040972932040883,-0.08126433184885748,descriptive_all_available
gpt-image-1,wavelet_energy_1,texture,0.5693981162540658,0.14684458754766117,0.5452754898786302,0.051602919822893445,by_name,[],alfred_sisley,1.0442393374050334,0.09524166772476772,descriptive_all_available
gpt-image-1,wavelet_energy_2,texture,0.5440779491750609,0.1613580505658045,0.48741468384576203,0.005019288437499991,by_name,[],alfred_sisley,1.1162526842281786,0.1563387621283045,descriptive_all_available
gpt-image-1,wavelet_energy_3,texture,0.5929057258479825,-0.0726815585756073,0.4979983780296311,-0.2349842456569094,by_name,[],alfred_sisley,1.1905776243566488,0.16230268708130208,descriptive_all_available
gpt-image-1,wavelet_energy_4,texture,0.5886160866636778,-0.5913280719312173,0.464479994032844,-0.7039293265878688,by_name,[],alfred_sisley,1.2672582118188194,0.11260125465665155,descriptive_all_available
gpt-image-1,wavelet_slope,texture,0.4008980106068323,-0.7587528788288432,0.535275789867691,-0.8046830828458178,by_name,[],alfred_sisley,0.7489559927713635,0.045930204016974605,descriptive_all_available
gpt-image-1,wavelet_curvature,texture,0.8302465404367261,-1.329683713593237,0.7194152659811899,-1.062346895474319,by_name,[],alfred_sisley,1.1540574403913664,-0.2673368181189181,descriptive_all_available
gpt-image-1,lbp_entropy_8,texture,0.3200360308640202,0.5226048848825158,0.4036554047835646,0.3572528199654498,by_name,[],alfred_sisley,0.7928446567824847,0.16535206491706603,descriptive_all_available
gpt-image-1,lbp_entropy_16,texture,0.40053931120110087,-0.0035247640790666158,0.41100537556770605,-0.1829055224269563,by_name,[],alfred_sisley,0.974535456252491,0.17938075834788966,descriptive_all_available
gpt-image-1,lbp_entropy_32,texture,0.30537412633711186,-0.41031371703647807,0.4020182923668254,-0.45494358374376975,by_name,[],alfred_sisley,0.7596025656923848,0.044629866707291674,descriptive_all_available
gpt-image-1,local_cv_01,texture,0.6079718811676117,-0.21235792888370922,0.6339464127450128,-0.013351928345418762,by_name,[],alfred_sisley,0.959027244172058,-0.19900600053829046,descriptive_all_available
gpt-image-1,local_cv_04,texture,0.5318241107818158,-0.40389781367672956,0.583190178502649,-0.0913874648800736,by_name,[],alfred_sisley,0.9119222689025448,-0.31251034879665596,descriptive_all_available
gpt-image-1,local_cv_16,texture,0.32054390702670704,-0.5749579646297646,0.3543318661121468,-0.2471872174596495,by_name,[],alfred_sisley,0.9046431825165119,-0.32777074717011506,descriptive_all_available
gpt-image-1,lightness_median,color,0.5147804353822886,0.07782424080162319,0.667429268316825,-0.1929423583928067,by_name,[],camille_pissarro,0.7712883743928429,0.2707665991944299,descriptive_all_available
gpt-image-1,lightness_iqr,color,0.43126550276208725,-0.0692277215879578,0.4872981790086373,-0.08615657530786522,by_name,[],camille_pissarro,0.8850135734950964,0.01692885371990742,descriptive_all_available
gpt-image-1,chroma_median,color,0.7629312831099567,0.06270869930439928,0.8719859473880299,0.1483507126618977,by_name,[],camille_pissarro,0.8749352961423995,-0.08564201335749841,descriptive_all_available
gpt-image-1,chroma_iqr,color,0.48094456365257765,0.052863966414644234,0.45786231158012436,0.0632647412602449,by_name,[],camille_pissarro,1.0504130859620098,-0.010400774845600659,descriptive_all_available
gpt-image-1,chromatic_fraction,color,0.8870369085401215,-0.027419785120071292,0.7333824745322947,0.10122057944781854,by_name,[],camille_pissarro,1.2095147339126395,-0.12864036456788983,descriptive_all_available
gpt-image-1,hue_concentration,color,0.13441567373041996,0.5843399647881476,0.19531886351787012,0.3413760656521275,by_name,[],camille_pissarro,0.6881858275717542,0.24296389913602015,descriptive_all_available
gpt-image-1,hue_entropy,color,0.47418148900023316,-1.3572921391509722,0.43606253187563904,-1.078208707298626,by_name,[],camille_pissarro,1.0874162633524893,-0.2790834318523462,descriptive_all_available
gpt-image-1,deltae_01,color,0.6905068123469061,0.24656177501150708,0.751138035024684,0.2722633307111294,by_name,[],camille_pissarro,0.9192808513873414,-0.025701555699622347,descriptive_all_available
gpt-image-1,deltae_04,color,0.44526871492668757,-0.1591497440109461,0.5364330723642944,-0.06395733949894697,by_name,[],camille_pissarro,0.8300545545489846,-0.09519240451199912,descriptive_all_available
gpt-image-1,deltae_16,color,0.2716543087853917,-0.36623057994455804,0.27301892611160306,-0.10153108734786903,by_name,[],camille_pissarro,0.9950017482463706,-0.264699492596689,descriptive_all_available
gpt-image-1,deltae_slope,color,0.5152989910240138,-0.8909774870014832,0.5090059655654328,-0.7605561614294398,by_name,[],camille_pissarro,1.012363362876485,-0.1304213255720434,descriptive_all_available
gpt-image-1,spectral_slope,spatial,0.6624711994958835,0.8189680689138791,0.6081401471389519,0.7773049261827015,by_name,[],camille_pissarro,1.0893396902219608,0.04166314273117759,descriptive_all_available
gpt-image-1,spectral_residual,spatial,1.0423052880122134,0.7128067498062062,1.0264794631939367,0.9966322588048496,by_name,[],camille_pissarro,1.015417575690247,-0.28382550899864345,descriptive_all_available
gpt-image-1,spectral_anisotropy,spatial,0.27440904537001753,-0.3281877760855734,0.33118452120861086,-0.22510889514497057,by_name,[],camille_pissarro,0.8285684499040012,-0.10307888094060286,descriptive_all_available
gpt-image-1,orientation_entropy,spatial,0.47633388689140244,0.27727147755338183,0.6245921376815486,-0.017687118518784073,by_name,[],camille_pissarro,0.7626318971281442,0.2949585960721659,descriptive_all_available
gpt-image-1,horizontal_vertical_balance,spatial,0.5184886501438812,0.022171610913902982,0.6482626990725252,-0.06647639800789373,by_name,[],camille_pissarro,0.7998125619223306,0.08864800892179672,descriptive_all_available
gpt-image-1,gradient_median,spatial,0.4848666146244353,0.6546617362199124,0.3802739126102978,0.3671515816901432,by_name,[],camille_pissarro,1.2750456935007357,0.2875101545297692,descriptive_all_available
gpt-image-1,gradient_iqr,spatial,0.3340128759972014,0.3468275639247227,0.2995798103332161,0.10402464654351565,by_name,[],camille_pissarro,1.1149378712326647,0.24280291738120705,descriptive_all_available
gpt-image-1,quadrant_jsd,spatial,1.0432306645167992,-0.19270097560505908,2.0435572592187463,0.1309747396419382,by_name,[],camille_pissarro,0.5104973984999213,-0.3236757152469973,descriptive_all_available
gpt-image-1,wavelet_energy_1,texture,0.34033537119206025,0.25490787569831613,0.32390246018684865,0.04929489662522943,by_name,[],camille_pissarro,1.0507341345778356,0.2056129790730867,descriptive_all_available
gpt-image-1,wavelet_energy_2,texture,0.3041364357988458,0.25639000707397436,0.3141165707542398,0.041116264000152336,by_name,[],camille_pissarro,0.9682279259211628,0.21527374307382202,descriptive_all_available
gpt-image-1,wavelet_energy_3,texture,0.31015773343343156,-0.05334640501085944,0.35152228827670606,-0.2042213983491503,by_name,[],camille_pissarro,0.8823273623813186,0.15087499333829085,descriptive_all_available
gpt-image-1,wavelet_energy_4,texture,0.5426139556417637,-0.5573166671743949,0.6079546596762555,-0.6741170262847477,by_name,[],camille_pissarro,0.892523721967545,0.11680035911035276,descriptive_all_available
gpt-image-1,wavelet_slope,texture,0.4399691705474472,-0.9000121444725253,0.43291438423240974,-0.7930839324260647,by_name,[],camille_pissarro,1.0162960312061382,-0.10692821204646066,descriptive_all_available
gpt-image-1,wavelet_curvature,texture,0.6952362309339691,-1.097199919823508,0.7643112764169245,-1.2801594938526109,by_name,[],camille_pissarro,0.9096244584970958,0.18295957402910284,descriptive_all_available
gpt-image-1,lbp_entropy_8,texture,0.289080027091987,0.590939763026618,0.3010124783433507,0.6122220166465799,by_name,[],camille_pissarro,0.9603589481836932,-0.02128225361996194,descriptive_all_available
gpt-image-1,lbp_entropy_16,texture,0.41710490269139433,-0.24766707070854924,0.41875850902393885,0.03695184599535953,by_name,[],camille_pissarro,0.9960511695955772,-0.28461891670390876,descriptive_all_available
gpt-image-1,lbp_entropy_32,texture,0.3081567055423088,-0.6041092197138466,0.32479949257401475,-0.2896942072169421,by_name,[],camille_pissarro,0.9487598120926453,-0.31441501249690446,descriptive_all_available
gpt-image-1,local_cv_01,texture,0.5986855342583667,0.25826143276584923,0.5915370825741063,0.310662225244386,by_name,[],camille_pissarro,1.012084536869867,-0.05240079247853678,descriptive_all_available
gpt-image-1,local_cv_04,texture,0.46707497319186697,-0.090682331724935,0.45568968755804523,0.12161266598939277,by_name,[],camille_pissarro,1.0249847340079898,-0.21229499771432778,descriptive_all_available
gpt-image-1,local_cv_16,texture,0.2545350587368277,-0.2897371524533225,0.31122132661694785,0.05534970936564387,by_name,[],camille_pissarro,0.8178586650975568,-0.34508686181896636,descriptive_all_available
gpt-image-1,lightness_median,color,0.3961527251919454,-0.5923309085804603,0.41410064980399286,-0.31626632563959967,by_name,[],paul_cezanne,0.9566580621871934,-0.27606458294086067,descriptive_all_available
gpt-image-1,lightness_iqr,color,0.41926512460326715,-0.3783918712257977,0.5854292766690781,-0.35220131387968884,by_name,[],paul_cezanne,0.7161669928582381,-0.026190557346108864,descriptive_all_available
gpt-image-1,chroma_median,color,0.5077480345304126,0.0910017045016008,0.5014383933174215,-0.363087708917466,by_name,[],paul_cezanne,1.0125830835793161,0.4540894134190668,descriptive_all_available
gpt-image-1,chroma_iqr,color,0.41348805152637935,0.026158674745252963,0.48010147833981925,-0.36797972835927567,by_name,[],paul_cezanne,0.8612513607669201,0.39413840310452863,descriptive_all_available
gpt-image-1,chromatic_fraction,color,0.5066470251406381,0.2036004447724216,0.8756053180023137,-0.07203527852015287,by_name,[],paul_cezanne,0.578624883522349,0.27563572329257446,descriptive_all_available
gpt-image-1,hue_concentration,color,0.69369608108117,-0.2957750996921702,0.7342559076263864,-0.360001950383653,by_name,[],paul_cezanne,0.9447606398206133,0.06422685069148285,descriptive_all_available
gpt-image-1,hue_entropy,color,0.6646400756899187,0.23209994950367668,0.7231429425413092,0.28338704499004186,by_name,[],paul_cezanne,0.9190991664168132,-0.051287095486365196,descriptive_all_available
gpt-image-1,deltae_01,color,0.28686303075610525,-0.09078790295878843,0.39007803506176375,-0.23730983778462272,by_name,[],paul_cezanne,0.7353990867767888,0.1465219348258343,descriptive_all_available
gpt-image-1,deltae_04,color,0.29646723917264256,0.020068504014586815,0.3167279138776303,-0.5418283976554822,by_name,[],paul_cezanne,0.936031294315235,0.561896901670069,descriptive_all_available
gpt-image-1,deltae_16,color,0.3133104997823626,-0.03797027966641689,0.33120418031458615,-0.5092644858608502,by_name,[],paul_cezanne,0.9459738687016942,0.4712942061944333,descriptive_all_available
gpt-image-1,deltae_slope,color,0.5887841222852,0.2532798756127916,0.6513002764255332,-0.34287757427757665,by_name,[],paul_cezanne,0.904013315511803,0.5961574498903682,descriptive_all_available
gpt-image-1,spectral_slope,spatial,0.4464366047472044,0.20845152351448146,0.8244153256603935,0.6255677690766667,by_name,[],paul_cezanne,0.5415190509584338,-0.41711624556218524,descriptive_all_available
gpt-image-1,spectral_residual,spatial,0.7087338338776799,-0.43233458424584326,0.8079571217458722,-0.13033434230423063,by_name,[],paul_cezanne,0.8771923841035203,-0.3020002419416126,descriptive_all_available
gpt-image-1,spectral_anisotropy,spatial,0.4121418466948571,-0.2736618597050901,0.4697993912072758,-0.2116546869245916,by_name,[],paul_cezanne,0.8772719897225661,-0.06200717278049849,descriptive_all_available
gpt-image-1,orientation_entropy,spatial,0.3765042322775817,0.2915183507587987,0.4864962798325919,0.29561139266293784,by_name,[],paul_cezanne,0.7739097869507665,-0.004093041904139091,descriptive_all_available
gpt-image-1,horizontal_vertical_balance,spatial,0.5825451455200037,0.32826533555713944,0.5391179729455345,-0.08779677287270082,by_name,[],paul_cezanne,1.080552262684176,0.41606210842984026,descriptive_all_available
gpt-image-1,gradient_median,spatial,0.31824781341456443,-0.6306711007872468,0.4721004269503924,-0.32593700745031823,by_name,[],paul_cezanne,0.6741104122068617,-0.3047340933369285,descriptive_all_available
gpt-image-1,gradient_iqr,spatial,0.33619808821129765,-0.5919783525281556,0.4491366835277059,-0.35957836124277603,by_name,[],paul_cezanne,0.7485429281141285,-0.23239999128537953,descriptive_all_available
gpt-image-1,quadrant_jsd,spatial,1.6309417678126963,0.41144629776835384,1.388883281207154,0.2646648803680152,by_name,[],paul_cezanne,1.1742828140282284,0.14678141740033862,descriptive_all_available
gpt-image-1,wavelet_energy_1,texture,0.45593806581238017,-0.8815713684137699,0.47337153570377755,-0.6389777849135675,by_name,[],paul_cezanne,0.963171697965577,-0.24259358350020246,descriptive_all_available
gpt-image-1,wavelet_energy_2,texture,0.47056603670200514,-0.7456992714794375,0.5142812874889011,-0.6122018447209719,by_name,[],paul_cezanne,0.9149973917963341,-0.13349742675846557,descriptive_all_available
gpt-image-1,wavelet_energy_3,texture,0.5307206529595436,-0.8231684230274824,0.5899745327962991,-0.8808478278467906,by_name,[],paul_cezanne,0.8995653599556066,0.05767940481930822,descriptive_all_available
gpt-image-1,wavelet_energy_4,texture,0.6403553464144408,-1.1366343454768035,0.6853903336819624,-1.3535385110847395,by_name,[],paul_cezanne,0.934292934909673,0.21690416560793607,descriptive_all_available
gpt-image-1,wavelet_slope,texture,0.3986767160832856,-0.2625687919738673,0.7255104865143663,-0.7344977726587093,by_name,[],paul_cezanne,0.5495119967165232,0.471928980684842,descriptive_all_available
gpt-image-1,wavelet_curvature,texture,0.35269715627013637,-0.5801255019126271,0.43442461049273834,-0.7513203474548986,by_name,[],paul_cezanne,0.8118719514304126,0.17119484554227146,descriptive_all_available
gpt-image-1,lbp_entropy_8,texture,0.263190399428859,0.2938393786489728,0.29247279030228085,0.22575714600525446,by_name,[],paul_cezanne,0.8998799483426905,0.06808223264371835,descriptive_all_available
gpt-image-1,lbp_entropy_16,texture,0.3556229754673551,0.3305393893242126,0.43183787658276634,-0.06390931417749263,by_name,[],paul_cezanne,0.8235103837613377,0.39444870350170524,descriptive_all_available
gpt-image-1,lbp_entropy_32,texture,0.3936692495468525,0.09733906543583735,0.5852360617799064,-0.40613844142683286,by_name,[],paul_cezanne,0.6726674503781729,0.5034775068626702,descriptive_all_available
gpt-image-1,local_cv_01,texture,0.32338415993159175,-0.019905182702587714,0.3613038514832186,-0.16197416589986105,by_name,[],paul_cezanne,0.8950476409372345,0.14206898319727335,descriptive_all_available
gpt-image-1,local_cv_04,texture,0.4426263752679076,-0.004231122829017748,0.4720003558704512,-0.2762519397080899,by_name,[],paul_cezanne,0.9377670371701885,0.27202081687907215,descriptive_all_available
gpt-image-1,local_cv_16,texture,0.4443501428069769,-0.11538802158693837,0.49228195486292525,-0.4237244307386565,by_name,[],paul_cezanne,0.9026334165157549,0.30833640915171817,descriptive_all_available
gpt-image-1,lightness_median,color,0.37864545338083644,0.317455700410816,0.3997937459931833,0.18561830973106264,style_instruction,[],claude_monet,0.9471019924040847,0.13183739067975336,descriptive_all_available
gpt-image-1,lightness_iqr,color,0.44357608219466343,-0.2551424095379405,0.460980739587588,0.13334246096011987,style_instruction,[],claude_monet,0.9622442850681886,-0.38848487049806035,descriptive_all_available
gpt-image-1,chroma_median,color,0.4874598309345124,-0.15985814479820362,0.5068058201399064,-0.11046410508662724,style_instruction,[],claude_monet,0.9618276104247315,-0.04939403971157638,descriptive_all_available
gpt-image-1,chroma_iqr,color,0.4967926642934395,0.0729880586826773,0.5609993045510009,0.20002454674240333,style_instruction,[],claude_monet,0.8855495189803319,-0.12703648805972603,descriptive_all_available
gpt-image-1,chromatic_fraction,color,0.44647907735306996,-0.1965409338069653,0.4044096818531787,-0.25992740514696205,style_instruction,[],claude_monet,1.1040266773711036,0.06338647133999677,descriptive_all_available
gpt-image-1,hue_concentration,color,0.8675076235955649,-1.138044053941044,0.634909004071275,-0.8216718974021536,style_instruction,[],claude_monet,1.3663495367568899,-0.3163721565388903,descriptive_all_available
gpt-image-1,hue_entropy,color,0.47158054168454433,0.08181392386704546,0.45475607234242343,-0.16900076240184153,style_instruction,[],claude_monet,1.0369966897978051,0.250814686268887,descriptive_all_available
gpt-image-1,deltae_01,color,0.7528746766109798,0.8665672631204198,0.6466069362982102,0.8168780870919594,style_instruction,[],claude_monet,1.1643467373256877,0.049689176028460395,descriptive_all_available
gpt-image-1,deltae_04,color,0.4238532468245439,0.3340594242064226,0.41223508984688995,0.3710894375453537,style_instruction,[],claude_monet,1.0281833285516018,-0.0370300133389311,descriptive_all_available
gpt-image-1,deltae_16,color,0.3868217422640826,0.17447161537845868,0.32485201195512253,0.3702885234580605,style_instruction,[],claude_monet,1.1907629567568172,-0.1958169080796018,descriptive_all_available
gpt-image-1,deltae_slope,color,0.42994111729919293,-0.97840128498485,0.5002672771666812,-0.6571807121013478,style_instruction,[],claude_monet,0.8594228264023419,-0.3212205728835023,descriptive_all_available
gpt-image-1,spectral_slope,spatial,0.6290484641499101,0.8615410566678677,0.7115217148404044,0.6358691262574182,style_instruction,[],claude_monet,0.8840889196066305,0.22567193041044953,descriptive_all_available
gpt-image-1,spectral_residual,spatial,1.0013562678178873,0.6705805044167994,0.9749246953995154,0.7252098457555526,style_instruction,[],claude_monet,1.0271113990066079,-0.054629341338753176,descriptive_all_available
gpt-image-1,spectral_anisotropy,spatial,0.4093228134369853,-0.27842593722674563,0.4892992000279561,-0.4598734516539634,style_instruction,[],claude_monet,0.8365491163966723,0.18144751442721777,descriptive_all_available
gpt-image-1,orientation_entropy,spatial,0.6220695994862608,0.08877678725944976,0.5343018438239616,0.28201552360827636,style_instruction,[],claude_monet,1.1642662414079492,-0.1932387363488266,descriptive_all_available
gpt-image-1,horizontal_vertical_balance,spatial,0.6139710790945743,-0.30555245035616535,0.6364894881137918,-0.021936736084662012,style_instruction,[],claude_monet,0.9646209254987859,-0.28361571427150334,descriptive_all_available
gpt-image-1,gradient_median,spatial,0.6007455184818218,0.8994548325565849,0.5355329519783674,0.8096778347034982,style_instruction,[],claude_monet,1.1217713424777056,0.0897769978530867,descriptive_all_available
gpt-image-1,gradient_iqr,spatial,0.4393715728135866,0.5269010980353249,0.3986549648628334,0.5699447149184396,style_instruction,[],claude_monet,1.1021349576437927,-0.043043616883114685,descriptive_all_available
gpt-image-1,quadrant_jsd,spatial,0.9457476404180583,-0.019830956207935575,0.7002980852235892,0.027710842594411415,style_instruction,[],claude_monet,1.3504929691705536,-0.04754179880234699,descriptive_all_available
