after,alias,before,contribution_sd,family,first_half_mean,included_pairs,interpretation,painter_id,second_half_mean,status
style_aspects,gpt-image-2,style_instruction,0.008742510049178262,texture,0.0003606769144308829,64,descriptive slot order; does not test no interference,alfred_sisley,0.0007193451934979626,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.009015975508354814,color,0.0016748053071880338,64,descriptive slot order; does not test no interference,camille_pissarro,-0.0007129102905091972,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.006468920248847448,color,-0.0025071410049423305,64,descriptive slot order; does not test no interference,camille_pissarro,-0.002164859835153094,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.007856835786335649,spatial,0.0015262900192905152,64,descriptive slot order; does not test no interference,camille_pissarro,0.0025620826300947145,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.0072922064511633765,spatial,-0.0009471030436862908,64,descriptive slot order; does not test no interference,camille_pissarro,0.0008986979888058152,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.010383259501184629,texture,0.002104523334527015,64,descriptive slot order; does not test no interference,camille_pissarro,0.007061868716216435,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.008666582877961853,texture,0.003263225802180217,64,descriptive slot order; does not test no interference,camille_pissarro,-0.00014999747968861762,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.008386705297166897,color,0.0005642309201663598,64,descriptive slot order; does not test no interference,paul_cezanne,-0.00029124204832855637,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.00846962694920973,color,-0.0017067808826328773,64,descriptive slot order; does not test no interference,paul_cezanne,0.00012587715113555865,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.009874045147447783,spatial,0.0021262622335314913,64,descriptive slot order; does not test no interference,paul_cezanne,0.0011531619555567728,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.007491604975544585,spatial,-0.0004591549276191328,64,descriptive slot order; does not test no interference,paul_cezanne,-0.0011173855453963108,conditional_joint_randomization
style_instruction,gpt-image-2,by_name,0.018747470147492652,texture,0.0023799444494913757,64,descriptive slot order; does not test no interference,paul_cezanne,0.0010519144044686085,conditional_joint_randomization
style_aspects,gpt-image-2,style_instruction,0.014212744680922814,texture,-0.005123347995081601,64,descriptive slot order; does not test no interference,paul_cezanne,-0.004008490832112823,conditional_joint_randomization
