alias,condition,expected,method_id,statuses,template_id
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",W3
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",W4
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",B1
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 3, ""not_generated"": 1}",B2
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",B3
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",B4
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",R1
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",R2
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",R3
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",R4
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",L1
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",L2
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",L3
gpt-image-1,paul_cezanne,4,by_name,"{""measured"": 4}",L4
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",W1
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",W2
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",W3
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",W4
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",B1
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",B2
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",B3
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",B4
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",R1
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",R2
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",R3
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",R4
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",L1
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",L2
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",L3
gpt-image-1,artist_free,4,by_name,"{""measured"": 4}",L4
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",W1
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",W2
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",W3
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",W4
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",B1
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",B2
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",B3
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",B4
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",R1
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",R2
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",R3
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",R4
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",L1
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",L2
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",L3
gpt-image-1,claude_monet,4,style_instruction,"{""measured"": 4}",L4
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",W1
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",W2
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",W3
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",W4
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",B1
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",B2
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",B3
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",B4
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",R1
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",R2
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",R3
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",R4
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",L1
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",L2
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",L3
gpt-image-1,alfred_sisley,4,style_instruction,"{""measured"": 4}",L4
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",W1
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",W2
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",W3
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",W4
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",B1
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",B2
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",B3
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",B4
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",R1
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",R2
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",R3
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",R4
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",L1
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",L2
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",L3
gpt-image-1,camille_pissarro,4,style_instruction,"{""measured"": 4}",L4
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",W1
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",W2
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",W3
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",W4
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",B1
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",B2
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",B3
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",B4
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",R1
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",R2
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",R3
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",R4
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",L1
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",L2
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",L3
gpt-image-1,paul_cezanne,4,style_instruction,"{""measured"": 4}",L4
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",W1
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",W2
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",W3
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",W4
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",B1
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",B2
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",B3
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",B4
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",R1
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",R2
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",R3
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",R4
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",L1
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",L2
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",L3
gpt-image-1,artist_free,4,style_instruction,"{""measured"": 4}",L4
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",W1
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",W2
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",W3
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",W4
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",B1
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",B2
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",B3
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",B4
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",R1
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",R2
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",R3
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",R4
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",L1
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",L2
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",L3
gpt-image-1,claude_monet,4,style_aspects,"{""measured"": 4}",L4
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",W1
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",W2
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",W3
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",W4
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",B1
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",B2
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",B3
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",B4
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",R1
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",R2
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",R3
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",R4
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",L1
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",L2
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",L3
gpt-image-1,alfred_sisley,4,style_aspects,"{""measured"": 4}",L4
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",W1
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",W2
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",W3
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",W4
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",B1
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",B2
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",B3
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",B4
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",R1
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",R2
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",R3
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",R4
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",L1
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",L2
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",L3
gpt-image-1,camille_pissarro,4,style_aspects,"{""measured"": 4}",L4
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",W1
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",W2
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",W3
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",W4
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",B1
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",B2
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",B3
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",B4
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",R1
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",R2
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",R3
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",R4
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",L1
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",L2
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",L3
gpt-image-1,paul_cezanne,4,style_aspects,"{""measured"": 4}",L4
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",W1
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",W2
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",W3
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",W4
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",B1
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",B2
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",B3
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",B4
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",R1
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",R2
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",R3
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",R4
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",L1
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",L2
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",L3
gpt-image-1,artist_free,4,style_aspects,"{""measured"": 4}",L4
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",W1
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",W2
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",W3
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",W4
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",B1
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",B2
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",B3
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",B4
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",R1
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",R2
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",R3
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",R4
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",L1
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",L2
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",L3
gpt-image-2,claude_monet,4,by_name,"{""measured"": 4}",L4
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",W1
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",W2
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",W3
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",W4
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",B1
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",B2
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",B3
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",B4
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",R1
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",R2
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",R3
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",R4
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",L1
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",L2
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",L3
gpt-image-2,alfred_sisley,4,by_name,"{""measured"": 4}",L4
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",W1
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",W2
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",W3
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",W4
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",B1
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",B2
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",B3
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",B4
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",R1
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",R2
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",R3
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",R4
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",L1
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",L2
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",L3
gpt-image-2,camille_pissarro,4,by_name,"{""measured"": 4}",L4
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",W1
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",W2
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",W3
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",W4
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",B1
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",B2
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",B3
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",B4
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",R1
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",R2
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",R3
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",R4
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",L1
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",L2
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",L3
gpt-image-2,paul_cezanne,4,by_name,"{""measured"": 4}",L4
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",W1
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",W2
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",W3
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",W4
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",B1
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",B2
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",B3
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",B4
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",R1
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",R2
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",R3
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",R4
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",L1
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",L2
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",L3
gpt-image-2,artist_free,4,by_name,"{""measured"": 4}",L4
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",W1
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",W2
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",W3
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",W4
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",B1
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",B2
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",B3
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",B4
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",R1
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",R2
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",R3
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",R4
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",L1
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",L2
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",L3
gpt-image-2,claude_monet,4,style_instruction,"{""measured"": 4}",L4
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",W1
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",W2
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",W3
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",W4
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",B1
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",B2
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",B3
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",B4
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",R1
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",R2
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",R3
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",R4
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",L1
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",L2
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",L3
gpt-image-2,alfred_sisley,4,style_instruction,"{""measured"": 4}",L4
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",W1
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",W2
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",W3
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",W4
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",B1
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",B2
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",B3
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",B4
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",R1
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",R2
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",R3
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",R4
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",L1
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",L2
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",L3
gpt-image-2,camille_pissarro,4,style_instruction,"{""measured"": 4}",L4
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",W1
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",W2
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",W3
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",W4
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",B1
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",B2
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",B3
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",B4
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",R1
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",R2
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",R3
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",R4
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",L1
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",L2
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",L3
gpt-image-2,paul_cezanne,4,style_instruction,"{""measured"": 4}",L4
