after,after_request_id,after_request_sequence,after_status,alias,before,before_request_id,before_request_sequence,before_status,block,both_measured,contribution,family,included,order_sequence,painter_id,status,template_id,weight
style_instruction,b0001-B1-claude_monet-style_instruction-gpt-image-1,524,measured,gpt-image-1,by_name,b0001-B1-claude_monet-by_name-gpt-image-1,523,measured,1,True,0.004443017330675966,color,True,523,claude_monet,conditional_joint_randomization,B1,0.015625
style_instruction,b0001-W3-claude_monet-style_instruction-gpt-image-1,574,measured,gpt-image-1,by_name,b0001-W3-claude_monet-by_name-gpt-image-1,575,measured,1,True,0.010829299156305053,color,True,574,claude_monet,conditional_joint_randomization,W3,0.015625
style_instruction,b0001-L1-claude_monet-style_instruction-gpt-image-1,618,measured,gpt-image-1,by_name,b0001-L1-claude_monet-by_name-gpt-image-1,619,measured,1,True,0.012997571561743713,color,True,618,claude_monet,conditional_joint_randomization,L1,0.015625
style_instruction,b0001-R3-claude_monet-style_instruction-gpt-image-1,664,measured,gpt-image-1,by_name,b0001-R3-claude_monet-by_name-gpt-image-1,663,measured,1,True,0.005208169334746118,color,True,663,claude_monet,conditional_joint_randomization,R3,0.015625
style_instruction,b0001-R2-claude_monet-style_instruction-gpt-image-1,667,measured,gpt-image-1,by_name,b0001-R2-claude_monet-by_name-gpt-image-1,666,measured,1,True,-0.0034794072461992592,color,True,666,claude_monet,conditional_joint_randomization,R2,0.015625
style_instruction,b0001-L2-claude_monet-style_instruction-gpt-image-1,678,measured,gpt-image-1,by_name,b0001-L2-claude_monet-by_name-gpt-image-1,680,measured,1,True,0.0022261244870483976,color,True,678,claude_monet,conditional_joint_randomization,L2,0.015625
style_instruction,b0001-L4-claude_monet-style_instruction-gpt-image-1,698,measured,gpt-image-1,by_name,b0001-L4-claude_monet-by_name-gpt-image-1,697,measured,1,True,0.0005000704209798257,color,True,697,claude_monet,conditional_joint_randomization,L4,0.015625
style_instruction,b0001-L3-claude_monet-style_instruction-gpt-image-1,710,measured,gpt-image-1,by_name,b0001-L3-claude_monet-by_name-gpt-image-1,708,measured,1,True,-0.004698712893272609,color,True,708,claude_monet,conditional_joint_randomization,L3,0.015625
style_instruction,b0001-W4-claude_monet-style_instruction-gpt-image-1,783,measured,gpt-image-1,by_name,b0001-W4-claude_monet-by_name-gpt-image-1,784,measured,1,True,0.012177806055276102,color,True,783,claude_monet,conditional_joint_randomization,W4,0.015625
style_instruction,b0001-B3-claude_monet-style_instruction-gpt-image-1,791,measured,gpt-image-1,by_name,b0001-B3-claude_monet-by_name-gpt-image-1,789,measured,1,True,0.011814315938749959,color,True,789,claude_monet,conditional_joint_randomization,B3,0.015625
style_instruction,b0001-R1-claude_monet-style_instruction-gpt-image-1,863,measured,gpt-image-1,by_name,b0001-R1-claude_monet-by_name-gpt-image-1,862,measured,1,True,0.0041829306910231775,color,True,862,claude_monet,conditional_joint_randomization,R1,0.015625
style_instruction,b0001-R4-claude_monet-style_instruction-gpt-image-1,876,measured,gpt-image-1,by_name,b0001-R4-claude_monet-by_name-gpt-image-1,878,measured,1,True,0.012683162277536741,color,True,876,claude_monet,conditional_joint_randomization,R4,0.015625
style_instruction,b0001-B4-claude_monet-style_instruction-gpt-image-1,914,measured,gpt-image-1,by_name,b0001-B4-claude_monet-by_name-gpt-image-1,912,measured,1,True,0.008539059551541585,color,True,912,claude_monet,conditional_joint_randomization,B4,0.015625
style_instruction,b0001-W2-claude_monet-style_instruction-gpt-image-1,940,measured,gpt-image-1,by_name,b0001-W2-claude_monet-by_name-gpt-image-1,939,measured,1,True,0.006708639298642793,color,True,939,claude_monet,conditional_joint_randomization,W2,0.015625
style_instruction,b0001-W1-claude_monet-style_instruction-gpt-image-1,951,measured,gpt-image-1,by_name,b0001-W1-claude_monet-by_name-gpt-image-1,953,measured,1,True,0.004643579547610473,color,True,951,claude_monet,conditional_joint_randomization,W1,0.015625
style_instruction,b0002-W1-claude_monet-style_instruction-gpt-image-1,975,measured,gpt-image-1,by_name,b0002-W1-claude_monet-by_name-gpt-image-1,977,measured,2,True,0.002482619632345383,color,True,975,claude_monet,conditional_joint_randomization,W1,0.015625
style_instruction,b0002-W2-claude_monet-style_instruction-gpt-image-1,1000,measured,gpt-image-1,by_name,b0002-W2-claude_monet-by_name-gpt-image-1,999,measured,2,True,-0.014667447259247346,color,True,999,claude_monet,conditional_joint_randomization,W2,0.015625
style_instruction,b0002-W3-claude_monet-style_instruction-gpt-image-1,1006,measured,gpt-image-1,by_name,b0002-W3-claude_monet-by_name-gpt-image-1,1007,measured,2,True,0.017232541064347996,color,True,1006,claude_monet,conditional_joint_randomization,W3,0.015625
style_instruction,b0002-R4-claude_monet-style_instruction-gpt-image-1,1015,measured,gpt-image-1,by_name,b0002-R4-claude_monet-by_name-gpt-image-1,1014,measured,2,True,-0.006487764579907601,color,True,1014,claude_monet,conditional_joint_randomization,R4,0.015625
style_instruction,b0002-L3-claude_monet-style_instruction-gpt-image-1,1039,measured,gpt-image-1,by_name,b0002-L3-claude_monet-by_name-gpt-image-1,1040,measured,2,True,-0.0018782438535676835,color,True,1039,claude_monet,conditional_joint_randomization,L3,0.015625
style_instruction,b0002-R1-claude_monet-style_instruction-gpt-image-1,1056,measured,gpt-image-1,by_name,b0002-R1-claude_monet-by_name-gpt-image-1,1057,measured,2,True,0.0031772023085559903,color,True,1056,claude_monet,conditional_joint_randomization,R1,0.015625
style_instruction,b0002-L2-claude_monet-style_instruction-gpt-image-1,1105,measured,gpt-image-1,by_name,b0002-L2-claude_monet-by_name-gpt-image-1,1106,measured,2,True,0.012300109396927258,color,True,1105,claude_monet,conditional_joint_randomization,L2,0.015625
style_instruction,b0002-W4-claude_monet-style_instruction-gpt-image-1,1188,measured,gpt-image-1,by_name,b0002-W4-claude_monet-by_name-gpt-image-1,1189,measured,2,True,0.006733577068559031,color,True,1188,claude_monet,conditional_joint_randomization,W4,0.015625
style_instruction,b0002-R2-claude_monet-style_instruction-gpt-image-1,1219,measured,gpt-image-1,by_name,b0002-R2-claude_monet-by_name-gpt-image-1,1220,measured,2,True,-0.0013106342217365924,color,True,1219,claude_monet,conditional_joint_randomization,R2,0.015625
style_instruction,b0002-B2-claude_monet-style_instruction-gpt-image-1,1256,measured,gpt-image-1,by_name,b0002-B2-claude_monet-by_name-gpt-image-1,1254,measured,2,True,0.0027524574477888752,color,True,1254,claude_monet,conditional_joint_randomization,B2,0.015625
style_instruction,b0002-L1-claude_monet-style_instruction-gpt-image-1,1338,measured,gpt-image-1,by_name,b0002-L1-claude_monet-by_name-gpt-image-1,1340,measured,2,True,-0.01289392287749215,color,True,1338,claude_monet,conditional_joint_randomization,L1,0.015625
style_instruction,b0002-L4-claude_monet-style_instruction-gpt-image-1,1346,measured,gpt-image-1,by_name,b0002-L4-claude_monet-by_name-gpt-image-1,1344,measured,2,True,-0.008136291787086414,color,True,1344,claude_monet,conditional_joint_randomization,L4,0.015625
style_instruction,b0002-R3-claude_monet-style_instruction-gpt-image-1,1354,measured,gpt-image-1,by_name,b0002-R3-claude_monet-by_name-gpt-image-1,1353,measured,2,True,0.004254146220621133,color,True,1353,claude_monet,conditional_joint_randomization,R3,0.015625
style_instruction,b0002-B4-claude_monet-style_instruction-gpt-image-1,1367,measured,gpt-image-1,by_name,b0002-B4-claude_monet-by_name-gpt-image-1,1366,measured,2,True,-0.002228671744283761,color,True,1366,claude_monet,conditional_joint_randomization,B4,0.015625
style_instruction,b0002-B3-claude_monet-style_instruction-gpt-image-1,1372,measured,gpt-image-1,by_name,b0002-B3-claude_monet-by_name-gpt-image-1,1371,measured,2,True,-0.002671300764612798,color,True,1371,claude_monet,conditional_joint_randomization,B3,0.015625
style_instruction,b0002-B1-claude_monet-style_instruction-gpt-image-1,1412,measured,gpt-image-1,by_name,b0002-B1-claude_monet-by_name-gpt-image-1,1411,measured,2,True,0.0017854719694975693,color,True,1411,claude_monet,conditional_joint_randomization,B1,0.015625
style_instruction,b0003-L4-claude_monet-style_instruction-gpt-image-1,1446,measured,gpt-image-1,by_name,b0003-L4-claude_monet-by_name-gpt-image-1,1448,measured,3,True,-0.004288411618438348,color,True,1446,claude_monet,conditional_joint_randomization,L4,0.015625
style_instruction,b0003-B3-claude_monet-style_instruction-gpt-image-1,1463,measured,gpt-image-1,by_name,b0003-B3-claude_monet-by_name-gpt-image-1,1461,measured,3,True,0.016546347177491705,color,True,1461,claude_monet,conditional_joint_randomization,B3,0.015625
style_instruction,b0003-L1-claude_monet-style_instruction-gpt-image-1,1524,measured,gpt-image-1,by_name,b0003-L1-claude_monet-by_name-gpt-image-1,1525,measured,3,True,-0.004123102765198561,color,True,1524,claude_monet,conditional_joint_randomization,L1,0.015625
style_instruction,b0003-W1-claude_monet-style_instruction-gpt-image-1,1557,measured,gpt-image-1,by_name,b0003-W1-claude_monet-by_name-gpt-image-1,1559,measured,3,True,0.0026995553475342646,color,True,1557,claude_monet,conditional_joint_randomization,W1,0.015625
style_instruction,b0003-R1-claude_monet-style_instruction-gpt-image-1,1682,measured,gpt-image-1,by_name,b0003-R1-claude_monet-by_name-gpt-image-1,1680,measured,3,True,-0.0020146207525333915,color,True,1680,claude_monet,conditional_joint_randomization,R1,0.015625
style_instruction,b0003-L3-claude_monet-style_instruction-gpt-image-1,1689,measured,gpt-image-1,by_name,b0003-L3-claude_monet-by_name-gpt-image-1,1691,measured,3,True,0.0024506164736509406,color,True,1689,claude_monet,conditional_joint_randomization,L3,0.015625
style_instruction,b0003-B1-claude_monet-style_instruction-gpt-image-1,1728,measured,gpt-image-1,by_name,b0003-B1-claude_monet-by_name-gpt-image-1,1729,measured,3,True,0.018994727305394685,color,True,1728,claude_monet,conditional_joint_randomization,B1,0.015625
style_instruction,b0003-W2-claude_monet-style_instruction-gpt-image-1,1748,measured,gpt-image-1,by_name,b0003-W2-claude_monet-by_name-gpt-image-1,1747,measured,3,True,0.011880836217436519,color,True,1747,claude_monet,conditional_joint_randomization,W2,0.015625
style_instruction,b0003-B2-claude_monet-style_instruction-gpt-image-1,1753,measured,gpt-image-1,by_name,b0003-B2-claude_monet-by_name-gpt-image-1,1752,measured,3,True,0.009536376774432087,color,True,1752,claude_monet,conditional_joint_randomization,B2,0.015625
style_instruction,b0003-W3-claude_monet-style_instruction-gpt-image-1,1758,measured,gpt-image-1,by_name,b0003-W3-claude_monet-by_name-gpt-image-1,1760,measured,3,True,-0.011670046680645148,color,True,1758,claude_monet,conditional_joint_randomization,W3,0.015625
style_instruction,b0003-L2-claude_monet-style_instruction-gpt-image-1,1785,measured,gpt-image-1,by_name,b0003-L2-claude_monet-by_name-gpt-image-1,1787,measured,3,True,0.003947341528539219,color,True,1785,claude_monet,conditional_joint_randomization,L2,0.015625
style_instruction,b0003-R4-claude_monet-style_instruction-gpt-image-1,1845,measured,gpt-image-1,by_name,b0003-R4-claude_monet-by_name-gpt-image-1,1847,measured,3,True,0.009179146712295992,color,True,1845,claude_monet,conditional_joint_randomization,R4,0.015625
style_instruction,b0003-R3-claude_monet-style_instruction-gpt-image-1,1871,measured,gpt-image-1,by_name,b0003-R3-claude_monet-by_name-gpt-image-1,1869,measured,3,True,0.0038224997875165173,color,True,1869,claude_monet,conditional_joint_randomization,R3,0.015625
style_instruction,b0003-B4-claude_monet-style_instruction-gpt-image-1,1878,measured,gpt-image-1,by_name,b0003-B4-claude_monet-by_name-gpt-image-1,1879,measured,3,True,-0.0014464907281646136,color,True,1878,claude_monet,conditional_joint_randomization,B4,0.015625
style_instruction,b0003-W4-claude_monet-style_instruction-gpt-image-1,1902,measured,gpt-image-1,by_name,b0003-W4-claude_monet-by_name-gpt-image-1,1903,measured,3,True,0.0034505048700437246,color,True,1902,claude_monet,conditional_joint_randomization,W4,0.015625
style_instruction,b0003-R2-claude_monet-style_instruction-gpt-image-1,1914,measured,gpt-image-1,by_name,b0003-R2-claude_monet-by_name-gpt-image-1,1915,measured,3,True,0.007473496012465913,color,True,1914,claude_monet,conditional_joint_randomization,R2,0.015625
style_aspects,b0000-W2-claude_monet-style_aspects-gpt-image-1,14,measured,gpt-image-1,style_instruction,b0000-W2-claude_monet-style_instruction-gpt-image-1,12,measured,0,True,0.0061378723946241415,color,True,12,claude_monet,conditional_joint_randomization,W2,0.015625
style_aspects,b0000-L4-claude_monet-style_aspects-gpt-image-1,28,measured,gpt-image-1,style_instruction,b0000-L4-claude_monet-style_instruction-gpt-image-1,27,measured,0,True,-0.01537072699500168,color,True,27,claude_monet,conditional_joint_randomization,L4,0.015625
style_aspects,b0000-R4-claude_monet-style_aspects-gpt-image-1,34,measured,gpt-image-1,style_instruction,b0000-R4-claude_monet-style_instruction-gpt-image-1,33,measured,0,True,-0.01330395934959279,color,True,33,claude_monet,conditional_joint_randomization,R4,0.015625
style_aspects,b0000-L3-claude_monet-style_aspects-gpt-image-1,37,measured,gpt-image-1,style_instruction,b0000-L3-claude_monet-style_instruction-gpt-image-1,36,measured,0,True,-0.0034426230545504533,color,True,36,claude_monet,conditional_joint_randomization,L3,0.015625
style_aspects,b0000-R3-claude_monet-style_aspects-gpt-image-1,63,measured,gpt-image-1,style_instruction,b0000-R3-claude_monet-style_instruction-gpt-image-1,64,measured,0,True,-0.006078869864227968,color,True,63,claude_monet,conditional_joint_randomization,R3,0.015625
style_aspects,b0000-W4-claude_monet-style_aspects-gpt-image-1,115,measured,gpt-image-1,style_instruction,b0000-W4-claude_monet-style_instruction-gpt-image-1,114,measured,0,True,0.005383524984538382,color,True,114,claude_monet,conditional_joint_randomization,W4,0.015625
style_aspects,b0000-B2-claude_monet-style_aspects-gpt-image-1,142,measured,gpt-image-1,style_instruction,b0000-B2-claude_monet-style_instruction-gpt-image-1,143,measured,0,True,0.004383609603206162,color,True,142,claude_monet,conditional_joint_randomization,B2,0.015625
style_aspects,b0000-B1-claude_monet-style_aspects-gpt-image-1,154,measured,gpt-image-1,style_instruction,b0000-B1-claude_monet-style_instruction-gpt-image-1,155,measured,0,True,-0.0055097373099124575,color,True,154,claude_monet,conditional_joint_randomization,B1,0.015625
style_aspects,b0000-R1-claude_monet-style_aspects-gpt-image-1,189,measured,gpt-image-1,style_instruction,b0000-R1-claude_monet-style_instruction-gpt-image-1,191,measured,0,True,0.0016350528275057563,color,True,189,claude_monet,conditional_joint_randomization,R1,0.015625
style_aspects,b0000-L1-claude_monet-style_aspects-gpt-image-1,296,measured,gpt-image-1,style_instruction,b0000-L1-claude_monet-style_instruction-gpt-image-1,295,measured,0,True,0.004887599716190412,color,True,295,claude_monet,conditional_joint_randomization,L1,0.015625
style_aspects,b0000-W3-claude_monet-style_aspects-gpt-image-1,306,measured,gpt-image-1,style_instruction,b0000-W3-claude_monet-style_instruction-gpt-image-1,308,measured,0,True,-0.017353857651182844,color,True,306,claude_monet,conditional_joint_randomization,W3,0.015625
style_aspects,b0000-L2-claude_monet-style_aspects-gpt-image-1,375,measured,gpt-image-1,style_instruction,b0000-L2-claude_monet-style_instruction-gpt-image-1,376,measured,0,True,0.001454853674375499,color,True,375,claude_monet,conditional_joint_randomization,L2,0.015625
style_aspects,b0000-B4-claude_monet-style_aspects-gpt-image-1,390,measured,gpt-image-1,style_instruction,b0000-B4-claude_monet-style_instruction-gpt-image-1,391,measured,0,True,-0.0015483298077041824,color,True,390,claude_monet,conditional_joint_randomization,B4,0.015625
style_aspects,b0000-B3-claude_monet-style_aspects-gpt-image-1,398,measured,gpt-image-1,style_instruction,b0000-B3-claude_monet-style_instruction-gpt-image-1,396,measured,0,True,0.025649131723440022,color,True,396,claude_monet,conditional_joint_randomization,B3,0.015625
style_aspects,b0000-W1-claude_monet-style_aspects-gpt-image-1,422,measured,gpt-image-1,style_instruction,b0000-W1-claude_monet-style_instruction-gpt-image-1,421,measured,0,True,-0.0048868285518945676,color,True,421,claude_monet,conditional_joint_randomization,W1,0.015625
style_aspects,b0000-R2-claude_monet-style_aspects-gpt-image-1,458,measured,gpt-image-1,style_instruction,b0000-R2-claude_monet-style_instruction-gpt-image-1,456,measured,0,True,-0.02164511028215635,color,True,456,claude_monet,conditional_joint_randomization,R2,0.015625
style_aspects,b0001-B2-claude_monet-style_aspects-gpt-image-1,515,measured,gpt-image-1,style_instruction,b0001-B2-claude_monet-style_instruction-gpt-image-1,513,measured,1,True,-0.0006875474761668318,color,True,513,claude_monet,conditional_joint_randomization,B2,0.015625
style_aspects,b0001-B1-claude_monet-style_aspects-gpt-image-1,522,measured,gpt-image-1,style_instruction,b0001-B1-claude_monet-style_instruction-gpt-image-1,524,measured,1,True,0.010695666643943787,color,True,522,claude_monet,conditional_joint_randomization,B1,0.015625
style_aspects,b0001-W3-claude_monet-style_aspects-gpt-image-1,573,measured,gpt-image-1,style_instruction,b0001-W3-claude_monet-style_instruction-gpt-image-1,574,measured,1,True,0.0015683702886329504,color,True,573,claude_monet,conditional_joint_randomization,W3,0.015625
style_aspects,b0001-L1-claude_monet-style_aspects-gpt-image-1,620,measured,gpt-image-1,style_instruction,b0001-L1-claude_monet-style_instruction-gpt-image-1,618,measured,1,True,-0.008555851440739656,color,True,618,claude_monet,conditional_joint_randomization,L1,0.015625
style_aspects,b0001-R3-claude_monet-style_aspects-gpt-image-1,665,measured,gpt-image-1,style_instruction,b0001-R3-claude_monet-style_instruction-gpt-image-1,664,measured,1,True,0.00671414853213597,color,True,664,claude_monet,conditional_joint_randomization,R3,0.015625
style_aspects,b0001-R2-claude_monet-style_aspects-gpt-image-1,668,measured,gpt-image-1,style_instruction,b0001-R2-claude_monet-style_instruction-gpt-image-1,667,measured,1,True,0.013453173331244683,color,True,667,claude_monet,conditional_joint_randomization,R2,0.015625
style_aspects,b0001-L2-claude_monet-style_aspects-gpt-image-1,679,measured,gpt-image-1,style_instruction,b0001-L2-claude_monet-style_instruction-gpt-image-1,678,measured,1,True,0.003457611519744719,color,True,678,claude_monet,conditional_joint_randomization,L2,0.015625
style_aspects,b0001-L4-claude_monet-style_aspects-gpt-image-1,696,measured,gpt-image-1,style_instruction,b0001-L4-claude_monet-style_instruction-gpt-image-1,698,measured,1,True,-0.0026038198775641466,color,True,696,claude_monet,conditional_joint_randomization,L4,0.015625
style_aspects,b0001-L3-claude_monet-style_aspects-gpt-image-1,709,measured,gpt-image-1,style_instruction,b0001-L3-claude_monet-style_instruction-gpt-image-1,710,measured,1,True,0.021520119225681145,color,True,709,claude_monet,conditional_joint_randomization,L3,0.015625
style_aspects,b0001-W4-claude_monet-style_aspects-gpt-image-1,785,measured,gpt-image-1,style_instruction,b0001-W4-claude_monet-style_instruction-gpt-image-1,783,measured,1,True,0.0008916608717393498,color,True,783,claude_monet,conditional_joint_randomization,W4,0.015625
style_aspects,b0001-B3-claude_monet-style_aspects-gpt-image-1,790,measured,gpt-image-1,style_instruction,b0001-B3-claude_monet-style_instruction-gpt-image-1,791,measured,1,True,0.0013778627719837414,color,True,790,claude_monet,conditional_joint_randomization,B3,0.015625
style_aspects,b0001-R1-claude_monet-style_aspects-gpt-image-1,861,measured,gpt-image-1,style_instruction,b0001-R1-claude_monet-style_instruction-gpt-image-1,863,measured,1,True,-0.0062324839504914464,color,True,861,claude_monet,conditional_joint_randomization,R1,0.015625
style_aspects,b0001-R4-claude_monet-style_aspects-gpt-image-1,877,measured,gpt-image-1,style_instruction,b0001-R4-claude_monet-style_instruction-gpt-image-1,876,measured,1,True,0.002626862338636529,color,True,876,claude_monet,conditional_joint_randomization,R4,0.015625
style_aspects,b0001-B4-claude_monet-style_aspects-gpt-image-1,913,measured,gpt-image-1,style_instruction,b0001-B4-claude_monet-style_instruction-gpt-image-1,914,measured,1,True,-0.019016066167306334,color,True,913,claude_monet,conditional_joint_randomization,B4,0.015625
style_aspects,b0001-W2-claude_monet-style_aspects-gpt-image-1,941,measured,gpt-image-1,style_instruction,b0001-W2-claude_monet-style_instruction-gpt-image-1,940,measured,1,True,-0.005607098045720418,color,True,940,claude_monet,conditional_joint_randomization,W2,0.015625
style_aspects,b0001-W1-claude_monet-style_aspects-gpt-image-1,952,measured,gpt-image-1,style_instruction,b0001-W1-claude_monet-style_instruction-gpt-image-1,951,measured,1,True,-0.005707122395264608,color,True,951,claude_monet,conditional_joint_randomization,W1,0.015625
style_aspects,b0002-W1-claude_monet-style_aspects-gpt-image-1,976,measured,gpt-image-1,style_instruction,b0002-W1-claude_monet-style_instruction-gpt-image-1,975,measured,2,True,-0.005690163276793746,color,True,975,claude_monet,conditional_joint_randomization,W1,0.015625
style_aspects,b0002-W2-claude_monet-style_aspects-gpt-image-1,1001,measured,gpt-image-1,style_instruction,b0002-W2-claude_monet-style_instruction-gpt-image-1,1000,measured,2,True,0.027938104398139027,color,True,1000,claude_monet,conditional_joint_randomization,W2,0.015625
style_aspects,b0002-W3-claude_monet-style_aspects-gpt-image-1,1005,measured,gpt-image-1,style_instruction,b0002-W3-claude_monet-style_instruction-gpt-image-1,1006,measured,2,True,0.002646594790447994,color,True,1005,claude_monet,conditional_joint_randomization,W3,0.015625
style_aspects,b0002-R4-claude_monet-style_aspects-gpt-image-1,1016,measured,gpt-image-1,style_instruction,b0002-R4-claude_monet-style_instruction-gpt-image-1,1015,measured,2,True,0.005701696692978382,color,True,1015,claude_monet,conditional_joint_randomization,R4,0.015625
style_aspects,b0002-L3-claude_monet-style_aspects-gpt-image-1,1038,measured,gpt-image-1,style_instruction,b0002-L3-claude_monet-style_instruction-gpt-image-1,1039,measured,2,True,-0.005108085128380249,color,True,1038,claude_monet,conditional_joint_randomization,L3,0.015625
style_aspects,b0002-R1-claude_monet-style_aspects-gpt-image-1,1058,measured,gpt-image-1,style_instruction,b0002-R1-claude_monet-style_instruction-gpt-image-1,1056,measured,2,True,-0.005038326708849711,color,True,1056,claude_monet,conditional_joint_randomization,R1,0.015625
style_aspects,b0002-L2-claude_monet-style_aspects-gpt-image-1,1104,measured,gpt-image-1,style_instruction,b0002-L2-claude_monet-style_instruction-gpt-image-1,1105,measured,2,True,-0.0005983938656744792,color,True,1104,claude_monet,conditional_joint_randomization,L2,0.015625
style_aspects,b0002-W4-claude_monet-style_aspects-gpt-image-1,1190,measured,gpt-image-1,style_instruction,b0002-W4-claude_monet-style_instruction-gpt-image-1,1188,measured,2,True,0.0022414851705731126,color,True,1188,claude_monet,conditional_joint_randomization,W4,0.015625
style_aspects,b0002-R2-claude_monet-style_aspects-gpt-image-1,1218,measured,gpt-image-1,style_instruction,b0002-R2-claude_monet-style_instruction-gpt-image-1,1219,measured,2,True,0.006166134211493604,color,True,1218,claude_monet,conditional_joint_randomization,R2,0.015625
style_aspects,b0002-B2-claude_monet-style_aspects-gpt-image-1,1255,measured,gpt-image-1,style_instruction,b0002-B2-claude_monet-style_instruction-gpt-image-1,1256,measured,2,True,0.0018649122573421648,color,True,1255,claude_monet,conditional_joint_randomization,B2,0.015625
style_aspects,b0002-L1-claude_monet-style_aspects-gpt-image-1,1339,measured,gpt-image-1,style_instruction,b0002-L1-claude_monet-style_instruction-gpt-image-1,1338,measured,2,True,0.004709374084000462,color,True,1338,claude_monet,conditional_joint_randomization,L1,0.015625
style_aspects,b0002-L4-claude_monet-style_aspects-gpt-image-1,1345,measured,gpt-image-1,style_instruction,b0002-L4-claude_monet-style_instruction-gpt-image-1,1346,measured,2,True,0.016020055547330728,color,True,1345,claude_monet,conditional_joint_randomization,L4,0.015625
