alias,condition,distance,family,generated_count,method_id,missing_templates,painter_id,reference_count,status
gpt-image-1,paul_cezanne,2.2421329634526335,texture,63,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,paul_cezanne,2.0668419711598487,texture,63,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,1.334736400861709,color,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,1.2233333859180648,color,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,1.1353063632893252,color,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,0.6390553984146767,color,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,0.21074855393736192,spatial,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,0.3687995611376542,spatial,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,0.697181922080703,spatial,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,0.7812282215767095,spatial,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,1.4098604486396713,texture,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,1.6547259079892744,texture,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,1.4244294619033284,texture,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,1.5623753298910668,texture,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,claude_monet,0.8194595346421361,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,claude_monet,1.001657056497724,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,claude_monet,1.220074244969247,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,claude_monet,1.971249736949222,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,claude_monet,0.941634045360308,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,claude_monet,0.8451859508882622,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,claude_monet,0.8368854002698582,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,claude_monet,1.829149346093668,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,claude_monet,1.7233321921887483,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,claude_monet,1.4653945997979643,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,claude_monet,1.5941362118919804,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,claude_monet,2.745185593983563,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,alfred_sisley,0.9676682565898633,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,alfred_sisley,0.8762278618095296,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,alfred_sisley,0.8956367017960036,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,alfred_sisley,2.356277489891631,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,alfred_sisley,0.6347728902837888,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,alfred_sisley,0.5817114141535393,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,alfred_sisley,0.6802671979164079,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,alfred_sisley,1.3534428791782438,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,alfred_sisley,1.6835197729580442,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,alfred_sisley,1.408914688670019,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,alfred_sisley,1.648160841589351,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,alfred_sisley,2.7744815362641195,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,camille_pissarro,1.565919849274224,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,camille_pissarro,1.5452689198496454,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,camille_pissarro,1.0744942826693404,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,camille_pissarro,2.3962572098794017,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,camille_pissarro,1.194374056965057,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,camille_pissarro,1.0635234040296138,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,camille_pissarro,0.9018986435482246,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,camille_pissarro,1.9767638773782599,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,camille_pissarro,1.8611624471866863,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,camille_pissarro,1.7119775711264118,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,camille_pissarro,1.6359106797035634,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,camille_pissarro,2.886345998459741,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,paul_cezanne,0.9808798095343643,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,paul_cezanne,1.1820734571184488,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,paul_cezanne,1.315976214229757,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,paul_cezanne,0.87752373157825,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,paul_cezanne,1.23710889409601,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,paul_cezanne,1.4739401589571888,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,paul_cezanne,1.435649388059448,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,paul_cezanne,0.7353433759263746,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,paul_cezanne,1.8199574905818419,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,paul_cezanne,2.253370462781943,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,paul_cezanne,2.433989355291378,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,paul_cezanne,2.2360777656585147,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,1.3196615642264566,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,1.1863509159353627,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,1.1383935273861532,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,0.5974552182217954,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,0.21300531209121143,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,0.35415705903897976,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,0.6403961537614147,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,0.7501712182486764,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,1.2600982848407907,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,1.4734653604171548,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,1.224753296292671,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,1.4643823569413343,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,claude_monet,0.9698600827230401,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,claude_monet,1.1887225503890368,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,claude_monet,1.4652626385303633,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,claude_monet,2.0304388703680467,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,claude_monet,0.9925509786851023,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,claude_monet,0.9190478211175561,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,claude_monet,0.928124076364377,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,claude_monet,1.8354884147610693,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,claude_monet,1.8277656487820566,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,claude_monet,1.4898412041400448,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,claude_monet,1.7001005995023608,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,claude_monet,2.7415833386470867,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,alfred_sisley,0.9093278573644858,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,alfred_sisley,0.8349343985421545,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,alfred_sisley,0.9781657639779371,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,alfred_sisley,2.3495772092826948,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,alfred_sisley,0.6820992759150217,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,alfred_sisley,0.6024433534123992,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,alfred_sisley,0.6645544942039316,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,alfred_sisley,1.4564964166592416,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,alfred_sisley,1.785710740293866,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,alfred_sisley,1.4641348320749528,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,alfred_sisley,1.7253285366355355,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,alfred_sisley,2.8780065238835393,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,camille_pissarro,1.2121864730840288,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,camille_pissarro,1.2584752293777988,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,camille_pissarro,0.8715874293538928,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,camille_pissarro,2.0936865585238653,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,camille_pissarro,1.1526129644498877,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,camille_pissarro,1.0347190138794702,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,camille_pissarro,0.8794619831193049,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,camille_pissarro,1.9027545400413908,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,camille_pissarro,1.917059195371395,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,camille_pissarro,1.721916069754944,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,camille_pissarro,1.7123014751885266,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,camille_pissarro,2.8760431694927453,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,paul_cezanne,0.9540070540295142,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,paul_cezanne,1.1434265513675255,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,paul_cezanne,1.3335522674990659,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,paul_cezanne,0.7591406956931179,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,paul_cezanne,1.1261018586969573,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,paul_cezanne,1.3378927032399126,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,paul_cezanne,1.3049894319093664,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,paul_cezanne,0.6450429992718774,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,paul_cezanne,1.8179310768453374,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,paul_cezanne,2.0447102373768455,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,paul_cezanne,2.393868507453236,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,paul_cezanne,2.0313548773085555,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,1.4113955851452147,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,1.27328702282685,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,1.21327501275543,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,0.5867822274373751,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,0.20610395497205225,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,0.3483854824449688,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,0.6024113019321651,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,0.671403127202415,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-1,artist_free,1.306132291593984,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-1,artist_free,1.3971382116963644,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-1,artist_free,1.2571138999873073,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-1,artist_free,1.347053109636399,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,0.5003885222942783,color,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,0.6326970236962894,color,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,0.6524648193353937,color,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,1.6161178837907964,color,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,0.8220854827202841,spatial,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,0.7753452425413356,spatial,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,0.7752059099089994,spatial,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,1.6412720696327447,spatial,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,1.64191540372201,texture,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,1.4169939711962387,texture,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,1.6151221896833805,texture,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,2.5941322470215487,texture,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,0.8602255725989794,color,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,0.7529104736001548,color,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,0.7505747219564591,color,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,2.2373713716756365,color,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,0.5758913880340759,spatial,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,0.5664964262778693,spatial,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,0.7235011387193735,spatial,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,1.333863555510713,spatial,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,1.571585873516344,texture,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,1.3201149763709745,texture,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,1.5326415059394085,texture,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,2.6512738386676173,texture,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.5449377592480547,color,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.4716345190600602,color,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,1.009620987710993,color,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,2.375494272286266,color,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,0.9366180770878003,spatial,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,0.8747656911622439,spatial,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,0.7653347704961937,spatial,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,1.6234730530463977,spatial,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.5025073992882079,texture,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.3710630417148435,texture,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,1.337881042027715,texture,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,2.512131027571584,texture,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,0.8863972095218047,color,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,1.0341603107727704,color,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,1.0871069095908756,color,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,0.8232198333655629,color,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,1.0204971751256071,spatial,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,1.262907241890792,spatial,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,1.2796754356646018,spatial,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,0.634113503073451,spatial,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,1.7108485140743235,texture,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,2.043025124908098,texture,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,2.2700342254810257,texture,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,2.119113419741494,texture,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,1.3628606961102512,color,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,1.2397910392638014,color,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,1.1663407274738664,color,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,0.6522332344627864,color,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,0.2332794665856217,spatial,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,0.39381556257705297,spatial,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,0.7134897458401142,spatial,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,0.8298542789461827,spatial,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,1.3959113721031216,texture,64,by_name,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,1.738951431403843,texture,64,by_name,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,1.404416732495958,texture,64,by_name,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,1.6807156107350476,texture,64,by_name,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,0.8584413967134195,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,1.0739629725285496,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,1.2962430453308293,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,2.048895371290355,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,1.0235893715638826,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,0.9309330764492265,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,0.9023690825410879,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,1.8995216956076604,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,1.8576340639759588,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,1.5678913195150828,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,1.765819434748909,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,2.8191761245358675,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,0.8842530228433179,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,0.7951407647818971,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,0.7993095109604182,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,2.2601097093510285,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
