allocated,arm,available,mean,polarity,template_id,values
4,generic,4,-0.012794161528347281,muted,land_garden,"[-0.09921161562530025, 0.0653859261563905, 0.031051052322636153, -0.04840200896711553]"
4,generic,4,1.9829974020098216,vivid,land_garden,"[2.0525390627884335, 1.6869923347961422, 2.074987030628471, 2.117471179826239]"
4,monet,4,-0.284796040841549,muted,land_garden,"[-0.3265577012640207, -0.571794912592968, -0.3318005752257056, 0.09096902571649833]"
4,monet,4,1.396941798853161,vivid,land_garden,"[1.4457696531888455, 1.5696609176631557, 1.5732124579407962, 0.9991241666198464]"
4,cezanne,4,0.08388191672432943,muted,land_garden,"[-0.08717459281151202, 0.12713113213476845, 0.1909284610946827, 0.1046426664793786]"
4,cezanne,4,2.176695188571776,vivid,land_garden,"[2.0092754210412536, 2.2774220683134456, 2.173559516197825, 2.2465237487345804]"
4,free,4,-0.4874391665535678,muted,water_bend,"[-0.44919826745205854, -0.2843082540031977, -0.6965008146529512, -0.5197493301060635]"
4,free,4,3.1814707206716797,vivid,water_bend,"[3.0263947202672106, 3.181438241944075, 3.2216602466072017, 3.296389673868233]"
4,generic,4,-0.005659983840329329,muted,water_bend,"[-0.09295195637770289, 0.19887561270299914, -0.14956267217143993, 0.020999080484826356]"
4,generic,4,2.873405715502964,vivid,water_bend,"[3.110062408261536, 3.469681156580667, 2.481415067359263, 2.4324642298103902]"
4,monet,4,-0.9277896885034415,muted,water_bend,"[-1.0082911460925077, -0.9818134988478346, -0.835895221224702, -0.8851588878487218]"
4,monet,4,1.8762053432293797,vivid,water_bend,"[1.8003211675876518, 1.6007481548215887, 2.219400644876877, 1.8843514056314006]"
4,cezanne,4,-0.49199647122805207,muted,water_bend,"[-0.7443333573452824, -0.665512282333928, -0.34964436765325496, -0.20849587757974292]"
4,cezanne,4,2.185564986959861,vivid,water_bend,"[2.2744440648843476, 1.919142564985249, 2.654823072957549, 1.8938502450122983]"
4,free,4,-0.28748223267622586,muted,water_river,"[0.13237400064185684, -0.4391273527268718, -0.61137639979302, -0.2317991788268683]"
4,free,4,2.813272463518009,vivid,water_river,"[3.5119774051304415, 2.560565551462117, 2.429986631061882, 2.750560266417595]"
4,generic,4,-0.09276298816339051,muted,water_river,"[0.35288008533456255, -0.23715834928224852, -0.17671709001149338, -0.31005659869438273]"
4,generic,4,2.3293294045751725,vivid,water_river,"[3.5305638719388956, 1.694038259128281, 2.2443448534708494, 1.8483706337626635]"
4,monet,4,-0.8112296211110758,muted,water_river,"[-0.5037383844522523, -0.999262922496155, -0.8885323130668487, -0.8533848644290472]"
4,monet,4,1.5411086366685682,vivid,water_river,"[1.6724800436124703, 1.6908769289232433, 1.3784161018650467, 1.4226614722735127]"
4,cezanne,4,-0.5519426946579244,muted,water_river,"[-0.3195926138042411, -0.6799053081894243, -0.6897506637239026, -0.5185221929141297]"
4,cezanne,4,1.5646671401799301,vivid,water_river,"[1.382748606240126, 1.565146786237918, 1.7378375374779755, 1.572935630763701]"
