attempt_count,attempts,known_cost_usd,observed.format,observed.height,observed.image_bytes,observed.image_sha256,observed.minimum_512,observed.mode,observed.reported.background,observed.reported.model,observed.reported.output_format,observed.reported.quality,observed.reported.size,observed.square_1024,observed.width,pending_attempts,request_id,response_path,response_sha256,selected_attempt,selected_terminal_event_sha256,sequence,status,stored_response_sha256,unknown_cost
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""8078d69b4dd5f1484ecb4b4c0039ed3917eab5e941e3b06b3f464aafea328e9d"", ""status"": ""image_returned""}]",0.0,PNG,1120,2867803,cf9a7c24300823faa2391ddc4c619e4f7eae9bd4b87b580dabdab046732b1f9a,True,RGB,opaque,,png,low,1404x1120,False,1404,[],prv2:land_fields:r02:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0010-a1.json.gz,01283869928e4917c3caaf6bf216e3dcfa86a41346bed677f2d6356f12a66e33,1,8078d69b4dd5f1484ecb4b4c0039ed3917eab5e941e3b06b3f464aafea328e9d,10,image_returned,f1e7c1712388aba9033d723451990510c9f7ccb825894855c5e20e674518eaaa,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""c558efd461ba3a42759972b96eed37520477ae9a0bed268c826c30f753221762"", ""status"": ""image_returned""}]",0.0,PNG,1132,3256023,40f8d932d3bdaebf2772946e977b7742d1af627d4bba59697b9511a190138bbe,True,RGB,opaque,,png,low,1389x1132,False,1389,[],prv2:land_fields:r02:monet:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0011-a1.json.gz,6cb9e6d5bbf3df5689fdd09eaec003fe43eb841cc3e8bde382829e1952b454ef,1,c558efd461ba3a42759972b96eed37520477ae9a0bed268c826c30f753221762,11,image_returned,aa41a201460d933b794265bcc93a41f08e902a20843a92a765042d7653c3f228,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""214f2635943ec0b0befb958d23909937d0a60fd6ffacb8d4ae3088cf964876e0"", ""status"": ""image_returned""}]",0.0,PNG,1118,3173711,609d784d1ef18031b6c54a4c4bb5e4f9b20f5f3fd52c9aad7034feed0c062df2,True,RGB,opaque,,png,low,1407x1118,False,1407,[],prv2:land_fields:r02:generic:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0012-a1.json.gz,f391fa623e662e424af7c686ceb7dfa9ee8a4521a623e9ff271d6c9cd18d6f2a,1,214f2635943ec0b0befb958d23909937d0a60fd6ffacb8d4ae3088cf964876e0,12,image_returned,09c78868830e5d11de3939d2892149488d796f0b5773ac13ba84f0e5176d460c,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""29c7ad7d8ca77c83a284ae0e0e1ab71e62d992645d91e48bfcf9fa48170f9623"", ""status"": ""image_returned""}]",0.0,PNG,1121,2691263,9cfeb7e425f310551c17e0419256005b7387d612a542c837c5f8972ce236c784,True,RGB,opaque,,png,low,1403x1121,False,1403,[],prv2:land_fields:r02:free:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0013-a1.json.gz,c1a845623575900538770497cc54a6599cba673e5476426b3171a5bc4dd49588,1,29c7ad7d8ca77c83a284ae0e0e1ab71e62d992645d91e48bfcf9fa48170f9623,13,image_returned,0f15c28d00a1b702dc6d639da0779ac72c26903d4f81211a659f279ddb102d5d,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""7f07724e2ad53e4a492a9174bb38223f6c4ddbd92dd155bb5e1e6658d4ebe2d3"", ""status"": ""image_returned""}]",0.0,PNG,1128,2588130,5c2eaa9a2c6a189ff2576aff2ec6548a6ce365460b140c364e9c7543d9db2230,True,RGB,opaque,,png,low,1394x1128,False,1394,[],prv2:land_fields:r02:monet:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0014-a1.json.gz,3975a8cd16519ccfee6c75f476a906e019d05b2e682050dd33b11d4767dc081d,1,7f07724e2ad53e4a492a9174bb38223f6c4ddbd92dd155bb5e1e6658d4ebe2d3,14,image_returned,4fb06082e440b1683dafb75052ba71ff2a85baea1767e6e0e796f072d79e58a8,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""e2dd0f92ae51d138780e475fbe8383be160ba0755be5cae138530427012b99f8"", ""status"": ""image_returned""}]",0.0,PNG,1122,3251244,8d119db07060c09b7542bbe1f0e66f46cfd31573dc551119911c863e1d86f750,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:land_fields:r02:free:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0015-a1.json.gz,18457712bbcbae5b7cae06644289c823f30967cede90f7aebee3e3b2e74f5a91,1,e2dd0f92ae51d138780e475fbe8383be160ba0755be5cae138530427012b99f8,15,image_returned,f57716d26673d1556b22b9516d52d46d1e788933987424b71462476777dce5f8,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""048e6e04c9152a959584edebf0e1e356680c7dafa3676267c5ae54d7cce7fcfd"", ""status"": ""image_returned""}]",0.0,PNG,1122,3218030,1b83f48d0c57ba2aa4d19223fc057e9b8e21e5fc82c5af79e36f46350e79bad5,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:water_bend:r01:monet:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0016-a1.json.gz,de9b7d0821f34921a95542472a8e5d4e7ed02b2ee715d67f06b0b007e15f8f2b,1,048e6e04c9152a959584edebf0e1e356680c7dafa3676267c5ae54d7cce7fcfd,16,image_returned,623f6e6548f95d354a5ed90f8cc584c23389fa7d4ac8db10f728dc4a05a83467,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""57c4d91d0cc7eceaaad58011c9dfeb7e06bba216edae60e49a871d828737596d"", ""status"": ""image_returned""}]",0.0,PNG,1119,3211175,b30fd662b920e3a6f1a1dd78825f8cf4f3a94d773c745f97f2ea2b600f4ba22a,True,RGB,opaque,,png,low,1405x1119,False,1405,[],prv2:water_bend:r01:generic:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0017-a1.json.gz,473cabcb62489f988369367fd1ae7323f03b5c4a2a64a320b77d330d3dbffcce,1,57c4d91d0cc7eceaaad58011c9dfeb7e06bba216edae60e49a871d828737596d,17,image_returned,71fabb40e849988438121eb508cad99fec565605df4c59a637491f2a06ba8478,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""f7ebe31d6992cd2d3fdb3664a95c94675eb5e390461eb3a3e4925f5faf007847"", ""status"": ""image_returned""}]",0.0,PNG,1120,3401931,4c3d5523243dc0c54c43d5e66b5db1f60c13e5fbd176073553e7e99894164e22,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:water_bend:r01:free:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0018-a1.json.gz,7b659ed1ccc9d78c126b7b9506a20c0f6f3404952bf5ed169acb8fe26230fa7d,1,f7ebe31d6992cd2d3fdb3664a95c94675eb5e390461eb3a3e4925f5faf007847,18,image_returned,2b82616efeb9e27cef8dfe8d96cc2e20e9d93ad9de9c543d1d9fba79155be3a6,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""87656c22a22d4dcd463638c1fb439dba39e997a7e338371f08fd978a57e91120"", ""status"": ""image_returned""}]",0.0,PNG,1122,2458770,05a03fa80c0e0cd96957739c3de777089e4cd493add9d9a285d42d69256b2ed6,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:water_bend:r01:cezanne:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0019-a1.json.gz,b5d1a06599f961b9a54d5e1976d44e6386cf98310b6d58ed35eae64aca4ff7c9,1,87656c22a22d4dcd463638c1fb439dba39e997a7e338371f08fd978a57e91120,19,image_returned,c95d7dc5e1a7f694ffe461794ef734f438018e14f8e6a26d9f54cca913c767a6,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""14f1102df93c30d13b21f5a85a856a5fd7b8b0bf50e22d1cb4ffaedf8ddc1d5d"", ""status"": ""image_returned""}]",0.0,PNG,1120,2936860,fc47059ab9333fc70f0d4642a236f544e1e4cd04696a72d6d88f97853f671246,True,RGB,opaque,,png,low,1404x1120,False,1404,[],prv2:water_bend:r01:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0020-a1.json.gz,fe1caa36924815f6013214d833e635340e125c58d59563b75f2cfa8fc29dc4a3,1,14f1102df93c30d13b21f5a85a856a5fd7b8b0bf50e22d1cb4ffaedf8ddc1d5d,20,image_returned,85a762daff4a4f6cc250b41fc017843e781e937480188eacc230d4d98dd325fb,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""673263057cb695c252e77e404a95a9c2b2b000b9ef7f3ab33a6243bee300668c"", ""status"": ""image_returned""}]",0.0,PNG,1122,2696283,6b94fcf3e181da794ce94adc7df42d9e2be8057ca638418e139ca89e063b75aa,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:water_bend:r01:monet:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0021-a1.json.gz,714037182f53856ad5fc88f66e6baa83057ccc0f684c98c76d1eb46d5009b28c,1,673263057cb695c252e77e404a95a9c2b2b000b9ef7f3ab33a6243bee300668c,21,image_returned,7e108fc14f731d7edcb3e421a701788b61cdbeef30f851098263b15b0c28e18d,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""800d429b8600bb562b5caf2d69b6a7087e3d656eed2a8822ac7986c4ad229784"", ""status"": ""image_returned""}]",0.0,PNG,1122,2810006,5affc1282d5cd58e17272f1ae18bf59c252dfe8fc56b6c782d2edabe8b5338ad,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:water_bend:r01:free:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0022-a1.json.gz,617c743f5811cdb6bd9ff8077958e91eb735682a65d0956431367b70ef0d1e22,1,800d429b8600bb562b5caf2d69b6a7087e3d656eed2a8822ac7986c4ad229784,22,image_returned,9c9b7345ce154ec29c5fa63321b8c2450e2ca9a4d37f2bf87b54767b9850ff54,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""db9eb65dfabffddb35460ea594f3727a3822365c3e96db1fe257d0895338e7f4"", ""status"": ""image_returned""}]",0.0,PNG,1120,2668840,d4b5492b17b965faa5b0bca86a46111cbfed9e3d2dd14348551f5bfcdcbae3b0,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:water_bend:r01:generic:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0023-a1.json.gz,bb9ce4a46a45dfbedfadff6352b579fbfb492a07c5cf744a8d24d085c4542e1a,1,db9eb65dfabffddb35460ea594f3727a3822365c3e96db1fe257d0895338e7f4,23,image_returned,77815ef08ca1d9c74dbcf2eb0f8d72beac791edbd946c8acc896746752abaaf7,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""03dfdfe472cc501deeba332d81c90607713c827fd83938d1bccfa7411a4bb194"", ""status"": ""image_returned""}]",0.0,PNG,1122,2651031,1782ebdc543066ae5af587677156a861ecfe911dc1928b3858b411b5556b17ed,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_village:r02:generic:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0024-a1.json.gz,447fa9690730a9c31c6bf6eb63469465d346294334f1084e351b989457accd12,1,03dfdfe472cc501deeba332d81c90607713c827fd83938d1bccfa7411a4bb194,24,image_returned,653ea7df6d71c8a698757355ced1b1f7ca438e08a019eb4d32d86588f8b2fe0b,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""75d51f6f9c338da74c072d0066297fbd18f0f0cc0f403de6598c0a5c716d9363"", ""status"": ""image_returned""}]",0.0,PNG,1120,2581558,e1a1fd858cb651eb3616967a7118b77eca9fd00b6a1df8f440c86ff0aa375914,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:built_village:r02:cezanne:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0025-a1.json.gz,3b7123b70d7d92b3bf9af39d02f1768951d997421c582ebf39c6f10beecdf526,1,75d51f6f9c338da74c072d0066297fbd18f0f0cc0f403de6598c0a5c716d9363,25,image_returned,1828178793237238ca7d315eafed588803142515e35d2b3c8d7ddaae77b40cb0,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""a3160e82392374666f5cf576ca3aa14a131a90bc4e30d75a2505a178fc19921c"", ""status"": ""image_returned""}]",0.0,PNG,1119,2765294,71ebc6a4c8a231260586b32c24b45ca628df9bdbcf29ab1ac8b1aa1eabd38fb6,True,RGB,opaque,,png,low,1405x1119,False,1405,[],prv2:built_village:r02:monet:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0026-a1.json.gz,3d38ef4b39945650f1f11724a5c7e4dc912f06a3944fec42a9d67e255a531109,1,a3160e82392374666f5cf576ca3aa14a131a90bc4e30d75a2505a178fc19921c,26,image_returned,013c5071bbe00f5df11bb3d650a58fc676afc246dd8a52a4c4e740ea52a07c24,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""29ca93eb6fcaacd70e56c92489b385243ae2860e913b8517ee4a433b49ae2c53"", ""status"": ""image_returned""}]",0.0,PNG,1120,3350681,28717a09ea9e4c221725d20f8faa8d1023e43cce56f572e30607d352097f0630,True,RGB,opaque,,png,low,1404x1120,False,1404,[],prv2:built_village:r02:free:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0027-a1.json.gz,969e7ac61d20d6e9e2186fdcb36eba1d56d234e8f1e61464b56ba164d0157535,1,29ca93eb6fcaacd70e56c92489b385243ae2860e913b8517ee4a433b49ae2c53,27,image_returned,774c209b720ed4d4cb8d57abb729e3b36c27c9012bafe6357eb5149be730551c,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""7d13ab09c19b72213e0659b3b12fb7678966412c1e06a1cfa040a4779f41d638"", ""status"": ""image_returned""}]",0.0,PNG,1127,3239078,2451fa2312b5a11f72424c8469782f1e914a1f597555ecb91bbd876731cff851,True,RGB,opaque,,png,low,1396x1127,False,1396,[],prv2:built_village:r02:generic:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0028-a1.json.gz,5d76bcb0277e9b5a7a32545b64bb5441a30e389f1163da0e697b180409504912,1,7d13ab09c19b72213e0659b3b12fb7678966412c1e06a1cfa040a4779f41d638,28,image_returned,053615261559a6b2774ecf2d76163f5b8a1de2acd36a5683c9f1992bfd283865,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""aa2d416385ddcff2002078e83672678f9ef1af56213d9376ddf0cb08bc23c0f6"", ""status"": ""image_returned""}]",0.0,PNG,1122,3230639,456bc40be2b50c1948646d56698fd8a03a55def028a4b81e1c1965a0ceb3b012,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_village:r02:monet:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0029-a1.json.gz,17574760a66cdb43428547f3550e237eb0c3148ac3c4fd5139bb6287c77e6880,1,aa2d416385ddcff2002078e83672678f9ef1af56213d9376ddf0cb08bc23c0f6,29,image_returned,d4701bfa49f7828b508c38cfd6c064d14196983f14b9bc3405899cf5cf7cc1a3,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""6c3dd379671b9827cea193f1fba6444d8664bc6986634ec8f1b488f2023a46b5"", ""status"": ""image_returned""}]",0.0,PNG,1116,2906822,eb010c268d089cbea808264b7ab9076b51b379e4764e8cbc4d5fb632e46ad26a,True,RGB,opaque,,png,low,1409x1116,False,1409,[],prv2:built_village:r02:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0030-a1.json.gz,52e6ad9b1db69359dbc76332a1b78d40820ebbc59bc39a7bd357fb28f005b35b,1,6c3dd379671b9827cea193f1fba6444d8664bc6986634ec8f1b488f2023a46b5,30,image_returned,d243593cdcf62d0260940ad04a456808bbf4e867e14e51a907a378540ae2240e,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""2373f8b40a011bd2face0c9ea4f6ae5d6dd2d669d31175d40ce9f0077c917c87"", ""status"": ""image_returned""}]",0.0,PNG,1120,3209284,a030e2c9ba6195c9722c0b9c943e9ae0352a965a532e226f45d5af15786a1d07,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:built_village:r02:free:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0031-a1.json.gz,e7a4ff0351a7cb12c0c413dfb730d56a98688f2a03bf3c57b70844245e2d6480,1,2373f8b40a011bd2face0c9ea4f6ae5d6dd2d669d31175d40ce9f0077c917c87,31,image_returned,f0a15d7b4e9f8f4f1347f8bde90211892e3387e905aa43f32da3a7eff731d107,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""fbb514b9d142bab21192b60d2bf211f13b1591c827ab97139451c7dbfa0f3f42"", ""status"": ""image_returned""}]",0.0,PNG,1140,2436018,7fd1ab3aef325a2ed0681e2b2d52c349bbe60f13f7153ffaec27b1609049852c,True,RGB,opaque,,png,low,1380x1140,False,1380,[],prv2:built_houses:r02:cezanne:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0032-a1.json.gz,573a88a5a3bd7c2f0e812df8b0c41417d5625f15cacc5377b07cc3353742acd5,1,fbb514b9d142bab21192b60d2bf211f13b1591c827ab97139451c7dbfa0f3f42,32,image_returned,507226ef520e4c3423906882c43f01996cae47316bf0d027f78e1b8cf5e5fe92,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""9849d15282adefc1c5e5ba820d511ec17fdea143b24f57b510111c38f52f4a11"", ""status"": ""image_returned""}]",0.0,PNG,1164,2833908,f6c85641368fc206f6319f02e7406ad86482412476fb0cfabaa0cc6fabf3e468,True,RGB,opaque,,png,low,1351x1164,False,1351,[],prv2:built_houses:r02:free:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-recovery-20260908/responses/0033-a1.json.gz,b9ef97e06608449f9b74ff51f4b078d8cc2b78a0e0dda5236ce38842ea6d8ff1,1,9849d15282adefc1c5e5ba820d511ec17fdea143b24f57b510111c38f52f4a11,33,image_returned,e5609cc1f189042488faf9cabe82e636ef38e38ed209e43cb4c2c6075a2a397d,False
