attempt,complete,latency_seconds,observed.format,observed.height,observed.image_bytes,observed.image_sha256,observed.minimum_512,observed.mode,observed.reported.background,observed.reported.model,observed.reported.output_format,observed.reported.quality,observed.reported.size,observed.square_1024,observed.width,post_started,request_id,slot_sequence,status,status_code,transport_started_monotonic
1,True,25.59793812490534,PNG,1132,3256023,40f8d932d3bdaebf2772946e977b7742d1af627d4bba59697b9511a190138bbe,True,RGB,opaque,,png,low,1389x1132,False,1389,True,prv2:land_fields:r02:monet:vivid,11,image_returned,200,730682.647598125
1,True,22.019405375001952,PNG,1118,3173711,609d784d1ef18031b6c54a4c4bb5e4f9b20f5f3fd52c9aad7034feed0c062df2,True,RGB,opaque,,png,low,1407x1118,False,1407,True,prv2:land_fields:r02:generic:vivid,12,image_returned,200,730702.914095041
1,True,24.08394537505228,PNG,1121,2691263,9cfeb7e425f310551c17e0419256005b7387d612a542c837c5f8972ce236c784,True,RGB,opaque,,png,low,1403x1121,False,1403,True,prv2:land_fields:r02:free:muted,13,image_returned,200,730708.473009291
1,True,24.650408582994714,PNG,1128,2588130,5c2eaa9a2c6a189ff2576aff2ec6548a6ce365460b140c364e9c7543d9db2230,True,RGB,opaque,,png,low,1394x1128,False,1394,True,prv2:land_fields:r02:monet:muted,14,image_returned,200,730725.204844333
1,True,25.99937391700223,PNG,1122,3251244,8d119db07060c09b7542bbe1f0e66f46cfd31573dc551119911c863e1d86f750,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_fields:r02:free:vivid,15,image_returned,200,730732.772801916
1,True,28.260896291933022,PNG,1122,3218030,1b83f48d0c57ba2aa4d19223fc057e9b8e21e5fc82c5af79e36f46350e79bad5,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:water_bend:r01:monet:vivid,16,image_returned,200,730758.989153541
1,True,26.766557749942876,PNG,1119,3211175,b30fd662b920e3a6f1a1dd78825f8cf4f3a94d773c745f97f2ea2b600f4ba22a,True,RGB,opaque,,png,low,1405x1119,False,1405,True,prv2:water_bend:r01:generic:vivid,17,image_returned,200,730764.259162166
1,True,29.229864291963167,PNG,1120,3401931,4c3d5523243dc0c54c43d5e66b5db1f60c13e5fbd176073553e7e99894164e22,True,RGB,opaque,,png,low,1405x1120,False,1405,True,prv2:water_bend:r01:free:vivid,18,image_returned,200,730787.466790791
1,True,26.141113291028887,PNG,1122,2458770,05a03fa80c0e0cd96957739c3de777089e4cd493add9d9a285d42d69256b2ed6,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:water_bend:r01:cezanne:muted,19,image_returned,200,730792.726587
1,True,28.308187791029923,PNG,1120,2936860,fc47059ab9333fc70f0d4642a236f544e1e4cd04696a72d6d88f97853f671246,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:water_bend:r01:cezanne:vivid,20,image_returned,200,730816.91173375
1,True,29.653226708061993,PNG,1122,2696283,6b94fcf3e181da794ce94adc7df42d9e2be8057ca638418e139ca89e063b75aa,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:water_bend:r01:monet:muted,21,image_returned,200,730822.17461525
1,True,21.272371167084202,PNG,1122,2810006,5affc1282d5cd58e17272f1ae18bf59c252dfe8fc56b6c782d2edabe8b5338ad,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:water_bend:r01:free:muted,22,image_returned,200,730845.436771791
1,True,23.8640634160256,PNG,1120,2668840,d4b5492b17b965faa5b0bca86a46111cbfed9e3d2dd14348551f5bfcdcbae3b0,True,RGB,opaque,,png,low,1405x1120,False,1405,True,prv2:water_bend:r01:generic:muted,23,image_returned,200,730852.045572125
1,True,32.546223790966906,PNG,1122,2651031,1782ebdc543066ae5af587677156a861ecfe911dc1928b3858b411b5556b17ed,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:built_village:r02:generic:muted,24,image_returned,200,730876.12701225
1,True,37.65106741699856,PNG,1120,2581558,e1a1fd858cb651eb3616967a7118b77eca9fd00b6a1df8f440c86ff0aa375914,True,RGB,opaque,,png,low,1405x1120,False,1405,True,prv2:built_village:r02:cezanne:muted,25,image_returned,200,730881.381399208
1,True,32.02229500003159,PNG,1119,2765294,71ebc6a4c8a231260586b32c24b45ca628df9bdbcf29ab1ac8b1aa1eabd38fb6,True,RGB,opaque,,png,low,1405x1119,False,1405,True,prv2:built_village:r02:monet:muted,26,image_returned,200,730908.889294458
1,True,32.47983737499453,PNG,1120,3350681,28717a09ea9e4c221725d20f8faa8d1023e43cce56f572e30607d352097f0630,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:built_village:r02:free:vivid,27,image_returned,200,730919.248872291
1,True,29.986475624958985,PNG,1127,3239078,2451fa2312b5a11f72424c8469782f1e914a1f597555ecb91bbd876731cff851,True,RGB,opaque,,png,low,1396x1127,False,1396,True,prv2:built_village:r02:generic:vivid,28,image_returned,200,730941.129009875
1,True,35.77092183299828,PNG,1122,3230639,456bc40be2b50c1948646d56698fd8a03a55def028a4b81e1c1965a0ceb3b012,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:built_village:r02:monet:vivid,29,image_returned,200,730951.94554925
1,True,34.73825637495611,PNG,1116,2906822,eb010c268d089cbea808264b7ab9076b51b379e4764e8cbc4d5fb632e46ad26a,True,RGB,opaque,,png,low,1409x1116,False,1409,True,prv2:built_village:r02:cezanne:vivid,30,image_returned,200,730971.334404416
1,True,30.248576375073753,PNG,1120,3209284,a030e2c9ba6195c9722c0b9c943e9ae0352a965a532e226f45d5af15786a1d07,True,RGB,opaque,,png,low,1405x1120,False,1405,True,prv2:built_village:r02:free:muted,31,image_returned,200,730987.934368916
1,True,25.028600084013306,PNG,1140,2436018,7fd1ab3aef325a2ed0681e2b2d52c349bbe60f13f7153ffaec27b1609049852c,True,RGB,opaque,,png,low,1380x1140,False,1380,True,prv2:built_houses:r02:cezanne:muted,32,image_returned,200,731018.401170791
1,True,24.298534583998844,PNG,1164,2833908,f6c85641368fc206f6319f02e7406ad86482412476fb0cfabaa0cc6fabf3e468,True,RGB,opaque,,png,low,1351x1164,False,1351,True,prv2:built_houses:r02:free:muted,33,image_returned,200,731023.662943291
1,True,24.506910749943927,PNG,1129,3032034,ac47320a679305bb26f7ef4c72c404edacfcdffdc684fd0b9c72a4b9c121d3e4,True,RGB,opaque,,png,low,1393x1129,False,1393,True,prv2:built_houses:r02:generic:muted,34,image_returned,200,731043.648133125
1,True,24.393630584003404,PNG,1122,3297743,86a7c32c6903b59efe28744d281f0986bca09fbefad7284d71024e9d518ad916,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:built_houses:r02:generic:vivid,35,image_returned,200,731048.917062416
1,True,25.63245241693221,PNG,1122,3369556,9ae19fdde6ab1225b9c9dafb091b1e311739ee4d48394665b95b8fec54b0a846,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:built_houses:r02:monet:vivid,36,image_returned,200,731068.372471041
1,True,24.15742741699796,PNG,1140,2935476,1202df7cdf941fbbc763c27c6013dbf960da8596d8bfb18143aac8c27827559b,True,RGB,opaque,,png,low,1380x1140,False,1380,True,prv2:built_houses:r02:free:vivid,37,image_returned,200,731073.610863791
1,True,25.322375542018563,PNG,1144,2799335,9eac93f382f2268e0292bd815c4a14f00a564d9da2ebc92e16db0913ef173c12,True,RGB,opaque,,png,low,1375x1144,False,1375,True,prv2:built_houses:r02:cezanne:vivid,38,image_returned,200,731094.224613583
1,True,29.376896457979456,PNG,1122,2915132,65fc8249499dd23c8aeb196b08bb13bf6ff9e6abf6945106506a778cd233091a,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:built_houses:r02:monet:muted,39,image_returned,200,731099.48816075
1,True,23.594505041954108,PNG,1121,3154929,c07a52c085fd456fbacc7a4fa3ea15dce9aeca94a82e0c04069ee3734b6f9cfa,True,RGB,opaque,,png,low,1403x1121,False,1403,True,prv2:land_fields:r00:monet:vivid,40,image_returned,200,731129.082287958
1,True,22.27381233300548,PNG,1120,3486646,abfa29ee3d2e8c9c36395eeb52023a7410d36cbbd356c1ddaa8cef0f0a6225ea,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:land_fields:r00:free:vivid,41,image_returned,200,731134.34549
1,True,21.9416476249462,PNG,1122,2529241,7c3671c89e3bae021d5547e28e7903abdc5f3482b91c62f877b4a48b678187e6,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_fields:r00:free:muted,42,image_returned,200,731152.8933625
1,True,28.70178795803804,PNG,1306,2538400,7c6cb187a6ca57b348daed3e0709678fd217829db62e838e51b1bc7f3937d5d3,True,RGB,opaque,,png,low,1204x1306,False,1204,True,prv2:land_fields:r00:cezanne:muted,43,image_returned,200,731158.153933208
1,True,21.193912332993932,PNG,1118,2501682,9a3ae7b3903239302f36fda128b5ff66616abfb7580bc30e3c427ca7adaf5aeb,True,RGB,opaque,,png,low,1407x1118,False,1407,True,prv2:land_fields:r00:generic:muted,44,image_returned,200,731175.057761875
1,True,24.208472292055376,PNG,1124,2760600,1fb09126a6cce18733f34512afcfe0ba1f92771bac528a626bc58f016b0cde2e,True,RGB,opaque,,png,low,1399x1124,False,1399,True,prv2:land_fields:r00:cezanne:vivid,45,image_returned,200,731187.077201208
1,True,22.728525124955922,PNG,1119,2978277,bd11069d9c67e38671e9c2164837ef83ac6fd44c4c901fb4bd5d5c92ff7d7d73,True,RGB,opaque,,png,low,1405x1119,False,1405,True,prv2:land_fields:r00:generic:vivid,46,image_returned,200,731196.46969725
1,True,22.99441637506243,PNG,1121,2631235,b01b4df46bdcb245e114058ce96b2dbdaf83f159d2ef68898a45389fb97f7530,True,RGB,opaque,,png,low,1403x1121,False,1403,True,prv2:land_fields:r00:monet:muted,47,image_returned,200,731211.505502458
1,True,27.790337207959965,PNG,1120,2861256,17170f552ed85fead7aca44d07e5aac33c84181d967fc456d50ee3af20ec2c02,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:land_fields:r01:cezanne:vivid,48,image_returned,200,731234.722758708
1,True,30.077093499945477,PNG,1122,2540854,5510d19d57d2ad48ac5f36314fab852c786a862d65069cef8c1bf2c653e71fc1,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_fields:r01:generic:muted,49,image_returned,200,731239.975195916
1,True,23.38857591606211,PNG,1122,3172783,66bc85f698a147f793043b34368b1e873fbcad0698aa5f2122f8732b3a8dcdd6,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_fields:r01:monet:vivid,50,image_returned,200,731262.73139375
1,True,41.350953457993455,PNG,1122,2638723,8e9d6c85dd646a11a19adc6176ae5822b1cefcfcdfd701e0108ac7fee98ea792,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_fields:r01:free:muted,51,image_returned,200,731270.272680125
1,True,32.73821279103868,PNG,1121,2705026,83bb1ea5f896ca6044f7c32da377a4cb9e640b710d829b8eae648562756860bc,True,RGB,opaque,,png,low,1403x1121,False,1403,True,prv2:land_fields:r01:monet:muted,52,image_returned,200,731286.34079975
1,True,22.805435957969166,PNG,1122,3231143,8e80912afa9152a3a420c7878a094595c26a352111219a5169c05f58aa037d59,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_fields:r01:generic:vivid,53,image_returned,200,731311.840502375
1,True,24.21613841596991,PNG,1128,2470181,758b5970d8cd633c4de6f3abdb3a659e26a13760dfaf00309f0c063ed6a62e85,True,RGB,opaque,,png,low,1394x1128,False,1394,True,prv2:land_fields:r01:cezanne:muted,54,image_returned,200,731319.298506875
1,True,22.680047583999112,PNG,1120,3080621,4e31dec044ea47c93fc8701567384e4fb5748bb197ac8ecd94de70f817bfa462,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:land_fields:r01:free:vivid,55,image_returned,200,731334.877075041
1,True,23.127260208013467,PNG,1154,2834185,545fbf63e4410bb2787feb3775553cf6b10bb0f180dac1355fa7c9d6857102fd,True,RGB,opaque,,png,low,1363x1154,False,1363,True,prv2:built_houses:r03:free:muted,56,image_returned,200,731357.774520583
1,True,31.77044133306481,PNG,1120,3345651,53dab933d6712d3d788a4f166122943eacbf0b183258382a4840661244be3b25,True,RGB,opaque,,png,low,1405x1120,False,1405,True,prv2:built_houses:r03:generic:vivid,57,image_returned,200,731363.043532625
1,True,34.20281458401587,PNG,1121,2801853,919a90ddea806436efad95b337d765b39fef9e4e7344b8227ad6d8544cc5123e,True,RGB,opaque,,png,low,1403x1121,False,1403,True,prv2:built_houses:r03:monet:muted,58,image_returned,200,731381.121739916
1,True,23.071268667001277,PNG,1149,2633039,dbe5c54cbfffcde319cefbf082b4d1f0943d082fd31d89b0ec316e5a50d6ff88,True,RGB,opaque,,png,low,1368x1149,False,1368,True,prv2:built_houses:r03:generic:muted,59,image_returned,200,731395.039014541
1,True,26.65971558401361,PNG,1120,3390819,95db02fea5c23f42a52b849109d1bde6c0f2a039abbc44c8a1d9dd3999de9d19,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:built_houses:r03:monet:vivid,60,image_returned,200,731415.544715791
1,True,25.751459916937165,PNG,1136,3169488,907599d03dd992cac1b201e2180a32e92e41b5c470b1d70e6603a007f899f35c,True,RGB,opaque,,png,low,1384x1136,False,1384,True,prv2:built_houses:r03:free:vivid,61,image_returned,200,731420.810341791
1,True,25.32156454201322,PNG,1120,2288902,c06387fb406ac269ab04e5a8d423c71ac977186bee7162cefb2c41b052b60f1c,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:built_houses:r03:cezanne:muted,62,image_returned,200,731442.424660416
1,True,29.212116166949272,PNG,1120,2851477,7967631db719a3dd4eb7ca4cd51bf9967ce61c117e349eb1d0116cd606352520,True,RGB,opaque,,png,low,1404x1120,False,1404,True,prv2:built_houses:r03:cezanne:vivid,63,image_returned,200,731447.654919083
1,True,27.790885458001867,PNG,1119,2472658,c10b15dcae2c0e8ae8b18d9904f80bc9247a16b1b3b00e4b992dec5aae1d99e9,True,RGB,opaque,,png,low,1405x1119,False,1405,True,prv2:water_river:r00:generic:muted,64,image_returned,200,731477.0882365
1,True,23.912763500004075,PNG,1127,3025474,12426bf9dd218872123664171483b5eac12f30d465c14d05c7b9d375387d7703,True,RGB,opaque,,png,low,1395x1127,False,1395,True,prv2:water_river:r00:monet:vivid,65,image_returned,200,731482.346641166
1,True,24.166968500008807,PNG,1118,2474316,54fa5d6af1c49865d74e9039394780e16701667c32c6341ceff29aff9e70bcb3,True,RGB,opaque,,png,low,1407x1118,False,1407,True,prv2:water_river:r00:cezanne:muted,66,image_returned,200,731505.102995125
1,True,23.034523208043538,PNG,1119,3031809,35e91b148c2bb50a39c06dd7fbac52ae565181fff9f20c72edf0f76e47eaac92,True,RGB,opaque,,png,low,1405x1119,False,1405,True,prv2:water_river:r00:generic:vivid,67,image_returned,200,731510.35643025
1,True,21.780337458010763,PNG,1128,2553269,77b437780a3e4dc0251a8a6bb03c494f9dc03af08f9597d6122faa39638c7f6b,True,RGB,opaque,,png,low,1394x1128,False,1394,True,prv2:water_river:r00:monet:muted,68,image_returned,200,731529.489507208
1,True,26.878055625013076,PNG,1120,3010752,ae5801b19b0d073b7c3d508791a99e676d6fb7e8d3aade3cfa3e89f0bfc4c92f,True,RGB,opaque,,png,low,1405x1120,False,1405,True,prv2:water_river:r00:cezanne:vivid,69,image_returned,200,731534.749334125
1,True,24.209239458083175,PNG,1122,2656220,26b1c6e686f2089f10a4ed3e2199348d84b7c06c1662cb2b3ef630ac2c5ee2d8,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:water_river:r00:free:muted,70,image_returned,200,731551.490921333
1,True,27.58514295797795,PNG,1122,3325757,f6e3cebae5f091560d1056ecccb2aeb5e3f7236a9a8328a818963027cff0329d,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:water_river:r00:free:vivid,71,image_returned,200,731561.84562275
1,True,22.357372917002067,PNG,1142,2767365,36fed148cafc6e5a8085b514e723915cc55f27bf3aabde282ec32c74a558d332,True,RGB,opaque,,png,low,1377x1142,False,1377,True,prv2:built_village:r00:free:muted,73,image_returned,200,731594.932347291
1,True,27.8609396670945,PNG,1122,2729805,8ca3d87baaf79260dda0ba81fe0728c48b7fdb41e54d5d48ed94b5c62c3ef5d6,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:built_village:r00:generic:muted,72,image_returned,200,731589.652470958
1,True,26.466204666998237,PNG,1123,3183998,1fbd5a4bbb4f39c88374622dbe331616fdc6b5d498ac13ae0b2ccf0d2abc25a7,True,RGB,opaque,,png,low,1400x1123,False,1400,True,prv2:built_village:r00:monet:vivid,74,image_returned,200,731617.520704708
1,True,22.6685544999782,PNG,1119,3012425,f293c6a039d1591fabcca83b15d95a9d405638fb036cc5d774bbf7f5a6d64576,True,RGB,opaque,,png,low,1405x1119,False,1405,True,prv2:built_village:r00:generic:vivid,75,image_returned,200,731622.777375958
1,True,25.812606542021967,PNG,1123,2998328,3668462d4ff913f64fefed0e4f720c29c478b890acb7391cef0b40ff4887939a,True,RGB,opaque,,png,low,1401x1123,False,1401,True,prv2:built_village:r00:cezanne:vivid,76,image_returned,200,731644.210989416
1,True,28.701545457937755,PNG,1122,2712731,c4fd6d6e9192f609a986ceffe1ced000af78a5324ef4e5c89b651ce695485fbf,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:built_village:r00:monet:muted,77,image_returned,200,731649.479329208
1,True,32.19675270805601,PNG,1145,2687232,654b70a3d0ecfb1549a4af966f6b8f64dafa1165a8a3bb928cd694d349fa5977,True,RGB,opaque,,png,low,1374x1145,False,1374,True,prv2:built_village:r00:cezanne:muted,78,image_returned,200,731670.243713375
1,True,28.57024450006429,PNG,1145,3253375,63d88ff6f94a734fbeb2e0b3bcdc1ac7d5fcff14dadd560ee5d297b9353a2a9e,True,RGB,opaque,,png,low,1374x1145,False,1374,True,prv2:built_village:r00:free:vivid,79,image_returned,200,731678.402185875
1,True,24.355655999970622,PNG,1024,3544181,8de10b2a7631aad06f2748be435b27152f45ac367aec239ed3524abe7e40ae08,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:water_bend:r03:generic:vivid,80,image_returned,200,731707.197234458
1,True,28.635085125104524,PNG,1024,3059310,87d5d80b459c4f30de3bbfdeb48173aef3f907af69bd0806c710bf723058cac3,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:water_bend:r03:cezanne:vivid,81,image_returned,200,731712.467429
1,True,31.49069237499498,PNG,1122,2532931,948f6f1057d4eafea56a2160f5270e8c26aef57bb705e3f93ad14bde41703a29,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:water_bend:r03:cezanne:muted,82,image_returned,200,731731.774472208
1,True,42.37412791699171,PNG,1024,2992286,96789b16aeacb0b19d7438a3a3ffffc018b9f3ac08d7226dcdce8be0bf52e01f,True,RGB,opaque,,png,medium,1536x1024,False,1536,True,prv2:water_bend:r03:monet:muted,83,image_returned,200,731741.324232583
1,True,24.1344238340389,PNG,1024,3588855,361be64a20b5c7bb75bd28626bd08e4a9bd2e1d0adc54485a26bc20c884dc5fd,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:water_bend:r03:monet:vivid,84,image_returned,200,731763.488174666
1,True,25.41970308299642,PNG,1024,3669577,2d65cdd9090c42dcdac3f7717fbab9d7c7ccf5af54208ec42ffbc70feb1badb7,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:water_bend:r03:free:vivid,85,image_returned,200,731783.918353833
1,True,20.906458500074223,PNG,1024,3134249,f7dfcc1642f34b44cc1c27f8be21133ecaa72ea7eeef094ef17827dc4ee82ce8,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:water_bend:r03:free:muted,86,image_returned,200,731789.179836083
1,True,24.858307874994352,PNG,1024,3097298,f99e93606c336ae192701a36607729f2e4c121b61b5c4f72194d88908b3cd799,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:water_bend:r03:generic:muted,87,image_returned,200,731809.560189583
1,True,26.661034250049852,PNG,1024,3268827,f401437344da42eb15b4c951f62b1662f7ebf0ae158b1d78f4b88aaa68819492,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:generic:vivid,88,image_returned,200,731834.638935125
1,True,28.116295667015947,PNG,1024,3533993,52f7473c8cda81614befa5c1a994234253466f8d9b72238e5a2d64a8230dc6a2,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:monet:vivid,89,image_returned,200,731839.900346166
1,True,24.367323208018206,PNG,1024,3293635,ea2bc081e5365c7abeba3db14f86ff2c43203f9df99af689a8834e0884b9325c,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:free:muted,90,image_returned,200,731861.522077
1,True,27.09134400007315,PNG,1024,3033738,58fa25cc59b37f58e18f26463183e9b992d757b9f17ca0c12508e96d23d3d05d,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:cezanne:vivid,91,image_returned,200,731868.238843333
1,True,27.92317087505944,PNG,1024,3050550,88b63982104db3682753d1228fc6670ee9a072cbff767dbf61c179f59d37169d,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:monet:muted,92,image_returned,200,731886.111414208
1,True,26.01849879208021,PNG,1024,3480085,2e811e067660e164ec25859db91245af47a0beecccb97faef0bd84a127b2baf6,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:free:vivid,93,image_returned,200,731895.552742041
1,True,26.320879084058106,PNG,1024,3060293,372214716df9c05528b68b16f514929b0a35300f1925703a776c54409a61f54a,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:generic:muted,94,image_returned,200,731914.256960416
1,True,29.11555300001055,PNG,1024,2871882,926a10cb70aa50629bd4cd50c360ce0573715643267d938d4e6495e0025acead,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_fields:r03:cezanne:muted,95,image_returned,200,731921.791271458
1,True,23.907934333081357,PNG,1024,3068382,ceb8a2cf9256605ae0e5866aaa5d4ff7d61720aaf0204abe7133d482d42e082e,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_garden:r02:generic:muted,96,image_returned,200,731951.131600583
1,True,45.0319537500618,PNG,1122,3388411,e989713d0f15dce719e7f18d9ede41df9f0f96710f558b097d72fc85f39f9c5e,True,RGB,opaque,,png,medium,1402x1122,False,1402,True,prv2:land_garden:r02:free:vivid,97,image_returned,200,731956.384516791
1,True,30.522594333975576,PNG,1122,3068355,3e1d6f151d0c952b3172f2bd40b634952d1df33f1faf21c628012979ae693de8,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_garden:r02:cezanne:vivid,98,image_returned,200,731975.262943916
1,True,26.447849791962653,PNG,1024,3108069,2d31f070e7caebef39377b66159bac650352af2be4d76d5ef2c91de04ef3c278,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_garden:r02:free:muted,99,image_returned,200,732001.639297666
1,True,35.44857670809142,PNG,1122,2740304,e296bde9474f9e9d2b5eeeb2577b6ac9553fd358df3d81c98af145e1fafa7a2f,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_garden:r02:cezanne:muted,100,image_returned,200,732006.868578833
1,True,33.34863187500741,PNG,1024,3789205,3977e5a4986d0238d625f88f56ace335e88720963c6981463cfcc55b0e7e15e8,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_garden:r02:generic:vivid,101,image_returned,200,732028.312382083
1,True,29.604893999989145,PNG,1024,3350737,d33ebcf43f828fa45d4b29df296385ce2e8d69e3bfd4cb535383ea2da069c987,True,RGB,opaque,,png,low,1536x1024,False,1536,True,prv2:land_garden:r02:monet:muted,102,image_returned,200,732042.54154275
1,True,32.29193858290091,PNG,1122,3342362,5ed76366b1b4544d38ab753e01a81b17b51bdaa90f1f9b03b08204dcee86fefc,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_garden:r02:monet:vivid,103,image_returned,200,732061.885172583
1,True,30.299889917019755,PNG,1122,3023361,b2d1de6d07a900624733bf4b23ef4ec6672fb8243e2d61c6cecf0574490886a5,True,RGB,opaque,,png,low,1402x1122,False,1402,True,prv2:land_garden:r01:cezanne:vivid,104,image_returned,200,732094.400875291
1,True,32.225707167061046,PNG,1024,3718564,90d804612a883313c0f46708efa35c566d330993e3122fa3b707bfda4506a4a8,True,RGB,opaque,,png,medium,1536x1024,False,1536,True,prv2:land_garden:r01:free:vivid,105,image_returned,200,732099.675823916
