arm,content_class,pipeline,polarity,repetition,request_id,status,template_id,value
monet,water,resolution256,muted,1,prv2:water_bend:r01:monet:muted,measured,water_bend,-0.9938985121951868
monet,water,jpeg90_512,muted,1,prv2:water_bend:r01:monet:muted,measured,water_bend,-1.0297425051882716
free,water,primary512,muted,1,prv2:water_bend:r01:free:muted,measured,water_bend,-0.2843082540031977
free,water,resolution256,muted,1,prv2:water_bend:r01:free:muted,measured,water_bend,-0.2845052240645029
free,water,jpeg90_512,muted,1,prv2:water_bend:r01:free:muted,measured,water_bend,-0.26237673193919514
generic,water,primary512,muted,1,prv2:water_bend:r01:generic:muted,measured,water_bend,0.19887561270299914
generic,water,resolution256,muted,1,prv2:water_bend:r01:generic:muted,measured,water_bend,0.20096798576646685
generic,water,jpeg90_512,muted,1,prv2:water_bend:r01:generic:muted,measured,water_bend,0.2252755736983202
generic,built,primary512,muted,2,prv2:built_village:r02:generic:muted,measured,built_village,0.21836122999062335
generic,built,resolution256,muted,2,prv2:built_village:r02:generic:muted,measured,built_village,0.22186722844080498
generic,built,jpeg90_512,muted,2,prv2:built_village:r02:generic:muted,measured,built_village,0.2307744570705148
cezanne,built,primary512,muted,2,prv2:built_village:r02:cezanne:muted,measured,built_village,-0.2768841706926838
cezanne,built,resolution256,muted,2,prv2:built_village:r02:cezanne:muted,measured,built_village,-0.2789513195802472
cezanne,built,jpeg90_512,muted,2,prv2:built_village:r02:cezanne:muted,measured,built_village,-0.2988990174383805
monet,built,primary512,muted,2,prv2:built_village:r02:monet:muted,measured,built_village,-0.7872810913157963
monet,built,resolution256,muted,2,prv2:built_village:r02:monet:muted,measured,built_village,-0.7781930570533879
monet,built,jpeg90_512,muted,2,prv2:built_village:r02:monet:muted,measured,built_village,-0.7389209215548144
free,built,primary512,vivid,2,prv2:built_village:r02:free:vivid,measured,built_village,3.315882099972169
free,built,resolution256,vivid,2,prv2:built_village:r02:free:vivid,measured,built_village,3.300947262573786
free,built,jpeg90_512,vivid,2,prv2:built_village:r02:free:vivid,measured,built_village,3.1637729464535638
generic,built,primary512,vivid,2,prv2:built_village:r02:generic:vivid,measured,built_village,2.8454328023536615
generic,built,resolution256,vivid,2,prv2:built_village:r02:generic:vivid,measured,built_village,2.8616354777085613
generic,built,jpeg90_512,vivid,2,prv2:built_village:r02:generic:vivid,measured,built_village,2.795264921200506
monet,built,primary512,vivid,2,prv2:built_village:r02:monet:vivid,measured,built_village,1.2442752105083956
monet,built,resolution256,vivid,2,prv2:built_village:r02:monet:vivid,measured,built_village,1.21356708616754
monet,built,jpeg90_512,vivid,2,prv2:built_village:r02:monet:vivid,measured,built_village,1.1022369494006983
cezanne,built,primary512,vivid,2,prv2:built_village:r02:cezanne:vivid,measured,built_village,2.174620391602395
cezanne,built,resolution256,vivid,2,prv2:built_village:r02:cezanne:vivid,measured,built_village,2.147438015842059
cezanne,built,jpeg90_512,vivid,2,prv2:built_village:r02:cezanne:vivid,measured,built_village,2.09855311226137
free,built,primary512,muted,2,prv2:built_village:r02:free:muted,measured,built_village,0.007419551796336069
free,built,resolution256,muted,2,prv2:built_village:r02:free:muted,measured,built_village,0.012269492671410878
free,built,jpeg90_512,muted,2,prv2:built_village:r02:free:muted,measured,built_village,0.03698753968041072
cezanne,built,primary512,muted,2,prv2:built_houses:r02:cezanne:muted,measured,built_houses,-0.09548277912115614
cezanne,built,resolution256,muted,2,prv2:built_houses:r02:cezanne:muted,measured,built_houses,-0.0957211512586616
cezanne,built,jpeg90_512,muted,2,prv2:built_houses:r02:cezanne:muted,measured,built_houses,-0.08101603877800265
free,built,primary512,muted,2,prv2:built_houses:r02:free:muted,measured,built_houses,-0.018326465889262962
free,built,resolution256,muted,2,prv2:built_houses:r02:free:muted,measured,built_houses,-0.01669031829173158
free,built,jpeg90_512,muted,2,prv2:built_houses:r02:free:muted,measured,built_houses,-0.013969036531443492
generic,built,primary512,muted,2,prv2:built_houses:r02:generic:muted,measured,built_houses,0.2817724312726184
generic,built,resolution256,muted,2,prv2:built_houses:r02:generic:muted,measured,built_houses,0.2834109488247689
generic,built,jpeg90_512,muted,2,prv2:built_houses:r02:generic:muted,measured,built_houses,0.2834723503436061
generic,built,primary512,vivid,2,prv2:built_houses:r02:generic:vivid,measured,built_houses,2.5629662110503073
generic,built,resolution256,vivid,2,prv2:built_houses:r02:generic:vivid,measured,built_houses,2.595384390777141
generic,built,jpeg90_512,vivid,2,prv2:built_houses:r02:generic:vivid,measured,built_houses,2.518022049551818
monet,built,primary512,vivid,2,prv2:built_houses:r02:monet:vivid,measured,built_houses,1.1873764789714594
monet,built,resolution256,vivid,2,prv2:built_houses:r02:monet:vivid,measured,built_houses,1.1606503414911833
monet,built,jpeg90_512,vivid,2,prv2:built_houses:r02:monet:vivid,measured,built_houses,1.044892669171641
free,built,primary512,vivid,2,prv2:built_houses:r02:free:vivid,measured,built_houses,3.5815978546752247
free,built,resolution256,vivid,2,prv2:built_houses:r02:free:vivid,measured,built_houses,3.5781583264765646
free,built,jpeg90_512,vivid,2,prv2:built_houses:r02:free:vivid,measured,built_houses,3.5142016006772234
cezanne,built,primary512,vivid,2,prv2:built_houses:r02:cezanne:vivid,measured,built_houses,2.6064203903279495
cezanne,built,resolution256,vivid,2,prv2:built_houses:r02:cezanne:vivid,measured,built_houses,2.587579285667559
cezanne,built,jpeg90_512,vivid,2,prv2:built_houses:r02:cezanne:vivid,measured,built_houses,2.5433396490486366
monet,built,primary512,muted,2,prv2:built_houses:r02:monet:muted,measured,built_houses,-0.5129023000519509
monet,built,resolution256,muted,2,prv2:built_houses:r02:monet:muted,measured,built_houses,-0.5120913199153698
monet,built,jpeg90_512,muted,2,prv2:built_houses:r02:monet:muted,measured,built_houses,-0.5131531501784166
monet,land,primary512,vivid,0,prv2:land_fields:r00:monet:vivid,measured,land_fields,2.5121212270211433
monet,land,resolution256,vivid,0,prv2:land_fields:r00:monet:vivid,measured,land_fields,2.50277539184237
monet,land,jpeg90_512,vivid,0,prv2:land_fields:r00:monet:vivid,measured,land_fields,2.4087661750088385
free,land,primary512,vivid,0,prv2:land_fields:r00:free:vivid,measured,land_fields,4.301134828933615
free,land,resolution256,vivid,0,prv2:land_fields:r00:free:vivid,measured,land_fields,4.301021859685872
free,land,jpeg90_512,vivid,0,prv2:land_fields:r00:free:vivid,measured,land_fields,4.175446617272719
free,land,primary512,muted,0,prv2:land_fields:r00:free:muted,measured,land_fields,0.21574941516030924
free,land,resolution256,muted,0,prv2:land_fields:r00:free:muted,measured,land_fields,0.2141977323396292
free,land,jpeg90_512,muted,0,prv2:land_fields:r00:free:muted,measured,land_fields,0.22484559522229586
cezanne,land,primary512,muted,0,prv2:land_fields:r00:cezanne:muted,measured,land_fields,-0.07911536208452895
cezanne,land,resolution256,muted,0,prv2:land_fields:r00:cezanne:muted,measured,land_fields,-0.07754405302225754
cezanne,land,jpeg90_512,muted,0,prv2:land_fields:r00:cezanne:muted,measured,land_fields,-0.05633033948418707
generic,land,primary512,muted,0,prv2:land_fields:r00:generic:muted,measured,land_fields,0.08944572216662629
generic,land,resolution256,muted,0,prv2:land_fields:r00:generic:muted,measured,land_fields,0.08944572216662629
generic,land,jpeg90_512,muted,0,prv2:land_fields:r00:generic:muted,measured,land_fields,0.10884810452031828
cezanne,land,primary512,vivid,0,prv2:land_fields:r00:cezanne:vivid,measured,land_fields,3.873354366266058
cezanne,land,resolution256,vivid,0,prv2:land_fields:r00:cezanne:vivid,measured,land_fields,3.849531934128845
cezanne,land,jpeg90_512,vivid,0,prv2:land_fields:r00:cezanne:vivid,measured,land_fields,3.7813085361082175
generic,land,primary512,vivid,0,prv2:land_fields:r00:generic:vivid,measured,land_fields,4.60661243619623
generic,land,resolution256,vivid,0,prv2:land_fields:r00:generic:vivid,measured,land_fields,4.619674258293899
generic,land,jpeg90_512,vivid,0,prv2:land_fields:r00:generic:vivid,measured,land_fields,4.5305082351854224
monet,land,primary512,muted,0,prv2:land_fields:r00:monet:muted,measured,land_fields,-0.8522484697971434
monet,land,resolution256,muted,0,prv2:land_fields:r00:monet:muted,measured,land_fields,-0.8563846239217671
monet,land,jpeg90_512,muted,0,prv2:land_fields:r00:monet:muted,measured,land_fields,-0.8374192129298769
cezanne,land,primary512,vivid,1,prv2:land_fields:r01:cezanne:vivid,measured,land_fields,3.606557623722383
cezanne,land,resolution256,vivid,1,prv2:land_fields:r01:cezanne:vivid,measured,land_fields,3.5875488742316506
cezanne,land,jpeg90_512,vivid,1,prv2:land_fields:r01:cezanne:vivid,measured,land_fields,3.5398952212236225
generic,land,primary512,muted,1,prv2:land_fields:r01:generic:muted,measured,land_fields,0.584350456680049
generic,land,resolution256,muted,1,prv2:land_fields:r01:generic:muted,measured,land_fields,0.5826748142488084
generic,land,jpeg90_512,muted,1,prv2:land_fields:r01:generic:muted,measured,land_fields,0.6012496093180103
monet,land,primary512,vivid,1,prv2:land_fields:r01:monet:vivid,measured,land_fields,2.1459395841976354
monet,land,resolution256,vivid,1,prv2:land_fields:r01:monet:vivid,measured,land_fields,2.129753810017023
monet,land,jpeg90_512,vivid,1,prv2:land_fields:r01:monet:vivid,measured,land_fields,2.0468979588015457
free,land,primary512,muted,1,prv2:land_fields:r01:free:muted,measured,land_fields,0.14382070085963233
free,land,resolution256,muted,1,prv2:land_fields:r01:free:muted,measured,land_fields,0.1469648655824014
free,land,jpeg90_512,muted,1,prv2:land_fields:r01:free:muted,measured,land_fields,0.1491193222886616
monet,land,primary512,muted,1,prv2:land_fields:r01:monet:muted,measured,land_fields,-0.7279421599994115
monet,land,resolution256,muted,1,prv2:land_fields:r01:monet:muted,measured,land_fields,-0.7308772219262206
monet,land,jpeg90_512,muted,1,prv2:land_fields:r01:monet:muted,measured,land_fields,-0.7017933504493618
generic,land,primary512,vivid,1,prv2:land_fields:r01:generic:vivid,measured,land_fields,3.6170180774182557
generic,land,resolution256,vivid,1,prv2:land_fields:r01:generic:vivid,measured,land_fields,3.6334732020414
generic,land,jpeg90_512,vivid,1,prv2:land_fields:r01:generic:vivid,measured,land_fields,3.5852168546875096
cezanne,land,primary512,muted,1,prv2:land_fields:r01:cezanne:muted,measured,land_fields,-0.25938507056070137
cezanne,land,resolution256,muted,1,prv2:land_fields:r01:cezanne:muted,measured,land_fields,-0.25416389186923016
cezanne,land,jpeg90_512,muted,1,prv2:land_fields:r01:cezanne:muted,measured,land_fields,-0.26351850509278524
free,land,primary512,vivid,1,prv2:land_fields:r01:free:vivid,measured,land_fields,5.211293645277769
free,land,resolution256,vivid,1,prv2:land_fields:r01:free:vivid,measured,land_fields,5.177123915449945
free,land,jpeg90_512,vivid,1,prv2:land_fields:r01:free:vivid,measured,land_fields,5.051110773232477
free,built,primary512,muted,3,prv2:built_houses:r03:free:muted,measured,built_houses,0.036511341153663314
free,built,resolution256,muted,3,prv2:built_houses:r03:free:muted,measured,built_houses,0.03670500316820806
free,built,jpeg90_512,muted,3,prv2:built_houses:r03:free:muted,measured,built_houses,0.04039043479638777
generic,built,primary512,vivid,3,prv2:built_houses:r03:generic:vivid,measured,built_houses,2.8367028532446334
generic,built,resolution256,vivid,3,prv2:built_houses:r03:generic:vivid,measured,built_houses,2.8371407328484106
generic,built,jpeg90_512,vivid,3,prv2:built_houses:r03:generic:vivid,measured,built_houses,2.772799830704698
monet,built,primary512,muted,3,prv2:built_houses:r03:monet:muted,measured,built_houses,-0.5483326989204321
monet,built,resolution256,muted,3,prv2:built_houses:r03:monet:muted,measured,built_houses,-0.5504956730069475
monet,built,jpeg90_512,muted,3,prv2:built_houses:r03:monet:muted,measured,built_houses,-0.5634767834363279
generic,built,primary512,muted,3,prv2:built_houses:r03:generic:muted,measured,built_houses,0.07363421935860527
generic,built,resolution256,muted,3,prv2:built_houses:r03:generic:muted,measured,built_houses,0.07379146385002051
generic,built,jpeg90_512,muted,3,prv2:built_houses:r03:generic:muted,measured,built_houses,0.09004028984550454
monet,built,primary512,vivid,3,prv2:built_houses:r03:monet:vivid,measured,built_houses,1.8216296219025174
monet,built,resolution256,vivid,3,prv2:built_houses:r03:monet:vivid,measured,built_houses,1.8089954766277283
monet,built,jpeg90_512,vivid,3,prv2:built_houses:r03:monet:vivid,measured,built_houses,1.6973734385771126
free,built,primary512,vivid,3,prv2:built_houses:r03:free:vivid,measured,built_houses,3.4008968271906146
free,built,resolution256,vivid,3,prv2:built_houses:r03:free:vivid,measured,built_houses,3.3894486843528404
free,built,jpeg90_512,vivid,3,prv2:built_houses:r03:free:vivid,measured,built_houses,3.2852132249559687
cezanne,built,primary512,muted,3,prv2:built_houses:r03:cezanne:muted,measured,built_houses,-0.21493672902819005
cezanne,built,resolution256,muted,3,prv2:built_houses:r03:cezanne:muted,measured,built_houses,-0.2197129928869747
cezanne,built,jpeg90_512,muted,3,prv2:built_houses:r03:cezanne:muted,measured,built_houses,-0.2276010224599433
cezanne,built,primary512,vivid,3,prv2:built_houses:r03:cezanne:vivid,measured,built_houses,2.2298220709704726
cezanne,built,resolution256,vivid,3,prv2:built_houses:r03:cezanne:vivid,measured,built_houses,2.2130102161608343
cezanne,built,jpeg90_512,vivid,3,prv2:built_houses:r03:cezanne:vivid,measured,built_houses,2.166888613605594
generic,water,primary512,muted,0,prv2:water_river:r00:generic:muted,measured,water_river,0.35288008533456255
generic,water,resolution256,muted,0,prv2:water_river:r00:generic:muted,measured,water_river,0.35460954854960286
generic,water,jpeg90_512,muted,0,prv2:water_river:r00:generic:muted,measured,water_river,0.3826222273512103
monet,water,primary512,vivid,0,prv2:water_river:r00:monet:vivid,measured,water_river,1.6724800436124703
monet,water,resolution256,vivid,0,prv2:water_river:r00:monet:vivid,measured,water_river,1.6390819086540773
monet,water,jpeg90_512,vivid,0,prv2:water_river:r00:monet:vivid,measured,water_river,1.5236037991470874
cezanne,water,primary512,muted,0,prv2:water_river:r00:cezanne:muted,measured,water_river,-0.3195926138042411
cezanne,water,resolution256,muted,0,prv2:water_river:r00:cezanne:muted,measured,water_river,-0.31756834190178723
cezanne,water,jpeg90_512,muted,0,prv2:water_river:r00:cezanne:muted,measured,water_river,-0.33376765768055344
generic,water,primary512,vivid,0,prv2:water_river:r00:generic:vivid,measured,water_river,3.5305638719388956
generic,water,resolution256,vivid,0,prv2:water_river:r00:generic:vivid,measured,water_river,3.5461680150434347
generic,water,jpeg90_512,vivid,0,prv2:water_river:r00:generic:vivid,measured,water_river,3.490697078285486
monet,water,primary512,muted,0,prv2:water_river:r00:monet:muted,measured,water_river,-0.5037383844522523
monet,water,resolution256,muted,0,prv2:water_river:r00:monet:muted,measured,water_river,-0.50525805294127
monet,water,jpeg90_512,muted,0,prv2:water_river:r00:monet:muted,measured,water_river,-0.4981346153017588
cezanne,water,primary512,vivid,0,prv2:water_river:r00:cezanne:vivid,measured,water_river,1.382748606240126
cezanne,water,resolution256,vivid,0,prv2:water_river:r00:cezanne:vivid,measured,water_river,1.3625524698017326
cezanne,water,jpeg90_512,vivid,0,prv2:water_river:r00:cezanne:vivid,measured,water_river,1.315088057695967
free,water,primary512,muted,0,prv2:water_river:r00:free:muted,measured,water_river,0.13237400064185684
free,water,resolution256,muted,0,prv2:water_river:r00:free:muted,measured,water_river,0.13291883890904463
free,water,jpeg90_512,muted,0,prv2:water_river:r00:free:muted,measured,water_river,0.13223805007661713
free,water,primary512,vivid,0,prv2:water_river:r00:free:vivid,measured,water_river,3.5119774051304415
free,water,resolution256,vivid,0,prv2:water_river:r00:free:vivid,measured,water_river,3.535274221027377
free,water,jpeg90_512,vivid,0,prv2:water_river:r00:free:vivid,measured,water_river,3.4614593156118856
generic,built,primary512,muted,0,prv2:built_village:r00:generic:muted,measured,built_village,-0.08240010449957019
generic,built,resolution256,muted,0,prv2:built_village:r00:generic:muted,measured,built_village,-0.07851767359551697
generic,built,jpeg90_512,muted,0,prv2:built_village:r00:generic:muted,measured,built_village,-0.06839660503267232
free,built,primary512,muted,0,prv2:built_village:r00:free:muted,measured,built_village,-0.14963858042835576
free,built,resolution256,muted,0,prv2:built_village:r00:free:muted,measured,built_village,-0.14672402684163355
free,built,jpeg90_512,muted,0,prv2:built_village:r00:free:muted,measured,built_village,-0.1175218955706885
monet,built,primary512,vivid,0,prv2:built_village:r00:monet:vivid,measured,built_village,2.040713728961971
monet,built,resolution256,vivid,0,prv2:built_village:r00:monet:vivid,measured,built_village,2.0189286417198558
monet,built,jpeg90_512,vivid,0,prv2:built_village:r00:monet:vivid,measured,built_village,1.8939660263074662
generic,built,primary512,vivid,0,prv2:built_village:r00:generic:vivid,measured,built_village,2.3260678917250464
generic,built,resolution256,vivid,0,prv2:built_village:r00:generic:vivid,measured,built_village,2.3178223259382937
generic,built,jpeg90_512,vivid,0,prv2:built_village:r00:generic:vivid,measured,built_village,2.261228492942351
cezanne,built,primary512,vivid,0,prv2:built_village:r00:cezanne:vivid,measured,built_village,2.6333296541329028
cezanne,built,resolution256,vivid,0,prv2:built_village:r00:cezanne:vivid,measured,built_village,2.6014327853525456
cezanne,built,jpeg90_512,vivid,0,prv2:built_village:r00:cezanne:vivid,measured,built_village,2.53659871921423
monet,built,primary512,muted,0,prv2:built_village:r00:monet:muted,measured,built_village,-0.5503441098255958
monet,built,resolution256,muted,0,prv2:built_village:r00:monet:muted,measured,built_village,-0.5480899749679464
monet,built,jpeg90_512,muted,0,prv2:built_village:r00:monet:muted,measured,built_village,-0.5411937588732257
cezanne,built,primary512,muted,0,prv2:built_village:r00:cezanne:muted,measured,built_village,-0.02850280617140316
cezanne,built,resolution256,muted,0,prv2:built_village:r00:cezanne:muted,measured,built_village,-0.02851105407134458
cezanne,built,jpeg90_512,muted,0,prv2:built_village:r00:cezanne:muted,measured,built_village,-0.010891728742689656
free,built,primary512,vivid,0,prv2:built_village:r00:free:vivid,measured,built_village,3.0121668239736548
free,built,resolution256,vivid,0,prv2:built_village:r00:free:vivid,measured,built_village,3.0098799596572423
free,built,jpeg90_512,vivid,0,prv2:built_village:r00:free:vivid,measured,built_village,2.954377494500066
generic,water,primary512,vivid,3,prv2:water_bend:r03:generic:vivid,measured,water_bend,2.4324642298103902
generic,water,resolution256,vivid,3,prv2:water_bend:r03:generic:vivid,measured,water_bend,2.4258010551686096
generic,water,jpeg90_512,vivid,3,prv2:water_bend:r03:generic:vivid,measured,water_bend,2.3589101661198177
cezanne,water,primary512,vivid,3,prv2:water_bend:r03:cezanne:vivid,measured,water_bend,1.8938502450122983
cezanne,water,resolution256,vivid,3,prv2:water_bend:r03:cezanne:vivid,measured,water_bend,1.8774032103391955
cezanne,water,jpeg90_512,vivid,3,prv2:water_bend:r03:cezanne:vivid,measured,water_bend,1.8087101937000973
cezanne,water,primary512,muted,3,prv2:water_bend:r03:cezanne:muted,measured,water_bend,-0.20849587757974292
cezanne,water,resolution256,muted,3,prv2:water_bend:r03:cezanne:muted,measured,water_bend,-0.21158972351391445
cezanne,water,jpeg90_512,muted,3,prv2:water_bend:r03:cezanne:muted,measured,water_bend,-0.19508699907298818
monet,water,primary512,muted,3,prv2:water_bend:r03:monet:muted,measured,water_bend,-0.8851588878487218
monet,water,resolution256,muted,3,prv2:water_bend:r03:monet:muted,measured,water_bend,-0.8917790358128997
monet,water,jpeg90_512,muted,3,prv2:water_bend:r03:monet:muted,measured,water_bend,-0.9124103696244467
monet,water,primary512,vivid,3,prv2:water_bend:r03:monet:vivid,measured,water_bend,1.8843514056314006
monet,water,resolution256,vivid,3,prv2:water_bend:r03:monet:vivid,measured,water_bend,1.8692520339234613
monet,water,jpeg90_512,vivid,3,prv2:water_bend:r03:monet:vivid,measured,water_bend,1.7663325335311622
free,water,primary512,vivid,3,prv2:water_bend:r03:free:vivid,measured,water_bend,3.296389673868233
free,water,resolution256,vivid,3,prv2:water_bend:r03:free:vivid,measured,water_bend,3.3078668246645417
free,water,jpeg90_512,vivid,3,prv2:water_bend:r03:free:vivid,measured,water_bend,3.2731988131886562
free,water,primary512,muted,3,prv2:water_bend:r03:free:muted,measured,water_bend,-0.5197493301060635
free,water,resolution256,muted,3,prv2:water_bend:r03:free:muted,measured,water_bend,-0.5182851173189759
free,water,jpeg90_512,muted,3,prv2:water_bend:r03:free:muted,measured,water_bend,-0.49295188838885357
generic,water,primary512,muted,3,prv2:water_bend:r03:generic:muted,measured,water_bend,0.020999080484826356
generic,water,resolution256,muted,3,prv2:water_bend:r03:generic:muted,measured,water_bend,0.02078788514456081
generic,water,jpeg90_512,muted,3,prv2:water_bend:r03:generic:muted,measured,water_bend,0.03956352129170274
generic,land,primary512,vivid,3,prv2:land_fields:r03:generic:vivid,measured,land_fields,4.007340129638913
generic,land,resolution256,vivid,3,prv2:land_fields:r03:generic:vivid,measured,land_fields,4.030434421768987
generic,land,jpeg90_512,vivid,3,prv2:land_fields:r03:generic:vivid,measured,land_fields,3.9974174794606503
monet,land,primary512,vivid,3,prv2:land_fields:r03:monet:vivid,measured,land_fields,2.3922362126585504
monet,land,resolution256,vivid,3,prv2:land_fields:r03:monet:vivid,measured,land_fields,2.3894232018694543
