service,painter_id,family,coordinate,median_difference,iqr_ratio
gpt-image-1,camille_pissarro,color,hue_entropy,-0.9592934203597784,0.622460562252544
gpt-image-1,camille_pissarro,color,deltae_01,0.37733613085867906,0.6186486550623451
gpt-image-1,camille_pissarro,color,deltae_04,-0.010035367001736767,0.3947730752269144
gpt-image-1,camille_pissarro,color,deltae_16,-0.11706061364037906,0.3001563638087836
gpt-image-1,camille_pissarro,color,deltae_slope,-0.7739851236142616,0.4328673503922737
gpt-image-1,paul_cezanne,color,lightness_median,-0.4006742232318933,0.4655750626455138
gpt-image-1,paul_cezanne,color,lightness_iqr,-0.42179114689339436,0.3792875679930241
gpt-image-1,paul_cezanne,color,chroma_median,-0.3323225926705049,0.3881903305118484
gpt-image-1,paul_cezanne,color,chroma_iqr,-0.28947286638555103,0.8485088814703032
gpt-image-1,paul_cezanne,color,chromatic_fraction,-0.053283899778891725,0.8365570988943302
gpt-image-1,paul_cezanne,color,hue_concentration,-0.32261574633259926,0.8490843044853185
gpt-image-1,paul_cezanne,color,hue_entropy,0.16547352603164667,0.5733498168032296
gpt-image-1,paul_cezanne,color,deltae_01,-0.21403032993915597,0.523138015676685
gpt-image-1,paul_cezanne,color,deltae_04,-0.5340766497287311,0.29831343658707105
gpt-image-1,paul_cezanne,color,deltae_16,-0.44638013899308765,0.31507075180232785
gpt-image-1,paul_cezanne,color,deltae_slope,-0.25507483116873364,0.5555289518109191
gpt-image-1,claude_monet,spatial,spectral_slope,0.5567135008556878,0.5316615198214817
gpt-image-1,claude_monet,spatial,spectral_residual,0.9293172310638899,1.1205884477720691
gpt-image-1,claude_monet,spatial,spectral_anisotropy,-0.47878121474800484,0.599976185454337
gpt-image-1,claude_monet,spatial,orientation_entropy,0.3434647031929871,0.36143265513005873
gpt-image-1,claude_monet,spatial,horizontal_vertical_balance,0.08124522153876595,0.6157940487489355
gpt-image-1,claude_monet,spatial,gradient_median,0.4138699872102848,0.43182878183132895
gpt-image-1,claude_monet,spatial,gradient_iqr,0.2847093195127489,0.5041155527795307
gpt-image-1,claude_monet,spatial,quadrant_jsd,-0.09907588460411781,0.35147429395792207
gpt-image-1,alfred_sisley,spatial,spectral_slope,0.5899214189040268,0.7028029827208568
gpt-image-1,alfred_sisley,spatial,spectral_residual,0.8507734784208303,0.45187796982273576
gpt-image-1,alfred_sisley,spatial,spectral_anisotropy,-0.39685427825159586,0.3315972575239866
gpt-image-1,alfred_sisley,spatial,orientation_entropy,-0.12851592191935599,0.7790879758301743
gpt-image-1,alfred_sisley,spatial,horizontal_vertical_balance,-0.09761445930629334,0.37997477365436055
gpt-image-1,alfred_sisley,spatial,gradient_median,0.20278561292801986,0.29385741089273
gpt-image-1,alfred_sisley,spatial,gradient_iqr,0.033801686889330385,0.5188040255939443
gpt-image-1,alfred_sisley,spatial,quadrant_jsd,0.6849651911113682,1.1092045623418172
gpt-image-1,camille_pissarro,spatial,spectral_slope,0.8637747167264065,0.5793288542008709
gpt-image-1,camille_pissarro,spatial,spectral_residual,1.5363327299977636,0.8068114898016387
gpt-image-1,camille_pissarro,spatial,spectral_anisotropy,-0.013321005074628217,0.8870405259592107
gpt-image-1,camille_pissarro,spatial,orientation_entropy,-0.06356559737151582,0.7958895717710603
gpt-image-1,camille_pissarro,spatial,horizontal_vertical_balance,-0.11182594205182679,1.017970920794487
gpt-image-1,camille_pissarro,spatial,gradient_median,0.23050512379615812,0.18127813092198256
gpt-image-1,camille_pissarro,spatial,gradient_iqr,-0.06660195372269265,0.28308427980166445
gpt-image-1,camille_pissarro,spatial,quadrant_jsd,0.06437056579540484,1.4951373245649842
gpt-image-1,paul_cezanne,spatial,spectral_slope,0.7105700962024357,0.6164281490837412
gpt-image-1,paul_cezanne,spatial,spectral_residual,-0.28350028922511955,0.7225538217329246
gpt-image-1,paul_cezanne,spatial,spectral_anisotropy,-0.051057370974452364,0.7774634884929927
gpt-image-1,paul_cezanne,spatial,orientation_entropy,0.25674201234760646,0.41304762351332136
gpt-image-1,paul_cezanne,spatial,horizontal_vertical_balance,-0.022845241946507,0.7718747038728105
gpt-image-1,paul_cezanne,spatial,gradient_median,-0.39632849034306866,0.4471529319017498
gpt-image-1,paul_cezanne,spatial,gradient_iqr,-0.4131952720160224,0.35270794661716387
gpt-image-1,paul_cezanne,spatial,quadrant_jsd,0.28679665180338343,1.427671156339168
gpt-image-1,claude_monet,texture,wavelet_energy_1,0.11707786319516944,0.3870827255524116
gpt-image-1,claude_monet,texture,wavelet_energy_2,0.13254834533921922,0.524798708933024
gpt-image-1,claude_monet,texture,wavelet_energy_3,-0.027687672737168295,0.5762782691761126
gpt-image-1,claude_monet,texture,wavelet_energy_4,-0.44860577054362394,0.683357015745357
gpt-image-1,claude_monet,texture,wavelet_slope,-0.5896351157122552,0.27580545237013016
gpt-image-1,claude_monet,texture,wavelet_curvature,-1.19043780246011,0.6232543864677237
gpt-image-1,claude_monet,texture,lbp_entropy_8,0.8708338187358478,0.2354210564638965
gpt-image-1,claude_monet,texture,lbp_entropy_16,0.43325258404490147,0.36169755094732237
gpt-image-1,claude_monet,texture,lbp_entropy_32,-0.09120475986381688,0.37603745234788144
gpt-image-1,claude_monet,texture,local_cv_01,0.37332007345079965,0.34534824432254263
gpt-image-1,claude_monet,texture,local_cv_04,0.17134828557448623,0.3094444869578724
gpt-image-1,claude_monet,texture,local_cv_16,0.02507921005855429,0.45246066288266645
gpt-image-1,alfred_sisley,texture,wavelet_energy_1,-0.11286865788787737,0.4502370417469928
gpt-image-1,alfred_sisley,texture,wavelet_energy_2,-0.03323816626274145,0.31620249949380286
gpt-image-1,alfred_sisley,texture,wavelet_energy_3,-0.33776756836570243,0.4749692108112774
gpt-image-1,alfred_sisley,texture,wavelet_energy_4,-0.674948220998465,0.48489382352096044
gpt-image-1,alfred_sisley,texture,wavelet_slope,-0.7368041954656354,0.2864205899283281
gpt-image-1,alfred_sisley,texture,wavelet_curvature,-1.0596442059920639,0.7540598205910656
gpt-image-1,alfred_sisley,texture,lbp_entropy_8,0.3584463267879606,0.5074440834025002
gpt-image-1,alfred_sisley,texture,lbp_entropy_16,-0.07062509015760118,0.5430312234545206
gpt-image-1,alfred_sisley,texture,lbp_entropy_32,-0.3290392677256875,0.46019713225743414
gpt-image-1,alfred_sisley,texture,local_cv_01,-0.010596151087559763,0.49208034463993966
gpt-image-1,alfred_sisley,texture,local_cv_04,-0.0908865467442706,0.4954917805689351
gpt-image-1,alfred_sisley,texture,local_cv_16,-0.285612929556948,0.4324973719039587
gpt-image-1,camille_pissarro,texture,wavelet_energy_1,-0.042581446783833826,0.2559116573600686
gpt-image-1,camille_pissarro,texture,wavelet_energy_2,-0.030863812587506395,0.41262669511968614
gpt-image-1,camille_pissarro,texture,wavelet_energy_3,-0.24591460164696832,0.29538822012271654
gpt-image-1,camille_pissarro,texture,wavelet_energy_4,-0.6412587440523337,0.4218157924256373
gpt-image-1,camille_pissarro,texture,wavelet_slope,-0.7038499182943255,0.33248088672403714
gpt-image-1,camille_pissarro,texture,wavelet_curvature,-1.1120037694640195,0.6292577609940712
gpt-image-1,camille_pissarro,texture,lbp_entropy_8,0.6515075230021142,0.32031440152656027
gpt-image-1,camille_pissarro,texture,lbp_entropy_16,0.04225868993909107,0.47014621131065776
gpt-image-1,camille_pissarro,texture,lbp_entropy_32,-0.23215258837204839,0.2661263683068124
gpt-image-1,camille_pissarro,texture,local_cv_01,0.3417641625276093,0.5550226947185968
gpt-image-1,camille_pissarro,texture,local_cv_04,0.12466278065618147,0.383198810970601
gpt-image-1,camille_pissarro,texture,local_cv_16,0.11958128090093145,0.15752731341151127
gpt-image-1,paul_cezanne,texture,wavelet_energy_1,-0.811765830376151,0.3679061759172788
gpt-image-1,paul_cezanne,texture,wavelet_energy_2,-0.7754893108320206,0.4710248475856834
gpt-image-1,paul_cezanne,texture,wavelet_energy_3,-1.0518009459226483,0.5221129722398379
gpt-image-1,paul_cezanne,texture,wavelet_energy_4,-1.5259738200872974,0.4664084164418461
gpt-image-1,paul_cezanne,texture,wavelet_slope,-0.5893816826819119,0.42175771550448815
gpt-image-1,paul_cezanne,texture,wavelet_curvature,-0.8360252586385057,0.4625798675982024
gpt-image-1,paul_cezanne,texture,lbp_entropy_8,0.20516947558300028,0.2568595188504604
gpt-image-1,paul_cezanne,texture,lbp_entropy_16,0.027076111800710123,0.31571196130121637
gpt-image-1,paul_cezanne,texture,lbp_entropy_32,-0.3117823100218481,0.37251822970454035
gpt-image-1,paul_cezanne,texture,local_cv_01,-0.1353427095678612,0.4678619783264496
gpt-image-1,paul_cezanne,texture,local_cv_04,-0.2517101996518302,0.4940564063919422
gpt-image-1,paul_cezanne,texture,local_cv_16,-0.40697884078204066,0.383013472544558
gpt-image-2,claude_monet,color,lightness_median,0.01027578805445828,0.27091825441328976
gpt-image-2,claude_monet,color,lightness_iqr,0.1149067033687769,0.4261453199381032
gpt-image-2,claude_monet,color,chroma_median,-0.1745332321062323,0.5018808217189529
gpt-image-2,claude_monet,color,chroma_iqr,0.0091917785906237,0.5598122776234923
gpt-image-2,claude_monet,color,chromatic_fraction,-0.23003456327083915,0.4728793949394295
gpt-image-2,claude_monet,color,hue_concentration,-0.29968857138351457,0.845525190680331
gpt-image-2,claude_monet,color,hue_entropy,-0.33502331035646826,0.6458482820226409
gpt-image-2,claude_monet,color,deltae_01,0.38408191835320515,0.5156779087426341
gpt-image-2,claude_monet,color,deltae_04,0.11810890745701413,0.4022847107672556
gpt-image-2,claude_monet,color,deltae_16,0.12076427610696047,0.4393056312171832
gpt-image-2,claude_monet,color,deltae_slope,-0.4950022017432935,0.5986470914069484
gpt-image-2,alfred_sisley,color,lightness_median,0.039308503181358145,0.3063018605606707
gpt-image-2,alfred_sisley,color,lightness_iqr,-0.47710098976031623,0.45987421152293156
gpt-image-2,alfred_sisley,color,chroma_median,-0.3254637591594325,0.5668667345940965
gpt-image-2,alfred_sisley,color,chroma_iqr,0.01792856914228086,0.2835976413110559
gpt-image-2,alfred_sisley,color,chromatic_fraction,-0.6937433286727446,0.6737134168460004
gpt-image-2,alfred_sisley,color,hue_concentration,-0.5541577100229687,0.5930966316093887
gpt-image-2,alfred_sisley,color,hue_entropy,-0.8827115763009097,0.5180839282740073
gpt-image-2,alfred_sisley,color,deltae_01,-0.12826856873474413,0.7843863098865033
gpt-image-2,alfred_sisley,color,deltae_04,-0.22229936019386654,0.5909166986609055
gpt-image-2,alfred_sisley,color,deltae_16,-0.26986217071595525,0.3774824593296781
gpt-image-2,alfred_sisley,color,deltae_slope,-0.42836560944625063,0.802038078031731
gpt-image-2,camille_pissarro,color,lightness_median,-0.2950770954614337,0.5179677024122009
gpt-image-2,camille_pissarro,color,lightness_iqr,-0.02084027699840639,0.6119310151951118
gpt-image-2,camille_pissarro,color,chroma_median,0.2196072485740007,0.9065976607510087
gpt-image-2,camille_pissarro,color,chroma_iqr,0.13361917037205945,0.37098350961055854
gpt-image-2,camille_pissarro,color,chromatic_fraction,0.08246865141606771,0.5934551364520834
gpt-image-2,camille_pissarro,color,hue_concentration,0.4145813232620248,0.24043282729185278
gpt-image-2,camille_pissarro,color,hue_entropy,-1.176701977128443,0.5321295141603102
gpt-image-2,camille_pissarro,color,deltae_01,0.27390446431834975,0.5792606782973999
gpt-image-2,camille_pissarro,color,deltae_04,-0.020031143034307267,0.3896899897652396
gpt-image-2,camille_pissarro,color,deltae_16,-0.13809412396919069,0.1575565698233875
gpt-image-2,camille_pissarro,color,deltae_slope,-0.7794147234198376,0.43163602776910087
gpt-image-2,paul_cezanne,color,lightness_median,-0.4067677468453256,0.3243819169437386
gpt-image-2,paul_cezanne,color,lightness_iqr,-0.30935749289749565,0.6913042750938454
gpt-image-2,paul_cezanne,color,chroma_median,-0.2866250908561385,0.5216474945060603
gpt-image-2,paul_cezanne,color,chroma_iqr,-0.11304459012446799,0.6174375593711771
gpt-image-2,paul_cezanne,color,chromatic_fraction,0.03785442243366127,0.8774709624427689
gpt-image-2,paul_cezanne,color,hue_concentration,-0.10713421817362308,0.8321106807073271
gpt-image-2,paul_cezanne,color,hue_entropy,0.2878775173746276,0.6859777742445095
gpt-image-2,paul_cezanne,color,deltae_01,-0.14175496250849998,0.37706399417027636
gpt-image-2,paul_cezanne,color,deltae_04,-0.41516466140818525,0.4139570550647471
gpt-image-2,paul_cezanne,color,deltae_16,-0.4702001880809239,0.4119093620685033
gpt-image-2,paul_cezanne,color,deltae_slope,-0.35198281797783226,0.4611327253746017
gpt-image-2,claude_monet,spatial,spectral_slope,0.5600514442353572,0.5672489670904834
gpt-image-2,claude_monet,spatial,spectral_residual,0.9391291661598568,1.1450967825774785
gpt-image-2,claude_monet,spatial,spectral_anisotropy,-0.46061353823549744,0.6036106236434636
gpt-image-2,claude_monet,spatial,orientation_entropy,0.3586618218975517,0.9258466544276467
gpt-image-2,claude_monet,spatial,horizontal_vertical_balance,0.15799505280786155,0.725967823783867
gpt-image-2,claude_monet,spatial,gradient_median,0.4236015026941924,0.3701749090725347
gpt-image-2,claude_monet,spatial,gradient_iqr,0.35308219224946363,0.4130498404374749
gpt-image-2,claude_monet,spatial,quadrant_jsd,-0.14883156592579289,0.6016092284531588
gpt-image-2,alfred_sisley,spatial,spectral_slope,0.7423152274619579,0.6108769954535613
gpt-image-2,alfred_sisley,spatial,spectral_residual,0.49062238706153954,0.7369473517431433
gpt-image-2,alfred_sisley,spatial,spectral_anisotropy,-0.4238759130707903,0.4336888699144851
gpt-image-2,alfred_sisley,spatial,orientation_entropy,-0.14277220096177104,0.32949975909060764
gpt-image-2,alfred_sisley,spatial,horizontal_vertical_balance,-0.19751265164167872,0.41775483279431586
gpt-image-2,alfred_sisley,spatial,gradient_median,0.2403284705491038,0.6830330745027868
gpt-image-2,alfred_sisley,spatial,gradient_iqr,0.05574008432047234,0.6257222715532992
gpt-image-2,alfred_sisley,spatial,quadrant_jsd,0.43047178328278857,1.095808347256617
gpt-image-2,camille_pissarro,spatial,spectral_slope,0.7481034720315876,0.5831183273885168
gpt-image-2,camille_pissarro,spatial,spectral_residual,0.8971961665810723,0.9297803854104282
gpt-image-2,camille_pissarro,spatial,spectral_anisotropy,-0.20134702171862934,0.5546233161249814
gpt-image-2,camille_pissarro,spatial,orientation_entropy,-0.08533465622055025,0.7228009653619498
gpt-image-2,camille_pissarro,spatial,horizontal_vertical_balance,-0.11843010660288308,0.4614260557862059
gpt-image-2,camille_pissarro,spatial,gradient_median,0.16913762732275345,0.3127559725865799
gpt-image-2,camille_pissarro,spatial,gradient_iqr,-0.05411401650819367,0.1898936189272696
gpt-image-2,camille_pissarro,spatial,quadrant_jsd,0.03057970684961303,2.381823212821603
gpt-image-2,paul_cezanne,spatial,spectral_slope,0.6562664674851981,0.6817975682830518
gpt-image-2,paul_cezanne,spatial,spectral_residual,-0.2626485113397072,0.703799140803425
gpt-image-2,paul_cezanne,spatial,spectral_anisotropy,-0.14368802518228568,0.30669204512732534
gpt-image-2,paul_cezanne,spatial,orientation_entropy,0.3527148195276626,0.42678833539386274
gpt-image-2,paul_cezanne,spatial,horizontal_vertical_balance,-0.0249629358813106,0.3589871267972085
gpt-image-2,paul_cezanne,spatial,gradient_median,-0.27189740952779345,0.2226194481083495
gpt-image-2,paul_cezanne,spatial,gradient_iqr,-0.36837982194683555,0.31995403794244826
gpt-image-2,paul_cezanne,spatial,quadrant_jsd,0.25484791320619254,0.8613001622624735
gpt-image-2,claude_monet,texture,wavelet_energy_1,0.1568948352277089,0.47821506079301146
gpt-image-2,claude_monet,texture,wavelet_energy_2,0.26788754442746326,0.44073046568610535
gpt-image-2,claude_monet,texture,wavelet_energy_3,0.048960899284479886,0.4905736806810313
gpt-image-2,claude_monet,texture,wavelet_energy_4,-0.5306678809421391,0.4664272508644282
gpt-image-2,claude_monet,texture,wavelet_slope,-0.5935076116230035,0.4253410430949849
gpt-image-2,claude_monet,texture,wavelet_curvature,-1.368365114152151,0.33714919373024244
gpt-image-2,claude_monet,texture,lbp_entropy_8,0.9020397539464313,0.3015415399966139
gpt-image-2,claude_monet,texture,lbp_entropy_16,0.41896653639191483,0.2532483764341258
gpt-image-2,claude_monet,texture,lbp_entropy_32,-0.03482327136346386,0.234960281044945
gpt-image-2,claude_monet,texture,local_cv_01,0.2944932641769868,0.2559926350232994
gpt-image-2,claude_monet,texture,local_cv_04,0.1656422973168738,0.21367215389545724
gpt-image-2,claude_monet,texture,local_cv_16,0.011351463043378807,0.23997706537487754
gpt-image-2,alfred_sisley,texture,wavelet_energy_1,-0.0031703622901382428,0.5103532632579464
gpt-image-2,alfred_sisley,texture,wavelet_energy_2,0.01781948384000287,0.4670893552256183
gpt-image-2,alfred_sisley,texture,wavelet_energy_3,-0.21974376143088542,0.4654057775789737
gpt-image-2,alfred_sisley,texture,wavelet_energy_4,-0.6977342737283614,0.4578319669639563
gpt-image-2,alfred_sisley,texture,wavelet_slope,-0.76548860086345,0.5580374153991889
gpt-image-2,alfred_sisley,texture,wavelet_curvature,-0.9426152589808116,0.5752538962399727
gpt-image-2,alfred_sisley,texture,lbp_entropy_8,0.2899699806297491,0.24146391783510654
gpt-image-2,alfred_sisley,texture,lbp_entropy_16,-0.1134243011986431,0.38103292729484545
gpt-image-2,alfred_sisley,texture,lbp_entropy_32,-0.45859594119163405,0.5409013820010599
gpt-image-2,alfred_sisley,texture,local_cv_01,-0.12762589657017562,0.7420400848224789
gpt-image-2,alfred_sisley,texture,local_cv_04,-0.2037607193136235,0.5814007430774435
gpt-image-2,alfred_sisley,texture,local_cv_16,-0.4148256365948005,0.362266399167418
gpt-image-2,camille_pissarro,texture,wavelet_energy_1,-0.04481994655303628,0.2661235339006474
gpt-image-2,camille_pissarro,texture,wavelet_energy_2,-0.035377167271560095,0.33990856304265726
gpt-image-2,camille_pissarro,texture,wavelet_energy_3,-0.23492370954405048,0.1843785643891626
gpt-image-2,camille_pissarro,texture,wavelet_energy_4,-0.7353959935061078,0.24456843398589043
gpt-image-2,camille_pissarro,texture,wavelet_slope,-0.7593832886127269,0.16713231355168792
gpt-image-2,camille_pissarro,texture,wavelet_curvature,-1.1481272322377103,0.7480331303333693
gpt-image-2,camille_pissarro,texture,lbp_entropy_8,0.5873684697699608,0.31713877624801173
gpt-image-2,camille_pissarro,texture,lbp_entropy_16,0.029688681562940078,0.4978847082792803
gpt-image-2,camille_pissarro,texture,lbp_entropy_32,-0.3099352218430505,0.1885579690895388
gpt-image-2,camille_pissarro,texture,local_cv_01,0.20582880470772275,0.39609454929225885
gpt-image-2,camille_pissarro,texture,local_cv_04,0.07613098378064456,0.27033999339813436
gpt-image-2,camille_pissarro,texture,local_cv_16,0.07636321314557559,0.3350288588037626
gpt-image-2,paul_cezanne,texture,wavelet_energy_1,-0.6705140752510634,0.2778156512456113
gpt-image-2,paul_cezanne,texture,wavelet_energy_2,-0.7401772137163571,0.33058755615423896
gpt-image-2,paul_cezanne,texture,wavelet_energy_3,-1.0363580108194044,0.37678570488262536
gpt-image-2,paul_cezanne,texture,wavelet_energy_4,-1.5093320435130244,0.480975095684465
gpt-image-2,paul_cezanne,texture,wavelet_slope,-0.7259016291024489,0.45226547475794315
gpt-image-2,paul_cezanne,texture,wavelet_curvature,-0.6869954454661752,0.18767556703626154
gpt-image-2,paul_cezanne,texture,lbp_entropy_8,0.2692334362043318,0.23283984243744113
gpt-image-2,paul_cezanne,texture,lbp_entropy_16,-0.28327345787931046,0.4011310565919793
gpt-image-2,paul_cezanne,texture,lbp_entropy_32,-0.5466788675319478,0.4278145224825723
gpt-image-2,paul_cezanne,texture,local_cv_01,-0.08119426091446316,0.48339607057725126
gpt-image-2,paul_cezanne,texture,local_cv_04,-0.283684747214445,0.5022532779785215
gpt-image-2,paul_cezanne,texture,local_cv_16,-0.4430713528079125,0.48721469523708044
sd-turbo,claude_monet,color,lightness_median,-0.6131253002469397,0.3961177557778096
sd-turbo,claude_monet,color,lightness_iqr,0.24170475207342612,0.7007168823589007
sd-turbo,claude_monet,color,chroma_median,0.04487911283113197,0.6384292632949641
sd-turbo,claude_monet,color,chroma_iqr,0.08072199402749276,0.4864580842008203
sd-turbo,claude_monet,color,chromatic_fraction,0.019531549777558915,0.6201737716691831
sd-turbo,claude_monet,color,hue_concentration,0.7518154924979706,0.2240867665854365
sd-turbo,claude_monet,color,hue_entropy,-0.8498234322116993,0.6664989031439136
sd-turbo,claude_monet,color,deltae_01,-0.1721280373367342,0.34172861095209317
sd-turbo,claude_monet,color,deltae_04,0.01305940150894229,0.44372072110725314
sd-turbo,claude_monet,color,deltae_16,0.1412276394475243,0.4032176503827412
sd-turbo,claude_monet,color,deltae_slope,0.5962089238578165,0.897606267135054
sd-turbo,alfred_sisley,color,lightness_median,-0.788171382372158,0.3745240794301436
sd-turbo,alfred_sisley,color,lightness_iqr,0.04324616425168141,0.49938699821097543
sd-turbo,alfred_sisley,color,chroma_median,-0.16586806338957213,0.5889360968020834
sd-turbo,alfred_sisley,color,chroma_iqr,-0.07919500887450016,0.4475619172044105
sd-turbo,alfred_sisley,color,chromatic_fraction,-0.09822954369484958,0.7720279047778665
sd-turbo,alfred_sisley,color,hue_concentration,0.6899014135125991,0.28566841159661693
sd-turbo,alfred_sisley,color,hue_entropy,-0.5051468288922634,0.5444250146287571
sd-turbo,alfred_sisley,color,deltae_01,-0.0745929901444165,0.4594500166639871
sd-turbo,alfred_sisley,color,deltae_04,0.19112548221286538,0.5584106679198503
sd-turbo,alfred_sisley,color,deltae_16,0.2154490021824416,0.458791782179301
sd-turbo,alfred_sisley,color,deltae_slope,0.5354160330120352,0.5981099286179551
sd-turbo,camille_pissarro,color,lightness_median,-0.6712337916992812,0.34647135437601717
sd-turbo,camille_pissarro,color,lightness_iqr,-0.1680520965487059,0.5644347045470494
sd-turbo,camille_pissarro,color,chroma_median,0.42462330364555234,0.6512548960555532
sd-turbo,camille_pissarro,color,chroma_iqr,0.19198816015376796,0.3472374894071233
sd-turbo,camille_pissarro,color,chromatic_fraction,0.5123241315627796,0.4181846182989072
sd-turbo,camille_pissarro,color,hue_concentration,0.2978741539940094,0.1976827858330209
sd-turbo,camille_pissarro,color,hue_entropy,-0.4247582765877004,0.44361439511752027
sd-turbo,camille_pissarro,color,deltae_01,-0.195036915300134,0.4562449178295415
sd-turbo,camille_pissarro,color,deltae_04,0.1580505542922846,0.5073850543312465
sd-turbo,camille_pissarro,color,deltae_16,0.3976192522109954,0.43033359351156786
sd-turbo,camille_pissarro,color,deltae_slope,0.8980495347824451,0.6583730486535386
sd-turbo,paul_cezanne,color,lightness_median,-0.32768330709631877,0.32417595200062455
sd-turbo,paul_cezanne,color,lightness_iqr,0.028817081867075666,0.5855346341247862
sd-turbo,paul_cezanne,color,chroma_median,-0.4063416512689816,0.5051082129488286
sd-turbo,paul_cezanne,color,chroma_iqr,-0.38234298326781035,0.5081733314012007
sd-turbo,paul_cezanne,color,chromatic_fraction,-0.02674510629682897,0.8970613306037115
sd-turbo,paul_cezanne,color,hue_concentration,0.0638516478119269,0.4986070490401079
sd-turbo,paul_cezanne,color,hue_entropy,0.13706203043515325,0.5883725312699566
sd-turbo,paul_cezanne,color,deltae_01,-0.3138320445831505,0.5140989651457449
sd-turbo,paul_cezanne,color,deltae_04,-0.021453215637351697,0.5316899519682957
sd-turbo,paul_cezanne,color,deltae_16,0.18563655985161975,0.4758186326377596
sd-turbo,paul_cezanne,color,deltae_slope,0.7680671008162955,0.6528866681785219
sd-turbo,claude_monet,spatial,spectral_slope,-1.112028640527029,0.6843884571611966
sd-turbo,claude_monet,spatial,spectral_residual,0.09452634195246107,0.8456680160362184
sd-turbo,claude_monet,spatial,spectral_anisotropy,-0.03761139705634689,1.037993755322997
sd-turbo,claude_monet,spatial,orientation_entropy,-0.05914574703545744,1.146133070523173
sd-turbo,claude_monet,spatial,horizontal_vertical_balance,-0.14041161853579198,0.7756037840255531
sd-turbo,claude_monet,spatial,gradient_median,-0.8156069855872468,0.2965773673968586
sd-turbo,claude_monet,spatial,gradient_iqr,-0.8014850905785503,0.28911621375325963
sd-turbo,claude_monet,spatial,quadrant_jsd,0.8688387603330178,1.532292251266739
sd-turbo,alfred_sisley,spatial,spectral_slope,-0.7919283899102755,0.7125655254425259
sd-turbo,alfred_sisley,spatial,spectral_residual,-0.04895198592632566,0.7129768727110177
sd-turbo,alfred_sisley,spatial,spectral_anisotropy,-0.16426187797969177,0.6994796523739224
sd-turbo,alfred_sisley,spatial,orientation_entropy,-0.2040398614559474,1.3831513159262405
sd-turbo,alfred_sisley,spatial,horizontal_vertical_balance,-0.1283729558694839,0.8607710063009424
sd-turbo,alfred_sisley,spatial,gradient_median,-0.6341629348584763,0.3667197547584323
sd-turbo,alfred_sisley,spatial,gradient_iqr,-0.8558933074569677,0.3719387130940464
sd-turbo,alfred_sisley,spatial,quadrant_jsd,1.2366660927075268,3.4240682313808777
sd-turbo,camille_pissarro,spatial,spectral_slope,-0.919656183979824,0.43790912513230335
sd-turbo,camille_pissarro,spatial,spectral_residual,0.18517466056322743,0.7251858825795555
sd-turbo,camille_pissarro,spatial,spectral_anisotropy,0.22798214128176128,0.9482353828672293
sd-turbo,camille_pissarro,spatial,orientation_entropy,-0.3949038826852952,1.8335597163833652
