service,condition,painter_id,family,distance,reference_count,generated_count
gpt-image-1,camille_pissarro,alfred_sisley,spatial,0.9604499589211213,106,16
gpt-image-1,camille_pissarro,camille_pissarro,spatial,0.8720977457890964,141,16
gpt-image-1,camille_pissarro,paul_cezanne,spatial,1.6827677065604982,105,16
gpt-image-1,paul_cezanne,claude_monet,spatial,1.0642146120346396,297,16
gpt-image-1,paul_cezanne,alfred_sisley,spatial,1.3116009631702292,106,16
gpt-image-1,paul_cezanne,camille_pissarro,spatial,1.3622654109494285,141,16
gpt-image-1,paul_cezanne,paul_cezanne,spatial,0.7154909491756665,105,16
gpt-image-1,artist_free,claude_monet,spatial,0.32301098851573595,297,16
gpt-image-1,artist_free,alfred_sisley,spatial,0.4734000341422657,106,16
gpt-image-1,artist_free,camille_pissarro,spatial,0.800964196710201,141,16
gpt-image-1,artist_free,paul_cezanne,spatial,0.8770952684990054,105,16
gpt-image-1,claude_monet,claude_monet,texture,1.5799868752654487,297,16
gpt-image-1,claude_monet,alfred_sisley,texture,1.3040287979529805,106,16
gpt-image-1,claude_monet,camille_pissarro,texture,1.5254842874494334,141,16
gpt-image-1,claude_monet,paul_cezanne,texture,2.481888813824339,105,16
gpt-image-1,alfred_sisley,claude_monet,texture,1.483372497283642,297,16
gpt-image-1,alfred_sisley,alfred_sisley,texture,1.1942413669821774,106,16
gpt-image-1,alfred_sisley,camille_pissarro,texture,1.485299002596625,141,16
gpt-image-1,alfred_sisley,paul_cezanne,texture,2.4733862852351836,105,16
gpt-image-1,camille_pissarro,claude_monet,texture,1.44041293712987,297,16
gpt-image-1,camille_pissarro,alfred_sisley,texture,1.3298668101895195,106,16
gpt-image-1,camille_pissarro,camille_pissarro,texture,1.27075918919008,141,16
gpt-image-1,camille_pissarro,paul_cezanne,texture,2.3742773454897916,105,16
gpt-image-1,paul_cezanne,claude_monet,texture,1.8639828064819761,297,16
gpt-image-1,paul_cezanne,alfred_sisley,texture,2.1763311374043965,106,16
gpt-image-1,paul_cezanne,camille_pissarro,texture,2.4447429214745453,141,16
gpt-image-1,paul_cezanne,paul_cezanne,texture,2.2038506153940087,105,16
gpt-image-1,artist_free,claude_monet,texture,1.480104477106944,297,16
gpt-image-1,artist_free,alfred_sisley,texture,1.7931901251673872,106,16
gpt-image-1,artist_free,camille_pissarro,texture,1.4993995683470396,141,16
gpt-image-1,artist_free,paul_cezanne,texture,1.7468127203385766,105,16
gpt-image-2,claude_monet,claude_monet,color,0.5467621235811126,297,16
gpt-image-2,claude_monet,alfred_sisley,color,0.6983542817729753,106,16
gpt-image-2,claude_monet,camille_pissarro,color,0.7832442273128359,141,16
gpt-image-2,claude_monet,paul_cezanne,color,1.8036760333217678,105,16
gpt-image-2,alfred_sisley,claude_monet,color,0.8516933041566732,297,16
gpt-image-2,alfred_sisley,alfred_sisley,color,0.7812259023285333,106,16
gpt-image-2,alfred_sisley,camille_pissarro,color,0.8354291944625993,141,16
gpt-image-2,alfred_sisley,paul_cezanne,color,2.252173746090815,105,16
gpt-image-2,camille_pissarro,claude_monet,color,1.604926668668948,297,16
gpt-image-2,camille_pissarro,alfred_sisley,color,1.514872595889897,106,16
gpt-image-2,camille_pissarro,camille_pissarro,color,1.0747853521746351,141,16
gpt-image-2,camille_pissarro,paul_cezanne,color,2.420547729818488,105,16
gpt-image-2,paul_cezanne,claude_monet,color,0.8550835797684737,297,16
gpt-image-2,paul_cezanne,alfred_sisley,color,0.9898544255755035,106,16
gpt-image-2,paul_cezanne,camille_pissarro,color,1.048727170431225,141,16
gpt-image-2,paul_cezanne,paul_cezanne,color,0.7285321189395972,105,16
gpt-image-2,artist_free,claude_monet,color,1.309835276693994,297,16
gpt-image-2,artist_free,alfred_sisley,color,1.2212813111435992,106,16
gpt-image-2,artist_free,camille_pissarro,color,1.1741027160947168,141,16
gpt-image-2,artist_free,paul_cezanne,color,0.6213218276183485,105,16
gpt-image-2,claude_monet,claude_monet,spatial,0.7871868661854391,297,16
gpt-image-2,claude_monet,alfred_sisley,spatial,0.7563701421585369,106,16
gpt-image-2,claude_monet,camille_pissarro,spatial,0.7721984117318255,141,16
gpt-image-2,claude_monet,paul_cezanne,spatial,1.5840428197687033,105,16
gpt-image-2,alfred_sisley,claude_monet,spatial,0.5869990835769863,297,16
gpt-image-2,alfred_sisley,alfred_sisley,spatial,0.5759998675381701,106,16
gpt-image-2,alfred_sisley,camille_pissarro,spatial,0.8014837338885901,141,16
gpt-image-2,alfred_sisley,paul_cezanne,spatial,1.3887452161953355,105,16
gpt-image-2,camille_pissarro,claude_monet,spatial,0.7188845496838119,297,16
gpt-image-2,camille_pissarro,alfred_sisley,spatial,0.6947449264890593,106,16
gpt-image-2,camille_pissarro,camille_pissarro,spatial,0.6399674074274149,141,16
gpt-image-2,camille_pissarro,paul_cezanne,spatial,1.3604024600252425,105,16
gpt-image-2,paul_cezanne,claude_monet,spatial,1.1904851850800446,297,16
gpt-image-2,paul_cezanne,alfred_sisley,spatial,1.3704138684928229,106,16
gpt-image-2,paul_cezanne,camille_pissarro,spatial,1.290970880040916,141,16
gpt-image-2,paul_cezanne,paul_cezanne,spatial,0.7128906832875541,105,16
gpt-image-2,artist_free,claude_monet,spatial,0.33587901058804004,297,16
gpt-image-2,artist_free,alfred_sisley,spatial,0.5083970027402076,106,16
gpt-image-2,artist_free,camille_pissarro,spatial,0.8545331254100144,141,16
gpt-image-2,artist_free,paul_cezanne,spatial,0.8654909389102463,105,16
gpt-image-2,claude_monet,claude_monet,texture,1.7032978247505335,297,16
gpt-image-2,claude_monet,alfred_sisley,texture,1.494172389502227,106,16
gpt-image-2,claude_monet,camille_pissarro,texture,1.7247609641273505,141,16
gpt-image-2,claude_monet,paul_cezanne,texture,2.6474715918520477,105,16
gpt-image-2,alfred_sisley,claude_monet,texture,1.4348629914648392,297,16
gpt-image-2,alfred_sisley,alfred_sisley,texture,1.2012970227817632,106,16
gpt-image-2,alfred_sisley,camille_pissarro,texture,1.395884806630758,141,16
gpt-image-2,alfred_sisley,paul_cezanne,texture,2.5084044894482442,105,16
gpt-image-2,camille_pissarro,claude_monet,texture,1.5715711479494636,297,16
gpt-image-2,camille_pissarro,alfred_sisley,texture,1.4952559006567274,106,16
gpt-image-2,camille_pissarro,camille_pissarro,texture,1.431903152853945,141,16
gpt-image-2,camille_pissarro,paul_cezanne,texture,2.5933359060252243,105,16
gpt-image-2,paul_cezanne,claude_monet,texture,1.8159110489191232,297,16
gpt-image-2,paul_cezanne,alfred_sisley,texture,2.188574714220322,106,16
gpt-image-2,paul_cezanne,camille_pissarro,texture,2.355501996580224,141,16
gpt-image-2,paul_cezanne,paul_cezanne,texture,2.2831169792410626,105,16
gpt-image-2,artist_free,claude_monet,texture,1.470785472325379,297,16
gpt-image-2,artist_free,alfred_sisley,texture,1.7071747899415004,106,16
gpt-image-2,artist_free,camille_pissarro,texture,1.4367250891151042,141,16
gpt-image-2,artist_free,paul_cezanne,texture,1.5877529067408798,105,16
sd-turbo,claude_monet,claude_monet,color,0.9016382959580513,297,400
sd-turbo,claude_monet,alfred_sisley,color,0.8852122034504182,106,400
sd-turbo,claude_monet,camille_pissarro,color,0.6446729192556815,141,400
sd-turbo,claude_monet,paul_cezanne,color,0.8774137002911069,105,400
sd-turbo,alfred_sisley,claude_monet,color,0.8912680699619255,297,400
sd-turbo,alfred_sisley,alfred_sisley,color,0.8325439915465525,106,400
sd-turbo,alfred_sisley,camille_pissarro,color,0.6152051175861655,141,400
sd-turbo,alfred_sisley,paul_cezanne,color,0.8806225700644792,105,400
sd-turbo,camille_pissarro,claude_monet,color,1.4978718700551075,297,400
sd-turbo,camille_pissarro,alfred_sisley,color,1.3676528997970188,106,400
sd-turbo,camille_pissarro,camille_pissarro,color,1.1474801355422044,141,400
sd-turbo,camille_pissarro,paul_cezanne,color,0.8369259403404787,105,400
sd-turbo,paul_cezanne,claude_monet,color,1.7566083393826453,297,400
sd-turbo,paul_cezanne,alfred_sisley,color,1.727210561922209,106,400
sd-turbo,paul_cezanne,camille_pissarro,color,1.7553389953411072,141,400
sd-turbo,paul_cezanne,paul_cezanne,color,0.581271809216817,105,400
sd-turbo,artist_free,claude_monet,color,1.22861577811236,297,400
sd-turbo,artist_free,alfred_sisley,color,1.1076037027151586,106,400
sd-turbo,artist_free,camille_pissarro,color,1.0908984133344282,141,400
sd-turbo,artist_free,paul_cezanne,color,0.6365736801936679,105,400
sd-turbo,claude_monet,claude_monet,spatial,0.9749251969408363,297,400
sd-turbo,claude_monet,alfred_sisley,spatial,1.4043812596590883,106,400
sd-turbo,claude_monet,camille_pissarro,spatial,1.8211241783453676,141,400
sd-turbo,claude_monet,paul_cezanne,spatial,0.9695761206213418,105,400
sd-turbo,alfred_sisley,claude_monet,spatial,1.017590873411594,297,400
sd-turbo,alfred_sisley,alfred_sisley,spatial,1.45601520342181,106,400
sd-turbo,alfred_sisley,camille_pissarro,spatial,1.8660248239426478,141,400
sd-turbo,alfred_sisley,paul_cezanne,spatial,1.0215286877872538,105,400
sd-turbo,camille_pissarro,claude_monet,spatial,0.8304409525529648,297,400
sd-turbo,camille_pissarro,alfred_sisley,spatial,1.1946694745494586,106,400
sd-turbo,camille_pissarro,camille_pissarro,spatial,1.4439901554469525,141,400
sd-turbo,camille_pissarro,paul_cezanne,spatial,0.6165019615282206,105,400
sd-turbo,paul_cezanne,claude_monet,spatial,1.2332798492436807,297,400
sd-turbo,paul_cezanne,alfred_sisley,spatial,1.7080603480295653,106,400
sd-turbo,paul_cezanne,camille_pissarro,spatial,2.1431797292134864,141,400
sd-turbo,paul_cezanne,paul_cezanne,spatial,1.1427699698658196,105,400
sd-turbo,artist_free,claude_monet,spatial,1.7486112802848082,297,400
sd-turbo,artist_free,alfred_sisley,spatial,2.323472153606496,106,400
sd-turbo,artist_free,camille_pissarro,spatial,2.965033890152883,141,400
sd-turbo,artist_free,paul_cezanne,spatial,1.9108042380676107,105,400
sd-turbo,claude_monet,claude_monet,texture,1.4963947961953927,297,400
sd-turbo,claude_monet,alfred_sisley,texture,2.4978994342372474,106,400
sd-turbo,claude_monet,camille_pissarro,texture,2.1854344551090517,141,400
sd-turbo,claude_monet,paul_cezanne,texture,2.2012538493678298,105,400
sd-turbo,alfred_sisley,claude_monet,texture,1.0119011112975362,297,400
sd-turbo,alfred_sisley,alfred_sisley,texture,1.6071330469572864,106,400
sd-turbo,alfred_sisley,camille_pissarro,texture,1.448332814132881,141,400
sd-turbo,alfred_sisley,paul_cezanne,texture,1.3364049460302716,105,400
sd-turbo,camille_pissarro,claude_monet,texture,1.2237456391143602,297,400
sd-turbo,camille_pissarro,alfred_sisley,texture,1.8095337319876936,106,400
sd-turbo,camille_pissarro,camille_pissarro,texture,1.694499648972518,141,400
sd-turbo,camille_pissarro,paul_cezanne,texture,1.4244735833578548,105,400
sd-turbo,paul_cezanne,claude_monet,texture,1.716318583284978,297,400
sd-turbo,paul_cezanne,alfred_sisley,texture,1.7377026026002163,106,400
sd-turbo,paul_cezanne,camille_pissarro,texture,1.9214182177552679,141,400
sd-turbo,paul_cezanne,paul_cezanne,texture,0.7053003760433703,105,400
sd-turbo,artist_free,claude_monet,texture,1.3204678618721881,297,400
sd-turbo,artist_free,alfred_sisley,texture,2.0173240957018215,106,400
sd-turbo,artist_free,camille_pissarro,texture,1.9356679338959277,141,400
sd-turbo,artist_free,paul_cezanne,texture,1.4471874003979415,105,400
