service,block,painter_id,family,distance,artist_free_distance,control_difference,generated_count
sd-turbo,0,paul_cezanne,color,0.6870501255578294,0.7161946433596178,-0.029144517801788394,16
sd-turbo,0,claude_monet,spatial,1.0031133946222486,1.5931403512264923,-0.5900269566042438,16
sd-turbo,0,alfred_sisley,spatial,1.1959069518360446,2.1393125559880124,-0.9434056041519678,16
sd-turbo,0,camille_pissarro,spatial,1.275639546592645,2.7679131528666883,-1.4922736062740434,16
sd-turbo,0,paul_cezanne,spatial,0.8253814558284107,1.7156362851167053,-0.8902548292882946,16
sd-turbo,0,claude_monet,texture,1.4752318743848587,1.289794309097652,0.18543756528720667,16
sd-turbo,0,alfred_sisley,texture,1.6022374074769479,1.9876866740776045,-0.3854492666006566,16
sd-turbo,0,camille_pissarro,texture,1.7453678374047694,1.8740178540676133,-0.12865001666284392,16
sd-turbo,0,paul_cezanne,texture,0.6671291936995092,1.4067101114557712,-0.739580917756262,16
sd-turbo,1,claude_monet,color,0.852707822527502,1.2749295543658734,-0.4222217318383714,16
sd-turbo,1,alfred_sisley,color,0.8175030118032083,1.1407843383347198,-0.32328132653151154,16
sd-turbo,1,camille_pissarro,color,1.1117310149724773,1.151471687797458,-0.03974067282498073,16
sd-turbo,1,paul_cezanne,color,0.5324686405386281,0.6136308916532274,-0.0811622511145993,16
sd-turbo,1,claude_monet,spatial,1.2243135476293414,1.6986267764962912,-0.4743132288669498,16
sd-turbo,1,alfred_sisley,spatial,1.5158233222058675,2.2581064861678,-0.7422831639619325,16
sd-turbo,1,camille_pissarro,spatial,1.543323430026752,2.882785044159103,-1.3394616141323512,16
sd-turbo,1,paul_cezanne,spatial,1.2777134602680569,1.8338014328902172,-0.5560879726221604,16
sd-turbo,1,claude_monet,texture,1.1860334579505287,1.1808938706125929,0.005139587337935847,16
sd-turbo,1,alfred_sisley,texture,1.5884338922647898,1.8316357275455886,-0.24320183528079875,16
sd-turbo,1,camille_pissarro,texture,1.5669047798632003,1.715743040009178,-0.14883826014597767,16
sd-turbo,1,paul_cezanne,texture,0.760260504696145,1.235264479056914,-0.475003974360769,16
sd-turbo,2,claude_monet,color,1.0240430309609132,1.4088466352303783,-0.38480360426946514,16
sd-turbo,2,alfred_sisley,color,0.9236425258209424,1.2663497716018186,-0.3427072457808762,16
sd-turbo,2,camille_pissarro,color,1.2561259680442127,1.2458700134106826,0.010255954633530129,16
sd-turbo,2,paul_cezanne,color,0.6971372884818803,0.7612086450352786,-0.06407135655339835,16
sd-turbo,2,claude_monet,spatial,1.0738112104769773,1.9671119819103753,-0.893300771433398,16
sd-turbo,2,alfred_sisley,spatial,1.665049117001634,2.5454905221324298,-0.8804414051307958,16
sd-turbo,2,camille_pissarro,spatial,1.797418438678159,3.23535581213679,-1.437937373458631,16
sd-turbo,2,paul_cezanne,spatial,1.714994857435916,2.1578987699048344,-0.44290391246891847,16
sd-turbo,2,claude_monet,texture,1.8586803050103107,1.5743437899784034,0.28433651503190727,16
sd-turbo,2,alfred_sisley,texture,1.9304524247514063,2.2158650575413628,-0.28541263278995643,16
sd-turbo,2,camille_pissarro,texture,1.9973456756122263,2.245402693002596,-0.24805701739036978,16
sd-turbo,2,paul_cezanne,texture,0.825829534232235,1.5846417929476777,-0.7588122587154427,16
sd-turbo,3,claude_monet,color,0.7950319640331718,1.1592034548667423,-0.3641714908335705,16
sd-turbo,3,alfred_sisley,color,0.7667530710130119,1.0624557060934277,-0.2957026350804157,16
sd-turbo,3,camille_pissarro,color,1.0716619970629235,1.1031862321980936,-0.03152423513517011,16
sd-turbo,3,paul_cezanne,color,0.6338544543750548,0.5955849466392635,0.0382695077357913,16
sd-turbo,3,claude_monet,spatial,1.1344724309500558,2.356233366018321,-1.2217609350682652,16
sd-turbo,3,alfred_sisley,spatial,1.8864333883386744,2.9985277644272124,-1.112094376088538,16
sd-turbo,3,camille_pissarro,spatial,1.8162647315707687,3.678240281742812,-1.8619755501720432,16
sd-turbo,3,paul_cezanne,spatial,1.2064758866162144,2.5185526899397717,-1.3120768033235573,16
sd-turbo,3,claude_monet,texture,1.8049786010610727,1.5374933949512202,0.2674852061098525,16
sd-turbo,3,alfred_sisley,texture,1.9133392231897686,2.1513320511760043,-0.23799282798623578,16
sd-turbo,3,camille_pissarro,texture,1.9403946349857903,2.1892648319704127,-0.24887019698462232,16
sd-turbo,3,paul_cezanne,texture,0.9501540149820615,1.5494318792226118,-0.5992778642405503,16
sd-turbo,4,claude_monet,color,0.8346887640511123,1.1939753032120444,-0.3592865391609321,16
sd-turbo,4,alfred_sisley,color,0.8455397717153699,1.07888845406569,-0.23334868235032014,16
sd-turbo,4,camille_pissarro,color,1.1542661427261156,1.0646158867416955,0.08965025598442011,16
sd-turbo,4,paul_cezanne,color,0.5266558314442857,0.5943612918073335,-0.06770546036304781,16
sd-turbo,4,claude_monet,spatial,0.8509522956974713,1.601783224393011,-0.7508309286955397,16
sd-turbo,4,alfred_sisley,spatial,1.4034211497321314,2.1336920449641843,-0.7302708952320529,16
sd-turbo,4,camille_pissarro,spatial,1.3470197756071278,2.690783884795712,-1.3437641091885841,16
sd-turbo,4,paul_cezanne,spatial,1.2888558334272746,1.727470471839812,-0.43861463841253734,16
sd-turbo,4,claude_monet,texture,1.2683893050071142,1.1136944020523627,0.15469490295475152,16
sd-turbo,4,alfred_sisley,texture,1.3945486160172695,1.7845668297753186,-0.390018213758049,16
sd-turbo,4,camille_pissarro,texture,1.32950730589786,1.5616612613074259,-0.23215395540956596,16
sd-turbo,4,paul_cezanne,texture,0.6937793499644234,1.2440081380360102,-0.5502287880715868,16
sd-turbo,5,claude_monet,color,1.1356019046817167,1.5466666529665516,-0.41106474828483486,16
sd-turbo,5,alfred_sisley,color,1.0526823079871328,1.4160259542831781,-0.3633436462960453,16
sd-turbo,5,camille_pissarro,color,1.3379821429849652,1.3581248037206906,-0.02014266073572535,16
sd-turbo,5,paul_cezanne,color,0.7076413900100862,0.8884741238420415,-0.1808327338319553,16
sd-turbo,5,claude_monet,spatial,1.2982725578269494,1.9509626744898627,-0.6526901166629133,16
sd-turbo,5,alfred_sisley,spatial,1.4904519625326746,2.5491013906659985,-1.0586494281333239,16
sd-turbo,5,camille_pissarro,spatial,1.795772470890232,3.1818105851553753,-1.3860381142651432,16
sd-turbo,5,paul_cezanne,spatial,1.3238490180882803,2.0550528402269226,-0.7312038221386423,16
sd-turbo,5,claude_monet,texture,1.7258819761383712,1.6569276983537033,0.0689542777846679,16
sd-turbo,5,alfred_sisley,texture,1.886204090473193,2.3779204074525335,-0.4917163169793406,16
sd-turbo,5,camille_pissarro,texture,2.0061444257624848,2.3375447109047265,-0.33140028514224174,16
sd-turbo,5,paul_cezanne,texture,0.9066396691075433,1.7478749048596214,-0.841235235752078,16
sd-turbo,6,claude_monet,color,0.8448554824820411,1.164236147344861,-0.3193806648628199,16
sd-turbo,6,alfred_sisley,color,0.7353295350764859,1.0339198440562356,-0.2985903089797497,16
sd-turbo,6,camille_pissarro,color,0.9721237945540022,1.0750406796719507,-0.1029168851179485,16
sd-turbo,6,paul_cezanne,color,0.6658013571173316,0.7643718962741803,-0.09857053915684877,16
sd-turbo,6,claude_monet,spatial,1.3063920219580076,2.090762043610728,-0.7843700216527205,16
sd-turbo,6,alfred_sisley,spatial,1.4833458196162832,2.6822611984107976,-1.1989153787945144,16
sd-turbo,6,camille_pissarro,spatial,1.5054526427687893,3.3274519868354346,-1.8219993440666453,16
sd-turbo,6,paul_cezanne,spatial,1.326111373154046,2.294398422069875,-0.9682870489158293,16
sd-turbo,6,claude_monet,texture,1.467381466303451,1.4392813820041974,0.02810008429925359,16
sd-turbo,6,alfred_sisley,texture,1.7164141330101481,2.1594423757164067,-0.4430282427062586,16
sd-turbo,6,camille_pissarro,texture,1.6702000793144163,2.0881865023585364,-0.41798642304412015,16
sd-turbo,6,paul_cezanne,texture,0.7924987572841968,1.586358248398918,-0.7938594911147212,16
sd-turbo,7,claude_monet,color,0.9905980200299123,1.3724188605587255,-0.38182084052881327,16
sd-turbo,7,alfred_sisley,color,0.9549085370881345,1.2942471308538008,-0.33933859376566633,16
sd-turbo,7,camille_pissarro,color,1.3235824298948708,1.3201320812072785,0.0034503486875923084,16
sd-turbo,7,paul_cezanne,color,0.6206971568333548,0.7089290052466757,-0.08823184841332088,16
sd-turbo,7,claude_monet,spatial,1.010895668367306,1.6266700903981706,-0.6157744220308645,16
sd-turbo,7,alfred_sisley,spatial,1.5865589366293014,2.163173123188016,-0.5766141865587144,16
sd-turbo,7,camille_pissarro,spatial,1.3970632751629415,2.6724915763468697,-1.2754283011839282,16
sd-turbo,7,paul_cezanne,spatial,0.8959230816369281,1.6211925471334414,-0.7252694654965133,16
sd-turbo,7,claude_monet,texture,1.6012955330689351,1.417541390195066,0.18375414287386915,16
sd-turbo,7,alfred_sisley,texture,1.7635651627652398,2.1590476527159903,-0.3954824899507505,16
sd-turbo,7,camille_pissarro,texture,1.8544087306918107,2.028268599163121,-0.1738598684713104,16
sd-turbo,7,paul_cezanne,texture,0.7482214056755137,1.540278464339909,-0.7920570586643954,16
sd-turbo,8,claude_monet,color,1.101794636236789,1.1864672749637744,-0.08467263872698538,16
sd-turbo,8,alfred_sisley,color,0.9575900806801845,1.06291338897545,-0.1053233082952656,16
sd-turbo,8,camille_pissarro,color,1.2548094833287755,1.0097674256423272,0.24504205768644827,16
sd-turbo,8,paul_cezanne,color,0.587027629309846,0.5645889768775061,0.02243865243233989,16
sd-turbo,8,claude_monet,spatial,1.3005429861943698,2.5798353709985653,-1.2792923848041955,16
sd-turbo,8,alfred_sisley,spatial,1.7091524841566317,3.2277351766733737,-1.518582692516742,16
sd-turbo,8,camille_pissarro,spatial,1.8609418408093141,3.961755354759296,-2.1008135139499817,16
sd-turbo,8,paul_cezanne,spatial,1.6256884898553583,2.8619872763545136,-1.2362987864991553,16
sd-turbo,8,claude_monet,texture,1.6316266547915284,1.3879343384173088,0.2436923163742195,16
sd-turbo,8,alfred_sisley,texture,1.9103261534760372,2.136881900753796,-0.22655574727775862,16
sd-turbo,8,camille_pissarro,texture,1.7684413260444782,1.9881181599975033,-0.21967683395302506,16
sd-turbo,8,paul_cezanne,texture,0.7559854788746729,1.5852210429815399,-0.8292355641068669,16
sd-turbo,9,claude_monet,color,0.919649163762688,1.3726823226544183,-0.45303315889173024,16
sd-turbo,9,alfred_sisley,color,0.9576273943831395,1.2629731185037902,-0.30534572412065075,16
sd-turbo,9,camille_pissarro,color,1.1739000066010146,1.232425639106537,-0.05852563250552234,16
sd-turbo,9,paul_cezanne,color,0.7104742997699516,0.8923327435122419,-0.18185844374229032,16
sd-turbo,9,claude_monet,spatial,1.1631701186613106,1.7452410956253361,-0.5820709769640255,16
sd-turbo,9,alfred_sisley,spatial,1.598845430210547,2.3050420500782183,-0.7061966198676712,16
sd-turbo,9,camille_pissarro,spatial,1.5645563425717097,2.917203299339352,-1.3526469567676425,16
sd-turbo,9,paul_cezanne,spatial,1.1480476646990434,1.8909500576272915,-0.7429023929282481,16
sd-turbo,9,claude_monet,texture,2.007695384651398,1.8232443971025787,0.18445098754881917,16
sd-turbo,9,alfred_sisley,texture,2.0470834304884025,2.6991942489902248,-0.6521108185018223,16
sd-turbo,9,camille_pissarro,texture,2.1558166843806386,2.53163182794833,-0.3758151435676913,16
sd-turbo,9,paul_cezanne,texture,1.0594510116866969,2.0699432495586936,-1.0104922378719967,16
sd-turbo,10,claude_monet,color,0.8751545313268241,1.2894029790459927,-0.4142484477191686,16
sd-turbo,10,alfred_sisley,color,0.8401184816802041,1.1927236960564547,-0.3526052143762506,16
sd-turbo,10,camille_pissarro,color,1.2345546066323276,1.2523355850722906,-0.017780978439962958,16
sd-turbo,10,paul_cezanne,color,0.6348550007228866,0.6202292265995029,0.014625774123383728,16
sd-turbo,10,claude_monet,spatial,1.1130809637044625,1.7698629562238422,-0.6567819925193796,16
sd-turbo,10,alfred_sisley,spatial,1.617804790155291,2.3139400062186075,-0.6961352160633165,16
sd-turbo,10,camille_pissarro,spatial,1.6851919611740835,2.9432742694487555,-1.258082308274672,16
sd-turbo,10,paul_cezanne,spatial,1.0429706488420973,1.9323077159934563,-0.889337067151359,16
sd-turbo,10,claude_monet,texture,1.626621883721833,1.6866097073037234,-0.059987823581890476,16
sd-turbo,10,alfred_sisley,texture,1.6700155142349395,2.3558456138164705,-0.685830099581531,16
sd-turbo,10,camille_pissarro,texture,1.977619853429045,2.3488140687737595,-0.37119421534471453,16
sd-turbo,10,paul_cezanne,texture,0.9137518251623882,1.71531511788764,-0.8015632927252518,16
sd-turbo,11,claude_monet,color,1.0898348299457803,1.391512763807549,-0.3016779338617688,16
sd-turbo,11,alfred_sisley,color,1.0563342864023015,1.267233769953979,-0.21089948355167754,16
sd-turbo,11,camille_pissarro,color,1.3842044027867164,1.1670230895744795,0.21718131321223688,16
sd-turbo,11,paul_cezanne,color,0.666061059412967,0.7598679815375637,-0.09380692212459674,16
sd-turbo,11,claude_monet,spatial,1.2438137682810044,2.0067437360619182,-0.7629299677809138,16
sd-turbo,11,alfred_sisley,spatial,1.5020438761037842,2.604762420654656,-1.1027185445508718,16
sd-turbo,11,camille_pissarro,spatial,1.4087718266927607,3.123358509073279,-1.7145866823805185,16
sd-turbo,11,paul_cezanne,spatial,1.4339408362359496,2.011586245500027,-0.5776454092640773,16
sd-turbo,11,claude_monet,texture,1.6380516958606783,1.6120913389800244,0.0259603568806539,16
sd-turbo,11,alfred_sisley,texture,1.5318258269331892,2.3174039903555887,-0.7855781634223995,16
sd-turbo,11,camille_pissarro,texture,1.8206159110510476,2.3109429286722354,-0.4903270176211878,16
sd-turbo,11,paul_cezanne,texture,0.8008304943025668,1.691393918014842,-0.8905634237122753,16
sd-turbo,12,claude_monet,color,0.9210992897539421,1.2720696946719725,-0.35097040491803044,16
sd-turbo,12,alfred_sisley,color,0.8303541796247145,1.1614713229010092,-0.3311171432762947,16
sd-turbo,12,camille_pissarro,color,1.1260809200488406,1.1423027495680804,-0.016221829519239783,16
sd-turbo,12,paul_cezanne,color,0.7525960499160529,0.7830489742423037,-0.030452924326250796,16
sd-turbo,12,claude_monet,spatial,1.1371016283773119,1.9789357091618127,-0.8418340807845008,16
sd-turbo,12,alfred_sisley,spatial,1.608556650589958,2.573578797393595,-0.9650221468036371,16
sd-turbo,12,camille_pissarro,spatial,1.5440209298956664,3.2046775510317964,-1.66065662113613,16
sd-turbo,12,paul_cezanne,spatial,1.2970291539292726,2.1011936272288043,-0.8041644732995317,16
sd-turbo,12,claude_monet,texture,1.8305969429178388,1.4123757046076366,0.4182212383102022,16
sd-turbo,12,alfred_sisley,texture,1.8142681619211491,2.112859223017726,-0.29859106109657674,16
sd-turbo,12,camille_pissarro,texture,1.9227753013548323,2.0872367889365404,-0.1644614875817081,16
sd-turbo,12,paul_cezanne,texture,0.8680113004345942,1.6338199038532788,-0.7658086034186846,16
sd-turbo,13,claude_monet,color,1.0701565042486656,1.3188271881493896,-0.248670683900724,16
sd-turbo,13,alfred_sisley,color,0.9742187166422729,1.1727908174146817,-0.19857210077240883,16
sd-turbo,13,camille_pissarro,color,1.2791427394856565,1.086546862800272,0.19259587668538458,16
sd-turbo,13,paul_cezanne,color,0.6382831406178586,0.7048215800407207,-0.06653843942286208,16
sd-turbo,13,claude_monet,spatial,1.0724507054259487,1.8837130419549242,-0.8112623365289755,16
sd-turbo,13,alfred_sisley,spatial,1.701824042647162,2.4544177202453037,-0.7525936775981417,16
sd-turbo,13,camille_pissarro,spatial,1.4239277260378125,3.1245376828291676,-1.700609956791355,16
sd-turbo,13,paul_cezanne,spatial,1.2706372745489602,2.0393576008540837,-0.7687203263051234,16
sd-turbo,13,claude_monet,texture,1.4589509435301053,1.1899653750173584,0.2689855685127469,16
sd-turbo,13,alfred_sisley,texture,1.7870924126921328,1.884519918690029,-0.09742750599789618,16
sd-turbo,13,camille_pissarro,texture,1.6410292915959594,1.7785289305839198,-0.13749963898796036,16
sd-turbo,13,paul_cezanne,texture,0.6704232525809664,1.3728134856258132,-0.7023902330448468,16
sd-turbo,14,claude_monet,color,1.053867244757289,1.2414573288990023,-0.1875900841417133,16
sd-turbo,14,alfred_sisley,color,0.9358145026742113,1.1236260460775105,-0.1878115434032992,16
sd-turbo,14,camille_pissarro,color,1.276332637063011,1.0991282185919746,0.1772044184710364,16
sd-turbo,14,paul_cezanne,color,0.5374714357053054,0.619057041558563,-0.08158560585325758,16
sd-turbo,14,claude_monet,spatial,1.110963030525558,1.7756246228634271,-0.6646615923378691,16
sd-turbo,14,alfred_sisley,spatial,1.5453315530141678,2.323255920735874,-0.777924367721706,16
sd-turbo,14,camille_pissarro,spatial,1.4531231036287213,2.967149065793511,-1.5140259621647898,16
sd-turbo,14,paul_cezanne,spatial,1.329347912221146,2.022526524545433,-0.6931786123242869,16
sd-turbo,14,claude_monet,texture,1.3492359668766292,1.275813802388086,0.0734221644885431,16
sd-turbo,14,alfred_sisley,texture,1.3455902360008136,1.9348916242273075,-0.5893013882264939,16
sd-turbo,14,camille_pissarro,texture,1.5184038155535995,1.8420279151557457,-0.3236240996021462,16
sd-turbo,14,paul_cezanne,texture,0.6874082144677469,1.3609471171119658,-0.6735389026442189,16
sd-turbo,15,claude_monet,color,0.9064377096829084,1.2723120420347214,-0.365874332351813,16
sd-turbo,15,alfred_sisley,color,0.8103374277919393,1.1691467285804773,-0.358809300788538,16
sd-turbo,15,camille_pissarro,color,1.1633878935742519,1.1574030107002353,0.0059848828740165505,16
sd-turbo,15,paul_cezanne,color,0.7074646726013452,0.6811391245358949,0.026325548065450288,16
sd-turbo,15,claude_monet,spatial,1.3406086420410848,2.1371020728922625,-0.7964934308511777,16
sd-turbo,15,alfred_sisley,spatial,1.7975449596879267,2.7551293762474307,-0.957584416559504,16
sd-turbo,15,camille_pissarro,spatial,1.981278301820843,3.446207999363992,-1.4649296975431487,16
sd-turbo,15,paul_cezanne,spatial,1.7696887530234733,2.3620127781030753,-0.592324025079602,16
sd-turbo,15,claude_monet,texture,1.9736151670506283,1.6690333721796935,0.30458179487093484,16
sd-turbo,15,alfred_sisley,texture,1.8743065109965156,2.4038382317659193,-0.5295317207694037,16
sd-turbo,15,camille_pissarro,texture,2.1366035112262867,2.376373053766065,-0.23976954253977834,16
sd-turbo,15,paul_cezanne,texture,0.9327176383697251,1.8551628285705317,-0.9224451902008066,16
sd-turbo,16,claude_monet,color,1.0909127804856833,1.422580239388126,-0.33166745890244265,16
sd-turbo,16,alfred_sisley,color,1.0671505971202495,1.2904867129720803,-0.22333611585183077,16
sd-turbo,16,camille_pissarro,color,1.3629439149632399,1.2579361639803108,0.10500775098292903,16
sd-turbo,16,paul_cezanne,color,0.6737552617648948,0.727236952715687,-0.05348169095079225,16
sd-turbo,16,claude_monet,spatial,1.1114772907616937,2.186763815590619,-1.0752865248289254,16
sd-turbo,16,alfred_sisley,spatial,1.8047747081623298,2.7887175960872197,-0.9839428879248899,16
sd-turbo,16,camille_pissarro,spatial,1.7493495823108027,3.4988351462454537,-1.749485563934651,16
sd-turbo,16,paul_cezanne,spatial,1.5431966859856971,2.454112654007644,-0.9109159680219467,16
sd-turbo,16,claude_monet,texture,1.343756789560472,1.3216171285748999,0.022139660985572185,16
sd-turbo,16,alfred_sisley,texture,1.5241510519515895,1.9240173078605833,-0.39986625590899383,16
sd-turbo,16,camille_pissarro,texture,1.601727759690584,1.9017149851379882,-0.2999872254474043,16
sd-turbo,16,paul_cezanne,texture,0.7818491994607721,1.375267806544855,-0.5934186070840828,16
sd-turbo,17,claude_monet,color,1.0241681742330337,1.3384397614990933,-0.3142715872660595,16
sd-turbo,17,alfred_sisley,color,0.8822142329125746,1.1919137933574482,-0.30969956044487357,16
sd-turbo,17,camille_pissarro,color,1.1951024389620897,1.1660967763177172,0.029005662644372432,16
sd-turbo,17,paul_cezanne,color,0.691006557694638,0.829651160738309,-0.138644603043671,16
sd-turbo,17,claude_monet,spatial,1.1245369172798902,2.076417738477498,-0.9518808211976078,16
sd-turbo,17,alfred_sisley,spatial,1.76812022393504,2.6714537885067866,-0.9033335645717466,16
sd-turbo,17,camille_pissarro,spatial,1.6192564232338484,3.338238686977993,-1.7189822637441448,16
sd-turbo,17,paul_cezanne,spatial,1.301589483095536,2.2824974057343326,-0.9809079226387967,16
sd-turbo,17,claude_monet,texture,1.8359258515674108,1.5910405021374951,0.2448853494299157,16
sd-turbo,17,alfred_sisley,texture,1.7990935357817048,2.308968704866969,-0.5098751690852641,16
sd-turbo,17,camille_pissarro,texture,2.068939096461851,2.2606131122160886,-0.19167401575423781,16
sd-turbo,17,paul_cezanne,texture,0.934163605902874,1.7736163206443467,-0.8394527147414728,16
sd-turbo,18,claude_monet,color,0.9407555373532737,1.3649867080234293,-0.4242311706701556,16
sd-turbo,18,alfred_sisley,color,0.7832680006146224,1.2386958490402544,-0.455427848425632,16
sd-turbo,18,camille_pissarro,color,1.2108391567199481,1.2385677557667476,-0.027728599046799474,16
sd-turbo,18,paul_cezanne,color,0.607663372738418,0.678208993439199,-0.07054562070078108,16
sd-turbo,18,claude_monet,spatial,1.0122115695481408,1.4831169240040785,-0.4709053544559376,16
sd-turbo,18,alfred_sisley,spatial,1.506182307033363,1.96565178106703,-0.4594694740336669,16
sd-turbo,18,camille_pissarro,spatial,1.3383800810965716,2.596807657306403,-1.2584275762098316,16
sd-turbo,18,paul_cezanne,spatial,1.0251881218625467,1.6572258931971895,-0.6320377713346428,16
sd-turbo,18,claude_monet,texture,1.4850187811715543,1.2959822994780463,0.18903648169350795,16
sd-turbo,18,alfred_sisley,texture,1.7268433266990741,2.0011555664688307,-0.2743122397697566,16
sd-turbo,18,camille_pissarro,texture,1.6655708005199334,1.8734086608136336,-0.2078378602937001,16
sd-turbo,18,paul_cezanne,texture,0.6301236612677314,1.4644835631991064,-0.834359901931375,16
sd-turbo,19,claude_monet,color,0.9672417854641981,1.1690608284329596,-0.2018190429687614,16
sd-turbo,19,alfred_sisley,color,0.8453389460605789,1.0689906199618098,-0.22365167390123086,16
sd-turbo,19,camille_pissarro,color,1.1256365783521647,1.0389132377663284,0.0867233405858363,16
sd-turbo,19,paul_cezanne,color,0.5430257801158951,0.6225138984503866,-0.07948811833449154,16
sd-turbo,19,claude_monet,spatial,1.0733229393875785,2.0851026146718086,-1.01177967528423,16
sd-turbo,19,alfred_sisley,spatial,1.2651656039212211,2.6995372514552622,-1.4343716475340411,16
sd-turbo,19,camille_pissarro,spatial,1.4177480909089466,3.3815765515799896,-1.963828460671043,16
sd-turbo,19,paul_cezanne,spatial,1.1195134085942122,2.2663201333137195,-1.1468067247195073,16
sd-turbo,19,claude_monet,texture,1.4525316608303864,1.2467539220983035,0.20577773873208294,16
sd-turbo,19,alfred_sisley,texture,1.4210091252798396,2.021230437982882,-0.6002213127030425,16
sd-turbo,19,camille_pissarro,texture,1.4186085496466614,1.7723358106655196,-0.3537272610188582,16
sd-turbo,19,paul_cezanne,texture,0.663612420462838,1.4616137152252797,-0.7980012947624417,16
sd-turbo,20,claude_monet,color,0.8348264854401433,1.3264336841558126,-0.4916071987156694,16
sd-turbo,20,alfred_sisley,color,0.8684052052461508,1.1620078767474626,-0.2936026715013118,16
sd-turbo,20,camille_pissarro,color,1.0388461364837354,1.1383224951717228,-0.09947635868798743,16
sd-turbo,20,paul_cezanne,color,0.5801330047142927,0.7238367148253273,-0.14370371011103455,16
sd-turbo,20,claude_monet,spatial,1.0624322672495774,2.0153137968757155,-0.9528815296261381,16
sd-turbo,20,alfred_sisley,spatial,1.5465474366421104,2.592441669271687,-1.0458942326295766,16
sd-turbo,20,camille_pissarro,spatial,1.5580811715101897,3.3395018247251276,-1.781420653214938,16
sd-turbo,20,paul_cezanne,spatial,1.3106110040646506,2.371987288814836,-1.0613762847501853,16
sd-turbo,20,claude_monet,texture,1.2334629062915283,1.1039331678438584,0.1295297384476699,16
sd-turbo,20,alfred_sisley,texture,1.4263828843786426,1.6808631330142605,-0.2544802486356179,16
sd-turbo,20,camille_pissarro,texture,1.7143140310835328,1.6378168306625431,0.07649720042098962,16
sd-turbo,20,paul_cezanne,texture,0.5910711412382257,1.1636395627834926,-0.5725684215452669,16
sd-turbo,21,claude_monet,color,0.9938212609166697,1.1640865310500406,-0.1702652701333709,16
sd-turbo,21,alfred_sisley,color,0.8521542713808383,1.0562381809380637,-0.20408390955722533,16
sd-turbo,21,camille_pissarro,color,1.1459580912420302,1.0343142114918056,0.1116438797502246,16
sd-turbo,21,paul_cezanne,color,0.6425792380859081,0.7287625930720525,-0.08618335498614438,16
sd-turbo,21,claude_monet,spatial,0.9888377124901648,1.7982113436732226,-0.8093736311830577,16
sd-turbo,21,alfred_sisley,spatial,1.3910284329416207,2.366149144563665,-0.9751207116220444,16
sd-turbo,21,camille_pissarro,spatial,1.4671592460882863,2.9262069175364918,-1.4590476714482055,16
sd-turbo,21,paul_cezanne,spatial,1.3704136338298878,1.8269572723088903,-0.4565436384790025,16
