painter_id,alias,method_id,condition,family,draw,group_size,energy_distance,sample_variance_ratio,squared_iqr_sum_ratio
claude_monet,gpt-image-1,by_name,named,all31,76,64,1.7065799495393632,0.2847224014600951,0.2669379875103763
claude_monet,gpt-image-1,by_name,named,all31,77,64,1.6409519563583808,0.23942866799652315,0.2658226527637411
claude_monet,gpt-image-1,by_name,named,all31,78,64,1.7008693484976716,0.24443604374883934,0.30239144367079335
claude_monet,gpt-image-1,by_name,named,all31,79,64,1.7204985895206404,0.26507090742222456,0.2831125863228941
claude_monet,gpt-image-1,by_name,named,all31,80,64,2.022545646858071,0.25936970743178234,0.3116153990289398
claude_monet,gpt-image-1,by_name,named,all31,81,64,1.8271947927277865,0.24522857140047027,0.26046704051457054
claude_monet,gpt-image-1,by_name,named,all31,82,64,1.8527998101769043,0.27727146066746927,0.29765773858407224
claude_monet,gpt-image-1,by_name,named,all31,83,64,1.7929464305483895,0.30768062257460105,0.35619491186506
claude_monet,gpt-image-1,by_name,named,all31,84,64,2.07300194011355,0.2726291949041256,0.2642437879105782
claude_monet,gpt-image-1,by_name,named,all31,85,64,1.9719077258508806,0.25623863464868973,0.28821786216446477
claude_monet,gpt-image-1,by_name,named,all31,86,64,2.081239807594916,0.22664590469870868,0.2513661077226224
claude_monet,gpt-image-1,by_name,named,all31,87,64,1.9209558507298312,0.24468519175191,0.26531852103873976
claude_monet,gpt-image-1,by_name,named,all31,88,64,2.343935327362034,0.22511692031489156,0.2887216917191727
claude_monet,gpt-image-1,by_name,named,all31,89,64,2.1099950845362185,0.2405094003988432,0.2918590230723304
claude_monet,gpt-image-1,by_name,named,all31,90,64,1.856523613167246,0.23848380541892716,0.24273357269313706
claude_monet,gpt-image-1,by_name,named,all31,91,64,2.117327912440964,0.22607549203527624,0.2824381746732157
claude_monet,gpt-image-1,by_name,named,all31,92,64,1.760917495710232,0.2721107060235385,0.3551374071413891
claude_monet,gpt-image-1,by_name,named,all31,93,64,1.6211236673750369,0.2902399054516626,0.317268603244221
claude_monet,gpt-image-1,by_name,named,all31,94,64,1.626747477522609,0.2667226352387458,0.32181931271995146
claude_monet,gpt-image-1,by_name,named,all31,95,64,1.8626928669554053,0.2638781621567109,0.2929990060800804
claude_monet,gpt-image-1,by_name,named,all31,96,64,1.7858635248127528,0.3012883828805953,0.3394326245603491
claude_monet,gpt-image-1,by_name,named,all31,97,64,1.9044857804107584,0.2582489222010955,0.27788026052187903
claude_monet,gpt-image-1,by_name,named,all31,98,64,1.8906526957748904,0.2552742523259556,0.37613302776073
claude_monet,gpt-image-1,by_name,named,all31,99,64,1.9624357824827041,0.2589523832442872,0.2947392665024475
claude_monet,gpt-image-1,by_name,named,all31,100,64,1.9342941458383853,0.2520741333220236,0.30625352335142286
claude_monet,gpt-image-1,by_name,named,all31,101,64,1.867371977967749,0.22661236413160185,0.26596757960738737
claude_monet,gpt-image-1,by_name,named,all31,102,64,1.7407449279442302,0.2891341563018349,0.3129491892149867
claude_monet,gpt-image-1,by_name,named,all31,103,64,1.8400646358864057,0.28286471340186126,0.29231693244258405
claude_monet,gpt-image-1,by_name,named,all31,104,64,2.0252228080882704,0.23043528271902797,0.24544790037089095
claude_monet,gpt-image-1,by_name,named,all31,105,64,1.7075413712030922,0.22909713267596005,0.2543908790015551
claude_monet,gpt-image-1,by_name,named,all31,106,64,1.746606942586383,0.27096445851228734,0.28834500230164856
claude_monet,gpt-image-1,by_name,named,all31,107,64,2.094540758771953,0.2646434810952725,0.3221122200140616
claude_monet,gpt-image-1,by_name,named,all31,108,64,2.105257181450106,0.23182069854966744,0.29510808896243346
claude_monet,gpt-image-1,by_name,named,all31,109,64,1.8252263513278528,0.2685066374796581,0.31787627774821897
claude_monet,gpt-image-1,by_name,named,all31,110,64,1.7065609833765576,0.2501262391861548,0.2522386277386495
claude_monet,gpt-image-1,by_name,named,all31,111,64,1.9868255128879175,0.26204142058080093,0.2830707276958542
claude_monet,gpt-image-1,by_name,named,all31,112,64,1.7438879469723516,0.28255307914324895,0.2984315332382615
claude_monet,gpt-image-1,by_name,named,all31,113,64,1.960374658050016,0.26661953483235934,0.35374352682445853
claude_monet,gpt-image-1,by_name,named,all31,114,64,1.8752582312206778,0.2818898094206642,0.29979534221252374
claude_monet,gpt-image-1,by_name,named,all31,115,64,1.7475777660633502,0.27393484234678045,0.3033733942466002
claude_monet,gpt-image-1,by_name,named,all31,116,64,1.7831559805411574,0.27858962174203034,0.2924645241745082
claude_monet,gpt-image-1,by_name,named,all31,117,64,1.831027200337811,0.21913522235393637,0.28140100895889975
claude_monet,gpt-image-1,by_name,named,all31,118,64,1.7994108331696523,0.24013768604650718,0.31123110974825907
claude_monet,gpt-image-1,by_name,named,all31,119,64,1.9175063485607038,0.23657389263751397,0.2889271263650581
claude_monet,gpt-image-1,by_name,named,all31,120,64,2.0671809719451515,0.26322781494614833,0.2694526004775917
claude_monet,gpt-image-1,by_name,named,all31,121,64,2.146557770485329,0.2680840521994602,0.28581932359323026
claude_monet,gpt-image-1,by_name,named,all31,122,64,1.9588500500590555,0.25831875318826486,0.3120995380634763
claude_monet,gpt-image-1,by_name,named,all31,123,64,1.821809599124074,0.23108128245967346,0.2568714192278931
claude_monet,gpt-image-1,by_name,named,all31,124,64,1.7607765513469662,0.28066058951751877,0.3389711284586757
claude_monet,gpt-image-1,by_name,named,all31,125,64,2.0046840062116402,0.20893420701357004,0.2730366503093537
claude_monet,gpt-image-1,by_name,named,all31,126,64,1.9065350580857343,0.23491189143465319,0.2998412698186637
claude_monet,gpt-image-1,by_name,named,all31,127,64,1.7813117060030095,0.2655557058045166,0.2963666644172402
claude_monet,gpt-image-1,by_name,named,color,0,64,0.64937900775128,0.2554186324139356,0.25455023005559946
claude_monet,gpt-image-1,by_name,named,color,1,64,0.5844712935871827,0.2668565124655272,0.24833444189004447
claude_monet,gpt-image-1,by_name,named,color,2,64,0.6102758164838469,0.28528702523537536,0.2721103583164302
claude_monet,gpt-image-1,by_name,named,color,3,64,0.6380498024685792,0.2794051370756726,0.26268655146788455
claude_monet,gpt-image-1,by_name,named,color,4,64,0.589161626282455,0.2720080659462014,0.2985189027893848
claude_monet,gpt-image-1,by_name,named,color,5,64,0.5793919326307106,0.3131078923851681,0.3178479589577162
claude_monet,gpt-image-1,by_name,named,color,6,64,0.5304968109341699,0.33410977639813794,0.2794308329811602
claude_monet,gpt-image-1,by_name,named,color,7,64,0.5785215787037181,0.28821265750480624,0.2661270472026341
claude_monet,gpt-image-1,by_name,named,color,8,64,0.5940669168939736,0.29664603089466557,0.28576137474868435
claude_monet,gpt-image-1,by_name,named,color,9,64,0.6050054645256522,0.26083529468541056,0.2929406483240351
claude_monet,gpt-image-1,by_name,named,color,10,64,0.6511819924476137,0.26947034415664023,0.2931099527825568
claude_monet,gpt-image-1,by_name,named,color,11,64,0.5754916724173134,0.30403743671742584,0.31918531280968476
claude_monet,gpt-image-1,by_name,named,color,12,64,0.632661256270211,0.2715672735353272,0.2464075420608453
claude_monet,gpt-image-1,by_name,named,color,13,64,0.5414078101678186,0.3076988757947039,0.39048570329964744
claude_monet,gpt-image-1,by_name,named,color,14,64,0.6406602834192252,0.27195469988945065,0.2629342821427158
claude_monet,gpt-image-1,by_name,named,color,15,64,0.5869456402312137,0.27633016144457584,0.2567524600824795
claude_monet,gpt-image-1,by_name,named,color,16,64,0.6806766748274018,0.3022900434043687,0.3434349180016357
claude_monet,gpt-image-1,by_name,named,color,17,64,0.5709648948228532,0.2945123137157526,0.2752425804775881
claude_monet,gpt-image-1,by_name,named,color,18,64,0.5654392767842864,0.2668952638494886,0.3434235522327397
claude_monet,gpt-image-1,by_name,named,color,19,64,0.5985835053246358,0.29935490305568535,0.3102563944066672
claude_monet,gpt-image-1,by_name,named,color,20,64,0.5801999617308071,0.25787750957573674,0.28584903760641633
claude_monet,gpt-image-1,by_name,named,color,21,64,0.6925267009817084,0.3297745010793499,0.35164426775663415
claude_monet,gpt-image-1,by_name,named,color,22,64,0.6660242181226397,0.259971700113863,0.26421653957218627
claude_monet,gpt-image-1,by_name,named,color,23,64,0.5564253912180925,0.30339811960987195,0.3029786392176255
claude_monet,gpt-image-1,by_name,named,color,24,64,0.6518021720509743,0.26281780084743844,0.26896407140692247
claude_monet,gpt-image-1,by_name,named,color,25,64,0.6252467592736388,0.2673850643146975,0.2644574052147802
claude_monet,gpt-image-1,by_name,named,color,26,64,0.6473597317535935,0.29629126782342213,0.2803472846962881
claude_monet,gpt-image-1,by_name,named,color,27,64,0.73041030122512,0.27898551939903704,0.26847203972937955
claude_monet,gpt-image-1,by_name,named,color,28,64,0.5836459897551052,0.2812000093724543,0.26784477339666524
claude_monet,gpt-image-1,by_name,named,color,29,64,0.6796628134577434,0.32320668845573247,0.3330563173688318
claude_monet,gpt-image-1,by_name,named,color,30,64,0.5836962788313662,0.2994121958064017,0.30191711064139937
claude_monet,gpt-image-1,by_name,named,color,31,64,0.5363711242001648,0.28749284723723434,0.291089159787722
claude_monet,gpt-image-1,by_name,named,color,32,64,0.6306279182561825,0.2778798586130207,0.29185171571325746
claude_monet,gpt-image-1,by_name,named,color,33,64,0.6306896395323784,0.32426803370218316,0.3212244405925638
claude_monet,gpt-image-1,by_name,named,color,34,64,0.5250028671429117,0.2985735273558256,0.2652321746144923
claude_monet,gpt-image-1,by_name,named,color,35,64,0.5097113177284862,0.3342815534743655,0.31847938018360106
claude_monet,gpt-image-1,by_name,named,color,36,64,0.6572767985345223,0.2847274092594144,0.29505427272881773
claude_monet,gpt-image-1,by_name,named,color,37,64,0.6485964687141033,0.3694837686268318,0.39071731237618634
claude_monet,gpt-image-1,by_name,named,color,38,64,0.6590088070144358,0.2685177277041356,0.3285900867510243
claude_monet,gpt-image-1,by_name,named,color,39,64,0.5781021860803401,0.2961298334992404,0.305897914030959
claude_monet,gpt-image-1,by_name,named,color,40,64,0.48966803179813545,0.30631096972815874,0.27436939143375216
claude_monet,gpt-image-1,by_name,named,color,41,64,0.5292837226523952,0.3124762008521263,0.3196198469959053
claude_monet,gpt-image-1,by_name,named,color,42,64,0.6325851833743332,0.27363331574776584,0.3561017566414614
claude_monet,gpt-image-1,by_name,named,color,43,64,0.6257171837547282,0.24192630523603012,0.24370439334891436
claude_monet,gpt-image-1,by_name,named,color,44,64,0.6517994265234535,0.29847155970738964,0.3133199067723035
claude_monet,gpt-image-1,by_name,named,color,45,64,0.5984258466596386,0.3023923414251909,0.2990557535199547
claude_monet,gpt-image-1,by_name,named,color,46,64,0.6596389697245657,0.285978957422006,0.3462167354249446
claude_monet,gpt-image-1,by_name,named,color,47,64,0.5940455336090082,0.29970190009067244,0.2898261444969811
claude_monet,gpt-image-1,by_name,named,color,48,64,0.6201867005698087,0.3139362756025026,0.32974681228992264
claude_monet,gpt-image-1,by_name,named,color,49,64,0.6272533213237359,0.3311726130523803,0.351736895628894
claude_monet,gpt-image-1,by_name,named,color,50,64,0.6133872071857214,0.2862174628197926,0.2815947510981308
claude_monet,gpt-image-1,by_name,named,color,51,64,0.5512447816398074,0.298112552616111,0.2789437182715935
claude_monet,gpt-image-1,by_name,named,color,52,64,0.5656032236880755,0.2587024773944906,0.2582001840674143
claude_monet,gpt-image-1,by_name,named,color,53,64,0.5662325052001489,0.2871881738243317,0.2967930065663922
claude_monet,gpt-image-1,by_name,named,color,54,64,0.7467863213678723,0.29704428212870293,0.29388390147270765
claude_monet,gpt-image-1,by_name,named,color,55,64,0.617460359909769,0.2950930803494535,0.3519548554123482
claude_monet,gpt-image-1,by_name,named,color,56,64,0.6579584597380741,0.27282649562160993,0.27877903319892505
claude_monet,gpt-image-1,by_name,named,color,57,64,0.6043580679790712,0.29162456103930157,0.3260617667723268
claude_monet,gpt-image-1,by_name,named,color,58,64,0.7161424889575994,0.31829006929192233,0.28850460400060995
claude_monet,gpt-image-1,by_name,named,color,59,64,0.6648186185283911,0.2983376651337659,0.29464493028180955
claude_monet,gpt-image-1,by_name,named,color,60,64,0.6226585642945217,0.2987143077987053,0.3124495343384853
claude_monet,gpt-image-1,by_name,named,color,61,64,0.6687897754776766,0.28930794645383795,0.31359830626194823
claude_monet,gpt-image-1,by_name,named,color,62,64,0.5742319932544211,0.32152867764310855,0.3291690464673441
claude_monet,gpt-image-1,by_name,named,color,63,64,0.6044938473048378,0.31199609082754703,0.32583347550139763
claude_monet,gpt-image-1,by_name,named,color,64,64,0.67003142168927,0.2717112932602693,0.2830200655026478
claude_monet,gpt-image-1,by_name,named,color,65,64,0.6632733757340459,0.3201555214693802,0.34889777223965224
claude_monet,gpt-image-1,by_name,named,color,66,64,0.6268532856952809,0.2817523563032834,0.23503644170211285
claude_monet,gpt-image-1,by_name,named,color,67,64,0.5908102868288096,0.2962988625864624,0.2708282213620977
claude_monet,gpt-image-1,by_name,named,color,68,64,0.6273015682147844,0.2671006531221305,0.2699430259743113
claude_monet,gpt-image-1,by_name,named,color,69,64,0.719707414042871,0.2588473199204734,0.30924936671535197
claude_monet,gpt-image-1,by_name,named,color,70,64,0.5024593017682981,0.3137219453770743,0.35058079412391785
claude_monet,gpt-image-1,by_name,named,color,71,64,0.5616040737386301,0.2794076945497697,0.26427338185951216
claude_monet,gpt-image-1,by_name,named,color,72,64,0.698031676896814,0.2728288424119983,0.2448910547091311
claude_monet,gpt-image-1,by_name,named,color,73,64,0.5867111951384265,0.2711173196415784,0.2988203659766459
claude_monet,gpt-image-1,by_name,named,color,74,64,0.6415101197663347,0.32266499933497417,0.31032569407642696
claude_monet,gpt-image-1,by_name,named,color,75,64,0.5348575779539491,0.3385057047838662,0.3181529811141222
claude_monet,gpt-image-1,by_name,named,color,76,64,0.5876535891146766,0.29131373139815997,0.27229539102113914
claude_monet,gpt-image-1,by_name,named,color,77,64,0.586876345849535,0.25406787074077974,0.24609130572404364
claude_monet,gpt-image-1,by_name,named,color,78,64,0.5703703275815011,0.30551101274876163,0.3102775081008067
claude_monet,gpt-image-1,by_name,named,color,79,64,0.6680166606193731,0.27481655739744476,0.2509324883771523
claude_monet,gpt-image-1,by_name,named,color,80,64,0.7019886669464059,0.2772326037292865,0.32632340750692035
claude_monet,gpt-image-1,by_name,named,color,81,64,0.590016273683553,0.30745979403565893,0.2828391467709858
claude_monet,gpt-image-1,by_name,named,color,82,64,0.6720154607420827,0.2954424128479493,0.3168552072327957
claude_monet,gpt-image-1,by_name,named,color,83,64,0.61353847755846,0.31316961540053184,0.326050149473586
claude_monet,gpt-image-1,by_name,named,color,84,64,0.739577161726914,0.26598966716269223,0.2672947606149581
claude_monet,gpt-image-1,by_name,named,color,85,64,0.6514873948316813,0.2868805558168349,0.28376067136184585
claude_monet,gpt-image-1,by_name,named,color,86,64,0.6477212111726447,0.2739636934716358,0.2799186112046727
claude_monet,gpt-image-1,by_name,named,color,87,64,0.674008063691323,0.26731658754271,0.24916065288589734
claude_monet,gpt-image-1,by_name,named,color,88,64,0.7697592696438735,0.2962823408955365,0.2743870710737554
claude_monet,gpt-image-1,by_name,named,color,89,64,0.5775392075088668,0.3126942647524291,0.372067093636516
claude_monet,gpt-image-1,by_name,named,color,90,64,0.599358519631606,0.24888378859680077,0.22145926570975472
claude_monet,gpt-image-1,by_name,named,color,91,64,0.7039791581372192,0.2943402908617887,0.30496121759542993
claude_monet,gpt-image-1,by_name,named,color,92,64,0.6076031151200798,0.27306892051426224,0.3185246292781532
claude_monet,gpt-image-1,by_name,named,color,93,64,0.6380178780955923,0.2789520469535731,0.2860393379628759
claude_monet,gpt-image-1,by_name,named,color,94,64,0.5777428007647942,0.26940409889912165,0.3151941693788823
claude_monet,gpt-image-1,by_name,named,color,95,64,0.6400953553087065,0.2875643514957058,0.26644962080212165
claude_monet,gpt-image-1,by_name,named,color,96,64,0.6014343369511668,0.320528940100858,0.31136214359091924
claude_monet,gpt-image-1,by_name,named,color,97,64,0.6814852869074159,0.2895235445736266,0.2742453540439315
claude_monet,gpt-image-1,by_name,named,color,98,64,0.6227123554554286,0.33751403660469054,0.34944164420908547
claude_monet,gpt-image-1,by_name,named,color,99,64,0.591789846897935,0.2773811228582107,0.2935341037209052
claude_monet,gpt-image-1,by_name,named,color,100,64,0.6623842718973951,0.28605533969083424,0.3239075352064015
claude_monet,gpt-image-1,by_name,named,color,101,64,0.6859169129658822,0.2347476607180138,0.21307268555071662
claude_monet,gpt-image-1,by_name,named,color,102,64,0.6050621709509614,0.2701882643553931,0.29329345938977686
claude_monet,gpt-image-1,by_name,named,color,103,64,0.622572574107445,0.32176309930526187,0.3168471905196725
claude_monet,gpt-image-1,by_name,named,color,104,64,0.6623212661653626,0.24071708931165103,0.21119333209012722
claude_monet,gpt-image-1,by_name,named,color,105,64,0.6436421814071895,0.28009983789787396,0.2461437099562083
claude_monet,gpt-image-1,by_name,named,color,106,64,0.5109232373818355,0.3601065745473498,0.3676259620171938
claude_monet,gpt-image-1,by_name,named,color,107,64,0.8128516012435578,0.2851471739685535,0.31557816274959255
claude_monet,gpt-image-1,by_name,named,color,108,64,0.6761471229172882,0.2670757088592115,0.303216345867081
claude_monet,gpt-image-1,by_name,named,color,109,64,0.6304896943508398,0.2960194106222156,0.3161851190768981
claude_monet,gpt-image-1,by_name,named,color,110,64,0.5635548448059156,0.3317093189556797,0.2686986709198668
claude_monet,gpt-image-1,by_name,named,color,111,64,0.6494425209137469,0.2927600640066803,0.28580328184133025
claude_monet,gpt-image-1,by_name,named,color,112,64,0.638748096502237,0.30568934597118913,0.2883647385944561
claude_monet,gpt-image-1,by_name,named,color,113,64,0.6642048588320557,0.3249372021909547,0.37201966321366947
claude_monet,gpt-image-1,by_name,named,color,114,64,0.5831625419267774,0.3147116690039567,0.3389269076247128
claude_monet,gpt-image-1,by_name,named,color,115,64,0.5515806054981409,0.2929287905753244,0.3108234700169367
claude_monet,gpt-image-1,by_name,named,color,116,64,0.5900447095345407,0.3370473349098164,0.3397636222947451
claude_monet,gpt-image-1,by_name,named,color,117,64,0.6243953945042224,0.28977099212072305,0.30375386705966684
claude_monet,gpt-image-1,by_name,named,color,118,64,0.6565470788811669,0.2615705280177732,0.30490744275235454
claude_monet,gpt-image-1,by_name,named,color,119,64,0.6363078686235066,0.27175817223009324,0.293543008661504
claude_monet,gpt-image-1,by_name,named,color,120,64,0.6933557599034292,0.28541951195562953,0.28548220868131124
claude_monet,gpt-image-1,by_name,named,color,121,64,0.8383149667048595,0.28202195183452444,0.27263236643740446
claude_monet,gpt-image-1,by_name,named,color,122,64,0.6358868608120571,0.3052252268949889,0.30059074408225017
claude_monet,gpt-image-1,by_name,named,color,123,64,0.6498732743656817,0.2584078157166313,0.22195790432108486
claude_monet,gpt-image-1,by_name,named,color,124,64,0.5594997780497755,0.35534723881677116,0.337690753405706
claude_monet,gpt-image-1,by_name,named,color,125,64,0.7191394066782857,0.2997167826246283,0.2876955604832812
claude_monet,gpt-image-1,by_name,named,color,126,64,0.6861514560411139,0.2712198857599478,0.2999312985605289
claude_monet,gpt-image-1,by_name,named,color,127,64,0.5341486625927032,0.29939893917356986,0.3098219714593498
claude_monet,gpt-image-1,by_name,named,spatial,0,64,0.8189947436728455,0.4041957852542525,0.3915360998384619
claude_monet,gpt-image-1,by_name,named,spatial,1,64,0.6980693099887034,0.35637802871976604,0.46102542006499503
claude_monet,gpt-image-1,by_name,named,spatial,2,64,0.9361114102233135,0.32623253760405474,0.3406669449049742
claude_monet,gpt-image-1,by_name,named,spatial,3,64,0.7412506258144864,0.3220003481935451,0.4224087969171737
