painter_id,alias,method_id,condition,family,weighting,original_count,generated_count,energy_distance,population_variance_ratio,sample_variance_ratio,squared_iqr_sum_ratio,coordinate_iqr_ratios,original_weight_effective_size,generated_weight_effective_size
claude_monet,gpt-image-1,by_name,artist_free,color,collected,297,64,1.33473640086171,0.3271592368091747,0.33123320945502677,0.26811927496416366,"[0.43958476383125505,0.45337067762346,0.6445889172413928,0.7071700034522547,0.31081127640731837,0.5355467621894755,0.6495851172861025,0.3907239771896397,0.42758470852034475,0.529579588181715,0.5733687880403657]",296.99999999999994,64.0
claude_monet,gpt-image-1,by_name,artist_free,color,content_equal,297,64,1.285307912255829,0.31881004068038243,,0.28395394006310437,"[0.40353089253127294,0.4603014442958303,0.6433275377269734,0.6812708723195386,0.3053222432723663,0.5232451187772579,0.6649296960035133,0.4195120696853852,0.49780257806768574,0.5722323638164789,0.7540797969874501]",90.18197834360743,64.0
claude_monet,gpt-image-1,by_name,artist_free,spatial,collected,297,64,0.2107485539373637,0.7292641091350195,0.7383453200499069,0.7049165070238018,"[0.3780808478381924,0.8974130937320954,0.912795569196578,0.8586408801798461,0.7833451803316307,0.4589742659750438,0.4892848404299796,1.2296462418327367]",296.99999999999994,64.0
claude_monet,gpt-image-1,by_name,artist_free,spatial,content_equal,297,64,0.26993350175406094,0.8605137337367763,,0.8167428672373837,"[0.4187023798479164,0.9348822092803695,0.9183623466765273,1.1589444986165234,0.761612429390173,0.5011340628890097,0.526394517424656,1.260176643577542]",90.18197834360743,64.0
claude_monet,gpt-image-1,by_name,artist_free,texture,collected,297,64,1.4098604486396722,0.28346895525455595,0.2869988716980551,0.2899555932147071,"[0.40691731992456265,0.5006987330668717,0.5243777718187912,0.5537259948993217,0.3673786497193064,0.6323590355167567,0.47995075854328273,0.516680524941826,0.3947242519270365,0.7743035122115024,0.6091357066407016,0.5441690807817441]",296.99999999999994,64.0
claude_monet,gpt-image-1,by_name,artist_free,texture,content_equal,297,64,1.2900189760612988,0.2802692780011554,,0.2956857103513228,"[0.4282473871991276,0.48839101508450916,0.4678267001299378,0.5399901165062213,0.38267705459546064,0.6753739864000575,0.517305509591622,0.6066528104840155,0.4262185438862934,0.7063721478397588,0.6103615430790074,0.5036992662448719]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,named,all31,collected,297,64,2.0344231336124867,0.22682270534117724,0.22964723050522481,0.2608806321539098,"[0.3997937459931833,0.460980739587588,0.5068058201399064,0.5609993045510009,0.4044096818531787,0.634909004071275,0.45475607234242343,0.6466069362982102,0.41223508984688995,0.32485201195512253,0.5002672771666812,0.7115217148404044,0.9749246953995154,0.4892992000279561,0.5343018438239616,0.6364894881137918,0.5355329519783674,0.3986549648628334,0.7002980852235892,0.3592134545305638,0.35238002187799516,0.3514464602910649,0.4415330233825684,0.3862029894283189,0.6137133479649708,0.23626324351273995,0.42917078115574964,0.356633544738575,0.4443495897151645,0.4173047783716429,0.3804831089357761]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,named,all31,content_equal,297,64,1.858431996263194,0.23486742278322553,,0.2784146639940566,"[0.3670034551310797,0.46802784277318876,0.5058140648332081,0.5404534747180053,0.3972676689589024,0.6203249850486229,0.4654983756427706,0.694248190424544,0.4799322482926954,0.3510158602031201,0.6579385810215349,0.7879685972473462,1.0156301033302977,0.4922832414273576,0.7211701618151998,0.6188310306810456,0.5847251663788415,0.4288908433449524,0.7176855102858799,0.3780429483267144,0.343718138702601,0.31354501778373106,0.4305802345093936,0.4022852786445532,0.6554599634736217,0.2546517020914457,0.5039045367445774,0.38508865213475696,0.4053658147337455,0.41814457055199006,0.3521866080928345]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,named,color,collected,297,64,0.8194595346421358,0.243550016858605,0.24658284000691644,0.2511510417063995,"[0.3997937459931833,0.460980739587588,0.5068058201399064,0.5609993045510009,0.4044096818531787,0.634909004071275,0.45475607234242343,0.6466069362982102,0.41223508984688995,0.32485201195512253,0.5002672771666812]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,named,color,content_equal,297,64,0.763400265205816,0.23733455163819545,,0.2659835920152218,"[0.3670034551310797,0.46802784277318876,0.5058140648332081,0.5404534747180053,0.3972676689589024,0.6203249850486229,0.4654983756427706,0.694248190424544,0.4799322482926954,0.3510158602031201,0.6579385810215349]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,named,spatial,collected,297,64,0.9416340453603107,0.33922870799479177,0.34345297655140483,0.41431626784766973,"[0.7115217148404044,0.9749246953995154,0.4892992000279561,0.5343018438239616,0.6364894881137918,0.5355329519783674,0.3986549648628334,0.7002980852235892]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,named,spatial,content_equal,297,64,0.8227699159506088,0.4002815419691182,,0.4800424634311646,"[0.7879685972473462,1.0156301033302977,0.4922832414273576,0.7211701618151998,0.6188310306810456,0.5847251663788415,0.4288908433449524,0.7176855102858799]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,named,texture,collected,297,64,1.7233321921887472,0.13405094926132907,0.13572022782355933,0.16562456569432887,"[0.3592134545305638,0.35238002187799516,0.3514464602910649,0.4415330233825684,0.3862029894283189,0.6137133479649708,0.23626324351273995,0.42917078115574964,0.356633544738575,0.4443495897151645,0.4173047783716429,0.3804831089357761]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,named,texture,content_equal,297,64,1.5874788907026325,0.13253783904168243,,0.16889764676032115,"[0.3780429483267144,0.343718138702601,0.31354501778373106,0.4305802345093936,0.4022852786445532,0.6554599634736217,0.2546517020914457,0.5039045367445774,0.38508865213475696,0.4053658147337455,0.41814457055199006,0.3521866080928345]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,all31,collected,297,64,1.6181331044204503,0.41534105159101703,0.42051311428251975,0.40136982426659357,"[0.5272877529347266,0.33313716371379826,0.8910153313746464,0.6187698704688911,0.3948402260532567,0.5403019388104299,0.5596589192449061,0.3455673146893907,0.3945629132269196,0.4861703151884751,0.5780393433895464,0.371568037173121,0.9255271440395436,0.8840471760760386,0.7722390896755255,0.7323939669060319,0.39405091183434987,0.5401958954818932,1.3397085823912782,0.4659136895828941,0.5962602975983944,0.6284198785489026,0.6129855576754178,0.26931079744275804,0.5259934810684099,0.49467874190488675,0.3639150778855563,0.3493058269600647,0.6536130626275825,0.622025039810153,0.7052422771314855]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,all31,content_equal,297,64,1.541673308639143,0.4300719463535458,,0.4283462664051294,"[0.4840406562504041,0.3382298970235453,0.8892717263327856,0.5961082729208984,0.3878672130118056,0.5278910677989005,0.5728792503650727,0.37102831631600997,0.45935795060106,0.5253268722703185,0.7602223905554852,0.4114898237489856,0.9641700875683287,0.8894386285294335,1.0423242885997046,0.7120747818603582,0.43024707281389063,0.5811669077404507,1.3729716785972301,0.49033626846153766,0.5816035727012285,0.5606484749685077,0.5977796703692109,0.28052545463622086,0.5617731291517251,0.5331797775295576,0.42728551613521537,0.3771762697910856,0.5962701390643513,0.6232768149909957,0.6527934608222767]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,color,collected,297,64,1.3196615642264569,0.3320469575332166,0.3361817948537896,0.2745798183344846,"[0.5272877529347266,0.33313716371379826,0.8910153313746464,0.6187698704688911,0.3948402260532567,0.5403019388104299,0.5596589192449061,0.3455673146893907,0.3945629132269196,0.4861703151884751,0.5780393433895464]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,color,content_equal,297,64,1.274078813516969,0.3235730253910206,,0.2907960320581554,"[0.4840406562504041,0.3382298970235453,0.8892717263327856,0.5961082729208984,0.3878672130118056,0.5278910677989005,0.5728792503650727,0.37102831631600997,0.45935795060106,0.5253268722703185,0.7602223905554852]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,spatial,collected,297,64,0.21300531209121187,0.7477163384448203,0.7570273270000896,0.7335335674295356,"[0.371568037173121,0.9255271440395436,0.8840471760760386,0.7722390896755255,0.7323939669060319,0.39405091183434987,0.5401958954818932,1.3397085823912782]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,spatial,content_equal,297,64,0.2537716691302019,0.8822869110263831,,0.849899673376547,"[0.4114898237489856,0.9641700875683287,0.8894386285294335,1.0423242885997046,0.7120747818603582,0.43024707281389063,0.5811669077404507,1.3729716785972301]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,texture,collected,297,64,1.2600982848407918,0.22938599467683993,0.23224243937566438,0.2916464486301615,"[0.4659136895828941,0.5962602975983944,0.6284198785489026,0.6129855576754178,0.26931079744275804,0.5259934810684099,0.49467874190488675,0.3639150778855563,0.3493058269600647,0.6536130626275825,0.622025039810153,0.7052422771314855]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_instruction,artist_free,texture,content_equal,297,64,1.1262557062217848,0.22679678292786004,,0.2974099805372399,"[0.49033626846153766,0.5816035727012285,0.5606484749685077,0.5977796703692109,0.28052545463622086,0.5617731291517251,0.5331797775295576,0.42728551613521537,0.3771762697910856,0.5962701390643513,0.6232768149909957,0.6527934608222767]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,named,all31,collected,297,64,2.1868213491599073,0.2245059105963697,0.22730158571629672,0.2878739882483428,"[0.3499042449550927,0.307158305992766,0.49428601090508206,0.46731860432838757,0.3978818725597865,0.6305793267218583,0.5225473594311691,0.6942883004367455,0.48764399453443114,0.41618944890007553,0.674707323044995,0.52477964443423,0.925939373757783,0.472218861872025,0.35468865702068186,0.6434001389353101,0.6892006840553837,0.5999513511371314,0.9045850632945728,0.49023529284844786,0.4981591599325719,0.4271010767214262,0.521116622359769,0.3601220467425226,0.3897971573291139,0.22751025573052155,0.4054017174453232,0.25569102206091476,0.5034913076375745,0.4291588686850101,0.4011913930193534]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,named,all31,content_equal,297,64,2.0077834863340014,0.23246845831442514,,0.3072222688555387,"[0.3212057921129668,0.31185389539761155,0.49331875529186414,0.4502037016102664,0.3908551430037606,0.6160947614735596,0.5348910367676608,0.745442662540267,0.5677247872088346,0.44970968944869694,0.8873576165989298,0.581162699133578,0.9645995288506215,0.47509873707583455,0.4787385241775385,0.6255499557385988,0.7525082876113557,0.6454544998421949,0.9270446491943117,0.5159327779758,0.48591386741260484,0.38104072690094154,0.5081896609758114,0.3751182717003578,0.4163123245604325,0.24521746592340057,0.47599644149727277,0.2760921189300167,0.4593188985786948,0.43002251626521426,0.37135481861134395]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,named,color,collected,297,64,0.9698600827230417,0.229848841698117,0.23271105003095124,0.2699326656827311,"[0.3499042449550927,0.307158305992766,0.49428601090508206,0.46731860432838757,0.3978818725597865,0.6305793267218583,0.5225473594311691,0.6942883004367455,0.48764399453443114,0.41618944890007553,0.674707323044995]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,named,color,content_equal,297,64,0.9160853684579771,0.22398303433767056,,0.2858744265312254,"[0.3212057921129668,0.31185389539761155,0.49331875529186414,0.4502037016102664,0.3908551430037606,0.6160947614735596,0.5348910367676608,0.745442662540267,0.5677247872088346,0.44970968944869694,0.8873576165989298]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,named,spatial,collected,297,64,0.9925509786851037,0.35458703759005045,0.3590025567904397,0.47798025729022703,"[0.52477964443423,0.925939373757783,0.472218861872025,0.35468865702068186,0.6434001389353101,0.6892006840553837,0.5999513511371314,0.9045850632945728]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,named,spatial,content_equal,297,64,0.8612609865365566,0.4184039936000529,,0.5538059641564059,"[0.581162699133578,0.9645995288506215,0.47509873707583455,0.4787385241775385,0.6255499557385988,0.7525082876113557,0.6454544998421949,0.9270446491943117]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,named,texture,collected,297,64,1.8277656487820575,0.12647468426646938,0.12804961887360355,0.1752241874263216,"[0.49023529284844786,0.4981591599325719,0.4271010767214262,0.521116622359769,0.3601220467425226,0.3897971573291139,0.22751025573052155,0.4054017174453232,0.25569102206091476,0.5034913076375745,0.4291588686850101,0.4011913930193534]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,named,texture,content_equal,297,64,1.6905744829998384,0.1250470917104696,,0.17868697670377365,"[0.5159327779758,0.48591386741260484,0.38104072690094154,0.5081896609758114,0.3751182717003578,0.4163123245604325,0.24521746592340057,0.47599644149727277,0.2760921189300167,0.4593188985786948,0.43002251626521426,0.37135481861134395]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,all31,collected,297,64,1.680665061732718,0.3873055521164706,0.3921285008441248,0.3522743800297611,"[0.398037881926456,0.39979550495804345,0.7018987703026449,0.7670394857630262,0.28586531153005224,0.5991215998914081,0.5312086356072342,0.3140183129618199,0.3585554132979194,0.45102310538399487,0.6988829831423575,0.5275145990197457,0.842075366105657,0.9295840634862564,0.690723638815928,0.543406897676501,0.29206075970649503,0.4760546003979137,1.1972960078511445,0.39867338356327886,0.5630433660488451,0.559128549193432,0.6156444600635097,0.3631498072121065,0.6516599919066219,0.39720724377598376,0.4412818436446209,0.3895552374385573,0.5982453408092445,0.5902508081959821,0.5023489215457594]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,all31,content_equal,297,64,1.5963871057031813,0.40104211224534714,,0.3759510713383966,"[0.3653916035558917,0.405907257434078,0.7005252426071255,0.7389477169821562,0.2808168326419648,0.5853596265162169,0.5437569106639324,0.337154820487989,0.41743730672102886,0.48734887727805254,0.9191528193349622,0.584191501042691,0.8772340008674395,0.9352532273220205,0.9322993812063035,0.5283308787469226,0.31888845622147555,0.5121608333992701,1.227023198390649,0.4195713146062722,0.5492031493606119,0.4988298096815501,0.6003726152978403,0.3782721143621624,0.6959878515086736,0.42812203543270083,0.5181245619674141,0.42063710363312656,0.5457599502753192,0.591438640300615,0.46498926917714456]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,color,collected,297,64,1.4113955851452151,0.29930446911095243,0.3030315783676919,0.26088965248222207,"[0.398037881926456,0.39979550495804345,0.7018987703026449,0.7670394857630262,0.28586531153005224,0.5991215998914081,0.5312086356072342,0.3140183129618199,0.3585554132979194,0.45102310538399487,0.6988829831423575]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,color,content_equal,297,64,1.3692967607742914,0.291666134521338,,0.2762973484615103,"[0.3653916035558917,0.405907257434078,0.7005252426071255,0.7389477169821562,0.2808168326419648,0.5853596265162169,0.5437569106639324,0.337154820487989,0.41743730672102886,0.48734887727805254,0.9191528193349622]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,spatial,collected,297,64,0.2061039549720527,0.7138094035555828,0.7226981636981968,0.6018982790822538,"[0.5275145990197457,0.842075366105657,0.9295840634862564,0.690723638815928,0.543406897676501,0.29206075970649503,0.4760546003979137,1.1972960078511445]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,spatial,content_equal,297,64,0.2314092989687313,0.842277560812076,,0.6973820606335837,"[0.584191501042691,0.8772340008674395,0.9352532273220205,0.9322993812063035,0.5283308787469226,0.31888845622147555,0.5121608333992701,1.227023198390649]",90.18197834360743,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,texture,collected,297,64,1.3061322915939848,0.20874780456851846,0.21134725080145447,0.2662578892357809,"[0.39867338356327886,0.5630433660488451,0.559128549193432,0.6156444600635097,0.3631498072121065,0.6516599919066219,0.39720724377598376,0.4412818436446209,0.3895552374385573,0.5982453408092445,0.5902508081959821,0.5023489215457594]",296.99999999999994,64.0
claude_monet,gpt-image-1,style_aspects,artist_free,texture,content_equal,297,64,1.1725148936270005,0.2063915479499572,,0.27151969114466606,"[0.4195713146062722,0.5492031493606119,0.4988298096815501,0.6003726152978403,0.3782721143621624,0.6959878515086736,0.42812203543270083,0.5181245619674141,0.42063710363312656,0.5457599502753192,0.591438640300615,0.46498926917714456]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,named,all31,collected,297,64,1.751907414208659,0.3003298515759377,0.3040697294775567,0.2890355719357435,"[0.43667513090106413,0.40525999406713537,0.5930972523806507,0.6581911521875533,0.5681653337389969,0.6911904650081963,0.6586004267476928,0.5789906423797343,0.5511601774255767,0.4555787482365415,0.5590371882966535,0.4693917176589826,0.786781921841135,0.47721613003759145,0.46168974865047796,0.5094897876340937,0.4686162419461667,0.5470647166239734,0.6720543010080634,0.45022461868957586,0.4686414134582713,0.49481274346962684,0.475792348253,0.40284450952382744,0.70874235200619,0.2711395065751137,0.37990403249594024,0.32594956306692313,0.5849649591445116,0.5219833418084168,0.4777614229508873]",296.99999999999994,64.0
claude_monet,gpt-image-2,by_name,named,all31,content_equal,297,64,1.6102314732646845,0.310981645855997,,0.3084619236714541,"[0.40085990192862997,0.4114552832623891,0.5919366355841145,0.6340858042829743,0.5581313401880762,0.6753136467156277,0.6741579662026789,0.6216500058692417,0.6416715840941737,0.49227143535316076,0.7352312477628226,0.5198238164891883,0.8196319247513435,0.4801264815942933,0.6231624962394565,0.49535474865015516,0.5116617175984128,0.5885566927727932,0.6887404722873081,0.47382479723959264,0.4571216991654655,0.4414500869415793,0.4639897132021403,0.41961978596828065,0.7569531242861308,0.29224239804302987,0.44605871114229034,0.3519564543412892,0.5336446859471796,0.5230337911477047,0.44223034104539144]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,named,color,collected,297,64,0.5003885222942788,0.3279480581604837,0.3320318536578592,0.3295191541876796,"[0.43667513090106413,0.40525999406713537,0.5930972523806507,0.6581911521875533,0.5681653337389969,0.6911904650081963,0.6586004267476928,0.5789906423797343,0.5511601774255767,0.4555787482365415,0.5590371882966535]",296.99999999999994,64.0
claude_monet,gpt-image-2,by_name,named,color,content_equal,297,64,0.4442656805586622,0.31957873108800516,,0.3489799909773714,"[0.40085990192862997,0.4114552832623891,0.5919366355841145,0.6340858042829743,0.5581313401880762,0.6753136467156277,0.6741579662026789,0.6216500058692417,0.6416715840941737,0.49227143535316076,0.7352312477628226]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,named,spatial,collected,297,64,0.8220854827202846,0.47130964045238594,0.47717865580300356,0.32663996601013345,"[0.4693917176589826,0.786781921841135,0.47721613003759145,0.46168974865047796,0.5094897876340937,0.4686162419461667,0.5470647166239734,0.6720543010080634]",296.99999999999994,64.0
claude_monet,gpt-image-2,by_name,named,spatial,content_equal,297,64,0.7194922410243487,0.5561337975796795,,0.3784573913863957,"[0.5198238164891883,0.8196319247513435,0.4801264815942933,0.6231624962394565,0.49535474865015516,0.5116617175984128,0.5885566927727932,0.6887404722873081]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,named,texture,collected,297,64,1.6419154037220098,0.1577682140144602,0.15973283342899547,0.22656672851630646,"[0.45022461868957586,0.4686414134582713,0.49481274346962684,0.475792348253,0.40284450952382744,0.70874235200619,0.2711395065751137,0.37990403249594024,0.32594956306692313,0.5849649591445116,0.5219833418084168,0.4777614229508873]",296.99999999999994,64.0
claude_monet,gpt-image-2,by_name,named,texture,content_equal,297,64,1.550231791364866,0.15598739337666448,,0.23104415169433398,"[0.47382479723959264,0.4571216991654655,0.4414500869415793,0.4639897132021403,0.41961978596828065,0.7569531242861308,0.29224239804302987,0.44605871114229034,0.3519564543412892,0.5336446859471796,0.5230337911477047,0.44223034104539144]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,artist_free,all31,collected,297,64,1.7274451104595165,0.45922233604058166,0.46494083341097636,0.3806259243440589,"[0.5443107983331869,0.37030200034411315,0.5995745620994649,0.6545790174583064,0.414561149347972,0.4751364119217936,0.5029853631836765,0.42564392677942514,0.43016546727566174,0.5396155662775814,0.703859801906381,0.49046602452927923,0.6558970929396475,0.8528929449940313,0.7413782666846412,0.6828230894375888,0.44449661622971876,0.4365890441271719,1.3065630185832666,0.4834485801940743,0.5568339093407566,0.4452258355337286,0.4659901150015958,0.3667471582220272,0.5562299548931383,0.5889426357408669,0.5192993971038926,0.4012818264628172,0.7458137981833679,0.7299106790194176,0.6144421236819786]",296.99999999999994,64.0
claude_monet,gpt-image-2,by_name,artist_free,all31,content_equal,297,64,1.663815245960059,0.475509567651575,,0.40620814952318485,"[0.49966750519614683,0.3759628798172858,0.5984012700217234,0.6306059590323041,0.40723985807586016,0.46422240940271103,0.5148669446634412,0.4570048809305217,0.5008071484748299,0.5830766478432218,0.9256982026231679,0.5431623761932621,0.6832823452106259,0.8580944001710973,1.0006701094735346,0.6638791749125241,0.485326546050248,0.46970202263829025,1.3390031566532197,0.508790314827646,0.5431463278340002,0.3972108366224127,0.45443063682825746,0.3820192664894683,0.5940663782629677,0.6347802662649342,0.6097277205700787,0.43329933473312215,0.6803818996076199,0.7313795653403082,0.5687461081102578]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,artist_free,color,collected,297,64,1.3628606961102507,0.3605275307717545,0.3650170243674906,0.25967499898209884,"[0.5443107983331869,0.37030200034411315,0.5995745620994649,0.6545790174583064,0.414561149347972,0.4751364119217936,0.5029853631836765,0.42564392677942514,0.43016546727566174,0.5396155662775814,0.703859801906381]",296.99999999999994,64.0
claude_monet,gpt-image-2,by_name,artist_free,color,content_equal,297,64,1.313539451869457,0.3513267663562344,,0.27501095960633554,"[0.49966750519614683,0.3759628798172858,0.5984012700217234,0.6306059590323041,0.40723985807586016,0.46422240940271103,0.5148669446634412,0.4570048809305217,0.5008071484748299,0.5830766478432218,0.9256982026231679]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,artist_free,spatial,collected,297,64,0.2332794665856226,0.8021625547479215,0.8121515385144902,0.649551360156232,"[0.49046602452927923,0.6558970929396475,0.8528929449940313,0.7413782666846412,0.6828230894375888,0.44449661622971876,0.4365890441271719,1.3065630185832666]",296.99999999999994,64.0
claude_monet,gpt-image-2,by_name,artist_free,spatial,content_equal,297,64,0.2957136292264724,0.9465321087427394,,0.7525947187019559,"[0.5431623761932621,0.6832823452106259,0.8580944001710973,1.0006701094735346,0.6638791749125241,0.485326546050248,0.46970202263829025,1.3390031566532197]",90.18197834360743,64.0
claude_monet,gpt-image-2,by_name,artist_free,texture,collected,297,64,1.395911372103122,0.2758450894988734,0.27928006923556503,0.308492958774827,"[0.4834485801940743,0.5568339093407566,0.4452258355337286,0.4659901150015958,0.3667471582220272,0.5562299548931383,0.5889426357408669,0.5192993971038926,0.4012818264628172,0.7458137981833679,0.7299106790194176,0.6144421236819786]",296.99999999999994,64.0
