transfer_kind,source_painter,target_painter,source_alias,target_alias,classifier,balanced_accuracy,auc,real_specificity,generated_recall
cross_painter,camille_pissarro,paul_cezanne,gpt-image-1,gpt-image-1,rbf,0.5078125,0.8918154761904762,1.0,0.015625
cross_painter,camille_pissarro,paul_cezanne,gpt-image-2,gpt-image-2,linear,0.5920386904761905,0.9328869047619047,0.9809523809523809,0.203125
cross_painter,camille_pissarro,paul_cezanne,gpt-image-2,gpt-image-2,rbf,0.5108630952380953,0.8851190476190476,0.9904761904761905,0.03125
cross_painter,paul_cezanne,claude_monet,gpt-image-1,gpt-image-1,linear,0.8316498316498316,0.937868265993266,0.6632996632996633,1.0
cross_painter,paul_cezanne,claude_monet,gpt-image-1,gpt-image-1,rbf,0.8534564393939394,0.9283459595959596,0.8787878787878788,0.828125
cross_painter,paul_cezanne,claude_monet,gpt-image-2,gpt-image-2,linear,0.8255208333333333,0.9210332491582491,0.6666666666666666,0.984375
cross_painter,paul_cezanne,claude_monet,gpt-image-2,gpt-image-2,rbf,0.779776936026936,0.8969381313131313,0.8720538720538721,0.6875
cross_painter,paul_cezanne,alfred_sisley,gpt-image-1,gpt-image-1,linear,0.8176591981132075,0.9380896226415094,0.6509433962264151,0.984375
cross_painter,paul_cezanne,alfred_sisley,gpt-image-1,gpt-image-1,rbf,0.796432783018868,0.8863502358490566,0.8584905660377359,0.734375
cross_painter,paul_cezanne,alfred_sisley,gpt-image-2,gpt-image-2,linear,0.8459610849056604,0.9380896226415094,0.7075471698113207,0.984375
cross_painter,paul_cezanne,alfred_sisley,gpt-image-2,gpt-image-2,rbf,0.7933372641509434,0.8909198113207547,0.8679245283018868,0.71875
cross_painter,paul_cezanne,camille_pissarro,gpt-image-1,gpt-image-1,linear,0.8240802304964538,0.9478058510638298,0.6950354609929078,0.953125
cross_painter,paul_cezanne,camille_pissarro,gpt-image-1,gpt-image-1,rbf,0.7791999113475176,0.9146719858156028,0.8865248226950354,0.671875
cross_painter,paul_cezanne,camille_pissarro,gpt-image-2,gpt-image-2,linear,0.8304521276595744,0.9440381205673759,0.723404255319149,0.9375
cross_painter,paul_cezanne,camille_pissarro,gpt-image-2,gpt-image-2,rbf,0.7230718085106382,0.8895168439716312,0.9148936170212766,0.53125
cross_alias,claude_monet,claude_monet,gpt-image-1,gpt-image-2,linear,0.9490214646464646,0.9890046296296297,0.9292929292929293,0.96875
cross_alias,claude_monet,claude_monet,gpt-image-1,gpt-image-2,rbf,0.9468644781144782,0.9786405723905723,0.9562289562289562,0.9375
cross_alias,claude_monet,claude_monet,gpt-image-2,gpt-image-1,linear,0.9557554713804715,0.9885311447811448,0.9427609427609428,0.96875
cross_alias,claude_monet,claude_monet,gpt-image-2,gpt-image-1,rbf,0.9502314814814814,0.9928977272727273,0.9629629629629629,0.9375
cross_alias,alfred_sisley,alfred_sisley,gpt-image-1,gpt-image-2,linear,0.9733195754716981,0.9966096698113207,0.9622641509433962,0.984375
cross_alias,alfred_sisley,alfred_sisley,gpt-image-1,gpt-image-2,rbf,0.9827535377358491,0.9979363207547169,0.9811320754716981,0.984375
cross_alias,alfred_sisley,alfred_sisley,gpt-image-2,gpt-image-1,linear,0.9638856132075472,0.9961674528301887,0.9433962264150944,0.984375
cross_alias,alfred_sisley,alfred_sisley,gpt-image-2,gpt-image-1,rbf,0.9827535377358491,0.9977889150943396,0.9811320754716981,0.984375
cross_alias,camille_pissarro,camille_pissarro,gpt-image-1,gpt-image-2,linear,0.9496343085106382,0.9903590425531915,0.9148936170212766,0.984375
cross_alias,camille_pissarro,camille_pissarro,gpt-image-1,gpt-image-2,rbf,0.9560062056737588,0.9931294326241135,0.9432624113475178,0.96875
cross_alias,camille_pissarro,camille_pissarro,gpt-image-2,gpt-image-1,linear,0.9567265070921986,0.9905806737588653,0.9290780141843972,0.984375
cross_alias,camille_pissarro,camille_pissarro,gpt-image-2,gpt-image-1,rbf,0.9560062056737588,0.9942375886524822,0.9432624113475178,0.96875
cross_alias,paul_cezanne,paul_cezanne,gpt-image-1,gpt-image-2,linear,0.9588541666666667,0.9912202380952381,0.9333333333333333,0.984375
cross_alias,paul_cezanne,paul_cezanne,gpt-image-1,gpt-image-2,rbf,0.973139880952381,0.9938988095238095,0.9619047619047619,0.984375
cross_alias,paul_cezanne,paul_cezanne,gpt-image-2,gpt-image-1,linear,0.9510416666666667,0.9938988095238095,0.9333333333333333,0.96875
cross_alias,paul_cezanne,paul_cezanne,gpt-image-2,gpt-image-1,rbf,0.9779017857142858,0.9985119047619048,0.9714285714285714,0.984375
