alias,basis,block,domain,family,image_id,method_id,painter_id,pc1,pc2,projection_id,retried,source_run_id,template_id
original,balanced_joint,-1,original,all31,wikidata:Q106862060,original,claude_monet,-0.15735533401233745,0.9073430976280618,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q106872137,original,claude_monet,-0.5919840219712716,-0.01564444378774037,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q106874627,original,claude_monet,-1.5370145971192246,2.635928177866495,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q106925245,original,claude_monet,-1.782271619893621,1.3717931565088164,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q107529468,original,claude_monet,-0.5812276412250128,-0.4357798114672221,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108161580,original,claude_monet,2.9790885348465377,0.1591276122593639,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108333238,original,claude_monet,0.8059086105450329,-0.1828941346034592,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108343702,original,claude_monet,-3.1538776592635305,2.5268791027703332,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108479161,original,claude_monet,-0.744982450562017,-0.40532498625942653,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108479163,original,claude_monet,-7.52908416054985,-3.3133882772367897,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108479164,original,claude_monet,-0.6717317992352455,-0.2697392419838243,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108479170,original,claude_monet,0.6700278288754291,-1.3819285998698605,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108479175,original,claude_monet,-0.37457570117296995,-0.8937833335690732,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108479178,original,claude_monet,0.7272489136038044,-1.4966603235658722,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q108479180,original,claude_monet,3.373951243577803,-1.984637173956772,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q109550022,original,claude_monet,-3.0862555936049807,2.669980246981151,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q113519212,original,claude_monet,-1.312998856623082,0.04506375234906768,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q113519297,original,claude_monet,0.7428297594041147,-0.9185373846133031,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q114413855,original,claude_monet,-0.4042321447208197,2.043951022140235,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q114458329,original,claude_monet,-5.006168096377002,-3.0390907700647296,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q114711470,original,claude_monet,-1.0291183954793806,0.4116461003442647,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q116025708,original,claude_monet,0.24848160040170453,0.35250131411005325,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q116213360,original,claude_monet,-0.6958610330888133,0.5944989865350726,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q124172714,original,claude_monet,2.7958747039232104,0.2948575795147792,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q124336209,original,claude_monet,0.8278920030332303,0.4827337540628154,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q124365357,original,claude_monet,0.09605433651818646,0.4158882429028757,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q15876313,original,claude_monet,2.622041630841602,0.46388268304267055,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q15951345,original,claude_monet,-2.908483542039367,0.4959679363921302,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436669,original,claude_monet,0.17900079345822492,-0.04847658715949511,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436671,original,claude_monet,0.29322016626941777,-4.686067162286896,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436673,original,claude_monet,0.1713696626689077,-2.1832272413459526,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436674,original,claude_monet,-2.3001537275526243,-4.824338556951205,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436675,original,claude_monet,-1.6874373351214376,-4.405668957955715,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436676,original,claude_monet,-2.177406590551684,-3.881784589483588,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436678,original,claude_monet,-1.7915514757999016,-1.5821844094760773,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436681,original,claude_monet,-1.634937930514738,-1.3342110125472681,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436682,original,claude_monet,-0.7709032143205972,-3.885493252428021,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436686,original,claude_monet,2.8549179700631444,-0.4531987494702937,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436689,original,claude_monet,-1.604224392896875,-4.649966414544429,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17436696,original,claude_monet,-1.8511487767030963,-6.457290306264194,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17490991,original,claude_monet,1.0566097309702813,-0.846765097631115,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17490992,original,claude_monet,0.03968090424870739,-0.5378074012533505,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17491016,original,claude_monet,-5.039424576385172,0.4818888161375292,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17491281,original,claude_monet,0.6774215908345674,0.10576909938142931,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17491356,original,claude_monet,-4.840388720297894,3.2631598833558924,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17491613,original,claude_monet,-5.070794762282597,0.5344939500144218,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17491869,original,claude_monet,-3.2255516236004933,0.5792844668011965,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17491886,original,claude_monet,-2.749851361810229,-0.6550229713301506,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17492310,original,claude_monet,0.5854591855208086,-1.086433930813776,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17493809,original,claude_monet,0.24071884613307926,1.458061760924718,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17494482,original,claude_monet,-1.8393172585520101,1.383038923976481,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17495907,original,claude_monet,-1.0717925493070788,-0.7414300859109125,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17496088,original,claude_monet,-4.229059735588664,1.6802320015849412,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q17627443,original,claude_monet,-4.253179408489179,1.0220041736723495,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q18599157,original,claude_monet,-0.41288656882191443,0.5428685190522615,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q18683906,original,claude_monet,0.02748911745501877,-1.2592129078732424,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q18683915,original,claude_monet,-1.1579732653123531,1.281702739182021,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q18683932,original,claude_monet,-1.886160527529123,0.9477045455028728,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q18683955,original,claude_monet,0.024044164631836267,0.11182039762582265,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q18683967,original,claude_monet,-4.083214758857045,-1.0934163480649857,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19016163,original,claude_monet,-1.7912294343881359,0.169646336419495,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19018954,original,claude_monet,-2.6087865555878356,1.8110724259749496,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19056877,original,claude_monet,0.722798197375393,-1.2846466958580147,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19123690,original,claude_monet,2.4232174735981045,0.2173668972597607,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19186378,original,claude_monet,-4.089035582183089,-2.7825218666090596,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19198168,original,claude_monet,-5.379455094841565,-1.1349086312418395,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19199277,original,claude_monet,-1.6261347148078125,2.3502446196471367,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19200679,original,claude_monet,0.02753934661150102,0.586622088738324,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19564337,original,claude_monet,-1.8775098029461461,0.36002994958115864,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19570879,original,claude_monet,-0.9681877491766511,1.4131935749411622,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19838025,original,claude_monet,-5.582190853780599,-1.2378599395646313,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19869126,original,claude_monet,3.259314067175267,-1.595317435260765,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19882862,original,claude_monet,-3.0477233592060444,0.025085415886124663,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19905211,original,claude_monet,-3.761407098067839,-1.4186424480766702,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19905213,original,claude_monet,3.7784623696643234,-0.051297675888365306,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19905237,original,claude_monet,4.561362798202937,-0.025411906797412717,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19905447,original,claude_monet,3.3334991532966014,-0.8041020537472301,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19906244,original,claude_monet,1.102310811140551,-0.21451057254724445,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19912126,original,claude_monet,-4.1398843842998305,-0.7449320645934132,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19912384,original,claude_monet,-2.01761653011481,0.967013507755831,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19912575,original,claude_monet,-0.02003084720595207,0.2981876969515362,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19914267,original,claude_monet,-2.4161094054393883,0.2813036413486827,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19925565,original,claude_monet,-1.8208788026363092,-0.4437168568754117,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q19925823,original,claude_monet,-1.1975455871497058,-0.6488403113756537,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20184209,original,claude_monet,-4.666655413620578,0.6851428920957932,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20188856,original,claude_monet,3.9071942713597885,-2.265841312792098,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20189944,original,claude_monet,-3.6010945354754584,-0.7976438145130551,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20190858,original,claude_monet,-0.014918782749498816,2.3580930670497144,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20191180,original,claude_monet,-1.724508321147941,-0.4253616347208223,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20266370,original,claude_monet,-0.09216999711940309,-2.1521677958426237,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20266927,original,claude_monet,-2.954043590321697,-3.170494812158357,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20267587,original,claude_monet,-5.303251431638874,-4.595449429916498,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20267671,original,claude_monet,-1.631051771574412,-0.3643536397315728,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20268079,original,claude_monet,-4.74099411775336,-6.071044788353889,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20268557,original,claude_monet,-0.21593895183247308,-0.857465645163482,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20268626,original,claude_monet,-4.811537101809413,-7.163943721356119,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20269469,original,claude_monet,-2.2410758033562646,-1.8513805486157562,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20271473,original,claude_monet,-1.7456172976679991,-1.9148835622121152,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20414899,original,claude_monet,-2.984058715205248,1.0175396714608091,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20421336,original,claude_monet,0.34896605965890254,-0.2600375270441697,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20463803,original,claude_monet,1.7538794399646116,-2.167637996974289,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538828,original,claude_monet,1.2524387562413066,-2.4282243825267473,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538830,original,claude_monet,2.0331723269679562,0.2198820504691418,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538835,original,claude_monet,1.8543306013910485,-1.0736822338650396,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538857,original,claude_monet,-0.7984805452847136,-0.6954597402279961,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538866,original,claude_monet,-1.628569265000173,0.8792092930844667,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538884,original,claude_monet,0.4474050566089352,0.6747561918059239,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538892,original,claude_monet,-1.2241345524907497,3.479943421809696,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538895,original,claude_monet,0.9954943221729697,-1.2139263550974144,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538904,original,claude_monet,0.5711960302350896,-0.40300783930869555,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538920,original,claude_monet,-3.9729688497945657,1.7007957764636572,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538924,original,claude_monet,5.023666518365785,-4.95869467835593,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538935,original,claude_monet,-4.103882587683465,0.7052612949865151,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538941,original,claude_monet,-1.209497490748506,1.1619726955194882,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538954,original,claude_monet,0.03857671882052339,0.7906280167711559,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20538957,original,claude_monet,0.41298415171310005,-0.7278327351379429,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20809465,original,claude_monet,3.9707899059674703,-0.19512616288096254,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20809471,original,claude_monet,-2.9033781321242986,0.2888358090077621,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20809476,original,claude_monet,-5.391408079916212,-0.5424963651810639,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20809478,original,claude_monet,0.4059875782982758,-0.1371095408685929,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20809481,original,claude_monet,-4.366727004304039,-0.6382055255297476,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20854513,original,claude_monet,-2.7100744459645045,1.0564917366760884,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20881340,original,claude_monet,-3.473576020900317,1.8196457651128053,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20890806,original,claude_monet,-4.50949665345128,-0.1346731705389512,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q20890879,original,claude_monet,2.301883006006083,0.17283224107301884,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q21712046,original,claude_monet,1.9745298634161534,1.7020194775878321,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q21712146,original,claude_monet,-2.5784677666195996,-0.7839246166335445,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q22205286,original,claude_monet,-0.24359150068735055,0.13895781139859972,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q22205300,original,claude_monet,-3.4287543496638606,2.7948762004194694,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q22205317,original,claude_monet,-4.0924298719539856,1.527089856633567,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q22205318,original,claude_monet,-0.801507805555187,1.7075667162069859,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q22205321,original,claude_monet,-4.666047123582617,-1.0922564809876658,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q2270028,original,claude_monet,-1.9823148157104924,-0.4982601522053318,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q23939642,original,claude_monet,1.2218190161782465,0.6025026436868934,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q23948838,original,claude_monet,-0.7996532380168477,-0.06634669785057745,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q24046541,original,claude_monet,-1.4425205208044285,0.5964829736515358,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q24953806,original,claude_monet,-3.8124400974926957,0.7022808298331016,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q26492648,original,claude_monet,-1.0638491603041025,-2.1655262419413788,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q26515639,original,claude_monet,-2.5512662908697634,2.1328482933431157,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q26689479,original,claude_monet,-0.5573330395915895,0.16701198322946675,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q27895187,original,claude_monet,-6.12213922889822,-1.3943686210283301,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q27895791,original,claude_monet,-3.4199159118110805,0.4425860452656411,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q27953819,original,claude_monet,0.17891615531096028,1.928055353457742,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q27953870,original,claude_monet,-2.965214757766052,1.0903218918565662,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q27969146,original,claude_monet,-6.8341951677129105,2.0882831191025573,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q27975121,original,claude_monet,0.8688486137770947,-2.3113720046581037,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q27976551,original,claude_monet,2.006808133061777,-2.099758540370938,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q28042166,original,claude_monet,3.8290681262548243,-0.6219404929438124,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q28758117,original,claude_monet,1.9941464295436742,-0.039560326217751435,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q28776223,original,claude_monet,-0.20075089698548637,-0.8037206445037193,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q28776277,original,claude_monet,-2.635623138230038,2.967884685606528,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
original,balanced_joint,-1,original,all31,wikidata:Q28777012,original,claude_monet,2.136709955992948,-0.7259073963221889,claude_monet/all31/balanced_joint,False,pfg2-method-20260905,
