arm,content_class,pipeline,polarity,repetition,request_id,status,template_id,value
free,land,primary512,muted,2,prv2:land_fields:r02:free:muted,measured,land_fields,0.04562664884042597
free,land,resolution256,muted,2,prv2:land_fields:r02:free:muted,measured,land_fields,0.046676085102892145
free,land,jpeg90_512,muted,2,prv2:land_fields:r02:free:muted,measured,land_fields,0.07408634397343933
monet,land,primary512,muted,2,prv2:land_fields:r02:monet:muted,measured,land_fields,-0.8292616515930418
monet,land,resolution256,muted,2,prv2:land_fields:r02:monet:muted,measured,land_fields,-0.8308665187365578
monet,land,jpeg90_512,muted,2,prv2:land_fields:r02:monet:muted,measured,land_fields,-0.8289786513681765
free,land,primary512,vivid,2,prv2:land_fields:r02:free:vivid,measured,land_fields,4.765982667749404
free,land,resolution256,vivid,2,prv2:land_fields:r02:free:vivid,measured,land_fields,4.75030027717703
free,land,jpeg90_512,vivid,2,prv2:land_fields:r02:free:vivid,measured,land_fields,4.664736438984951
monet,water,primary512,vivid,1,prv2:water_bend:r01:monet:vivid,measured,water_bend,1.8413413651751502
monet,water,resolution256,vivid,1,prv2:water_bend:r01:monet:vivid,measured,water_bend,1.7976842742015777
monet,water,jpeg90_512,vivid,1,prv2:water_bend:r01:monet:vivid,measured,water_bend,1.6457762323087772
generic,water,primary512,vivid,1,prv2:water_bend:r01:generic:vivid,measured,water_bend,3.3807543220784133
generic,water,resolution256,vivid,1,prv2:water_bend:r01:generic:vivid,measured,water_bend,3.38946351052498
generic,water,jpeg90_512,vivid,1,prv2:water_bend:r01:generic:vivid,measured,water_bend,3.3195608763661992
free,water,primary512,vivid,1,prv2:water_bend:r01:free:vivid,measured,water_bend,3.4799155832943014
free,water,resolution256,vivid,1,prv2:water_bend:r01:free:vivid,measured,water_bend,3.4785649759188475
free,water,jpeg90_512,vivid,1,prv2:water_bend:r01:free:vivid,measured,water_bend,3.416843650113383
cezanne,water,primary512,muted,1,prv2:water_bend:r01:cezanne:muted,measured,water_bend,-0.6915999566160321
cezanne,water,resolution256,muted,1,prv2:water_bend:r01:cezanne:muted,measured,water_bend,-0.6918339822528126
cezanne,water,jpeg90_512,muted,1,prv2:water_bend:r01:cezanne:muted,measured,water_bend,-0.6735793867020572
cezanne,water,primary512,vivid,1,prv2:water_bend:r01:cezanne:vivid,measured,water_bend,2.277045960491738
cezanne,water,resolution256,vivid,1,prv2:water_bend:r01:cezanne:vivid,measured,water_bend,2.259597979148724
cezanne,water,jpeg90_512,vivid,1,prv2:water_bend:r01:cezanne:vivid,measured,water_bend,2.193771854528913
monet,water,primary512,muted,1,prv2:water_bend:r01:monet:muted,measured,water_bend,-1.0185044792717222
monet,water,resolution256,muted,1,prv2:water_bend:r01:monet:muted,measured,water_bend,-1.0330631363009684
monet,water,jpeg90_512,muted,1,prv2:water_bend:r01:monet:muted,measured,water_bend,-1.0465288130560089
free,water,primary512,muted,1,prv2:water_bend:r01:free:muted,measured,water_bend,-0.9120475207271771
free,water,resolution256,muted,1,prv2:water_bend:r01:free:muted,measured,water_bend,-0.9184053942331087
free,water,jpeg90_512,muted,1,prv2:water_bend:r01:free:muted,measured,water_bend,-0.8971795501949639
generic,water,primary512,muted,1,prv2:water_bend:r01:generic:muted,measured,water_bend,-0.4700845205041911
generic,water,resolution256,muted,1,prv2:water_bend:r01:generic:muted,measured,water_bend,-0.46910859874333755
generic,water,jpeg90_512,muted,1,prv2:water_bend:r01:generic:muted,measured,water_bend,-0.46457372493155397
generic,built,primary512,muted,2,prv2:built_village:r02:generic:muted,measured,built_village,0.48739595433745825
generic,built,resolution256,muted,2,prv2:built_village:r02:generic:muted,measured,built_village,0.48964045805608575
generic,built,jpeg90_512,muted,2,prv2:built_village:r02:generic:muted,measured,built_village,0.5242192322603084
cezanne,built,primary512,muted,2,prv2:built_village:r02:cezanne:muted,measured,built_village,-0.4470668961421308
cezanne,built,resolution256,muted,2,prv2:built_village:r02:cezanne:muted,measured,built_village,-0.4515601040741944
cezanne,built,jpeg90_512,muted,2,prv2:built_village:r02:cezanne:muted,measured,built_village,-0.460175846589445
monet,built,primary512,muted,2,prv2:built_village:r02:monet:muted,measured,built_village,-0.6903704865079129
monet,built,resolution256,muted,2,prv2:built_village:r02:monet:muted,measured,built_village,-0.688674391923247
monet,built,jpeg90_512,muted,2,prv2:built_village:r02:monet:muted,measured,built_village,-0.6688318651947323
free,built,primary512,vivid,2,prv2:built_village:r02:free:vivid,measured,built_village,2.8953936122665613
free,built,resolution256,vivid,2,prv2:built_village:r02:free:vivid,measured,built_village,2.8854179888530873
free,built,jpeg90_512,vivid,2,prv2:built_village:r02:free:vivid,measured,built_village,2.7828273532867853
generic,built,primary512,vivid,2,prv2:built_village:r02:generic:vivid,measured,built_village,2.9124924713713054
generic,built,resolution256,vivid,2,prv2:built_village:r02:generic:vivid,measured,built_village,2.9284445550817755
generic,built,jpeg90_512,vivid,2,prv2:built_village:r02:generic:vivid,measured,built_village,2.8723975369879446
monet,built,primary512,vivid,2,prv2:built_village:r02:monet:vivid,measured,built_village,1.8226151097384922
monet,built,resolution256,vivid,2,prv2:built_village:r02:monet:vivid,measured,built_village,1.8024143416030203
monet,built,jpeg90_512,vivid,2,prv2:built_village:r02:monet:vivid,measured,built_village,1.7266687248222188
cezanne,built,primary512,vivid,2,prv2:built_village:r02:cezanne:vivid,measured,built_village,2.291458809800281
cezanne,built,resolution256,vivid,2,prv2:built_village:r02:cezanne:vivid,measured,built_village,2.27452393842134
cezanne,built,jpeg90_512,vivid,2,prv2:built_village:r02:cezanne:vivid,measured,built_village,2.2188400810058644
free,built,primary512,muted,2,prv2:built_village:r02:free:muted,measured,built_village,0.20808474261693669
free,built,resolution256,muted,2,prv2:built_village:r02:free:muted,measured,built_village,0.20220839808943372
free,built,jpeg90_512,muted,2,prv2:built_village:r02:free:muted,measured,built_village,0.1917052676433681
cezanne,built,primary512,muted,2,prv2:built_houses:r02:cezanne:muted,measured,built_houses,-0.16562090487860684
cezanne,built,resolution256,muted,2,prv2:built_houses:r02:cezanne:muted,measured,built_houses,-0.16684407138663876
cezanne,built,jpeg90_512,muted,2,prv2:built_houses:r02:cezanne:muted,measured,built_houses,-0.15887020072972183
free,built,primary512,muted,2,prv2:built_houses:r02:free:muted,http_error,built_houses,
free,built,resolution256,muted,2,prv2:built_houses:r02:free:muted,http_error,built_houses,
free,built,jpeg90_512,muted,2,prv2:built_houses:r02:free:muted,http_error,built_houses,
generic,built,primary512,muted,2,prv2:built_houses:r02:generic:muted,measured,built_houses,0.7667414346336671
generic,built,resolution256,muted,2,prv2:built_houses:r02:generic:muted,measured,built_houses,0.7682777798862142
generic,built,jpeg90_512,muted,2,prv2:built_houses:r02:generic:muted,measured,built_houses,0.7756487504871835
generic,built,primary512,vivid,2,prv2:built_houses:r02:generic:vivid,measured,built_houses,3.0064035024668603
generic,built,resolution256,vivid,2,prv2:built_houses:r02:generic:vivid,measured,built_houses,3.001650800101716
generic,built,jpeg90_512,vivid,2,prv2:built_houses:r02:generic:vivid,measured,built_houses,2.928398823313002
monet,built,primary512,vivid,2,prv2:built_houses:r02:monet:vivid,measured,built_houses,1.5057555846028374
monet,built,resolution256,vivid,2,prv2:built_houses:r02:monet:vivid,measured,built_houses,1.496883551420584
monet,built,jpeg90_512,vivid,2,prv2:built_houses:r02:monet:vivid,measured,built_houses,1.3978026312685843
free,built,primary512,vivid,2,prv2:built_houses:r02:free:vivid,measured,built_houses,4.377447013412379
free,built,resolution256,vivid,2,prv2:built_houses:r02:free:vivid,measured,built_houses,4.324206781074095
free,built,jpeg90_512,vivid,2,prv2:built_houses:r02:free:vivid,measured,built_houses,4.180385410089543
cezanne,built,primary512,vivid,2,prv2:built_houses:r02:cezanne:vivid,measured,built_houses,2.203462182635477
cezanne,built,resolution256,vivid,2,prv2:built_houses:r02:cezanne:vivid,measured,built_houses,2.179298605094107
cezanne,built,jpeg90_512,vivid,2,prv2:built_houses:r02:cezanne:vivid,measured,built_houses,2.1087951146614543
monet,built,primary512,muted,2,prv2:built_houses:r02:monet:muted,measured,built_houses,-1.0764804452064956
monet,built,resolution256,muted,2,prv2:built_houses:r02:monet:muted,measured,built_houses,-1.0856794274204304
monet,built,jpeg90_512,muted,2,prv2:built_houses:r02:monet:muted,measured,built_houses,-1.1130421040400877
monet,land,primary512,vivid,0,prv2:land_fields:r00:monet:vivid,measured,land_fields,2.376019282653132
monet,land,resolution256,vivid,0,prv2:land_fields:r00:monet:vivid,measured,land_fields,2.3755301090456515
monet,land,jpeg90_512,vivid,0,prv2:land_fields:r00:monet:vivid,measured,land_fields,2.3482631576679998
free,land,primary512,vivid,0,prv2:land_fields:r00:free:vivid,measured,land_fields,4.390940025694465
free,land,resolution256,vivid,0,prv2:land_fields:r00:free:vivid,measured,land_fields,4.383162541858263
free,land,jpeg90_512,vivid,0,prv2:land_fields:r00:free:vivid,measured,land_fields,4.283248697433882
free,land,primary512,muted,0,prv2:land_fields:r00:free:muted,measured,land_fields,0.36366962511435436
free,land,resolution256,muted,0,prv2:land_fields:r00:free:muted,measured,land_fields,0.35997168872543206
free,land,jpeg90_512,muted,0,prv2:land_fields:r00:free:muted,measured,land_fields,0.38603868213225445
cezanne,land,primary512,muted,0,prv2:land_fields:r00:cezanne:muted,measured,land_fields,0.012886428174763464
cezanne,land,resolution256,muted,0,prv2:land_fields:r00:cezanne:muted,measured,land_fields,0.0137101717328836
cezanne,land,jpeg90_512,muted,0,prv2:land_fields:r00:cezanne:muted,measured,land_fields,0.009999287103213652
generic,land,primary512,muted,0,prv2:land_fields:r00:generic:muted,measured,land_fields,0.6231655954780347
generic,land,resolution256,muted,0,prv2:land_fields:r00:generic:muted,measured,land_fields,0.6224345165031281
generic,land,jpeg90_512,muted,0,prv2:land_fields:r00:generic:muted,measured,land_fields,0.6186237575165294
cezanne,land,primary512,vivid,0,prv2:land_fields:r00:cezanne:vivid,measured,land_fields,3.165656820142321
cezanne,land,resolution256,vivid,0,prv2:land_fields:r00:cezanne:vivid,measured,land_fields,3.1519170637737477
cezanne,land,jpeg90_512,vivid,0,prv2:land_fields:r00:cezanne:vivid,measured,land_fields,3.099051127809291
generic,land,primary512,vivid,0,prv2:land_fields:r00:generic:vivid,measured,land_fields,4.481455752862762
generic,land,resolution256,vivid,0,prv2:land_fields:r00:generic:vivid,measured,land_fields,4.494159476407662
generic,land,jpeg90_512,vivid,0,prv2:land_fields:r00:generic:vivid,measured,land_fields,4.440611111036514
monet,land,primary512,muted,0,prv2:land_fields:r00:monet:muted,measured,land_fields,-0.733802946867284
monet,land,resolution256,muted,0,prv2:land_fields:r00:monet:muted,measured,land_fields,-0.7359765738787336
monet,land,jpeg90_512,muted,0,prv2:land_fields:r00:monet:muted,measured,land_fields,-0.7098383910123552
cezanne,land,primary512,vivid,1,prv2:land_fields:r01:cezanne:vivid,measured,land_fields,3.1172175409470326
cezanne,land,resolution256,vivid,1,prv2:land_fields:r01:cezanne:vivid,measured,land_fields,3.1038248976422556
cezanne,land,jpeg90_512,vivid,1,prv2:land_fields:r01:cezanne:vivid,measured,land_fields,3.059923111656284
generic,land,primary512,muted,1,prv2:land_fields:r01:generic:muted,measured,land_fields,0.5901420464271682
generic,land,resolution256,muted,1,prv2:land_fields:r01:generic:muted,measured,land_fields,0.5898611134029336
generic,land,jpeg90_512,muted,1,prv2:land_fields:r01:generic:muted,measured,land_fields,0.5985922845100246
monet,land,primary512,vivid,1,prv2:land_fields:r01:monet:vivid,never_started,land_fields,
monet,land,resolution256,vivid,1,prv2:land_fields:r01:monet:vivid,never_started,land_fields,
monet,land,jpeg90_512,vivid,1,prv2:land_fields:r01:monet:vivid,never_started,land_fields,
free,land,primary512,muted,1,prv2:land_fields:r01:free:muted,never_started,land_fields,
free,land,resolution256,muted,1,prv2:land_fields:r01:free:muted,never_started,land_fields,
free,land,jpeg90_512,muted,1,prv2:land_fields:r01:free:muted,never_started,land_fields,
monet,land,primary512,muted,1,prv2:land_fields:r01:monet:muted,never_started,land_fields,
monet,land,resolution256,muted,1,prv2:land_fields:r01:monet:muted,never_started,land_fields,
monet,land,jpeg90_512,muted,1,prv2:land_fields:r01:monet:muted,never_started,land_fields,
generic,land,primary512,vivid,1,prv2:land_fields:r01:generic:vivid,never_started,land_fields,
generic,land,resolution256,vivid,1,prv2:land_fields:r01:generic:vivid,never_started,land_fields,
generic,land,jpeg90_512,vivid,1,prv2:land_fields:r01:generic:vivid,never_started,land_fields,
cezanne,land,primary512,muted,1,prv2:land_fields:r01:cezanne:muted,never_started,land_fields,
cezanne,land,resolution256,muted,1,prv2:land_fields:r01:cezanne:muted,never_started,land_fields,
cezanne,land,jpeg90_512,muted,1,prv2:land_fields:r01:cezanne:muted,never_started,land_fields,
free,land,primary512,vivid,1,prv2:land_fields:r01:free:vivid,never_started,land_fields,
free,land,resolution256,vivid,1,prv2:land_fields:r01:free:vivid,never_started,land_fields,
free,land,jpeg90_512,vivid,1,prv2:land_fields:r01:free:vivid,never_started,land_fields,
free,built,primary512,muted,3,prv2:built_houses:r03:free:muted,never_started,built_houses,
free,built,resolution256,muted,3,prv2:built_houses:r03:free:muted,never_started,built_houses,
free,built,jpeg90_512,muted,3,prv2:built_houses:r03:free:muted,never_started,built_houses,
generic,built,primary512,vivid,3,prv2:built_houses:r03:generic:vivid,never_started,built_houses,
generic,built,resolution256,vivid,3,prv2:built_houses:r03:generic:vivid,never_started,built_houses,
generic,built,jpeg90_512,vivid,3,prv2:built_houses:r03:generic:vivid,never_started,built_houses,
monet,built,primary512,muted,3,prv2:built_houses:r03:monet:muted,never_started,built_houses,
monet,built,resolution256,muted,3,prv2:built_houses:r03:monet:muted,never_started,built_houses,
monet,built,jpeg90_512,muted,3,prv2:built_houses:r03:monet:muted,never_started,built_houses,
generic,built,primary512,muted,3,prv2:built_houses:r03:generic:muted,never_started,built_houses,
generic,built,resolution256,muted,3,prv2:built_houses:r03:generic:muted,never_started,built_houses,
generic,built,jpeg90_512,muted,3,prv2:built_houses:r03:generic:muted,never_started,built_houses,
monet,built,primary512,vivid,3,prv2:built_houses:r03:monet:vivid,never_started,built_houses,
monet,built,resolution256,vivid,3,prv2:built_houses:r03:monet:vivid,never_started,built_houses,
monet,built,jpeg90_512,vivid,3,prv2:built_houses:r03:monet:vivid,never_started,built_houses,
free,built,primary512,vivid,3,prv2:built_houses:r03:free:vivid,never_started,built_houses,
free,built,resolution256,vivid,3,prv2:built_houses:r03:free:vivid,never_started,built_houses,
free,built,jpeg90_512,vivid,3,prv2:built_houses:r03:free:vivid,never_started,built_houses,
cezanne,built,primary512,muted,3,prv2:built_houses:r03:cezanne:muted,never_started,built_houses,
cezanne,built,resolution256,muted,3,prv2:built_houses:r03:cezanne:muted,never_started,built_houses,
cezanne,built,jpeg90_512,muted,3,prv2:built_houses:r03:cezanne:muted,never_started,built_houses,
cezanne,built,primary512,vivid,3,prv2:built_houses:r03:cezanne:vivid,never_started,built_houses,
cezanne,built,resolution256,vivid,3,prv2:built_houses:r03:cezanne:vivid,never_started,built_houses,
cezanne,built,jpeg90_512,vivid,3,prv2:built_houses:r03:cezanne:vivid,never_started,built_houses,
generic,water,primary512,muted,0,prv2:water_river:r00:generic:muted,never_started,water_river,
generic,water,resolution256,muted,0,prv2:water_river:r00:generic:muted,never_started,water_river,
generic,water,jpeg90_512,muted,0,prv2:water_river:r00:generic:muted,never_started,water_river,
monet,water,primary512,vivid,0,prv2:water_river:r00:monet:vivid,never_started,water_river,
monet,water,resolution256,vivid,0,prv2:water_river:r00:monet:vivid,never_started,water_river,
monet,water,jpeg90_512,vivid,0,prv2:water_river:r00:monet:vivid,never_started,water_river,
cezanne,water,primary512,muted,0,prv2:water_river:r00:cezanne:muted,never_started,water_river,
cezanne,water,resolution256,muted,0,prv2:water_river:r00:cezanne:muted,never_started,water_river,
cezanne,water,jpeg90_512,muted,0,prv2:water_river:r00:cezanne:muted,never_started,water_river,
generic,water,primary512,vivid,0,prv2:water_river:r00:generic:vivid,never_started,water_river,
generic,water,resolution256,vivid,0,prv2:water_river:r00:generic:vivid,never_started,water_river,
generic,water,jpeg90_512,vivid,0,prv2:water_river:r00:generic:vivid,never_started,water_river,
monet,water,primary512,muted,0,prv2:water_river:r00:monet:muted,never_started,water_river,
monet,water,resolution256,muted,0,prv2:water_river:r00:monet:muted,never_started,water_river,
monet,water,jpeg90_512,muted,0,prv2:water_river:r00:monet:muted,never_started,water_river,
cezanne,water,primary512,vivid,0,prv2:water_river:r00:cezanne:vivid,never_started,water_river,
cezanne,water,resolution256,vivid,0,prv2:water_river:r00:cezanne:vivid,never_started,water_river,
cezanne,water,jpeg90_512,vivid,0,prv2:water_river:r00:cezanne:vivid,never_started,water_river,
free,water,primary512,muted,0,prv2:water_river:r00:free:muted,never_started,water_river,
free,water,resolution256,muted,0,prv2:water_river:r00:free:muted,never_started,water_river,
free,water,jpeg90_512,muted,0,prv2:water_river:r00:free:muted,never_started,water_river,
free,water,primary512,vivid,0,prv2:water_river:r00:free:vivid,never_started,water_river,
free,water,resolution256,vivid,0,prv2:water_river:r00:free:vivid,never_started,water_river,
free,water,jpeg90_512,vivid,0,prv2:water_river:r00:free:vivid,never_started,water_river,
generic,built,primary512,muted,0,prv2:built_village:r00:generic:muted,never_started,built_village,
generic,built,resolution256,muted,0,prv2:built_village:r00:generic:muted,never_started,built_village,
generic,built,jpeg90_512,muted,0,prv2:built_village:r00:generic:muted,never_started,built_village,
free,built,primary512,muted,0,prv2:built_village:r00:free:muted,never_started,built_village,
free,built,resolution256,muted,0,prv2:built_village:r00:free:muted,never_started,built_village,
free,built,jpeg90_512,muted,0,prv2:built_village:r00:free:muted,never_started,built_village,
monet,built,primary512,vivid,0,prv2:built_village:r00:monet:vivid,never_started,built_village,
monet,built,resolution256,vivid,0,prv2:built_village:r00:monet:vivid,never_started,built_village,
monet,built,jpeg90_512,vivid,0,prv2:built_village:r00:monet:vivid,never_started,built_village,
generic,built,primary512,vivid,0,prv2:built_village:r00:generic:vivid,never_started,built_village,
generic,built,resolution256,vivid,0,prv2:built_village:r00:generic:vivid,never_started,built_village,
generic,built,jpeg90_512,vivid,0,prv2:built_village:r00:generic:vivid,never_started,built_village,
cezanne,built,primary512,vivid,0,prv2:built_village:r00:cezanne:vivid,never_started,built_village,
cezanne,built,resolution256,vivid,0,prv2:built_village:r00:cezanne:vivid,never_started,built_village,
cezanne,built,jpeg90_512,vivid,0,prv2:built_village:r00:cezanne:vivid,never_started,built_village,
monet,built,primary512,muted,0,prv2:built_village:r00:monet:muted,never_started,built_village,
monet,built,resolution256,muted,0,prv2:built_village:r00:monet:muted,never_started,built_village,
monet,built,jpeg90_512,muted,0,prv2:built_village:r00:monet:muted,never_started,built_village,
cezanne,built,primary512,muted,0,prv2:built_village:r00:cezanne:muted,never_started,built_village,
cezanne,built,resolution256,muted,0,prv2:built_village:r00:cezanne:muted,never_started,built_village,
cezanne,built,jpeg90_512,muted,0,prv2:built_village:r00:cezanne:muted,never_started,built_village,
free,built,primary512,vivid,0,prv2:built_village:r00:free:vivid,never_started,built_village,
free,built,resolution256,vivid,0,prv2:built_village:r00:free:vivid,never_started,built_village,
free,built,jpeg90_512,vivid,0,prv2:built_village:r00:free:vivid,never_started,built_village,
generic,water,primary512,vivid,3,prv2:water_bend:r03:generic:vivid,never_started,water_bend,
generic,water,resolution256,vivid,3,prv2:water_bend:r03:generic:vivid,never_started,water_bend,
generic,water,jpeg90_512,vivid,3,prv2:water_bend:r03:generic:vivid,never_started,water_bend,
cezanne,water,primary512,vivid,3,prv2:water_bend:r03:cezanne:vivid,never_started,water_bend,
cezanne,water,resolution256,vivid,3,prv2:water_bend:r03:cezanne:vivid,never_started,water_bend,
cezanne,water,jpeg90_512,vivid,3,prv2:water_bend:r03:cezanne:vivid,never_started,water_bend,
cezanne,water,primary512,muted,3,prv2:water_bend:r03:cezanne:muted,never_started,water_bend,
cezanne,water,resolution256,muted,3,prv2:water_bend:r03:cezanne:muted,never_started,water_bend,
cezanne,water,jpeg90_512,muted,3,prv2:water_bend:r03:cezanne:muted,never_started,water_bend,
monet,water,primary512,muted,3,prv2:water_bend:r03:monet:muted,never_started,water_bend,
monet,water,resolution256,muted,3,prv2:water_bend:r03:monet:muted,never_started,water_bend,
monet,water,jpeg90_512,muted,3,prv2:water_bend:r03:monet:muted,never_started,water_bend,
monet,water,primary512,vivid,3,prv2:water_bend:r03:monet:vivid,never_started,water_bend,
monet,water,resolution256,vivid,3,prv2:water_bend:r03:monet:vivid,never_started,water_bend,
monet,water,jpeg90_512,vivid,3,prv2:water_bend:r03:monet:vivid,never_started,water_bend,
free,water,primary512,vivid,3,prv2:water_bend:r03:free:vivid,never_started,water_bend,
free,water,resolution256,vivid,3,prv2:water_bend:r03:free:vivid,never_started,water_bend,
free,water,jpeg90_512,vivid,3,prv2:water_bend:r03:free:vivid,never_started,water_bend,
free,water,primary512,muted,3,prv2:water_bend:r03:free:muted,never_started,water_bend,
free,water,resolution256,muted,3,prv2:water_bend:r03:free:muted,never_started,water_bend,
free,water,jpeg90_512,muted,3,prv2:water_bend:r03:free:muted,never_started,water_bend,
generic,water,primary512,muted,3,prv2:water_bend:r03:generic:muted,never_started,water_bend,
generic,water,resolution256,muted,3,prv2:water_bend:r03:generic:muted,never_started,water_bend,
generic,water,jpeg90_512,muted,3,prv2:water_bend:r03:generic:muted,never_started,water_bend,
generic,land,primary512,vivid,3,prv2:land_fields:r03:generic:vivid,never_started,land_fields,
generic,land,resolution256,vivid,3,prv2:land_fields:r03:generic:vivid,never_started,land_fields,
generic,land,jpeg90_512,vivid,3,prv2:land_fields:r03:generic:vivid,never_started,land_fields,
monet,land,primary512,vivid,3,prv2:land_fields:r03:monet:vivid,never_started,land_fields,
monet,land,resolution256,vivid,3,prv2:land_fields:r03:monet:vivid,never_started,land_fields,
monet,land,jpeg90_512,vivid,3,prv2:land_fields:r03:monet:vivid,never_started,land_fields,
free,land,primary512,muted,3,prv2:land_fields:r03:free:muted,never_started,land_fields,
free,land,resolution256,muted,3,prv2:land_fields:r03:free:muted,never_started,land_fields,
free,land,jpeg90_512,muted,3,prv2:land_fields:r03:free:muted,never_started,land_fields,
cezanne,land,primary512,vivid,3,prv2:land_fields:r03:cezanne:vivid,never_started,land_fields,
cezanne,land,resolution256,vivid,3,prv2:land_fields:r03:cezanne:vivid,never_started,land_fields,
cezanne,land,jpeg90_512,vivid,3,prv2:land_fields:r03:cezanne:vivid,never_started,land_fields,
monet,land,primary512,muted,3,prv2:land_fields:r03:monet:muted,never_started,land_fields,
monet,land,resolution256,muted,3,prv2:land_fields:r03:monet:muted,never_started,land_fields,
monet,land,jpeg90_512,muted,3,prv2:land_fields:r03:monet:muted,never_started,land_fields,
free,land,primary512,vivid,3,prv2:land_fields:r03:free:vivid,never_started,land_fields,
free,land,resolution256,vivid,3,prv2:land_fields:r03:free:vivid,never_started,land_fields,
free,land,jpeg90_512,vivid,3,prv2:land_fields:r03:free:vivid,never_started,land_fields,
generic,land,primary512,muted,3,prv2:land_fields:r03:generic:muted,never_started,land_fields,
generic,land,resolution256,muted,3,prv2:land_fields:r03:generic:muted,never_started,land_fields,
generic,land,jpeg90_512,muted,3,prv2:land_fields:r03:generic:muted,never_started,land_fields,
cezanne,land,primary512,muted,3,prv2:land_fields:r03:cezanne:muted,never_started,land_fields,
cezanne,land,resolution256,muted,3,prv2:land_fields:r03:cezanne:muted,never_started,land_fields,
cezanne,land,jpeg90_512,muted,3,prv2:land_fields:r03:cezanne:muted,never_started,land_fields,
generic,land,primary512,muted,2,prv2:land_garden:r02:generic:muted,never_started,land_garden,
