allocated,arm,complete,generated_mass_in_reference_central80,generated_summary.maximum,generated_summary.minimum,generated_summary.n,generated_summary.quantiles_10_50_90,generated_summary.weighted_mean,generated_weighting,measured,painter_id,pipeline,polarity,reference_mass_in_generated_central80,reference_weighting,status,wasserstein_1
24,generic,False,0.0,4.684254337053058,2.9124924713713054,6,"[2.9124924713713054, 3.3807543220784133, 4.684254337053058]",3.6689079639105766,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,vivid,0.03125,empirical_reference_mixture,descriptive_selected_available,2.856830588891506
48,generic,False,0.2777777777777778,4.684254337053058,-0.4700845205041911,13,"[-0.4700845205041911, 0.7667414346336671, 4.481455752862762]",1.9000163066622309,"equal broad classes and, for mixture, equal polarity within class",13,paul_cezanne,primary512,equal_polarity_mixture,0.96875,empirical_reference_mixture,descriptive_selected_available,1.2326913623520321
24,monet,False,0.0,-0.2749930125595728,-1.0764804452064956,6,"[-1.0764804452064956, -0.8292616515930418, -0.2749930125595728]",-0.8268838088644037,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,muted,0.03125,empirical_reference_mixture,descriptive_selected_available,1.6389611838834757
24,monet,False,0.11111111111111108,2.376019282653132,1.5057555846028374,6,"[1.5057555846028374, 1.8413413651751502, 2.376019282653132]",1.9489154501776236,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,vivid,0.0625,empirical_reference_mixture,descriptive_selected_available,1.2311532941272647
48,monet,False,0.05555555555555555,2.376019282653132,-1.0764804452064956,12,"[-1.0185044792717222, -0.2749930125595728, 2.1163007633960764]",0.56101582065661,"equal broad classes and, for mixture, equal polarity within class",12,paul_cezanne,primary512,equal_polarity_mixture,0.90625,empirical_reference_mixture,descriptive_selected_available,0.8943997556726897
24,cezanne,False,0.33333333333333326,0.19301167194543237,-0.6915999566160321,6,"[-0.6915999566160321, -0.2979266476744206, 0.19301167194543237]",-0.29739635204032894,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,muted,0.25,empirical_reference_mixture,descriptive_selected_available,1.1094737270594006
24,cezanne,False,0.0,3.165656820142321,1.9876034843138695,7,"[1.9876034843138695, 2.277045960491738, 3.165656820142321]",2.448023242983435,"equal broad classes and, for mixture, equal polarity within class",7,paul_cezanne,primary512,vivid,0.0625,empirical_reference_mixture,descriptive_selected_available,1.6734883521952686
48,cezanne,False,0.16666666666666666,3.165656820142321,-0.6915999566160321,13,"[-0.6915999566160321, 0.19301167194543237, 3.1172175409470326]",1.0753134454715534,"equal broad classes and, for mixture, equal polarity within class",13,paul_cezanne,primary512,equal_polarity_mixture,0.96875,empirical_reference_mixture,descriptive_selected_available,0.8172290841430401
24,free,False,0.6666666666666667,0.45639215711024644,-0.9120475207271771,5,"[-0.9120475207271771, 0.04562664884042597, 0.45639215711024644]",-0.1250536446287318,"equal broad classes and, for mixture, equal polarity within class",5,paul_cezanne,primary512,muted,0.42424242424242425,equal_broad_class,descriptive_selected_available,0.8272277396001544
24,free,False,0.0,4.765982667749404,2.8953936122665613,6,"[2.8953936122665613, 3.8168188537002408, 4.765982667749404]",3.918310029936431,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,vivid,0.030303030303030307,equal_broad_class,descriptive_selected_available,3.21613593496501
48,free,False,0.3333333333333333,4.765982667749404,-0.9120475207271771,11,"[-0.9120475207271771, 2.8953936122665613, 4.390940025694465]",1.89662819265385,"equal broad classes and, for mixture, equal polarity within class",11,paul_cezanne,primary512,equal_polarity_mixture,1.0,equal_broad_class,descriptive_selected_available,1.490164875025573
24,generic,False,0.5555555555555555,0.7667414346336671,-0.4700845205041911,7,"[-0.4700845205041911, 0.17893451501754687, 0.7667414346336671]",0.13112464941388446,"equal broad classes and, for mixture, equal polarity within class",7,paul_cezanne,primary512,muted,0.5286195286195288,equal_broad_class,descriptive_selected_available,0.5757619292652225
24,generic,False,0.0,4.684254337053058,2.9124924713713054,6,"[2.9124924713713054, 3.3807543220784133, 4.684254337053058]",3.6689079639105766,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,vivid,0.030303030303030307,equal_broad_class,descriptive_selected_available,2.966733868939155
48,generic,False,0.2777777777777778,4.684254337053058,-0.4700845205041911,13,"[-0.4700845205041911, 0.7667414346336671, 4.481455752862762]",1.9000163066622309,"equal broad classes and, for mixture, equal polarity within class",13,paul_cezanne,primary512,equal_polarity_mixture,0.9696969696969697,equal_broad_class,descriptive_selected_available,1.3338445249825417
24,monet,False,0.0,-0.2749930125595728,-1.0764804452064956,6,"[-1.0764804452064956, -0.8292616515930418, -0.2749930125595728]",-0.8268838088644037,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,muted,0.030303030303030307,equal_broad_class,descriptive_selected_available,1.5290579038358265
24,monet,False,0.0,2.376019282653132,1.5057555846028374,6,"[1.5057555846028374, 1.8413413651751502, 2.376019282653132]",1.9489154501776236,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,vivid,0.04882154882154883,equal_broad_class,descriptive_selected_available,1.3354002761987234
48,monet,False,0.0,2.376019282653132,-1.0764804452064956,12,"[-1.0185044792717222, -0.2749930125595728, 2.1163007633960764]",0.56101582065661,"equal broad classes and, for mixture, equal polarity within class",12,paul_cezanne,primary512,equal_polarity_mixture,0.9326599326599329,equal_broad_class,descriptive_selected_available,0.9263637909645752
24,cezanne,False,0.33333333333333326,0.19301167194543237,-0.6915999566160321,6,"[-0.6915999566160321, -0.2979266476744206, 0.19301167194543237]",-0.29739635204032894,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,primary512,muted,0.2760942760942761,equal_broad_class,descriptive_selected_available,0.9995704470117515
24,cezanne,False,0.0,3.165656820142321,1.9876034843138695,7,"[1.9876034843138695, 2.277045960491738, 3.165656820142321]",2.448023242983435,"equal broad classes and, for mixture, equal polarity within class",7,paul_cezanne,primary512,vivid,0.03703703703703704,equal_broad_class,descriptive_selected_available,1.7822539812056175
48,cezanne,False,0.16666666666666666,3.165656820142321,-0.6915999566160321,13,"[-0.6915999566160321, 0.19301167194543237, 3.1172175409470326]",1.0753134454715534,"equal broad classes and, for mixture, equal polarity within class",13,paul_cezanne,primary512,equal_polarity_mixture,0.9696969696969697,equal_broad_class,descriptive_selected_available,0.8589198711565259
24,free,False,0.6666666666666667,0.45775260134204454,-0.9184053942331087,5,"[-0.9184053942331087, 0.046676085102892145, 0.45775260134204454]",-0.1283670025344025,"equal broad classes and, for mixture, equal polarity within class",5,claude_monet,resolution256,muted,0.631578947368421,empirical_reference_mixture,descriptive_selected_available,0.5729952669367844
24,free,False,0.0,4.75030027717703,2.8854179888530873,6,"[2.8854179888530873, 3.8049952032710816, 4.75030027717703]",3.905612125500859,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,vivid,0.05263157894736843,empirical_reference_mixture,descriptive_selected_available,3.538378991218133
48,free,False,0.3333333333333333,4.75030027717703,-0.9184053942331087,11,"[-0.9184053942331087, 2.8854179888530873, 4.383162541858263]",1.8886225614832288,"equal broad classes and, for mixture, equal polarity within class",11,claude_monet,resolution256,equal_polarity_mixture,0.9736842105263158,empirical_reference_mixture,descriptive_selected_available,1.620286026274369
24,generic,False,1.0,0.7682777798862142,-0.46910859874333755,7,"[-0.46910859874333755, 0.1789915022393191, 0.7682777798862142]",0.13194887190653087,"equal broad classes and, for mixture, equal polarity within class",7,claude_monet,resolution256,muted,0.6052631578947368,empirical_reference_mixture,descriptive_selected_available,0.41498649326878795
24,generic,False,0.0,4.683747088697492,2.9284445550817755,6,"[2.9284445550817755, 3.38946351052498, 4.683747088697492]",3.674435414500458,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,vivid,0.05263157894736843,empirical_reference_mixture,descriptive_selected_available,3.307202280217731
48,generic,False,0.5,4.683747088697492,-0.46910859874333755,13,"[-0.46910859874333755, 0.7682777798862142, 4.494159476407662]",1.9031921432034948,"equal broad classes and, for mixture, equal polarity within class",13,claude_monet,resolution256,equal_polarity_mixture,0.868421052631579,empirical_reference_mixture,descriptive_selected_available,1.538665910733913
24,monet,False,0.11111111111111108,-0.27284837647706306,-1.0856794274204304,6,"[-1.0856794274204304, -0.8308665187365578, -0.27284837647706306]",-0.83296180484962,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,muted,0.23684210526315794,empirical_reference_mixture,descriptive_selected_available,1.200194939132348
24,monet,False,0.11111111111111108,2.3755301090456515,1.496883551420584,6,"[1.496883551420584, 1.8024143416030203, 2.3755301090456515]",1.9241183052170503,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,vivid,0.05263157894736843,empirical_reference_mixture,descriptive_selected_available,1.7062038525961227
48,monet,False,0.1111111111111111,2.3755301090456515,-1.0856794274204304,12,"[-1.0330631363009684, -0.27284837647706306, 2.0935537892751857]",0.5455782501837153,"equal broad classes and, for mixture, equal polarity within class",12,claude_monet,resolution256,equal_polarity_mixture,0.9210526315789475,empirical_reference_mixture,descriptive_selected_available,0.8294943361380749
24,cezanne,False,0.6666666666666665,0.20063247054467823,-0.6918339822528126,6,"[-0.6918339822528126, -0.3011584394076552, 0.20063247054467823]",-0.2970611775789537,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,muted,0.5526315789473685,empirical_reference_mixture,descriptive_selected_available,0.6945440491345933
24,cezanne,False,0.0,3.1519170637737477,1.970834784831132,7,"[1.970834784831132, 2.259597979148724, 3.1519170637737477]",2.431103206558161,"equal broad classes and, for mixture, equal polarity within class",7,claude_monet,resolution256,vivid,0.0,empirical_reference_mixture,descriptive_selected_available,2.1314638113342768
48,cezanne,False,0.3333333333333333,3.1519170637737477,-0.6918339822528126,13,"[-0.6918339822528126, 0.20063247054467823, 3.1038248976422556]",1.0670210144896037,"equal broad classes and, for mixture, equal polarity within class",13,claude_monet,resolution256,equal_polarity_mixture,0.8947368421052632,empirical_reference_mixture,descriptive_selected_available,0.8313656726016455
24,free,False,0.6666666666666667,0.45775260134204454,-0.9184053942331087,5,"[-0.9184053942331087, 0.046676085102892145, 0.45775260134204454]",-0.1283670025344025,"equal broad classes and, for mixture, equal polarity within class",5,claude_monet,resolution256,muted,0.6224053724053724,equal_broad_class,descriptive_selected_available,0.5469223517120358
24,free,False,0.0,4.75030027717703,2.8854179888530873,6,"[2.8854179888530873, 3.8049952032710816, 4.75030027717703]",3.905612125500859,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,vivid,0.04151404151404152,equal_broad_class,descriptive_selected_available,3.5747718595387816
48,free,False,0.3333333333333333,4.75030027717703,-0.9184053942331087,11,"[-0.9184053942331087, 2.8854179888530873, 4.383162541858263]",1.8886225614832288,"equal broad classes and, for mixture, equal polarity within class",11,claude_monet,resolution256,equal_polarity_mixture,0.9841269841269842,equal_broad_class,descriptive_selected_available,1.6688372475451732
24,generic,False,1.0,0.7682777798862142,-0.46910859874333755,7,"[-0.46910859874333755, 0.1789915022393191, 0.7682777798862142]",0.13194887190653087,"equal broad classes and, for mixture, equal polarity within class",7,claude_monet,resolution256,muted,0.5683760683760686,equal_broad_class,descriptive_selected_available,0.36165808618862594
24,generic,False,0.0,4.683747088697492,2.9284445550817755,6,"[2.9284445550817755, 3.38946351052498, 4.683747088697492]",3.674435414500458,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,vivid,0.04151404151404152,equal_broad_class,descriptive_selected_available,3.3435951485383795
48,generic,False,0.5,4.683747088697492,-0.46910859874333755,13,"[-0.46910859874333755, 0.7682777798862142, 4.494159476407662]",1.9031921432034948,"equal broad classes and, for mixture, equal polarity within class",13,claude_monet,resolution256,equal_polarity_mixture,0.8531746031746033,equal_broad_class,descriptive_selected_available,1.573851800508791
24,monet,False,0.11111111111111108,-0.27284837647706306,-1.0856794274204304,6,"[-1.0856794274204304, -0.8308665187365578, -0.27284837647706306]",-0.83296180484962,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,muted,0.2875457875457876,equal_broad_class,descriptive_selected_available,1.1638020708116996
24,monet,False,0.0,2.3755301090456515,1.496883551420584,6,"[1.496883551420584, 1.8024143416030203, 2.3755301090456515]",1.9241183052170503,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,vivid,0.04151404151404152,equal_broad_class,descriptive_selected_available,1.7089849231367746
48,monet,False,0.05555555555555555,2.3755301090456515,-1.0856794274204304,12,"[-1.0330631363009684, -0.27284837647706306, 2.0935537892751857]",0.5455782501837153,"equal broad classes and, for mixture, equal polarity within class",12,claude_monet,resolution256,equal_polarity_mixture,0.9426129426129428,equal_broad_class,descriptive_selected_available,0.8118690148468755
24,cezanne,False,0.6666666666666665,0.20063247054467823,-0.6918339822528126,6,"[-0.6918339822528126, -0.3011584394076552, 0.20063247054467823]",-0.2970611775789537,"equal broad classes and, for mixture, equal polarity within class",6,claude_monet,resolution256,muted,0.565018315018315,equal_broad_class,descriptive_selected_available,0.6461473168167575
24,cezanne,False,0.0,3.1519170637737477,1.970834784831132,7,"[1.970834784831132, 2.259597979148724, 3.1519170637737477]",2.431103206558161,"equal broad classes and, for mixture, equal polarity within class",7,claude_monet,resolution256,vivid,0.0,equal_broad_class,descriptive_selected_available,2.1515079039388008
48,cezanne,False,0.3333333333333333,3.1519170637737477,-0.6918339822528126,13,"[-0.6918339822528126, 0.20063247054467823, 3.1038248976422556]",1.0670210144896037,"equal broad classes and, for mixture, equal polarity within class",13,claude_monet,resolution256,equal_polarity_mixture,0.926739926739927,equal_broad_class,descriptive_selected_available,0.8395490266567968
24,free,False,0.6666666666666667,0.45775260134204454,-0.9184053942331087,5,"[-0.9184053942331087, 0.046676085102892145, 0.45775260134204454]",-0.1283670025344025,"equal broad classes and, for mixture, equal polarity within class",5,paul_cezanne,resolution256,muted,0.34375,empirical_reference_mixture,descriptive_selected_available,0.9371925212885743
24,free,False,0.0,4.75030027717703,2.8854179888530873,6,"[2.8854179888530873, 3.8049952032710816, 4.75030027717703]",3.905612125500859,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,resolution256,vivid,0.03125,empirical_reference_mixture,descriptive_selected_available,3.0967866067466887
48,free,False,0.3333333333333333,4.75030027717703,-0.9184053942331087,11,"[-0.9184053942331087, 2.8854179888530873, 4.383162541858263]",1.8886225614832288,"equal broad classes and, for mixture, equal polarity within class",11,paul_cezanne,resolution256,equal_polarity_mixture,1.0,empirical_reference_mixture,descriptive_selected_available,1.4258400903500499
24,generic,False,0.5555555555555555,0.7682777798862142,-0.46910859874333755,7,"[-0.46910859874333755, 0.1789915022393191, 0.7682777798862142]",0.13194887190653087,"equal broad classes and, for mixture, equal polarity within class",7,paul_cezanne,resolution256,muted,0.53125,empirical_reference_mixture,descriptive_selected_available,0.6817596328687544
24,generic,False,0.0,4.683747088697492,2.9284445550817755,6,"[2.9284445550817755, 3.38946351052498, 4.683747088697492]",3.674435414500458,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,resolution256,vivid,0.03125,empirical_reference_mixture,descriptive_selected_available,2.865609895746287
48,generic,False,0.2777777777777778,4.683747088697492,-0.46910859874333755,13,"[-0.46910859874333755, 0.7682777798862142, 4.494159476407662]",1.9031921432034948,"equal broad classes and, for mixture, equal polarity within class",13,paul_cezanne,resolution256,equal_polarity_mixture,0.96875,empirical_reference_mixture,descriptive_selected_available,1.2378238368204881
24,monet,False,0.0,-0.27284837647706306,-1.0856794274204304,6,"[-1.0856794274204304, -0.8308665187365578, -0.27284837647706306]",-0.83296180484962,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,resolution256,muted,0.03125,empirical_reference_mixture,descriptive_selected_available,1.641787323603792
24,monet,False,0.11111111111111108,2.3755301090456515,1.496883551420584,6,"[1.496883551420584, 1.8024143416030203, 2.3755301090456515]",1.9241183052170503,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,resolution256,vivid,0.0625,empirical_reference_mixture,descriptive_selected_available,1.2089113597776182
48,monet,False,0.05555555555555555,2.3755301090456515,-1.0856794274204304,12,"[-1.0330631363009684, -0.27284837647706306, 2.0935537892751857]",0.5455782501837153,"equal broad classes and, for mixture, equal polarity within class",12,paul_cezanne,resolution256,equal_polarity_mixture,0.90625,empirical_reference_mixture,descriptive_selected_available,0.8849637474058435
24,cezanne,False,0.33333333333333326,0.20063247054467823,-0.6918339822528126,6,"[-0.6918339822528126, -0.3011584394076552, 0.20063247054467823]",-0.2970611775789537,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,resolution256,muted,0.25,empirical_reference_mixture,descriptive_selected_available,1.1058866963331255
24,cezanne,False,0.0,3.1519170637737477,1.970834784831132,7,"[1.970834784831132, 2.259597979148724, 3.1519170637737477]",2.431103206558161,"equal broad classes and, for mixture, equal polarity within class",7,paul_cezanne,resolution256,vivid,0.0625,empirical_reference_mixture,descriptive_selected_available,1.6601989092297598
48,cezanne,False,0.16666666666666666,3.1519170637737477,-0.6918339822528126,13,"[-0.6918339822528126, 0.20063247054467823, 3.1038248976422556]",1.0670210144896037,"equal broad classes and, for mixture, equal polarity within class",13,paul_cezanne,resolution256,equal_polarity_mixture,0.96875,empirical_reference_mixture,descriptive_selected_available,0.8092171720352481
24,free,False,0.6666666666666667,0.45775260134204454,-0.9184053942331087,5,"[-0.9184053942331087, 0.046676085102892145, 0.45775260134204454]",-0.1283670025344025,"equal broad classes and, for mixture, equal polarity within class",5,paul_cezanne,resolution256,muted,0.42424242424242425,equal_broad_class,descriptive_selected_available,0.8305351754698531
24,free,False,0.0,4.75030027717703,2.8854179888530873,6,"[2.8854179888530873, 3.8049952032710816, 4.75030027717703]",3.905612125500859,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,resolution256,vivid,0.030303030303030307,equal_broad_class,descriptive_selected_available,3.20344395256541
48,free,False,0.3333333333333333,4.75030027717703,-0.9184053942331087,11,"[-0.9184053942331087, 2.8854179888530873, 4.383162541858263]",1.8886225614832288,"equal broad classes and, for mixture, equal polarity within class",11,paul_cezanne,resolution256,equal_polarity_mixture,1.0,equal_broad_class,descriptive_selected_available,1.4831659250824272
24,generic,False,0.5555555555555555,0.7682777798862142,-0.46910859874333755,7,"[-0.46910859874333755, 0.1789915022393191, 0.7682777798862142]",0.13194887190653087,"equal broad classes and, for mixture, equal polarity within class",7,paul_cezanne,resolution256,muted,0.558922558922559,equal_broad_class,descriptive_selected_available,0.5749543177766661
24,generic,False,0.0,4.683747088697492,2.9284445550817755,6,"[2.9284445550817755, 3.38946351052498, 4.683747088697492]",3.674435414500458,"equal broad classes and, for mixture, equal polarity within class",6,paul_cezanne,resolution256,vivid,0.030303030303030307,equal_broad_class,descriptive_selected_available,2.972267241565008
48,generic,False,0.2777777777777778,4.683747088697492,-0.46910859874333755,13,"[-0.46910859874333755, 0.7682777798862142, 4.494159476407662]",1.9031921432034948,"equal broad classes and, for mixture, equal polarity within class",13,paul_cezanne,resolution256,equal_polarity_mixture,0.9696969696969697,equal_broad_class,descriptive_selected_available,1.3361450194758708
