attempt_count,attempts,known_cost_usd,observed,observed.format,observed.height,observed.image_bytes,observed.image_sha256,observed.minimum_512,observed.mode,observed.reported.background,observed.reported.model,observed.reported.output_format,observed.reported.quality,observed.reported.size,observed.square_1024,observed.width,pending_attempts,request_id,response_path,response_sha256,selected_attempt,selected_terminal_event_sha256,sequence,status,stored_response_sha256,unknown_cost
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""1e460cb053d5cbfc65d65d458ba6272674ad6fe15f4700decd0d9499829ac504"", ""status"": ""image_returned""}]",0.0,,PNG,1122,3402066,fc7058cd1450aecbfc025e268288e5aeb74c99e22948e7c4c67641f9f12b7455,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:water_bend:r01:free:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0018-a1.json.gz,3bef77beb56607141647e4f7e7d9b20e9943eb862e530049315779a844c5237b,1,1e460cb053d5cbfc65d65d458ba6272674ad6fe15f4700decd0d9499829ac504,18,image_returned,d2ada159ee7b6858b0321d0b1f33d20e934f78e0343cf1c7a851597dfd821df6,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""a17846395dfdc8e34b0bdb9763902b7c3e4c76e1ab4d75f88ea6c1eabf9e96af"", ""status"": ""image_returned""}]",0.0,,PNG,1131,2372368,bf033ee0b3d52036c9a228a8cde821e2d404f7a43a7941c30d4dc68616a2634c,True,RGB,opaque,,png,low,1391x1131,False,1391,[],prv2:water_bend:r01:cezanne:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0019-a1.json.gz,51f7ed4145b07fe4dfe3126eb4307f70a446cd06f7dc7b8a6e8371395ca109ea,1,a17846395dfdc8e34b0bdb9763902b7c3e4c76e1ab4d75f88ea6c1eabf9e96af,19,image_returned,0a3706208696ee92c31e10ce16f425689ecc8333969c924761f962301bfdb96b,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""f7f23e2a6a328d39eabe915e0b149ae476aac28081a953a423a9a59576328c91"", ""status"": ""image_returned""}]",0.0,,PNG,1124,3048400,cd688e19b2b04929d28f4d7d934796f8349b5bc46f339b0be387a7f322955760,True,RGB,opaque,,png,low,1399x1124,False,1399,[],prv2:water_bend:r01:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0020-a1.json.gz,4d317ba5d00547b0f8c44ebe32c168403b1efdb062e5dd23888bd69eeb90fa45,1,f7f23e2a6a328d39eabe915e0b149ae476aac28081a953a423a9a59576328c91,20,image_returned,b76018439fc8cfab5987fccc12cb9ebec58061267e737152baf8c0d066e4bd32,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""a0b3817a301894b7a904ab392d5bd2de7bd7a600380fbb2b4561201d8e92d261"", ""status"": ""image_returned""}]",0.0,,PNG,1121,2550680,68b351d8d78d6dee8c1b042941b0b2dfaf37da87ba19f75a6d602a01da44a9e6,True,RGB,opaque,,png,low,1403x1121,False,1403,[],prv2:water_bend:r01:monet:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0021-a1.json.gz,6abe0bd2af94229a921fbb7af883e03537e19b36470db79fc2ff97cf476ee88a,1,a0b3817a301894b7a904ab392d5bd2de7bd7a600380fbb2b4561201d8e92d261,21,image_returned,a0d3b705f88aafd8c64eaf74b7eecdc0046119d7be18b9630b8f663fcca4ab09,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""8dda6f1e49bd6e7ae9d3e5dd42ebc786c56371776c152d07fdd03bd531e4894f"", ""status"": ""image_returned""}]",0.0,,PNG,1122,2749424,c290396b47822fa486eacd1f312c898348c82345167537141bce5939dde487cd,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:water_bend:r01:free:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0022-a1.json.gz,fcbdee5a6eae1a401a51c2b1be37026aea354e8b86c7a95cd1f16add11931517,1,8dda6f1e49bd6e7ae9d3e5dd42ebc786c56371776c152d07fdd03bd531e4894f,22,image_returned,da1a6b5ace9b39be03542bab116c8d37fa84b62ea9116690015bddd45f7d081e,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""ebe383a53d664753d21ca6010f1b3c5fb7084239f4d150592ee61a204e9fc6f0"", ""status"": ""image_returned""}]",0.0,,PNG,1120,2453000,250bed3e350d6e7d6a34797c69e9b7cc220d46776b999dfa67382810e5d6c7ec,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:water_bend:r01:generic:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0023-a1.json.gz,b868da25e3d2b9cbda394fde2c906db068861ede4433dc14e4ea942e969dfc07,1,ebe383a53d664753d21ca6010f1b3c5fb7084239f4d150592ee61a204e9fc6f0,23,image_returned,9b71cd4e44a596ef90a04e017386b54f4523f127813ebf5f6fcf6d661383f3af,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""b340cac08f719ff5e1076b52fa3cd3e4dbaa9a513c19185e722dd4b332a7f92f"", ""status"": ""image_returned""}]",0.0,,PNG,1122,2536027,f33b9c86d159902d1662f9ec5900305167ea832fd459a06e39f083b560ece305,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_village:r02:generic:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0024-a1.json.gz,b32ac9363ce2b39aed11ff1f5febc3b786f48ec3e2e7263bb14228d7932a885c,1,b340cac08f719ff5e1076b52fa3cd3e4dbaa9a513c19185e722dd4b332a7f92f,24,image_returned,34144fe99fece004ec644c8435e60fddbdcb632b95059046b49e873380380639,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""e249bf71f6ad562a4de284802167346f5e3355e3e496fe49c596e6afcb8fc553"", ""status"": ""image_returned""}]",0.0,,PNG,1130,2658275,b43518401384a0669db0c7c2b4522e3e6431aff633a1c0a9c7d8516abade9441,True,RGB,opaque,,png,low,1392x1130,False,1392,[],prv2:built_village:r02:cezanne:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0025-a1.json.gz,c1bb450d3a516823344332b9558ffc6e69746edd5d3a9480b3ba959e49e8d568,1,e249bf71f6ad562a4de284802167346f5e3355e3e496fe49c596e6afcb8fc553,25,image_returned,cff7fd719f130a8121d046dc3689bc597aa0847124161803604475120d43a085,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""4bb45f691f2cf283b1b41b7dff3696664daaee8e85ecb52082d54d31381fd5d4"", ""status"": ""image_returned""}]",0.0,,PNG,1122,2665779,1155cb4b42c5bdf7df0cb531f2dfa73cae2ca43cded2cdd6710a0c2f193a4fdb,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_village:r02:monet:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0026-a1.json.gz,6b5ebf5398ffae244166765984e739d8bc89d789ffc9a86df7f3c1cd0737f3c4,1,4bb45f691f2cf283b1b41b7dff3696664daaee8e85ecb52082d54d31381fd5d4,26,image_returned,e20359f5d9c2ad2db7af9f65b3662af5424359c5112f6b25184aeb41130616e8,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""c5143c03ce9a77c41880db3e517a959f6f1e031d1350c3f8ff85b87879369992"", ""status"": ""image_returned""}]",0.0,,PNG,1122,3394772,d68bc17b5d5cd6d0c9692debed1d6579d85a007277468176b30a5c019238a95f,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_village:r02:free:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0027-a1.json.gz,075662580eae201494f4c6b76db5568cc661c7a4206629b71e4d6938fabb4eef,1,c5143c03ce9a77c41880db3e517a959f6f1e031d1350c3f8ff85b87879369992,27,image_returned,e8896b001dbe77238be3be77b0720c60805771a9a00c0cc7a00fedcc00cdce0e,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""9a60407be29b6b0664b2b317f42d80a57a134602b4b1dbb230811bafdbb6dff0"", ""status"": ""image_returned""}]",0.0,,PNG,1123,2928069,84a7703698290ade0a2b12087dba3189a6fa5933ae6e128d4b0e4a8565ceadb2,True,RGB,opaque,,png,low,1401x1123,False,1401,[],prv2:built_village:r02:generic:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0028-a1.json.gz,3863b2861ca6dfb01b8d0b09ec730f7f919d240700a1dfbcf5a9a61566edf8c7,1,9a60407be29b6b0664b2b317f42d80a57a134602b4b1dbb230811bafdbb6dff0,28,image_returned,97cdd9bef9d98e167ccfc247b6032b8c1b42536f175055222b4c4d14bc066c31,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""0ed336bfac176e4629da1f713e8e21a9a98ca6da6c92cb40afee89840ad8e295"", ""status"": ""image_returned""}]",0.0,,PNG,1122,3317840,a455be48bb83ea1cdf17f3b37603237966f28f77a7574cac4a83f704e519e291,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_village:r02:monet:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0029-a1.json.gz,ee2b74853829ae2789cd68805efbc712e0692166a45b95876bfe75653e53c18c,1,0ed336bfac176e4629da1f713e8e21a9a98ca6da6c92cb40afee89840ad8e295,29,image_returned,ed025c160ae2734a2b88054b9117fa96a7d4b923df7eb0186eb9624140cf59dc,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""e0835b05be8d05c1a95468eb478cd8e6ce52e27d86fb14330c821a091592b1bc"", ""status"": ""image_returned""}]",0.0,,PNG,1125,2863471,3c02d86df6acf41553d965e3092e110bdcf4bcee7af22741060ac6c572baea6a,True,RGB,opaque,,png,low,1398x1125,False,1398,[],prv2:built_village:r02:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0030-a1.json.gz,99aff05c77c765879ea38b89de8c269460fb8ca8c104cabd7128eedc14504613,1,e0835b05be8d05c1a95468eb478cd8e6ce52e27d86fb14330c821a091592b1bc,30,image_returned,e4d916702d9591d0f314f11d6b253dd38783fda855c2aaae95b7c2d70ad538b7,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""57e8a53e7fdd759a510a15a9d6543b562f822586853a88c5506cfdcdeb5bc493"", ""status"": ""image_returned""}]",0.0,,PNG,1142,2859948,ad5a6d5dbde4f9ac4c6bf5f4286e2ffc8bdeed878e7b6b644b54d0c3030d6a85,True,RGB,opaque,,png,low,1377x1142,False,1377,[],prv2:built_village:r02:free:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0031-a1.json.gz,e6e2cc1ade053509d8b7947282040c2ce96d9399287d71315345f7cca72c001a,1,57e8a53e7fdd759a510a15a9d6543b562f822586853a88c5506cfdcdeb5bc493,31,image_returned,c4fbe310419b6d4ddc206cb6fdd06c10e472d391dc962db0a4990713972c8d49,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""375925ad95b9af587f273c582d80b73c432ab64554bf1beaaf9d8ccf6ef8b991"", ""status"": ""image_returned""}]",0.0,,PNG,1132,2407752,a23ea979af0ddabe47455f0ae46a78c584b6edfd68b4532427ffb786dc810c0f,True,RGB,opaque,,png,low,1389x1132,False,1389,[],prv2:built_houses:r02:cezanne:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0032-a1.json.gz,b20fb7d1fa0064e37d5f3a5f3162f33d86f51410832f0fda83580163a61eceea,1,375925ad95b9af587f273c582d80b73c432ab64554bf1beaaf9d8ccf6ef8b991,32,image_returned,d43b75d8788a4de70e7407c807effc427c628b83a8131c37a8bbb03a70c8cbc0,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""2bacc84eeb22763f145f444c7eade43a2697867960e505bbd72c628b8a4937d3"", ""status"": ""http_error""}]",0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r02:free:muted,,,,,33,http_error,,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""92ff0acefbccf99b17041c8aace143406e3cda2b2b2e31416f96835e81cc0577"", ""status"": ""image_returned""}]",0.0,,PNG,1122,2778406,649dff520a94311cfd836351d5189871ca56a4d05cbc22269ebc32ad061b810a,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_houses:r02:generic:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0034-a1.json.gz,8255bcf6c44e1690ea14b4e3a72168a26b8c8577fe47b0ea238bb2eabcf016e1,1,92ff0acefbccf99b17041c8aace143406e3cda2b2b2e31416f96835e81cc0577,34,image_returned,f46bd25052a54da5bb142d515922fa3e1b53587999b2a201962ad5c9ca48f797,False
