painter_id,condition,source_route,target_route,kernel,status,domain,image_id,score
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0291,0.5479155854012105
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0292,0.388127130607395
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0313,0.07150760275989931
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0321,0.14546798913162085
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0322,1.2165718427655159
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0368,0.318497546814843
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0374,0.8529186086073135
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0378,0.5026006880773353
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0390,0.4053858351922184
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0399,0.8785234769496597
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0409,0.9187362678250659
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0462,1.0980559843944175
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0471,0.903747387559017
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0473,0.7203693053174998
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0481,0.1650214234207114
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0493,0.3683114370854266
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0514,1.13437652745422
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0543,0.3521694421122423
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0556,0.8953019552021215
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0562,0.21891515925473692
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0578,0.04442212070951834
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0589,0.8172046056655524
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0592,0.6218186082817245
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0597,0.5763053128778219
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0604,1.0406393432304755
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0661,1.0265190325645723
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0662,0.48975550059027456
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0672,0.58768472780021
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0695,0.2904641659752629
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0703,0.6320997792294192
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0717,0.5410377148654448
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0723,0.12338473206688794
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0748,1.1715777644659402
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0750,0.31486400765580047
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0772,0.8555228474802821
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0796,0.47001180201915504
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0804,0.5549300092095852
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0807,-0.06482271011705287
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0829,0.911237352294048
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0842,0.6112524021651403
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0849,0.21738424109295196
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0858,0.1952284270491158
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0875,0.9740756435869691
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0904,0.15682454741567342
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0911,0.42282771275170217
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0923,1.1329103097907716
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0932,0.6987364239912278
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0934,1.0473403887194905
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0939,0.3037708131532112
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0956,0.3102403234005857
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0986,1.1689874305985262
claude_monet,artist_free,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0991,0.6703127105127535
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q105099583,-0.8488888790120215
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q105099601,-0.19540862444099727
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q105099613,-0.10769377157895255
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q105099626,0.09418598740149825
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q106879983,-0.2499193668711447
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q106925109,-0.9998430343585718
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q113520917,-0.8408274426982091
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q116143411,-0.28551587136696666
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q117435199,-0.6824683186536298
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q117435200,-1.139854085721203
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q17492292,-0.10814536445411622
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q17493461,-0.7408108761962091
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q17493907,-0.7738938895535323
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q19967292,-0.026255731858298825
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q20538824,-0.748367943305162
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q20538849,-0.7029899047077074
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q20809479,-1.071704154842954
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q2450237,-0.4118003140265898
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q24953805,-0.6846914894613207
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q30093031,-0.4197498010468116
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q3794124,-0.6374282963286486
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q47615867,-0.21046115802595583
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q50415977,0.2657567723903984
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q50700359,-0.5848565912198626
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q59530379,-1.1358357204939367
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q63952037,-0.283101914247605
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q66126523,0.2166004808471178
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q67158045,-0.40442525603963286
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q67220780,-1.13159446925471
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q67609602,0.016139939255211955
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q68372814,0.18226211597171232
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q79790733,-0.8780276229415339
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q79790741,-0.9479095758021483
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q79868506,-0.7825697820612116
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q85224931,-0.6060200593659202
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q87367853,-0.9406802962222302
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q92787519,-0.6325022492147028
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,original,wikidata:Q92831691,-0.8488888915716
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0001,0.4498218852893791
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0010,0.34280647372471984
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0012,0.17905961948165475
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0030,0.03642625598598337
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0088,-0.18640718217474872
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0099,-0.07314083822810347
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0110,-0.11600156972431641
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0113,-0.4230727419893322
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0122,0.26740720712220245
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0147,-0.015863730299519374
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0155,-0.49592132144543366
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0164,0.387962187741159
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0167,0.10999430286180478
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0178,-0.1602970454603031
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0186,-0.061593761236138245
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0208,-0.3462750604453526
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0234,0.03421553992074822
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0238,-0.2527040306290439
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0259,-0.20004045590512876
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0265,0.3931313686687661
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0291,0.4666025634363369
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0292,0.029329671487586306
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0313,0.010926013718403071
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0321,-0.00323425845900821
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0322,0.21996268221274576
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0368,0.08504630008218106
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0374,0.27652753732753643
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0378,-0.46025040196551714
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0390,0.07538109320888298
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0399,-0.31466710171553525
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0409,0.028423577671160993
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0462,0.13491889616673447
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0471,0.8432117017107519
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0473,0.18855666474681246
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0481,0.0003756341226828219
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0493,-0.20215069889304738
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0514,0.0894882421604335
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0543,-0.16133324549974182
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0556,0.29649221161500516
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0562,-0.010776880718627424
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0578,-0.12047767378602747
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0589,0.029875078250570036
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0592,0.10948431492562516
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0597,-0.30921688595422747
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0604,0.21571059620840782
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0661,0.6112275356199228
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0662,-0.3320515126973077
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0672,0.16720488323267102
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0695,0.1074528655188236
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0703,-0.2531693022971336
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0717,-0.03121253655497025
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0723,0.23786523378259727
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0748,0.19117105301892187
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0750,0.039064855280809496
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0772,-0.2886926667625912
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0796,-0.26604530964320683
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0804,-0.23899850282569846
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0807,-0.3240333180084035
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0829,0.10339202598302588
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0842,0.26348226517048773
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0849,-0.5234079872491483
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0858,-0.17670676047614253
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0875,-0.17781873854682195
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0904,-0.1153427654613767
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0911,0.10971531518828004
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0923,-0.14745984193539352
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0932,0.2548084372011887
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0934,0.4322238054490378
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0939,-0.09003967270424762
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0956,0.2957544915581316
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0986,-0.08240431748872101
claude_monet,artist_free,flux_2_max,nano_banana_2,rbf,available,generated,generated:slot0991,-0.23380798337576802
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q105099583,-0.8584844227755086
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q105099601,-0.5304065835269491
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q105099613,-0.6260986773356212
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q105099626,-0.2706688513167155
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q106879983,-0.429915335089326
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q106925109,-0.7368827658053743
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q113520917,0.06716251495810033
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q116143411,-0.7715832836847194
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q117435199,-0.819486729709427
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q117435200,-1.138962773531766
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q17492292,-0.5841309198527105
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q17493461,-0.5692966295826607
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q17493907,-0.10884317036770685
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q19967292,0.1150046264550868
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q20538824,-0.2774741107300229
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q20538849,-0.8172561270369525
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q20809479,-0.5449317797070443
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q2450237,0.0487067367344487
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q24953805,-0.28121771397743256
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q30093031,-0.9397751731773836
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q3794124,-0.07574167979138124
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q47615867,-0.29445734860770767
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q50415977,-0.7562444617224677
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q50700359,-0.33334042091576177
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q59530379,-1.1137673648869184
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q63952037,0.06741542783847265
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q66126523,-0.08635033368138778
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q67158045,0.12238535738544876
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q67220780,-0.8513470775067149
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q67609602,-1.2852912280237065
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q68372814,-1.8512941933747564
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q79790733,-1.028942444330854
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q79790741,-1.071967389418175
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q79868506,-0.8730530827612839
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q85224931,-0.6018024860127074
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q87367853,-1.3510356811754036
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q92787519,-0.21323043111355366
claude_monet,named,flux_2_max,nano_banana_2,linear,available,original,wikidata:Q92831691,-0.30879202264907835
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0000,-0.28754930473795337
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0011,-0.527095430408584
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0013,-1.3229575856454736
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0031,-0.39775827572237876
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0089,-0.40093476380531357
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0098,-0.4272124956665111
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0109,-0.3249478511108519
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0114,0.4338319902473977
claude_monet,named,flux_2_max,nano_banana_2,linear,available,generated,generated:slot0123,-0.33274810889449435
