omitted_development_painter,after_energy,after_reference_trace_ratio,before_energy,before_reference_trace_ratio,distinct_briefs,energy_change,energy_term_changes.cross_twice,energy_term_changes.energy,energy_term_changes.generated_within,energy_term_changes.reference_within,excluded_pairs.n,generated_decomposition_ratios.between_brief_means,generated_decomposition_ratios.between_brief_within_class,generated_decomposition_ratios.between_class,generated_decomposition_ratios.total_trace,generated_decomposition_ratios.within_brief,generated_decomposition_ratios.within_class,generated_squared_iqr_sum_ratio,generated_total_trace_ratio,n_pairs,n_reference,painter_id,route,status,target.built,target.land,target.water
claude_monet,0.8120166067534078,0.503807424887478,1.7726514439678507,1.1117798079515553,24,-0.9606348372144429,-2.6619031261158117,-0.9606348372144429,-1.7012682889013688,0.0,0,0.44267369882363933,0.4107103473268841,0.6442481943968255,0.4531539620383453,0.48404815660574385,0.4314016065081283,0.5957047164759584,0.45315396203834535,72,32,paul_cezanne,flux_2_max,descriptive,0.34375,0.5625,0.09375
claude_monet,3.46617310019319,0.7675687560223634,4.514569320274388,1.1164050923809132,24,-1.048396220081198,-2.2848843223390887,-1.048396220081198,-1.2364881022578906,0.0,0,0.6748815672268946,0.6334478096313757,0.8930576622799965,0.6875360577094823,0.744756967565636,0.6566366894514207,0.8404506395394907,0.6875360577094822,72,38,claude_monet,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
claude_monet,3.016265112728364,0.7273573320480132,4.99318245795849,1.5823568792043325,24,-1.9769173452301256,-3.925996222274353,-1.9769173452301256,-1.9490788770442276,0.0,0,0.3732518726256696,0.37227211149021844,0.38218469194188454,0.45966705842853545,0.77196334325718,0.4661689457445704,0.569307764900208,0.4596670584285356,72,32,paul_cezanne,nano_banana_2,descriptive,0.34375,0.5625,0.09375
claude_monet,2.4328526737486866,0.48831347953551085,2.761576944637455,0.8937155387362168,24,-0.32872427088876854,-2.086197667878354,-0.32872427088876854,-1.7574733969895844,0.0,0,0.5048205910248602,0.49177565001259177,0.5477936393268752,0.5463857999224496,0.8611731087629396,0.5460211928211125,0.4875293588882119,0.5463857999224496,72,38,claude_monet,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
claude_monet,1.926984113217685,0.5224304720392257,2.071002251267725,0.8080194521293123,24,-0.14401813805003982,-1.1738641173216706,-0.14401813805003982,-1.0298459792716308,0.0,0,0.5791793196291829,0.5779738800341425,0.5857500219692824,0.64655680090684,1.1384987199128838,0.6561562497252859,0.4943067462933025,0.64655680090684,72,32,paul_cezanne,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
paul_cezanne,1.2912291621459504,0.40132745712588114,2.0552609308707526,1.321557613947429,24,-0.7640317687248022,-3.905674234518724,-0.7640317687248022,-3.141642465793921,0.0,0,0.3097647918646976,0.25282157303272856,0.6131047894125364,0.30367760958005857,0.2812399205278064,0.25974701704615377,0.37212178112329797,0.30367760958005857,72,38,claude_monet,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
paul_cezanne,0.8008074044416014,0.5181190426231803,1.6912180706432078,1.210557786424045,24,-0.8904106662016065,-2.698521339548197,-0.8904106662016065,-1.8081106733465906,0.0,0,0.41767366281764656,0.38594018922651896,0.6326830926693333,0.4280002561081284,0.46061157396956937,0.40584276154276505,0.5717487248378023,0.4280002561081284,72,32,paul_cezanne,flux_2_max,descriptive,0.34375,0.5625,0.09375
paul_cezanne,3.2645459414642737,0.8201068164333575,4.06406866774515,1.2167392865153874,24,-0.799522726280876,-2.0693238307564172,-0.799522726280876,-1.2698011044755413,0.0,0,0.6589808940078123,0.6089442499908944,0.8994107582812563,0.6740201664582202,0.7450374388077347,0.6366692882292541,0.8098578012266282,0.67402016645822,72,38,claude_monet,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
paul_cezanne,2.699744282396649,0.7055234064250332,4.372881077768099,1.5206285502647867,24,-1.67313679537145,-3.5111107967510673,-1.67313679537145,-1.8379740013796173,0.0,0,0.3689131512351684,0.36926540599198704,0.3659422984774188,0.46396827568585425,0.8366313691348441,0.47301117779108975,0.6030906641265225,0.46396827568585414,72,32,paul_cezanne,nano_banana_2,descriptive,0.34375,0.5625,0.09375
paul_cezanne,2.2673067894267556,0.5573608549685065,2.605049775422515,1.0289329967527703,24,-0.33774298599575925,-2.1293693903653086,-0.33774298599575925,-1.7916264043695485,0.0,0,0.5034455090243577,0.49532832566779245,0.5280222537460338,0.5416881922608106,0.8274793660200866,0.545519718482835,0.4612253080158641,0.5416881922608104,72,38,claude_monet,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
paul_cezanne,1.835649370862709,0.5622475924019465,1.831407257825317,0.8099259228539312,24,0.00424211303739197,-0.883824052162522,0.00424211303739197,-0.888066165199914,0.0,0,0.624893708291342,0.6328928955839279,0.584863894873159,0.694196316646784,1.2048067649726673,0.7129846681266668,0.53154088320413,0.6941963166467842,72,32,paul_cezanne,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
