painter_id,condition,source_route,target_route,kernel,status,auc,balanced_accuracy,false_negative_n,false_positive_n,fold,generated_recall,n_test_generated,n_test_original,n_train_generated,n_train_original,real_specificity,test_generated_class_counts.built,test_generated_class_counts.land,test_generated_class_counts.water,test_original_class_counts.built,test_original_class_counts.land,test_original_class_counts.water,train_generated_class_counts.built,train_generated_class_counts.land,train_generated_class_counts.water,train_original_class_counts.built,train_original_class_counts.land,train_original_class_counts.water
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,linear,available,0.9841269841269841,0.9007936507936507,1,1,3,0.968253968253968,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,linear,available,0.9912854030501091,0.9738562091503268,2,0,4,0.9477124183006536,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,linear,available,1.0000000000000002,1.0,0,0,5,1.0,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,rbf,available,0.9322033898305084,0.8813559322033898,2,0,0,0.7627118644067796,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,rbf,available,0.9895076674737692,0.9265536723163842,2,0,1,0.8531073446327684,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,rbf,available,0.8280423280423279,0.6984126984126984,1,3,2,0.8968253968253967,12,6,60,32,0.5,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,rbf,available,0.9841269841269841,0.9007936507936507,1,1,3,0.968253968253968,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,rbf,available,0.9912854030501091,0.9738562091503268,2,0,4,0.9477124183006536,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,flux_2_max,oauth_gpt_image_2,rbf,available,1.0000000000000002,0.9166666666666667,0,1,5,1.0,12,6,60,32,0.8333333333333334,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,flux_2_max,oauth_gpt_image_2,linear,available,1.0,0.8672316384180792,3,0,0,0.7344632768361583,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,flux_2_max,oauth_gpt_image_2,linear,available,1.0,0.8571428571428571,0,2,1,1.0,12,7,60,31,0.7142857142857142,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,flux_2_max,oauth_gpt_image_2,linear,available,0.8584656084656084,0.7817460317460316,1,2,2,0.8968253968253967,12,6,60,32,0.6666666666666666,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,flux_2_max,oauth_gpt_image_2,linear,available,0.9841269841269841,0.9682539682539681,2,0,3,0.9365079365079363,12,6,60,32,1.0,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,flux_2_max,oauth_gpt_image_2,linear,available,0.9629629629629632,0.8741830065359477,1,1,4,0.9150326797385622,12,6,60,32,0.8333333333333334,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,flux_2_max,oauth_gpt_image_2,linear,available,1.0000000000000002,0.9052287581699346,3,0,5,0.8104575163398693,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,flux_2_max,oauth_gpt_image_2,rbf,available,0.8531073446327684,0.5225988700564972,10,0,0,0.04519774011299434,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,flux_2_max,oauth_gpt_image_2,rbf,available,0.9152542372881355,0.7619047619047619,4,1,1,0.6666666666666667,12,7,60,31,0.8571428571428571,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,flux_2_max,oauth_gpt_image_2,rbf,available,0.7685185185185184,0.6468253968253967,6,1,2,0.4603174603174603,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,flux_2_max,oauth_gpt_image_2,rbf,available,0.9947089947089947,0.9007936507936507,4,0,3,0.8015873015873014,12,6,60,32,1.0,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,flux_2_max,oauth_gpt_image_2,rbf,available,0.8442265795206975,0.7875816993464052,5,0,4,0.5751633986928104,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,flux_2_max,oauth_gpt_image_2,rbf,available,1.0000000000000002,0.6535947712418301,9,0,5,0.30718954248366015,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,flux_2_max,linear,available,0.9523809523809523,0.7372881355932204,6,0,0,0.47457627118644063,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,nano_banana_2,flux_2_max,linear,available,0.9079903147699757,0.6658595641646489,8,1,1,0.4745762711864407,12,7,60,31,0.8571428571428571,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,nano_banana_2,flux_2_max,linear,available,0.6984126984126983,0.6626984126984127,4,2,2,0.6587301587301587,12,6,60,32,0.6666666666666666,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,nano_banana_2,flux_2_max,linear,available,0.8796296296296295,0.5714285714285714,9,1,3,0.3095238095238095,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,nano_banana_2,flux_2_max,linear,available,0.9575163398692812,0.8464052287581699,5,0,4,0.6928104575163399,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,flux_2_max,linear,available,1.0,0.9313725490196079,3,0,5,0.8627450980392157,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,flux_2_max,rbf,available,0.9459241323648102,0.655367231638418,9,0,0,0.3107344632768362,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,nano_banana_2,flux_2_max,rbf,available,0.8571428571428571,0.42857142857142855,12,1,1,0.0,12,7,60,31,0.8571428571428571,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,nano_banana_2,flux_2_max,rbf,available,0.7037037037037036,0.5833333333333333,10,1,2,0.3333333333333333,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,nano_banana_2,flux_2_max,rbf,available,0.7195767195767194,0.6031746031746031,10,0,3,0.2063492063492063,12,6,60,32,1.0,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,nano_banana_2,flux_2_max,rbf,available,0.9389978213507627,0.7352941176470589,7,0,4,0.47058823529411764,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,flux_2_max,rbf,available,0.911764705882353,0.8464052287581699,5,0,5,0.6928104575163399,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,flux_2_max,linear,available,0.9798224374495561,0.5,12,0,0,0.0,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,nano_banana_2,flux_2_max,linear,available,0.4406779661016949,0.3571428571428571,12,2,1,0.0,12,7,60,31,0.7142857142857142,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,nano_banana_2,flux_2_max,linear,available,0.34788359788359785,0.3492063492063492,11,2,2,0.031746031746031744,12,6,60,32,0.6666666666666666,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,nano_banana_2,flux_2_max,linear,available,0.6666666666666665,0.33333333333333337,12,2,3,0.0,12,6,60,32,0.6666666666666667,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,nano_banana_2,flux_2_max,linear,available,0.6176470588235297,0.5,12,0,4,0.0,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,flux_2_max,linear,available,0.4803921568627451,0.4166666666666667,12,1,5,0.0,12,6,60,32,0.8333333333333334,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,flux_2_max,rbf,available,0.7828894269572235,0.5,12,0,0,0.0,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,nano_banana_2,flux_2_max,rbf,available,0.3034705407586763,0.42857142857142855,12,1,1,0.0,12,7,60,31,0.8571428571428571,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,nano_banana_2,flux_2_max,rbf,available,0.2129629629629629,0.41666666666666663,12,1,2,0.0,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,nano_banana_2,flux_2_max,rbf,available,0.5185185185185184,0.33333333333333337,12,2,3,0.0,12,6,60,32,0.6666666666666667,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,nano_banana_2,flux_2_max,rbf,available,0.44989106753812647,0.5,12,0,4,0.0,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,flux_2_max,rbf,available,0.3660130718954249,0.5,12,0,5,0.0,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,linear,available,0.9661016949152542,0.8813559322033898,2,0,0,0.7627118644067796,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,linear,available,1.0,0.9285714285714286,0,1,1,1.0,12,7,60,31,0.8571428571428571,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,linear,available,0.7473544973544972,0.6468253968253967,5,2,2,0.626984126984127,12,6,60,32,0.6666666666666666,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,linear,available,0.9338624338624337,0.8174603174603174,4,1,3,0.8015873015873014,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,linear,available,0.9727668845315907,0.696078431372549,8,0,4,0.3921568627450981,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,linear,available,1.0000000000000002,0.9738562091503268,2,0,5,0.9477124183006536,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,rbf,available,0.9798224374495561,0.8700564971751412,3,0,0,0.7401129943502825,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,rbf,available,0.9112187247780468,0.7506053268765134,3,1,1,0.6440677966101696,12,7,60,31,0.8571428571428571,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,rbf,available,0.73015873015873,0.6825396825396826,8,1,2,0.5317460317460317,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,rbf,available,0.9246031746031745,0.8492063492063491,5,0,3,0.6984126984126983,12,6,60,32,1.0,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,rbf,available,0.9095860566448803,0.6274509803921569,9,0,4,0.2549019607843137,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,nano_banana_2,oauth_gpt_image_2,rbf,available,0.973856209150327,0.9738562091503268,2,0,5,0.9477124183006536,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,oauth_gpt_image_2,linear,available,1.0,0.7485875706214689,5,0,0,0.4971751412429378,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,nano_banana_2,oauth_gpt_image_2,linear,available,0.8571428571428571,0.8571428571428571,0,2,1,1.0,12,7,60,31,0.7142857142857142,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,nano_banana_2,oauth_gpt_image_2,linear,available,0.5925925925925926,0.5833333333333333,9,2,2,0.5,12,6,60,32,0.6666666666666666,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,nano_banana_2,oauth_gpt_image_2,linear,available,0.6825396825396824,0.380952380952381,9,2,3,0.0952380952380952,12,6,60,32,0.6666666666666667,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,nano_banana_2,oauth_gpt_image_2,linear,available,0.7352941176470591,0.6699346405228759,8,0,4,0.33986928104575165,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,oauth_gpt_image_2,linear,available,0.8616557734204795,0.8088235294117647,4,1,5,0.7843137254901962,12,6,60,32,0.8333333333333334,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,oauth_gpt_image_2,rbf,available,0.983050847457627,0.6412429378531074,8,0,0,0.2824858757062147,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,nano_banana_2,oauth_gpt_image_2,rbf,available,0.8401937046004843,0.6178369652945923,6,1,1,0.37853107344632764,12,7,60,31,0.8571428571428571,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,nano_banana_2,oauth_gpt_image_2,rbf,available,0.6309523809523809,0.6666666666666666,9,1,2,0.5,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,nano_banana_2,oauth_gpt_image_2,rbf,available,0.6666666666666665,0.3650793650793651,10,2,3,0.06349206349206347,12,6,60,32,0.6666666666666667,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,nano_banana_2,oauth_gpt_image_2,rbf,available,0.7124183006535949,0.6274509803921569,9,0,4,0.2549019607843137,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,nano_banana_2,oauth_gpt_image_2,rbf,available,0.8159041394335514,0.7483660130718954,8,0,5,0.49673202614379086,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,linear,available,0.9967715899919289,0.8333333333333334,4,0,0,0.6666666666666667,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,linear,available,0.9661016949152542,0.940677966101695,1,0,1,0.8813559322033899,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,linear,available,0.8584656084656084,0.865079365079365,1,1,2,0.8968253968253967,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,linear,available,0.9788359788359787,0.8849206349206349,2,1,3,0.9365079365079363,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,linear,available,1.0000000000000002,0.8333333333333334,4,0,4,0.6666666666666667,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,linear,available,1.0,0.9444444444444444,2,0,5,0.8888888888888888,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,rbf,available,1.0,0.9293785310734464,2,0,0,0.8587570621468927,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,rbf,available,0.9322033898305085,0.7853107344632768,4,0,1,0.5706214689265536,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,rbf,available,0.8637566137566137,0.7976190476190476,3,1,2,0.7619047619047619,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,rbf,available,0.9060846560846559,0.75,4,1,3,0.6666666666666665,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,rbf,available,1.0000000000000002,0.8333333333333334,4,0,4,0.6666666666666667,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,flux_2_max,rbf,available,1.0,0.9869281045751634,1,0,5,0.9738562091503268,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,oauth_gpt_image_2,flux_2_max,linear,available,0.9967715899919289,0.7966101694915254,5,0,0,0.5932203389830508,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,oauth_gpt_image_2,flux_2_max,linear,available,1.0,0.963276836158192,1,0,1,0.9265536723163842,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,oauth_gpt_image_2,flux_2_max,linear,available,0.9417989417989416,0.8174603174603174,7,0,2,0.6349206349206349,12,6,60,32,1.0,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,oauth_gpt_image_2,flux_2_max,linear,available,0.7010582010582009,0.5833333333333333,9,2,3,0.4999999999999999,12,6,60,32,0.6666666666666667,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,oauth_gpt_image_2,flux_2_max,linear,available,0.8954248366013075,0.834967320261438,2,1,4,0.8366013071895426,12,6,60,32,0.8333333333333334,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,oauth_gpt_image_2,flux_2_max,linear,available,0.9956427015250545,0.8333333333333334,6,0,5,0.6666666666666667,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,oauth_gpt_image_2,flux_2_max,rbf,available,0.9862792574656981,0.6892655367231638,8,0,0,0.3785310734463277,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,oauth_gpt_image_2,flux_2_max,rbf,available,0.8531073446327683,0.6779661016949152,9,0,1,0.3559322033898305,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,named,oauth_gpt_image_2,flux_2_max,rbf,available,0.8849206349206348,0.5833333333333334,11,0,2,0.16666666666666666,12,6,60,32,1.0,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,named,oauth_gpt_image_2,flux_2_max,rbf,available,0.6349206349206349,0.5,11,1,3,0.16666666666666663,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,named,oauth_gpt_image_2,flux_2_max,rbf,available,0.7712418300653597,0.6421568627450981,6,1,4,0.45098039215686275,12,6,60,32,0.8333333333333334,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,oauth_gpt_image_2,flux_2_max,rbf,available,0.9455337690631809,0.7908496732026145,7,0,5,0.5816993464052288,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,linear,available,1.0,0.8220338983050848,3,0,0,0.6440677966101696,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,linear,available,1.0,1.0,0,0,1,1.0,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,linear,available,0.9259259259259257,0.8134920634920635,2,1,2,0.7936507936507936,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,linear,available,0.9947089947089947,0.9007936507936507,1,1,3,0.968253968253968,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,linear,available,1.0000000000000002,0.9869281045751634,1,0,4,0.9738562091503268,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,linear,available,1.0,1.0,0,0,5,1.0,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,rbf,available,1.0,0.903954802259887,2,0,0,0.807909604519774,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,rbf,available,0.9685230024213074,0.8220338983050848,5,0,1,0.6440677966101696,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,rbf,available,0.824074074074074,0.7976190476190476,3,1,2,0.7619047619047619,12,6,60,32,0.8333333333333333,6,3,3,,2,4,18,21,21,4,11,17
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,rbf,available,0.9550264550264549,0.8492063492063491,2,1,3,0.8650793650793649,12,6,60,32,0.8333333333333334,6,3,3,1,2,3,18,21,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,rbf,available,1.0000000000000002,0.9150326797385621,2,0,4,0.8300653594771241,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,artist_free,oauth_gpt_image_2,nano_banana_2,rbf,available,0.9814814814814816,0.9444444444444444,2,0,5,0.888888888888889,12,6,60,32,1.0,3,6,3,1,2,3,21,18,21,3,11,18
claude_monet,named,oauth_gpt_image_2,nano_banana_2,linear,available,0.9313962873284907,0.6666666666666667,8,0,0,0.33333333333333337,12,7,60,31,1.0,3,3,6,1,2,4,21,21,18,3,11,17
claude_monet,named,oauth_gpt_image_2,nano_banana_2,linear,available,0.9967715899919289,0.9887005649717514,1,0,1,0.9774011299435028,12,7,60,31,1.0,3,3,6,,3,4,21,21,18,4,10,17
