pipeline,status,first_feature,second_feature,pearson,n_development,weighting
jpeg90_512,descriptive,lightness_median,wavelet_energy_1,0.2516830812048095,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,wavelet_energy_2,0.28465987308545,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,wavelet_energy_3,0.2671740930811475,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,wavelet_energy_4,0.21704454304230067,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,wavelet_slope,-0.08188102521128887,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,wavelet_curvature,-0.1261816106672077,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,lbp_entropy_8,0.26172254974994924,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,lbp_entropy_16,0.012724031321676734,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,lbp_entropy_32,-0.09738543635801213,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,local_cv_01,-0.5137890920658623,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,local_cv_04,-0.6016950877269697,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_median,local_cv_16,-0.6715063941705467,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,lightness_median,-0.19349579579333684,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,lightness_iqr,1.0,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,chroma_median,-0.07710764508461809,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,chroma_iqr,0.03836667275672179,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,chromatic_fraction,-0.1291670286995694,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,hue_concentration,0.026787305003276696,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,hue_entropy,0.0017480250570682302,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,deltae_01,0.13198397072543597,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,deltae_04,0.1416652907851375,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,deltae_16,0.2850499421772348,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,deltae_slope,0.1517789661144973,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,spectral_slope,-0.2086403054491626,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,spectral_residual,0.04226014880236462,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,spectral_anisotropy,0.005000189847716039,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,orientation_entropy,-0.022974672296503715,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,horizontal_vertical_balance,-0.02198238900730018,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,gradient_median,0.09551749353566909,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,gradient_iqr,0.24645767304208982,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,quadrant_jsd,-0.1890028311094093,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,wavelet_energy_1,0.3157783256292176,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,wavelet_energy_2,0.33874172471187675,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,wavelet_energy_3,0.37154416978049665,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,wavelet_energy_4,0.4014637931185921,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,wavelet_slope,0.047628721574101876,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,wavelet_curvature,0.12667133858050733,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,lbp_entropy_8,-0.12898802886287272,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,lbp_entropy_16,-0.1522769149305042,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,lbp_entropy_32,-0.05860003615891833,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,local_cv_01,0.4109034850768638,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,local_cv_04,0.5057322115429591,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,lightness_iqr,local_cv_16,0.5916940817724086,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,lightness_median,-0.03935109067759872,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,lightness_iqr,-0.07710764508461812,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,chroma_median,1.0000000000000002,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,chroma_iqr,0.5911414822614446,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,chromatic_fraction,0.6717717011482846,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,hue_concentration,0.3350961167357531,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,hue_entropy,-0.28022524562851725,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,deltae_01,0.15740704374325473,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,deltae_04,0.2115480134919373,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,deltae_16,0.253121790756664,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,deltae_slope,0.133793260008107,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,spectral_slope,0.07631221397418739,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,spectral_residual,0.1825893478843965,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,spectral_anisotropy,-0.01951067018311314,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,orientation_entropy,-0.21041239979733417,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,horizontal_vertical_balance,0.06342255322295441,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,gradient_median,0.028297793197391008,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,gradient_iqr,0.0538647494246822,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,quadrant_jsd,-0.12748260904901135,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,wavelet_energy_1,0.051714120602165035,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,wavelet_energy_2,0.08531259711034922,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,wavelet_energy_3,0.06264685043045386,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,wavelet_energy_4,0.04477524917309253,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,wavelet_slope,-0.023349225929036845,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,wavelet_curvature,-0.11470566826419465,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,lbp_entropy_8,0.0679754790617658,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,lbp_entropy_16,0.1264799888213628,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,lbp_entropy_32,0.11113521020746246,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,local_cv_01,0.062176871371265444,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,local_cv_04,0.08246741955363389,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_median,local_cv_16,0.04847396217161596,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,lightness_median,-0.028051406581863034,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,lightness_iqr,0.038366672756721794,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,chroma_median,0.5911414822614446,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,chroma_iqr,1.0,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,chromatic_fraction,0.3803098027501021,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,hue_concentration,0.23166954858058367,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,hue_entropy,-0.14449616445845442,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,deltae_01,0.2094658401733336,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,deltae_04,0.2785934425297633,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,deltae_16,0.3648843053027829,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,deltae_slope,0.15665541367927843,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,spectral_slope,0.03909551777524997,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,spectral_residual,0.11558558833561587,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,spectral_anisotropy,-0.0027003130982933736,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,orientation_entropy,-0.026575879343518374,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,horizontal_vertical_balance,0.03975399745287256,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,gradient_median,0.06660808214647178,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,gradient_iqr,0.0664684470591013,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,quadrant_jsd,-0.10681995030967456,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,wavelet_energy_1,0.037545190320475264,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,wavelet_energy_2,0.10269568164273671,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,wavelet_energy_3,0.1164360694444666,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,wavelet_energy_4,0.11218263767064351,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,wavelet_slope,0.074050321784491,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,wavelet_curvature,-0.165171152730013,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,lbp_entropy_8,0.08219604842598935,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,lbp_entropy_16,0.17098131472337216,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,lbp_entropy_32,0.15610929901671564,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,local_cv_01,0.08253935518532246,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,local_cv_04,0.12414062224229248,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chroma_iqr,local_cv_16,0.11308001414362666,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,lightness_median,-0.05308530021936542,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,lightness_iqr,-0.1291670286995694,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,chroma_median,0.6717717011482846,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,chroma_iqr,0.3803098027501022,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,chromatic_fraction,1.0,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,hue_concentration,0.33838074225649956,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,hue_entropy,-0.08846256836288705,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,deltae_01,0.16999955384552254,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,deltae_04,0.19566183487202732,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,deltae_16,0.17809311259198599,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,deltae_slope,-0.0030190037552979103,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,spectral_slope,0.0686167107387892,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,spectral_residual,0.0727278952857828,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,spectral_anisotropy,-0.10973520398052827,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,orientation_entropy,0.016136115609839113,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,horizontal_vertical_balance,0.16976257748186274,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,gradient_median,-0.0015963465279974067,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,gradient_iqr,-0.0696402226184414,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,quadrant_jsd,-0.048433844144105224,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,wavelet_energy_1,-0.04740965789728277,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,wavelet_energy_2,-0.07748133052078113,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,wavelet_energy_3,-0.11162972766883104,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,wavelet_energy_4,-0.12786670420456595,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,wavelet_slope,-0.0856518365172562,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,wavelet_curvature,0.01884053970237438,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,lbp_entropy_8,0.1422040147589556,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,lbp_entropy_16,0.02965204409734236,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,lbp_entropy_32,0.003934932728503136,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,local_cv_01,0.03721783164193181,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,local_cv_04,-0.0040526747717992365,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,chromatic_fraction,local_cv_16,-0.05775485859407693,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,lightness_median,0.04430281100087076,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,lightness_iqr,0.02678730500327669,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,chroma_median,0.3350961167357531,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,chroma_iqr,0.23166954858058367,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,chromatic_fraction,0.3383807422564996,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,hue_concentration,1.0,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,hue_entropy,-0.6141206012582373,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,deltae_01,-0.15863488178164248,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,deltae_04,-0.17514952726679045,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,deltae_16,-0.2529485832748976,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,deltae_slope,-0.0568219392485109,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,spectral_slope,-0.0874005016280698,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,spectral_residual,0.011803648490092829,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,spectral_anisotropy,-0.022934326030494907,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,orientation_entropy,-0.04889216401064099,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,horizontal_vertical_balance,0.08613610788331573,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,gradient_median,-0.09846467133259543,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,gradient_iqr,-0.08655075674273224,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,quadrant_jsd,-0.10265918395464206,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,wavelet_energy_1,-0.06615132383893056,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,wavelet_energy_2,-0.044484482004703826,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,wavelet_energy_3,-0.02323860731951495,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,wavelet_energy_4,0.009063274070646665,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,wavelet_slope,0.09423871197378408,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,wavelet_curvature,0.004216199421229315,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,lbp_entropy_8,-0.09355294599875505,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,lbp_entropy_16,0.02886652107616562,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,lbp_entropy_32,0.04885710743326285,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,local_cv_01,-0.11092693466142954,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,local_cv_04,-0.08442586805618303,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_concentration,local_cv_16,-0.07416802430645747,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,lightness_median,-0.10184957956211717,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,lightness_iqr,0.0017480250570682378,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,chroma_median,-0.28022524562851725,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,chroma_iqr,-0.14449616445845442,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,chromatic_fraction,-0.08846256836288703,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,hue_concentration,-0.6141206012582373,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,hue_entropy,0.9999999999999998,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,deltae_01,0.365946490951898,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,deltae_04,0.40561817353343993,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,deltae_16,0.40309226953886296,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,deltae_slope,-0.10208215755195943,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,spectral_slope,0.11867147642386992,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,spectral_residual,-0.12459823133164266,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,spectral_anisotropy,-0.11008013943194166,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,orientation_entropy,0.14686346414067025,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,horizontal_vertical_balance,6.0509974293271894e-05,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,gradient_median,0.15904780019893996,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,gradient_iqr,0.11258910271819784,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,quadrant_jsd,0.15258926273308068,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,wavelet_energy_1,0.09061953648012178,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,wavelet_energy_2,0.04551630092512538,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,wavelet_energy_3,0.017710763426083652,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,wavelet_energy_4,-0.021607265146203557,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,wavelet_slope,-0.1378698034766173,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,wavelet_curvature,0.046490393333209486,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,lbp_entropy_8,0.1525471646921247,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,lbp_entropy_16,-0.0744873805056246,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,lbp_entropy_32,-0.07173757210030576,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,local_cv_01,0.24535677300985823,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,local_cv_04,0.20358112933410097,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,hue_entropy,local_cv_16,0.13317716326328452,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,lightness_median,-0.23772795676160843,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,lightness_iqr,0.13198397072543597,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,chroma_median,0.15740704374325473,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,chroma_iqr,0.2094658401733336,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,chromatic_fraction,0.16999955384552254,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,hue_concentration,-0.15863488178164248,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,hue_entropy,0.36594649095189796,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,deltae_01,0.9999999999999998,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,deltae_04,0.9255731088484739,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,deltae_16,0.7558379593952532,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,deltae_slope,-0.5666427462151797,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,spectral_slope,0.4924310962252598,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,spectral_residual,-0.03196793612518771,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,spectral_anisotropy,-0.39073831624418165,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,orientation_entropy,0.30634202088402607,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,horizontal_vertical_balance,0.28671331647815557,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,gradient_median,0.6758298750268799,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,gradient_iqr,0.6365875826712225,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,quadrant_jsd,-0.21101564904325948,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,wavelet_energy_1,0.5448315773882423,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,wavelet_energy_2,0.5061885909711192,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,wavelet_energy_3,0.39900347157204535,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,wavelet_energy_4,0.2611410486551751,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,wavelet_slope,-0.412308096930853,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,wavelet_curvature,-0.06651338900716523,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,lbp_entropy_8,0.24701937824520903,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,lbp_entropy_16,-0.21132045523887055,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,lbp_entropy_32,-0.24141122875885318,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,local_cv_01,0.8164428261875286,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,local_cv_04,0.6784317296937961,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_01,local_cv_16,0.46614253959596347,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_04,lightness_median,-0.31667449291994065,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_04,lightness_iqr,0.14166529078513745,221,"equal painter mass, equal works within painter"
jpeg90_512,descriptive,deltae_04,chroma_median,0.2115480134919373,221,"equal painter mass, equal works within painter"
