cost_usd,reported_quality,request_id,status,status_code
0.0,low,slot0065,image_returned,200
0.0,low,slot0066,image_returned,200
0.0,low,slot0067,image_returned,200
0.0,low,slot0068,image_returned,200
0.07,,slot0069,image_returned,200
0.07,,slot0070,image_returned,200
0.0683405,,slot0071,image_returned,200
0.0683535,,slot0072,image_returned,200
0.0,low,slot0073,image_returned,200
0.0,low,slot0074,image_returned,200
0.0,low,slot0075,image_returned,200
0.0,low,slot0076,image_returned,200
0.0,low,slot0077,image_returned,200
0.0,low,slot0078,image_returned,200
0.07,,slot0079,image_returned,200
0.07,,slot0080,image_returned,200
0.0,low,slot0081,image_returned,200
0.0,low,slot0082,image_returned,200
0.0,low,slot0083,image_returned,200
0.07,,slot0084,image_returned,200
0.07,,slot0085,image_returned,200
0.07,,slot0086,image_returned,200
0.07,,slot0087,image_returned,200
0.0683015,,slot0088,image_returned,200
0.068173,,slot0089,image_returned,200
0.0,low,slot0090,image_returned,200
0.0,low,slot0091,image_returned,200
0.0,low,slot0092,image_returned,200
0.07,,slot0093,image_returned,200
0.07,,slot0094,image_returned,200
0.0,low,slot0095,image_returned,200
0.0,low,slot0096,image_returned,200
0.0,low,slot0097,image_returned,200
0.06832,,slot0098,image_returned,200
0.0683825,,slot0099,image_returned,200
0.07,,slot0100,image_returned,200
0.07,,slot0101,image_returned,200
0.07,,slot0102,image_returned,200
0.07,,slot0103,image_returned,200
0.0,low,slot0104,image_returned,200
0.0,low,slot0105,image_returned,200
0.0,low,slot0106,image_returned,200
0.07,,slot0107,image_returned,200
,,slot0108,http_error,502
0.07,,slot0108-retry1,image_returned,200
0.068428,,slot0109,image_returned,200
0.0682115,,slot0110,image_returned,200
0.0684295,,slot0111,image_returned,200
0.0683595,,slot0112,image_returned,200
0.0684525,,slot0113,image_returned,200
0.068384,,slot0114,image_returned,200
0.07,,slot0115,image_returned,200
0.07,,slot0116,image_returned,200
0.068375,,slot0117,image_returned,200
0.068442,,slot0118,image_returned,200
0.0,low,slot0119,image_returned,200
0.0,low,slot0120,image_returned,200
0.0,low,slot0121,image_returned,200
0.0683675,,slot0122,image_returned,200
0.068479,,slot0123,image_returned,200
0.0683155,,slot0124,image_returned,200
0.0684005,,slot0125,image_returned,200
0.07,,slot0126,image_returned,200
0.07,,slot0127,image_returned,200
0.07,,slot0128,image_returned,200
0.07,,slot0129,image_returned,200
0.0,low,slot0130,image_returned,200
0.0,low,slot0131,image_returned,200
0.0,low,slot0132,image_returned,200
0.07,,slot0133,image_returned,200
0.07,,slot0134,image_returned,200
0.0,low,slot0135,image_returned,200
0.0,low,slot0136,image_returned,200
0.0,low,slot0137,image_returned,200
0.0,medium,slot0138,image_returned,200
0.0,low,slot0139,image_returned,200
0.0,low,slot0140,image_returned,200
0.0683295,,slot0141,image_returned,200
0.0683015,,slot0142,image_returned,200
0.0,low,slot0143,image_returned,200
0.0,low,slot0144,image_returned,200
0.0,low,slot0145,image_returned,200
0.0685235,,slot0146,image_returned,200
0.068334,,slot0147,image_returned,200
0.0,low,slot0148,image_returned,200
0.0,low,slot0149,image_returned,200
0.0,medium,slot0150,image_returned,200
0.0,low,slot0151,image_returned,200
0.0,low,slot0152,image_returned,200
0.0,low,slot0153,image_returned,200
0.0684135,,slot0154,image_returned,200
0.068371,,slot0155,image_returned,200
0.0,low,slot0156,image_returned,200
0.0,low,slot0157,image_returned,200
0.0,low,slot0158,image_returned,200
0.07,,slot0159,image_returned,200
0.07,,slot0160,image_returned,200
0.0,low,slot0161,image_returned,200
0.0,low,slot0162,image_returned,200
0.0,low,slot0163,image_returned,200
0.068385,,slot0164,image_returned,200
0.0684845,,slot0165,image_returned,200
0.068576,,slot0166,image_returned,200
0.0678525,,slot0167,image_returned,200
0.0,low,slot0168,image_returned,200
0.0,low,slot0169,image_returned,200
0.0,low,slot0170,image_returned,200
0.0,low,slot0171,image_returned,200
0.0,low,slot0172,image_returned,200
0.0,low,slot0173,image_returned,200
0.07,,slot0174,image_returned,200
0.07,,slot0175,image_returned,200
0.0682905,,slot0176,image_returned,200
0.0684595,,slot0177,image_returned,200
0.068327,,slot0178,image_returned,200
0.0684295,,slot0179,image_returned,200
0.0,low,slot0180,image_returned,200
0.0,low,slot0181,image_returned,200
0.0,low,slot0182,image_returned,200
0.0,low,slot0183,image_returned,200
0.0,low,slot0184,image_returned,200
0.0,low,slot0185,image_returned,200
0.0683975,,slot0186,image_returned,200
0.068233,,slot0187,image_returned,200
0.07,,slot0188,image_returned,200
0.07,,slot0189,image_returned,200
0.07,,slot0190,image_returned,200
0.07,,slot0191,image_returned,200
0.07,,slot0192,image_returned,200
0.07,,slot0193,image_returned,200
0.07,,slot0194,image_returned,200
0.07,,slot0195,image_returned,200
0.07,,slot0196,image_returned,200
0.07,,slot0197,image_returned,200
0.07,,slot0198,image_returned,200
0.07,,slot0199,image_returned,200
0.0,low,slot0200,image_returned,200
0.0,low,slot0201,image_returned,200
0.0,low,slot0202,image_returned,200
0.0,low,slot0203,image_returned,200
0.0,low,slot0204,image_returned,200
0.0,low,slot0205,image_returned,200
0.068349,,slot0206,image_returned,200
0.068341,,slot0207,image_returned,200
0.0685065,,slot0208,image_returned,200
0.068492,,slot0209,image_returned,200
0.068413,,slot0210,image_returned,200
0.068436,,slot0211,image_returned,200
0.0,low,slot0212,image_returned,200
0.0,low,slot0213,image_returned,200
0.0,low,slot0214,image_returned,200
0.07,,slot0215,image_returned,200
0.07,,slot0216,image_returned,200
0.07,,slot0217,image_returned,200
0.07,,slot0218,image_returned,200
0.068025,,slot0219,image_returned,200
0.068437,,slot0220,image_returned,200
0.07,,slot0221,image_returned,200
0.07,,slot0222,image_returned,200
0.0685435,,slot0223,image_returned,200
0.0684015,,slot0224,image_returned,200
0.06845,,slot0225,image_returned,200
0.068383,,slot0226,image_returned,200
0.07,,slot0227,image_returned,200
0.07,,slot0228,image_returned,200
0.0,low,slot0229,image_returned,200
0.0,low,slot0230,image_returned,200
0.0,low,slot0231,image_returned,200
0.07,,slot0232,image_returned,200
0.07,,slot0233,image_returned,200
0.068457,,slot0234,image_returned,200
0.0684425,,slot0235,image_returned,200
0.068424,,slot0236,image_returned,200
0.068342,,slot0237,image_returned,200
0.06831,,slot0238,image_returned,200
0.0684455,,slot0239,image_returned,200
0.068077,,slot0240,image_returned,200
0.068238,,slot0241,image_returned,200
0.0,low,slot0242,image_returned,200
0.0,low,slot0243,image_returned,200
0.0,low,slot0244,image_returned,200
0.07,,slot0245,image_returned,200
0.07,,slot0246,image_returned,200
0.07,,slot0247,image_returned,200
0.07,,slot0248,image_returned,200
0.0,low,slot0249,image_returned,200
0.0,low,slot0250,image_returned,200
0.0,low,slot0251,image_returned,200
0.068375,,slot0252,image_returned,200
0.06837,,slot0253,image_returned,200
0.068435,,slot0254,image_returned,200
0.068473,,slot0255,image_returned,200
0.0,low,slot0256,image_returned,200
0.0,low,slot0257,image_returned,200
0.0,low,slot0258,image_returned,200
0.0683885,,slot0259,image_returned,200
0.068362,,slot0260,image_returned,200
0.0,low,slot0261,image_returned,200
0.0,low,slot0262,image_returned,200
0.0,low,slot0263,image_returned,200
0.068503,,slot0264,image_returned,200
0.0682865,,slot0265,image_returned,200
0.0683105,,slot0266,image_returned,200
0.0684585,,slot0267,image_returned,200
0.07,,slot0268,image_returned,200
0.07,,slot0269,image_returned,200
0.07,,slot0270,image_returned,200
0.07,,slot0271,image_returned,200
0.07,,slot0272,image_returned,200
0.07,,slot0273,image_returned,200
0.0,low,slot0274,image_returned,200
0.0,low,slot0275,image_returned,200
0.0,low,slot0276,image_returned,200
0.0,low,slot0277,image_returned,200
0.0,low,slot0278,image_returned,200
0.0,low,slot0279,image_returned,200
0.07,,slot0280,image_returned,200
0.07,,slot0281,image_returned,200
0.07,,slot0282,image_returned,200
0.07,,slot0283,image_returned,200
0.0682005,,slot0284,image_returned,200
0.0684035,,slot0285,image_returned,200
0.0684975,,slot0286,image_returned,200
0.0684125,,slot0287,image_returned,200
0.07,,slot0288,image_returned,200
0.07,,slot0289,image_returned,200
0.068322,,slot0290,image_returned,200
0.0681415,,slot0291,image_returned,200
0.068372,,slot0292,image_returned,200
0.0681655,,slot0293,image_returned,200
0.0,low,slot0294,image_returned,200
0.0,low,slot0295,image_returned,200
0.0,low,slot0296,image_returned,200
0.0683785,,slot0297,image_returned,200
0.0683375,,slot0298,image_returned,200
0.0,low,slot0299,image_returned,200
0.0,low,slot0300,image_returned,200
0.0,low,slot0301,image_returned,200
0.07,,slot0302,image_returned,200
0.07,,slot0303,image_returned,200
0.07,,slot0304,image_returned,200
0.07,,slot0305,image_returned,200
0.07,,slot0306,image_returned,200
0.07,,slot0307,image_returned,200
0.0,low,slot0308,image_returned,200
0.0,low,slot0309,image_returned,200
0.0,low,slot0310,image_returned,200
0.07,,slot0311,image_returned,200
0.07,,slot0312,image_returned,200
0.0683855,,slot0313,image_returned,200
0.068524,,slot0314,image_returned,200
0.0,low,slot0315,image_returned,200
0.0,low,slot0316,image_returned,200
0.0,low,slot0317,image_returned,200
0.07,,slot0318,image_returned,200
0.07,,slot0319,image_returned,200
0.0684015,,slot0320,image_returned,200
0.068383,,slot0321,image_returned,200
0.0682955,,slot0322,image_returned,200
0.068464,,slot0323,image_returned,200
0.07,,slot0324,image_returned,200
0.07,,slot0325,image_returned,200
0.07,,slot0326,image_returned,200
0.07,,slot0327,image_returned,200
0.0,low,slot0328,image_returned,200
0.0,low,slot0329,image_returned,200
0.0,low,slot0330,image_returned,200
0.0683825,,slot0331,image_returned,200
0.0684405,,slot0332,image_returned,200
0.0,low,slot0333,image_returned,200
0.0,low,slot0334,image_returned,200
0.0,low,slot0335,image_returned,200
0.0,low,slot0336,image_returned,200
0.0,low,slot0337,image_returned,200
0.0,low,slot0338,image_returned,200
0.0,low,slot0339,image_returned,200
0.0,low,slot0340,image_returned,200
0.0,low,slot0341,image_returned,200
0.0,low,slot0342,image_returned,200
0.0,low,slot0343,image_returned,200
0.0,low,slot0344,image_returned,200
0.07,,slot0345,image_returned,200
0.07,,slot0346,image_returned,200
0.07,,slot0347,image_returned,200
0.07,,slot0348,image_returned,200
0.07,,slot0349,image_returned,200
0.07,,slot0350,image_returned,200
0.0,low,slot0351,image_returned,200
0.0,low,slot0352,image_returned,200
0.0,low,slot0353,image_returned,200
0.0,low,slot0354,image_returned,200
0.0,low,slot0355,image_returned,200
0.0,low,slot0356,image_returned,200
0.07,,slot0357,image_returned,200
0.07,,slot0358,image_returned,200
0.0,low,slot0359,image_returned,200
0.0,low,slot0360,image_returned,200
0.0,low,slot0361,image_returned,200
0.0,low,slot0362,image_returned,200
0.0,low,slot0363,image_returned,200
0.0,low,slot0364,image_returned,200
0.068383,,slot0365,image_returned,200
0.068366,,slot0366,image_returned,200
0.068387,,slot0367,image_returned,200
0.0684105,,slot0368,image_returned,200
0.0684175,,slot0369,image_returned,200
0.0684165,,slot0370,image_returned,200
0.0,low,slot0371,image_returned,200
0.0,low,slot0372,image_returned,200
0.0,low,slot0373,image_returned,200
0.068299,,slot0374,image_returned,200
0.0684345,,slot0375,image_returned,200
0.07,,slot0376,image_returned,200
0.07,,slot0377,image_returned,200
0.0683975,,slot0378,image_returned,200
0.068467,,slot0379,image_returned,200
0.0,low,slot0380,image_returned,200
0.0,low,slot0381,image_returned,200
0.0,low,slot0382,image_returned,200
0.0683725,,slot0383,image_returned,200
0.0683355,,slot0384,image_returned,200
0.07,,slot0385,image_returned,200
0.07,,slot0386,image_returned,200
0.068396,,slot0387,image_returned,200
0.068173,,slot0388,image_returned,200
0.06834,,slot0389,image_returned,200
0.0683875,,slot0390,image_returned,200
0.0,low,slot0391,image_returned,200
0.0,low,slot0392,image_returned,200
0.0,low,slot0393,image_returned,200
0.068468,,slot0394,image_returned,200
0.068326,,slot0395,image_returned,200
0.07,,slot0396,image_returned,200
0.07,,slot0397,image_returned,200
0.068381,,slot0398,image_returned,200
0.0683355,,slot0399,image_returned,200
0.0685255,,slot0400,image_returned,200
0.0682485,,slot0401,image_returned,200
0.0,low,slot0402,image_returned,200
0.0,low,slot0403,image_returned,200
0.0,low,slot0404,image_returned,200
0.07,,slot0405,image_returned,200
0.07,,slot0406,image_returned,200
0.07,,slot0407,image_returned,200
0.07,,slot0408,image_returned,200
0.0684005,,slot0409,image_returned,200
0.068476,,slot0410,image_returned,200
0.07,,slot0411,image_returned,200
0.07,,slot0412,image_returned,200
0.0,low,slot0413,image_returned,200
0.0,low,slot0414,image_returned,200
0.0,low,slot0415,image_returned,200
0.07,,slot0416,image_returned,200
0.07,,slot0417,image_returned,200
0.07,,slot0418,image_returned,200
0.07,,slot0419,image_returned,200
0.07,,slot0420,image_returned,200
0.07,,slot0421,image_returned,200
0.0683985,,slot0422,image_returned,200
0.0683375,,slot0423,image_returned,200
0.07,,slot0424,image_returned,200
0.07,,slot0425,image_returned,200
0.07,,slot0426,image_returned,200
0.07,,slot0427,image_returned,200
0.07,,slot0428,image_returned,200
0.07,,slot0429,image_returned,200
0.0,low,slot0430,image_returned,200
0.0,low,slot0431,image_returned,200
0.0,low,slot0432,image_returned,200
0.068336,,slot0433,image_returned,200
0.068547,,slot0434,image_returned,200
0.0686625,,slot0435,image_returned,200
0.0684305,,slot0436,image_returned,200
0.0,low,slot0437,image_returned,200
0.0,low,slot0438,image_returned,200
0.0,low,slot0439,image_returned,200
0.0,low,slot0440,image_returned,200
0.0,low,slot0441,image_returned,200
0.0,low,slot0442,image_returned,200
0.07,,slot0443,image_returned,200
0.07,,slot0444,image_returned,200
0.0,low,slot0445,image_returned,200
0.0,low,slot0446,image_returned,200
0.0,low,slot0447,image_returned,200
0.07,,slot0448,image_returned,200
0.07,,slot0449,image_returned,200
0.068451,,slot0450,image_returned,200
0.068371,,slot0451,image_returned,200
0.0,low,slot0452,image_returned,200
0.0,low,slot0453,image_returned,200
0.0,low,slot0454,image_returned,200
0.0,low,slot0455,image_returned,200
0.0,low,slot0456,image_returned,200
0.0,low,slot0457,image_returned,200
0.0,low,slot0458,image_returned,200
0.0,low,slot0459,image_returned,200
0.0,low,slot0460,image_returned,200
0.0683115,,slot0461,image_returned,200
0.068323,,slot0462,image_returned,200
0.0,low,slot0463,image_returned,200
0.0,low,slot0464,image_returned,200
0.0,low,slot0465,image_returned,200
0.0,low,slot0466,image_returned,200
0.0,low,slot0467,image_returned,200
0.0,low,slot0468,image_returned,200
0.07,,slot0469,image_returned,200
0.07,,slot0470,image_returned,200
0.068304,,slot0471,image_returned,200
0.0684785,,slot0472,image_returned,200
0.068396,,slot0473,image_returned,200
0.0684715,,slot0474,image_returned,200
0.0,low,slot0475,image_returned,200
0.0,low,slot0476,image_returned,200
0.0,low,slot0477,image_returned,200
0.0,medium,slot0478,image_returned,200
0.0,low,slot0479,image_returned,200
0.0,low,slot0480,image_returned,200
0.068101,,slot0481,image_returned,200
0.0684585,,slot0482,image_returned,200
0.0,low,slot0483,image_returned,200
0.0,low,slot0484,image_returned,200
0.0,low,slot0485,image_returned,200
0.07,,slot0486,image_returned,200
0.07,,slot0487,image_returned,200
0.07,,slot0488,image_returned,200
0.07,,slot0489,image_returned,200
0.0,low,slot0490,image_returned,200
0.0,low,slot0491,image_returned,200
0.0,medium,slot0492,image_returned,200
0.0684615,,slot0493,image_returned,200
0.068489,,slot0494,image_returned,200
0.0,low,slot0495,image_returned,200
0.0,low,slot0496,image_returned,200
0.0,low,slot0497,image_returned,200
0.0684395,,slot0498,image_returned,200
0.0683035,,slot0499,image_returned,200
0.07,,slot0500,image_returned,200
0.07,,slot0501,image_returned,200
0.07,,slot0502,image_returned,200
0.07,,slot0503,image_returned,200
0.06841,,slot0504,image_returned,200
0.068451,,slot0505,image_returned,200
0.07,,slot0506,image_returned,200
0.07,,slot0507,image_returned,200
0.0,low,slot0508,image_returned,200
0.0,low,slot0509,image_returned,200
0.0,low,slot0510,image_returned,200
0.0,low,slot0511,image_returned,200
0.0,low,slot0512,image_returned,200
0.0,low,slot0513,image_returned,200
0.068322,,slot0514,image_returned,200
0.0684125,,slot0515,image_returned,200
0.07,,slot0516,image_returned,200
0.07,,slot0517,image_returned,200
0.0,low,slot0518,image_returned,200
0.0,low,slot0519,image_returned,200
0.0,low,slot0520,image_returned,200
0.07,,slot0521,image_returned,200
0.07,,slot0522,image_returned,200
0.07,,slot0523,image_returned,200
0.07,,slot0524,image_returned,200
0.0,low,slot0525,image_returned,200
0.0,low,slot0526,image_returned,200
0.0,low,slot0527,image_returned,200
0.07,,slot0528,image_returned,200
0.07,,slot0529,image_returned,200
0.0684065,,slot0530,image_returned,200
0.0684435,,slot0531,image_returned,200
0.07,,slot0532,image_returned,200
0.07,,slot0533,image_returned,200
0.0,low,slot0534,image_returned,200
0.0,low,slot0535,image_returned,200
0.0,low,slot0536,image_returned,200
0.068337,,slot0537,image_returned,200
0.068393,,slot0538,image_returned,200
0.0,low,slot0539,image_returned,200
0.0,low,slot0540,image_returned,200
0.0,low,slot0541,image_returned,200
0.0681445,,slot0542,image_returned,200
0.06833,,slot0543,image_returned,200
0.07,,slot0544,image_returned,200
0.07,,slot0545,image_returned,200
0.0,low,slot0546,image_returned,200
0.0,low,slot0547,image_returned,200
0.0,low,slot0548,image_returned,200
0.07,,slot0549,image_returned,200
0.07,,slot0550,image_returned,200
0.068139,,slot0551,image_returned,200
0.068434,,slot0552,image_returned,200
0.07,,slot0553,image_returned,200
0.07,,slot0554,image_returned,200
0.0683415,,slot0555,image_returned,200
0.068365,,slot0556,image_returned,200
0.0,low,slot0557,image_returned,200
0.0,low,slot0558,image_returned,200
0.0,low,slot0559,image_returned,200
0.07,,slot0560,image_returned,200
0.07,,slot0561,image_returned,200
0.068369,,slot0562,image_returned,200
0.0684775,,slot0563,image_returned,200
0.0685645,,slot0564,image_returned,200
0.0684285,,slot0565,image_returned,200
0.0,low,slot0566,image_returned,200
0.0,low,slot0567,image_returned,200
0.0,low,slot0568,image_returned,200
0.0,low,slot0569,image_returned,200
0.0,low,slot0570,image_returned,200
0.0,low,slot0571,image_returned,200
0.07,,slot0572,image_returned,200
0.07,,slot0573,image_returned,200
0.0,low,slot0574,image_returned,200
0.0,low,slot0575,image_returned,200
0.0,low,slot0576,image_returned,200
0.068476,,slot0577,image_returned,200
0.0684635,,slot0578,image_returned,200
0.0,low,slot0579,image_returned,200
0.0,low,slot0580,image_returned,200
0.0,low,slot0581,image_returned,200
0.068332,,slot0582,image_returned,200
0.06849,,slot0583,image_returned,200
0.07,,slot0584,image_returned,200
0.07,,slot0585,image_returned,200
0.0685725,,slot0586,image_returned,200
0.0684245,,slot0587,image_returned,200
0.0684425,,slot0588,image_returned,200
0.06828,,slot0589,image_returned,200
0.068441,,slot0590,image_returned,200
0.068371,,slot0591,image_returned,200
0.0683885,,slot0592,image_returned,200
0.068398,,slot0593,image_returned,200
0.0,low,slot0594,image_returned,200
0.0,low,slot0595,image_returned,200
0.0,low,slot0596,image_returned,200
0.0683655,,slot0597,image_returned,200
0.068357,,slot0598,image_returned,200
0.0,low,slot0599,image_returned,200
0.0,low,slot0600,image_returned,200
0.0,low,slot0601,image_returned,200
0.07,,slot0602,image_returned,200
0.07,,slot0603,image_returned,200
0.068382,,slot0604,image_returned,200
0.0683855,,slot0605,image_returned,200
0.07,,slot0606,image_returned,200
0.07,,slot0607,image_returned,200
0.07,,slot0608,image_returned,200
0.07,,slot0609,image_returned,200
0.07,,slot0610,image_returned,200
0.07,,slot0611,image_returned,200
0.07,,slot0612,image_returned,200
0.07,,slot0613,image_returned,200
0.0,low,slot0614,image_returned,200
0.0,,slot0615,http_error,400
0.0,low,slot0616,image_returned,200
0.07,,slot0617,image_returned,200
0.07,,slot0618,image_returned,200
0.0,low,slot0619,image_returned,200
0.0,low,slot0620,image_returned,200
0.0,low,slot0621,image_returned,200
0.0,low,slot0622,image_returned,200
0.0,low,slot0623,image_returned,200
0.0,low,slot0624,image_returned,200
0.068379,,slot0625,image_returned,200
0.068291,,slot0626,image_returned,200
0.0,low,slot0627,image_returned,200
0.0,low,slot0628,image_returned,200
0.0,low,slot0629,image_returned,200
0.0,low,slot0630,image_returned,200
0.0,low,slot0631,image_returned,200
0.0,low,slot0632,image_returned,200
0.0,low,slot0633,image_returned,200
0.0,low,slot0634,image_returned,200
0.0,low,slot0635,image_returned,200
0.0,low,slot0636,image_returned,200
0.0,low,slot0637,image_returned,200
0.0,low,slot0638,image_returned,200
0.07,,slot0639,image_returned,200
0.07,,slot0640,image_returned,200
0.0685485,,slot0641,image_returned,200
0.0683915,,slot0642,image_returned,200
0.07,,slot0643,image_returned,200
0.07,,slot0644,image_returned,200
0.07,,slot0645,image_returned,200
0.07,,slot0646,image_returned,200
0.07,,slot0647,image_returned,200
0.07,,slot0648,image_returned,200
0.0683685,,slot0649,image_returned,200
0.0684185,,slot0650,image_returned,200
0.0682955,,slot0651,image_returned,200
0.0683485,,slot0652,image_returned,200
0.067936,,slot0653,image_returned,200
0.068234,,slot0654,image_returned,200
0.07,,slot0655,image_returned,200
0.07,,slot0656,image_returned,200
0.0,low,slot0657,image_returned,200
0.0,low,slot0658,image_returned,200
0.0,low,slot0659,image_returned,200
0.068433,,slot0660,image_returned,200
0.0684475,,slot0661,image_returned,200
0.0685415,,slot0662,image_returned,200
0.068059,,slot0663,image_returned,200
0.0,low,slot0664,image_returned,200
0.0,low,slot0665,image_returned,200
0.0,low,slot0666,image_returned,200
0.0684525,,slot0667,image_returned,200
0.0684215,,slot0668,image_returned,200
0.0,low,slot0669,image_returned,200
0.0,low,slot0670,image_returned,200
0.0,low,slot0671,image_returned,200
0.068128,,slot0672,image_returned,200
0.0685215,,slot0673,image_returned,200
0.0,low,slot0674,image_returned,200
0.0,low,slot0675,image_returned,200
0.0,low,slot0676,image_returned,200
0.0683385,,slot0677,image_returned,200
0.0684865,,slot0678,image_returned,200
0.0,low,slot0679,image_returned,200
0.0,low,slot0680,image_returned,200
0.0,low,slot0681,image_returned,200
0.0,low,slot0682,image_returned,200
0.0,low,slot0683,image_returned,200
0.0,low,slot0684,image_returned,200
0.0,low,slot0685,image_returned,200
0.0,low,slot0686,image_returned,200
0.0,low,slot0687,image_returned,200
0.0,low,slot0688,image_returned,200
0.0,low,slot0689,image_returned,200
0.0,low,slot0690,image_returned,200
0.07,,slot0691,image_returned,200
0.07,,slot0692,image_returned,200
0.07,,slot0693,image_returned,200
0.07,,slot0694,image_returned,200
0.0683085,,slot0695,image_returned,200
0.068336,,slot0696,image_returned,200
0.07,,slot0697,image_returned,200
0.07,,slot0698,image_returned,200
0.0,low,slot0699,image_returned,200
0.0,low,slot0700,image_returned,200
0.0,low,slot0701,image_returned,200
0.068179,,slot0702,image_returned,200
0.0683165,,slot0703,image_returned,200
0.07,,slot0704,image_returned,200
0.07,,slot0705,image_returned,200
0.0,low,slot0706,image_returned,200
0.0,low,slot0707,image_returned,200
0.0,low,slot0708,image_returned,200
0.07,,slot0709,image_returned,200
0.07,,slot0710,image_returned,200
0.07,,slot0711,image_returned,200
0.07,,slot0712,image_returned,200
0.0,low,slot0713,image_returned,200
0.0,low,slot0714,image_returned,200
0.0,low,slot0715,image_returned,200
0.0684495,,slot0716,image_returned,200
0.068362,,slot0717,image_returned,200
0.07,,slot0718,image_returned,200
0.07,,slot0719,image_returned,200
0.06826,,slot0720,image_returned,200
0.06833,,slot0721,image_returned,200
0.068464,,slot0722,image_returned,200
0.0684515,,slot0723,image_returned,200
0.07,,slot0724,image_returned,200
0.07,,slot0725,image_returned,200
0.0681845,,slot0726,image_returned,200
0.0683665,,slot0727,image_returned,200
0.07,,slot0728,image_returned,200
0.07,,slot0729,image_returned,200
0.0,low,slot0730,image_returned,200
0.0,low,slot0731,image_returned,200
0.0,low,slot0732,image_returned,200
0.07,,slot0733,image_returned,200
0.07,,slot0734,image_returned,200
0.07,,slot0735,image_returned,200
0.07,,slot0736,image_returned,200
0.0,low,slot0737,image_returned,200
0.0,low,slot0738,image_returned,200
0.0,low,slot0739,image_returned,200
0.0683835,,slot0740,image_returned,200
0.0683735,,slot0741,image_returned,200
0.0,low,slot0742,image_returned,200
0.0,low,slot0743,image_returned,200
0.0,low,slot0744,image_returned,200
0.07,,slot0745,image_returned,200
0.07,,slot0746,image_returned,200
0.068443,,slot0747,image_returned,200
0.0683135,,slot0748,image_returned,200
0.068388,,slot0749,image_returned,200
0.0682285,,slot0750,image_returned,200
0.07,,slot0751,image_returned,200
0.07,,slot0752,image_returned,200
0.0,low,slot0753,image_returned,200
0.0,low,slot0754,image_returned,200
0.0,low,slot0755,image_returned,200
0.07,,slot0756,image_returned,200
0.07,,slot0757,image_returned,200
0.068348,,slot0758,image_returned,200
0.068433,,slot0759,image_returned,200
0.07,,slot0760,image_returned,200
0.07,,slot0761,image_returned,200
0.0,low,slot0762,image_returned,200
0.0,low,slot0763,image_returned,200
0.0,low,slot0764,image_returned,200
0.07,,slot0765,image_returned,200
0.07,,slot0766,image_returned,200
0.07,,slot0767,image_returned,200
0.07,,slot0768,image_returned,200
0.0,low,slot0769,image_returned,200
0.0,low,slot0770,image_returned,200
0.0,low,slot0771,image_returned,200
0.0683235,,slot0772,image_returned,200
0.068405,,slot0773,image_returned,200
0.068375,,slot0774,image_returned,200
0.068281,,slot0775,image_returned,200
0.0,low,slot0776,image_returned,200
0.0,low,slot0777,image_returned,200
0.0,low,slot0778,image_returned,200
0.0,low,slot0779,image_returned,200
