cell_id,condition,cross_twice,energy,generated_decomposition.between_brief_means,generated_decomposition.between_brief_within_class,generated_decomposition.between_class,generated_decomposition.identity_residual,generated_decomposition.total_trace,generated_decomposition.within_brief,generated_decomposition.within_class,generated_squared_iqr_sum,generated_trace,generated_weight_effective_size,generated_within,metric_view,n_generated,n_reference,painter_id,pipeline,reference_decomposition.between_class,reference_decomposition.identity_residual,reference_decomposition.total_trace,reference_decomposition.within_class,reference_membership,reference_squared_iqr_sum,reference_trace,reference_weight_effective_size,reference_within,route,squared_iqr_sum_ratio,status,target.built,target.land,target.water,trace_ratio
jpeg90_512:flux_2_max:paul_cezanne:named,named,10.125337544692218,0.8290030281895717,5.806293797428752,4.664139010113791,1.1421547873149607,0.0,7.929435166821506,2.123141369392754,6.787280379506544,13.78434820316148,7.929435166821507,54.132158590308364,3.7588501953181677,original31,72,32,paul_cezanne,jpeg90_512,1.0156195822643337,-3.552713678800501e-15,17.953284476211433,16.9376648939471,jpeg90_512:reference:paul_cezanne,25.26685999270902,17.95328447621143,32.0,5.537484321184479,flux_2_max,0.545550503985817,descriptive,0.34375,0.5625,0.09375,0.44167044628119245
jpeg90_512:flux_2_max:paul_cezanne:named,named,9.498603318708042,0.741982938471482,5.1309549386255995,4.194757236789076,0.9361977018365228,0.0,6.950025146255326,1.8190702076297267,6.013827444418803,12.078002067470454,6.950025146255326,54.132158590308364,3.5026750206499404,nonredundant28,72,32,paul_cezanne,jpeg90_512,0.8004954306680007,0.0,16.23808701960288,15.437591588934877,jpeg90_512:reference:paul_cezanne,22.525186918411485,16.238087019602876,32.0,5.25394535958662,flux_2_max,0.5361998597933151,descriptive,0.34375,0.5625,0.09375,0.42800763032401207
jpeg90_512:flux_2_max:paul_cezanne:named,named,3.184044321628817,0.25579725240730977,0.6146653792991054,0.49822442418767937,0.11644095511142602,1.1102230246251565e-16,0.8306704049605992,0.2160050256614937,0.7142294498491732,1.3938914637372748,0.8306704049605993,54.132158590308364,1.210880084889648,family_balanced31,72,32,paul_cezanne,jpeg90_512,0.09723271979537287,2.220446049250313e-16,1.7142250002898867,1.6169922804945136,jpeg90_512:reference:paul_cezanne,2.38826253296888,1.714225000289887,32.0,1.7173669843318593,flux_2_max,0.5836424783687874,descriptive,0.34375,0.5625,0.09375,0.4845748981727179
jpeg90_512:flux_2_max:paul_cezanne:named,named,7.780537281278801,0.6885857317555861,4.521079068940992,3.6364736733511447,0.8846053955898467,-8.881784197001252e-16,5.892564423354697,1.371485354413707,5.007959027764851,9.415952012291196,5.892564423354697,54.132158590308364,3.1906134610905905,no_texture19,72,32,paul_cezanne,jpeg90_512,0.4772262417726641,0.0,8.6536344664523,8.176408224679635,jpeg90_512:reference:paul_cezanne,12.14849119453308,8.6536344664523,32.0,3.9013380884326243,flux_2_max,0.7750717238473575,descriptive,0.34375,0.5625,0.09375,0.6809352123894888
jpeg90_512:nano_banana_2:claude_monet:artist_free,artist_free,18.30954307364542,4.2285706443504925,25.13743086707963,21.140361853213378,3.99706901386625,-7.105427357601002e-15,31.140777045798977,6.003346178719358,27.143708031932732,50.90243024647167,31.140777045798984,55.36102236421725,7.19546431128113,original31,72,38,claude_monet,jpeg90_512,3.2737291429702324,0.0,27.048029130123687,23.774299987153455,jpeg90_512:reference:claude_monet,44.016125915211944,27.04802913012368,38.0,6.885508118013796,nano_banana_2,1.1564495781506254,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.1513140900575698
jpeg90_512:nano_banana_2:claude_monet:artist_free,artist_free,17.74409057553129,4.186665350464546,23.985883812846886,20.183268008510776,3.80261580433611,3.552713678800501e-15,29.662030374479265,5.676146561632374,25.85941457014315,47.91200271493277,29.662030374479258,55.36102236421725,7.008121580084039,nonredundant28,72,38,claude_monet,jpeg90_512,2.9206962614627523,7.105427357601002e-15,24.49587123380138,21.575174972338623,jpeg90_512:reference:claude_monet,39.577530036611314,24.495871233801374,38.0,6.549303644982704,nano_banana_2,1.2105859731673914,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.210899179350241
jpeg90_512:nano_banana_2:claude_monet:artist_free,artist_free,5.731916938644543,1.2623348880397107,2.6631725529043044,2.2078712617443124,0.4553012911599922,4.440892098500626e-16,3.283793579361107,0.6206210264568022,2.8284922882011143,5.378153718930489,3.2837935793611064,55.36102236421725,2.33640836594045,family_balanced31,72,38,claude_monet,jpeg90_512,0.3093485780619911,0.0,2.5761413537648084,2.2667927757028172,jpeg90_512:reference:claude_monet,4.321904132869837,2.576141353764809,38.0,2.1331736846643827,nano_banana_2,1.2443944968671203,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.2746946414885676
jpeg90_512:nano_banana_2:claude_monet:artist_free,artist_free,13.174161248856294,2.2078330442982272,17.674046039801283,14.30890434714967,3.3651416926516116,-3.552713678800501e-15,21.302982248127275,3.628936208325994,17.937840555475667,35.63169735962164,21.302982248127275,55.36102236421725,5.956564328462975,no_texture19,72,38,claude_monet,jpeg90_512,1.8675697734258505,1.7763568394002505e-15,13.895004772722581,12.027434999296728,jpeg90_512:reference:claude_monet,28.078813965473355,13.895004772722578,38.0,5.009763876095091,nano_banana_2,1.2689886903141836,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.5331396135931794
jpeg90_512:nano_banana_2:claude_monet:named,named,16.33977929214206,3.420628065666568,16.83375588503263,13.32172122191999,3.5120346631126393,-3.552713678800501e-15,21.545447626439636,4.711691741407008,18.033412963327,42.62385868930822,21.545447626439643,55.36102236421725,6.033643108461698,original31,72,38,claude_monet,jpeg90_512,3.2737291429702324,0.0,27.048029130123687,23.774299987153455,jpeg90_512:reference:claude_monet,44.016125915211944,27.04802913012368,38.0,6.885508118013796,nano_banana_2,0.9683691556911291,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.7965625710763615
jpeg90_512:nano_banana_2:claude_monet:named,named,15.68128228336781,3.232208848880287,16.232932688646407,12.770964850560667,3.4619678380857404,0.0,20.691980341120214,4.459047652473807,17.230012503034473,41.684924285210315,20.691980341120217,55.36102236421725,5.89976978950482,nonredundant28,72,38,claude_monet,jpeg90_512,2.9206962614627523,7.105427357601002e-15,24.49587123380138,21.575174972338623,jpeg90_512:reference:claude_monet,39.577530036611314,24.495871233801374,38.0,6.549303644982704,nano_banana_2,1.0532472402054789,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.8447129781025203
jpeg90_512:nano_banana_2:claude_monet:named,named,5.115024643183831,1.0353631800338117,1.7570811352430074,1.3465935381296488,0.41048759711335847,0.0,2.2425547842794833,0.48547364903647583,1.832067187166125,4.397347562387747,2.2425547842794837,55.36102236421725,1.9464877784856363,family_balanced31,72,38,claude_monet,jpeg90_512,0.3093485780619911,0.0,2.5761413537648084,2.2667927757028172,jpeg90_512:reference:claude_monet,4.321904132869837,2.576141353764809,38.0,2.1331736846643827,nano_banana_2,1.0174560626979512,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.870509213713053
jpeg90_512:nano_banana_2:claude_monet:named,named,12.29629224770169,2.195077601236438,12.378220356755252,9.126535311931587,3.251685044823665,1.7763568394002505e-15,15.387432377322042,3.0092120205667894,12.135747332498376,30.78689881553621,15.387432377322042,55.36102236421725,5.091450770370161,no_texture19,72,38,claude_monet,jpeg90_512,1.8675697734258505,1.7763568394002505e-15,13.895004772722581,12.027434999296728,jpeg90_512:reference:claude_monet,28.078813965473355,13.895004772722578,38.0,5.009763876095091,nano_banana_2,1.0964458418148575,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.1074074913258947
jpeg90_512:nano_banana_2:paul_cezanne:artist_free,artist_free,16.84170915653613,4.77270295675109,21.098977605864047,18.9737142470982,2.1252633587658467,-3.552713678800501e-15,27.37758256823713,6.278604962373087,25.252319209471285,35.244691701420834,27.377582568237134,54.13215859030838,6.531521878600561,original31,72,32,paul_cezanne,jpeg90_512,1.0156195822643337,-3.552713678800501e-15,17.953284476211433,16.9376648939471,jpeg90_512:reference:paul_cezanne,25.26685999270902,17.95328447621143,32.0,5.537484321184479,nano_banana_2,1.3948979695771857,descriptive,0.34375,0.5625,0.09375,1.5249344822956015
jpeg90_512:nano_banana_2:paul_cezanne:artist_free,artist_free,16.165743692786915,4.569752785521544,19.88121796688567,17.85842440602245,2.022793560863222,0.0,25.912585634529044,6.031367667643373,23.889792073665824,32.77604219019544,25.912585634529048,54.13215859030838,6.342045547678751,nonredundant28,72,32,paul_cezanne,jpeg90_512,0.8004954306680007,0.0,16.23808701960288,15.437591588934877,jpeg90_512:reference:paul_cezanne,22.525186918411485,16.238087019602876,32.0,5.25394535958662,nano_banana_2,1.455084137988004,descriptive,0.34375,0.5625,0.09375,1.5957905388268312
jpeg90_512:nano_banana_2:paul_cezanne:artist_free,artist_free,5.239089170494249,1.4368266839814927,2.168305047894507,1.933645472239953,0.2346595756545541,0.0,2.783086984265132,0.614781936370625,2.548427408610578,3.4419640115110726,2.7830869842651325,54.13215859030838,2.084895502180897,family_balanced31,72,32,paul_cezanne,jpeg90_512,0.09723271979537287,2.220446049250313e-16,1.7142250002898867,1.6169922804945136,jpeg90_512:reference:paul_cezanne,2.38826253296888,1.714225000289887,32.0,1.7173669843318593,nano_banana_2,1.4412000205154678,descriptive,0.34375,0.5625,0.09375,1.6235249070539128
jpeg90_512:nano_banana_2:paul_cezanne:artist_free,artist_free,11.629975816587981,2.6027327405260783,13.557003890699477,11.946918934027426,1.6100849566720496,0.0,16.412340014220906,2.8553361235214303,14.802255057548859,20.415960988916485,16.412340014220906,54.13215859030838,5.125904987629279,no_texture19,72,32,paul_cezanne,jpeg90_512,0.4772262417726641,0.0,8.6536344664523,8.176408224679635,jpeg90_512:reference:paul_cezanne,12.14849119453308,8.6536344664523,32.0,3.9013380884326243,nano_banana_2,1.6805346986713736,descriptive,0.34375,0.5625,0.09375,1.8965834618791584
jpeg90_512:nano_banana_2:paul_cezanne:named,named,13.09301077500923,3.0025532465549825,7.554540549735792,6.782341006829538,0.7721995429062541,1.7763568394002505e-15,11.930536165808501,4.375995616072707,11.158336622902247,19.955053496793678,11.930536165808503,54.13215859030838,4.552973207269768,original31,72,32,paul_cezanne,jpeg90_512,1.0156195822643337,-3.552713678800501e-15,17.953284476211433,16.9376648939471,jpeg90_512:reference:paul_cezanne,25.26685999270902,17.95328447621143,32.0,5.537484321184479,nano_banana_2,0.7897718000001539,descriptive,0.34375,0.5625,0.09375,0.6645322298333085
jpeg90_512:nano_banana_2:paul_cezanne:named,named,12.473808790507668,2.811564350872241,7.105828504583475,6.387016284421515,0.7188122201619604,1.7763568394002505e-15,11.21706694949283,4.111238444909354,10.498254729330869,18.702312939147102,11.217066949492828,54.13215859030838,4.408299080048807,nonredundant28,72,32,paul_cezanne,jpeg90_512,0.8004954306680007,0.0,16.23808701960288,15.437591588934877,jpeg90_512:reference:paul_cezanne,22.525186918411485,16.238087019602876,32.0,5.25394535958662,nano_banana_2,0.8302844725279652,descriptive,0.34375,0.5625,0.09375,0.6907874638158674
jpeg90_512:nano_banana_2:paul_cezanne:named,named,4.062964322495917,0.8851937565154004,0.7706576041574653,0.6898978290297628,0.08075977512770252,-2.220446049250313e-16,1.2286912975928534,0.4580336934353883,1.1479315224651512,2.045624153675992,1.2286912975928537,54.13215859030838,1.4604035816486574,family_balanced31,72,32,paul_cezanne,jpeg90_512,0.09723271979537287,2.220446049250313e-16,1.7142250002898867,1.6169922804945136,jpeg90_512:reference:paul_cezanne,2.38826253296888,1.714225000289887,32.0,1.7173669843318593,nano_banana_2,0.8565323641924116,descriptive,0.34375,0.5625,0.09375,0.7167619754612573
jpeg90_512:nano_banana_2:paul_cezanne:named,named,9.564742577510014,1.8873886483307079,5.193784960110175,4.618467803716133,0.5753171563940424,0.0,8.182133855504633,2.9883488953944575,7.606816699110588,13.867964215867286,8.182133855504631,54.13215859030838,3.776015840746682,no_texture19,72,32,paul_cezanne,jpeg90_512,0.4772262417726641,0.0,8.6536344664523,8.176408224679635,jpeg90_512:reference:paul_cezanne,12.14849119453308,8.6536344664523,32.0,3.9013380884326243,nano_banana_2,1.1415379896812192,descriptive,0.34375,0.5625,0.09375,0.9455141521431784
jpeg90_512:oauth_gpt_image_2:claude_monet:artist_free,artist_free,15.818955581519504,2.5581079062197505,20.797382134741337,15.930124348275935,4.867257786465402,0.0,23.573551247516043,2.7761691127747055,18.706293461050638,50.762761266434076,23.57355124751605,55.36102236421725,6.375339557285957,original31,72,38,claude_monet,jpeg90_512,3.2737291429702324,0.0,27.048029130123687,23.774299987153455,jpeg90_512:reference:claude_monet,44.016125915211944,27.04802913012368,38.0,6.885508118013796,oauth_gpt_image_2,1.1532764460965543,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.8715441385436077
jpeg90_512:oauth_gpt_image_2:claude_monet:artist_free,artist_free,15.218513380657502,2.423505533177736,20.132731830965085,15.362207582896026,4.7705242480690595,3.552713678800501e-15,22.774103176391023,2.6413713454259353,18.003578928321964,49.07125266613804,22.774103176391023,55.36102236421725,6.245704202497062,nonredundant28,72,38,claude_monet,jpeg90_512,2.9206962614627523,7.105427357601002e-15,24.49587123380138,21.575174972338623,jpeg90_512:reference:claude_monet,39.577530036611314,24.495871233801374,38.0,6.549303644982704,oauth_gpt_image_2,1.2398765820086428,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.9297119077342912
jpeg90_512:oauth_gpt_image_2:claude_monet:artist_free,artist_free,5.0501130802760645,0.7987790633720193,2.325666082401535,1.746738560367473,0.5789275220340621,4.440892098500626e-16,2.632769439164866,0.30710335676333045,2.0538419171308036,5.7316317255961176,2.6327694391648655,55.36102236421725,2.1181603322396625,family_balanced31,72,38,claude_monet,jpeg90_512,0.3093485780619911,0.0,2.5761413537648084,2.2667927757028172,jpeg90_512:reference:claude_monet,4.321904132869837,2.576141353764809,38.0,2.1331736846643827,oauth_gpt_image_2,1.3261820598945566,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.021981746194672
jpeg90_512:oauth_gpt_image_2:claude_monet:artist_free,artist_free,12.477650137614207,1.776524383421723,17.022632764939694,12.492023881354724,4.530608883584969,3.552713678800501e-15,19.235582013371857,2.212949248432163,14.704973129786886,41.70788530291156,19.235582013371857,55.36102236421725,5.691361878097393,no_texture19,72,38,claude_monet,jpeg90_512,1.8675697734258505,1.7763568394002505e-15,13.895004772722581,12.027434999296728,jpeg90_512:reference:claude_monet,28.078813965473355,13.895004772722578,38.0,5.009763876095091,oauth_gpt_image_2,1.4853862899692618,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.3843523142311847
jpeg90_512:oauth_gpt_image_2:claude_monet:generic_named,generic_named,13.177246061679437,2.4283055935601223,6.386897674391631,4.735624313615381,1.6512733607762495,0.0,8.387023139029207,2.000125464637576,6.735749778252957,14.732906516604256,8.387023139029205,55.36102236421725,3.8634323501055188,original31,72,38,claude_monet,jpeg90_512,3.2737291429702324,0.0,27.048029130123687,23.774299987153455,jpeg90_512:reference:claude_monet,44.016125915211944,27.04802913012368,38.0,6.885508118013796,oauth_gpt_image_2,0.33471611165835413,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.310078900709571
jpeg90_512:oauth_gpt_image_2:claude_monet:generic_named,generic_named,11.972826010268086,1.668049282567572,6.094968104478079,4.493359883005019,1.6016082214730603,0.0,7.95518090837897,1.8602128039008905,6.35357268690591,14.102259333257212,7.955180908378971,55.36102236421725,3.7554730827178107,nonredundant28,72,38,claude_monet,jpeg90_512,2.9206962614627523,7.105427357601002e-15,24.49587123380138,21.575174972338623,jpeg90_512:reference:claude_monet,39.577530036611314,24.495871233801374,38.0,6.549303644982704,oauth_gpt_image_2,0.35631984411891987,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.3247559897931604
jpeg90_512:oauth_gpt_image_2:claude_monet:generic_named,generic_named,4.104600882967796,0.7132800732055999,0.6824683779801695,0.4968025732449916,0.1856658047351778,-1.1102230246251565e-16,0.8931670588414148,0.21069868086124555,0.7075012541062371,1.5569363870043311,0.8931670588414149,55.36102236421725,1.2581471250978136,family_balanced31,72,38,claude_monet,jpeg90_512,0.3093485780619911,0.0,2.5761413537648084,2.2667927757028172,jpeg90_512:reference:claude_monet,4.321904132869837,2.576141353764809,38.0,2.1331736846643827,oauth_gpt_image_2,0.36024315652057093,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.34670731772390057
jpeg90_512:oauth_gpt_image_2:claude_monet:generic_named,generic_named,9.695378437184655,1.2951404656386192,4.970013429817815,3.5018755743387686,1.4681378554790463,0.0,6.507923441191583,1.5379100113737678,5.039785585712536,10.838930490837651,6.507923441191584,55.36102236421725,3.3904740954509442,no_texture19,72,38,claude_monet,jpeg90_512,1.8675697734258505,1.7763568394002505e-15,13.895004772722581,12.027434999296728,jpeg90_512:reference:claude_monet,28.078813965473355,13.895004772722578,38.0,5.009763876095091,oauth_gpt_image_2,0.3860181026223387,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.4683642465504836
jpeg90_512:oauth_gpt_image_2:claude_monet:named,named,14.07022478008951,2.3916557676842523,10.828556474338598,8.086082277457185,2.7424741968814126,0.0,13.267710237951512,2.439153763612914,10.525236041070098,25.576765456429385,13.267710237951505,55.36102236421725,4.793060894391463,original31,72,38,claude_monet,jpeg90_512,3.2737291429702324,0.0,27.048029130123687,23.774299987153455,jpeg90_512:reference:claude_monet,44.016125915211944,27.04802913012368,38.0,6.885508118013796,oauth_gpt_image_2,0.5810771603502268,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.49052410340593405
jpeg90_512:oauth_gpt_image_2:claude_monet:named,named,12.86714927358414,1.6310142437771136,10.481603261080158,7.782805310330023,2.6987979507501354,0.0,12.776342344360945,2.294739083280787,10.077544393610811,24.815549844050896,12.776342344360947,55.36102236421725,4.686831384824322,nonredundant28,72,38,claude_monet,jpeg90_512,2.9206962614627523,7.105427357601002e-15,24.49587123380138,21.575174972338623,jpeg90_512:reference:claude_monet,39.577530036611314,24.495871233801374,38.0,6.549303644982704,oauth_gpt_image_2,0.6270110797994518,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.5215712567402429
jpeg90_512:oauth_gpt_image_2:claude_monet:named,named,4.42742208448616,0.7077285579430352,1.2011893212145883,0.8900069369531337,0.3111823842614546,0.0,1.469043193636498,0.2678538724219099,1.1578608093750438,2.8026263496190036,1.469043193636498,55.36102236421725,1.5865198418787423,family_balanced31,72,38,claude_monet,jpeg90_512,0.3093485780619911,0.0,2.5761413537648084,2.2667927757028172,jpeg90_512:reference:claude_monet,4.321904132869837,2.576141353764809,38.0,2.1331736846643827,oauth_gpt_image_2,0.6484702722357703,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.5702494513702122
jpeg90_512:oauth_gpt_image_2:claude_monet:named,named,10.743412523347953,1.4102669893555406,9.032406988574344,6.6214397783660095,2.4109672102083355,-1.7763568394002505e-15,10.964441367854707,1.9320343792803647,8.553474157646374,20.41187740288063,10.964441367854706,55.36102236421725,4.323381657897321,no_texture19,72,38,claude_monet,jpeg90_512,1.8675697734258505,1.7763568394002505e-15,13.895004772722581,12.027434999296728,jpeg90_512:reference:claude_monet,28.078813965473355,13.895004772722578,38.0,5.009763876095091,oauth_gpt_image_2,0.7269494155978153,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.7890923067100423
jpeg90_512:oauth_gpt_image_2:paul_cezanne:artist_free,artist_free,12.223674572181153,1.9971901349114596,11.287320979112634,9.521318118703803,1.7660028604088307,0.0,12.872329560383928,1.5850085812712948,11.106326699975096,22.827182160174516,12.872329560383928,54.132158590308364,4.689000116085214,original31,72,32,paul_cezanne,jpeg90_512,1.0156195822643337,-3.552713678800501e-15,17.953284476211433,16.9376648939471,jpeg90_512:reference:paul_cezanne,25.26685999270902,17.95328447621143,32.0,5.537484321184479,oauth_gpt_image_2,0.903443568641355,descriptive,0.34375,0.5625,0.09375,0.7169902296953018
