pipeline,metric_view,painter_id,route,condition,cell_id,domain,level,total_trace,fraction,name,trace,family
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.02163375441608524,spectral_slope,0.5851504196402154,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.02461191243220388,spectral_residual,0.6657037244143037,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.01877385303818907,spectral_anisotropy,0.5077957238615989,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.03184706663677127,orientation_entropy,0.8614003861003793,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.017733540299546637,horizontal_vertical_balance,0.47965731460235966,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.045417423079916946,gradient_median,1.228451782480745,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.04470371521194979,gradient_iqr,1.209147391277571,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.03047626571014509,quadrant_jsd,0.8243229227053939,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.03785612418598139,wavelet_energy_1,1.0239335497360043,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.030311727558505922,wavelet_energy_2,0.8198724899868409,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.02737458668893763,wavelet_energy_3,0.740428618187481,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.0323108782907452,wavelet_energy_4,0.873945577227957,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.029356421866834282,wavelet_slope,0.7940333538103335,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.04176210230540695,wavelet_curvature,1.1295825596918525,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.1619939036246751,lbp_entropy_8,4.381615824142661,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.03630576619076612,lbp_entropy_16,0.9819994215193014,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.01575675758931109,lbp_entropy_32,0.4261892382719837,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.025310201521013972,local_cv_01,0.6845910680296866,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.0224583845049797,local_cv_04,0.6074550383062092,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,27.04802913012368,0.025487166372614896,local_cv_16,0.6893776184907964,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,families,27.04802913012368,0.27851844847542007,,7.533375107640014,color
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,families,27.04802913012368,0.23519753082480793,,6.361629665082567,spatial
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,families,27.04802913012368,0.4862840206997722,,13.153024357401106,texture
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.021287240877809293,lightness_median,0.6098884406286403,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.01490966371647848,lightness_iqr,0.4271681617423535,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.0171132559601988,chroma_median,0.49030201008927277,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.01071922101533441,chroma_iqr,0.30711020875472156,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.026191171689857816,chromatic_fraction,0.7503881292956109,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.01447345345680246,hue_concentration,0.41467055359355137,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.0111852281368732,hue_entropy,0.32046150957893543,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.01373513437768777,deltae_01,0.3935174001890143,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.007318425715309593,deltae_04,0.20967598727271264,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.006473478224666293,deltae_16,0.18546788484931592,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.02823423296084643,deltae_slope,0.8089226974824603,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.009007454648739092,spectral_slope,0.2580673794826731,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.016902397735731656,spectral_residual,0.48426083291407346,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.01685299840402064,spectral_anisotropy,0.4828455211994992,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.3381382200570399,orientation_entropy,9.687802798459959,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.046885713297488855,horizontal_vertical_balance,1.343295485540151,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.006734972637432569,gradient_median,0.19295981020265643,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.00733129279510424,gradient_iqr,0.21004463454252306,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.21275822844110875,quadrant_jsd,6.095613091414108,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.007555844959502724,wavelet_energy_1,0.2164781488796273,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.006691314203995762,wavelet_energy_2,0.19170897764798656,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.006240968714880539,wavelet_energy_3,0.1788063892065252,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.008120519112172112,wavelet_energy_4,0.2326563018122526,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.006071140898077258,wavelet_slope,0.17394075053780078,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.01751656436395472,wavelet_curvature,0.5018569661716994,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.04022710469669792,lbp_entropy_8,1.152523537235371,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.011022601994279166,lbp_entropy_16,0.31580220191753156,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.004611236239114267,lbp_entropy_32,0.13211386554916923,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.023378895167741116,local_cv_01,0.6698152193287651,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.0214133087464115,local_cv_04,0.6135003383018295,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,28.650422294249204,0.020898716754642707,local_cv_16,0.5987570604284148,
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,families,28.650422294249204,0.17164050613186455,,4.917572983476589,color
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,families,28.650422294249204,0.6546112780166659,,18.754889553755646,spatial
jpeg90_512,original31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,families,28.650422294249204,0.17374821585146982,,4.977959757016974,texture
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.01998374011352131,lightness_median,0.48951912459056923,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.027933408085679897,lightness_iqr,0.6842531675880409,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.0395984134585655,chroma_median,0.9699976371438477,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.025269499769672913,chroma_iqr,0.6189984125004812,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.023262929685222422,chromatic_fraction,0.569845730090184,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.032187306770409325,hue_concentration,0.78845612201081,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.031200972460269847,hue_entropy,0.764295003756153,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.03618002889946005,deltae_01,0.8862613291563859,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.021217748577898536,deltae_04,0.5197472370353747,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.02504337792654398,deltae_16,0.613459360948045,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.02388771618103453,spectral_slope,0.5851504196402154,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.027176160343940412,spectral_residual,0.6657037244143036,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.020729849492387164,spectral_anisotropy,0.5077957238615988,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.03516512549722052,orientation_entropy,0.8614003861003794,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.01958114941184414,horizontal_vertical_balance,0.4796573146023596,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.05014934030130059,gradient_median,1.228451782480745,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.04936127316055989,gradient_iqr,1.2091473912775708,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.0336515045673463,quadrant_jsd,0.8243229227053939,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.041800250334558364,wavelet_energy_1,1.0239335497360045,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.033469823635238365,wavelet_energy_2,0.8198724899868408,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.030226670083315015,wavelet_energy_3,0.7404286181874808,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.03567726042019753,wavelet_energy_4,0.873945577227957,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.17887160584419443,lbp_entropy_8,4.38161582414266,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.040088364775703905,lbp_entropy_16,0.9819994215193015,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.017398411111987457,lbp_entropy_32,0.4261892382719837,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.0279472022650508,local_cv_01,0.6845910680296865,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.024798262225839664,local_cv_04,0.6074550383062091,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,24.495871233801374,0.028142604601037322,local_cv_16,0.6893776184907964,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,families,24.495871233801374,0.2818774257472438,,6.904833124819891,color
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,families,24.495871233801374,0.2597021189556336,,6.361629665082567,spatial
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,families,24.495871233801374,0.4584204552971229,,11.22940844389892,texture
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.022450678554945373,lightness_median,0.6098884406286404,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.015724539849122914,lightness_iqr,0.4271681617423535,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.0180485677216833,chroma_median,0.49030201008927266,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.011305071744904034,chroma_iqr,0.3071102087547216,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.027622629910640437,chromatic_fraction,0.7503881292956105,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.015264488855263743,hue_concentration,0.4146705535935512,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.0117965481250529,hue_entropy,0.3204615095789354,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.014485817518225115,deltae_01,0.39351740018901427,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.007718408609447305,deltae_04,0.2096759872727127,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.006827281167561909,deltae_16,0.185467884849316,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.009499750112185554,spectral_slope,0.25806737948267316,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.017826185204129638,spectral_residual,0.48426083291407324,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.017774085990171426,spectral_anisotropy,0.48284552119949914,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.3566189028074377,orientation_entropy,9.687802798459963,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.04944821567545378,horizontal_vertical_balance,1.343295485540151,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.007103067355101583,gradient_median,0.19295981020265635,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.007731978929530992,gradient_iqr,0.2100446345425231,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.22438636477450966,quadrant_jsd,6.0956130914141085,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.007968803818705943,wavelet_energy_1,0.2164781488796274,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.007057022803770184,wavelet_energy_2,0.19170897764798656,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.006582064030445304,wavelet_energy_3,0.17880638920652517,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.008564339800218791,wavelet_energy_4,0.23265630181225272,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.0424256859743225,lbp_entropy_8,1.1525235372353713,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.011625033776482944,lbp_entropy_16,0.3158022019175317,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.004863259787377553,lbp_entropy_32,0.1321138655491692,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.02465665059147566,local_cv_01,0.669815219328765,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.02258363656534896,local_cv_04,0.6135003383018298,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,coordinates,27.16570188005725,0.022040919946484855,local_cv_16,0.5987570604284149,
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,families,27.16570188005725,0.15124403205684703,,4.108650285994128,color
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,families,27.16570188005725,0.6903885508485202,,18.754889553755646,spatial
jpeg90_512,nonredundant28,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,generated,families,27.16570188005725,0.1583674170946327,,4.302162040307474,texture
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.017274571728801754,lightness_median,0.044501738599142644,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.024146514059171335,lightness_iqr,0.06220483341709463,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.034230110567435905,chroma_median,0.08818160337671342,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.021843748159374746,chroma_iqr,0.05627258295458921,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.020109206043844793,chromatic_fraction,0.0518041572809258,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.02782371750251943,hue_concentration,0.07167782927371001,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.026971099189216093,hue_entropy,0.06948136397783208,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.03127515173953659,deltae_01,0.08056921174148962,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.018341287349137987,deltae_04,0.047249748821397694,
jpeg90_512,family_balanced31,claude_monet,flux_2_max,artist_free,jpeg90_512:flux_2_max:claude_monet:artist_free,reference,coordinates,2.576141353764809,0.021648281346036,deltae_16,0.05576903281345864,
