after,after_energy,after_image_ids.n,after_reference_trace_ratio,before,before_energy,before_image_ids.n,before_reference_trace_ratio,distinct_briefs,energy_change,energy_term_changes.cross_twice,energy_term_changes.energy,energy_term_changes.generated_within,energy_term_changes.reference_within,excluded_pairs.n,generated_decomposition_ratios.between_brief_means,generated_decomposition_ratios.between_brief_within_class,generated_decomposition_ratios.between_class,generated_decomposition_ratios.total_trace,generated_decomposition_ratios.within_brief,generated_decomposition_ratios.within_class,generated_squared_iqr_sum_ratio,generated_total_trace_ratio,metric_view,n_pairs,n_reference,painter_id,pipeline,route,status,target.built,target.land,target.water
named,0.8926272903852257,72,0.8169580165153856,artist_free,1.1228254204612007,72,1.0010199149380858,24,-0.230198130075975,-0.7169315930879154,-0.230198130075975,-0.4867334630119404,0.0,0,0.7355743091564791,0.7581744286315345,0.6321366526526467,0.8161256377860528,1.4424683263249354,0.8508793569146471,0.6444047894052902,0.8161256377860526,no_texture19,72,32,paul_cezanne,jpeg90_512,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
named,1.365147708504911,72,0.35416445144525543,artist_free,1.9897943381803191,72,1.0706697404675867,24,-0.6246466296754081,-3.4101701229566856,-0.6246466296754081,-2.7855234932812776,0.0,0,0.3372870563657263,0.28165264320003436,0.625854460595471,0.33078776588061926,0.3087760813648821,0.2887172041301565,0.40086978184274147,0.33078776588061926,original31,72,38,claude_monet,primary512,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.8042271552395124,72,0.49219698083340946,artist_free,1.6998206324066887,72,1.0690364289281602,24,-0.8955934771671763,-2.49230828599946,-0.8955934771671763,-1.5967148088322838,0.0,0,0.45069265221648686,0.41838378990355285,0.6510872098190638,0.4604117946915028,0.4886033590950482,0.43845859072848,0.5969790178669274,0.4604117946915028,original31,72,32,paul_cezanne,primary512,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,3.341794030653217,72,0.7562861555126688,artist_free,4.188022894610847,72,1.0855345521173452,24,-0.8462288639576299,-1.9852810926401787,-0.8462288639576299,-1.1390522286825489,0.0,0,0.6849160678406453,0.6431509172090536,0.9050103535024563,0.696694687458382,0.7491566270061226,0.6654979760592299,0.8542763359735775,0.6966946874583823,original31,72,38,claude_monet,primary512,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,2.886117829743317,72,0.7158270702391837,artist_free,4.703695053887675,72,1.5353188347116506,24,-1.8175772241443582,-3.656598982493966,-1.8175772241443582,-1.839021758349607,0.0,0,0.37764542399164175,0.3760698858240407,0.39202601981565,0.46624001090537237,0.7859991171720858,0.47245903185616256,0.5725874026944942,0.4662400109053724,original31,72,32,paul_cezanne,primary512,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,2.3329709827857243,72,0.47809865081304537,artist_free,2.5668537219235965,72,0.8633279916959657,24,-0.23388273913787216,-1.8652176476193052,-0.23388273913787216,-1.631334908481433,0.0,0,0.5115450129128375,0.49612418908374584,0.5624834337826975,0.5537856474152355,0.8697886766703846,0.5515430492896651,0.4984114799244854,0.5537856474152354,original31,72,38,claude_monet,primary512,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,1.8844684839878978,72,0.5122888937138464,artist_free,1.9405232066228466,72,0.7865334067311824,24,-0.05605472263494882,-1.0222815485616277,-0.05605472263494882,-0.9662268259266789,0.0,0,0.583098868646795,0.5792215327531582,0.604634588503883,0.6513250287014625,1.1390945308529223,0.6585403363048761,0.496365710913323,0.6513250287014625,original31,72,32,paul_cezanne,primary512,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
named,1.0894196423474671,72,0.36939782684745764,artist_free,1.998204984449515,72,1.108760079716888,24,-0.908785342102048,-3.58461223877131,-0.908785342102048,-2.675826896669262,0.0,0,0.34043861604383135,0.2824162966618336,0.646654719334143,0.3331629931533792,0.3082526876924338,0.2890779074371981,0.4066642146654953,0.33316299315337916,nonredundant28,72,38,claude_monet,primary512,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.7331002611452444,72,0.4745973413591987,artist_free,1.5505374418529003,72,1.0841345042669475,24,-0.8174371807076559,-2.4211833180193327,-0.8174371807076559,-1.6037461373116768,0.0,0,0.4369785959283032,0.40798080292436867,0.6344600724159885,0.4377661069648404,0.43995391500183,0.4173230398058726,0.5981919955579328,0.43776610696484036,nonredundant28,72,32,paul_cezanne,primary512,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,3.185475725333143,72,0.7931435829625721,artist_free,4.148020852082067,72,1.1284059825131263,24,-0.9625451267489238,-2.049569071961015,-0.9625451267489238,-1.0870239452120911,0.0,0,0.6928285076358065,0.6462724662669884,0.9392275794590434,0.7028884951461569,0.7482481722231774,0.6675512373166526,0.8869916386848427,0.7028884951461571,nonredundant28,72,38,claude_monet,primary512,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,2.73910183091549,72,0.7360828863214774,artist_free,4.545814619869398,72,1.5881709392838332,24,-1.8067127889539076,-3.6050087073091834,-1.8067127889539076,-1.7982959183552767,0.0,0,0.37664829123069904,0.37584186292968513,0.38392163715962424,0.4634783751007338,0.771236008327191,0.47019428621764553,0.5767877492120377,0.4634783751007339,nonredundant28,72,32,paul_cezanne,primary512,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,1.6696487023941788,72,0.5040020351275057,artist_free,2.4513262943145238,72,0.9112800074548564,24,-0.7816775919203449,-2.384623885680739,-0.7816775919203449,-1.602946293760394,0.0,0,0.5122920944036782,0.4966447824400225,0.5629947558085431,0.5530704404842036,0.862787439935973,0.5504578439299264,0.4981980515140056,0.5530704404842036,nonredundant28,72,38,claude_monet,primary512,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,1.6842970360522544,72,0.5375878315408167,artist_free,1.6343954209865306,72,0.7995573315855888,24,0.04990161506572388,-0.8349067443567009,0.04990161506572388,-0.8848083594224248,0.0,0,0.6031610136227182,0.6042422989985584,0.5971263568513892,0.6723568283399206,1.1709151446982715,0.6839407409135325,0.5125408764727806,0.6723568283399206,nonredundant28,72,32,paul_cezanne,primary512,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
named,0.40762672945662204,72,0.39138877622083995,artist_free,0.657543964139359,72,1.252693734473048,24,-0.24991723468273697,-1.1994870219862617,-0.24991723468273697,-0.9495697873035247,0.0,0,0.31743612428084667,0.2609287507517632,0.622383376790724,0.31243772156765814,0.2944507664414807,0.26923456652343314,0.3895697993293017,0.31243772156765803,family_balanced31,72,38,claude_monet,primary512,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.24964392919513378,72,0.5340360293819011,artist_free,0.5202721210041417,72,1.2191738573214732,24,-0.2706281918090079,-0.8176717304245735,-0.2706281918090079,-0.5470435386155656,0.0,0,0.4309105552424072,0.39941673557181634,0.6426053907257583,0.4380310701175785,0.45915613340331046,0.4160917068870047,0.5821696610662114,0.4380310701175787,family_balanced31,72,32,paul_cezanne,primary512,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,1.0123275703242818,72,0.834445847064297,artist_free,1.2486458529271376,72,1.2062047313980173,24,-0.2363182826028558,-0.6143277520282417,-0.2363182826028558,-0.37800946942538594,0.0,0,0.6775853739400644,0.6251867184006173,0.9308832003242999,0.691794539801843,0.7555545110369765,0.6528181620958454,0.8366220234334657,0.691794539801843,family_balanced31,72,38,claude_monet,primary512,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.8511211617877605,72,0.765745589223719,artist_free,1.4178555050812913,72,1.635397854085862,24,-0.5667343432935308,-1.1514403387948837,-0.5667343432935308,-0.5847059955013529,0.0,0,0.3719579237095694,0.3725194824255996,0.36725126878593917,0.46823198851006653,0.827792069725799,0.4775019444266368,0.6013640228361803,0.46823198851006664,family_balanced31,72,32,paul_cezanne,primary512,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,0.6906950350804186,72,0.5559725488518549,artist_free,0.8009277656215832,72,1.009718733891458,24,-0.11023273054116456,-0.6552706076906594,-0.11023273054116456,-0.5450378771494948,0.0,0,0.5090363811081422,0.5000280756973795,0.5364126772967243,0.5506212078576929,0.8645603563348263,0.5545967131924849,0.48644215802261315,0.5506212078576928,family_balanced31,72,38,claude_monet,primary512,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.5530105881361829,72,0.5872483840035125,artist_free,0.5755442261198647,72,0.8342048257177366,24,-0.022533637983681798,-0.29740377616521263,-0.022533637983681798,-0.27487013818153083,0.0,0,0.6328227631942487,0.6376528025428608,0.6080420921169547,0.703961863920235,1.2245607579793254,0.7200335104385317,0.5350207412276727,0.7039618639202349,family_balanced31,72,32,paul_cezanne,primary512,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
named,1.1257084267541426,72,0.5317744460810159,artist_free,1.891083715607616,72,1.711644528554353,24,-0.7653752888534733,-3.2960868081674395,-0.7653752888534733,-2.530711519313966,0.0,0,0.31397227695676305,0.2518555948477975,0.6569732042930799,0.31068042295566484,0.2968804322117317,0.26175251378125364,0.38226281867955647,0.31068042295566484,no_texture19,72,38,claude_monet,primary512,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.667865899561471,72,0.6961385654548887,artist_free,1.2879558784998295,72,1.6438292944782043,24,-0.6200899789383585,-2.129804586134057,-0.6200899789383585,-1.5097146071956984,0.0,0,0.42280324948069853,0.38556949916215755,0.6834482705135085,0.4234859226522434,0.4256652811698864,0.39613951167014316,0.5493209073337715,0.42348592265224344,no_texture19,72,32,paul_cezanne,primary512,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,2.1075094441299083,72,1.1013867480456767,artist_free,2.1250517450080615,72,1.4798949404370731,24,-0.017542300878153227,-0.8174965470292967,-0.017542300878153227,-0.7999542461511435,0.0,0,0.725353706469077,0.6606275177358336,0.9997813825214513,0.7442330654366537,0.8339705728688214,0.6963972919621084,0.8930239605543185,0.7442330654366535,no_texture19,72,38,claude_monet,primary512,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,1.7069346550275006,72,0.9440422172807436,artist_free,2.4670207141994043,72,1.8582511505919894,24,-0.7600860591719036,-2.0811164155609934,-0.7600860591719036,-1.3210303563890897,0.0,0,0.38881842825731666,0.39147005733202606,0.36894001872728505,0.508027247544013,1.057559110761584,0.5229190609258085,0.6902848471316633,0.508027247544013,no_texture19,72,32,paul_cezanne,primary512,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,1.3905060142511747,72,0.7695117514929175,artist_free,1.7498071714551093,72,1.3679638820756344,24,-0.35930115720393463,-1.7637878594953964,-0.35930115720393463,-1.4044867022914618,0.0,0,0.52371012787191,0.520462798037239,0.532672706810904,0.5625234420117325,0.8580770137953395,0.5716976674791643,0.4897127095605487,0.5625234420117324,no_texture19,72,38,claude_monet,primary512,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.8587577234394752,72,0.8043288747377514,artist_free,1.032337869483054,72,0.9881487190279814,24,-0.17358014604357885,-0.6668310854853647,-0.17358014604357885,-0.4932509394417859,0.0,0,0.7324424085880292,0.7497558795464405,0.651961070388662,0.8139755274175233,1.4378038076722115,0.8440521368881709,0.6265212324602232,0.8139755274175235,no_texture19,72,32,paul_cezanne,primary512,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
named,1.3021227554992736,72,0.3902877048634789,artist_free,1.4979627037191596,72,1.0963267346482264,24,-0.19583994821988604,-2.579657393811006,-0.19583994821988604,-2.38381744559112,0.0,0,0.35407257718801993,0.3031656487659682,0.6766121388954408,0.3559957926125999,0.3635459764066751,0.31691764328902017,0.3758690950923319,0.35599579261259995,original31,72,38,claude_monet,resolution256,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.8493015981309049,72,0.5183225859655186,artist_free,1.867732968676112,72,1.1400458869448253,24,-1.018431370545207,-2.6439212289134986,-1.018431370545207,-1.6254898583682915,0.0,0,0.4537343369308138,0.41446520229330686,0.745771423570415,0.45465063459380173,0.4574450948796055,0.4261183938055423,0.6111160521392452,0.4546506345938019,original31,72,32,paul_cezanne,resolution256,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,3.182593146263324,72,0.8314232818828357,artist_free,4.040950632102892,72,1.240636223441658,24,-0.8583574858395684,-1.986685357201626,-0.8583574858395684,-1.1283278713620577,0.0,0,0.6721327335055471,0.6611380113302981,0.7590636602795734,0.6701587993105492,0.6640864180800392,0.661928280337179,0.8655352718663175,0.6701587993105492,original31,72,38,claude_monet,resolution256,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,3.4539147852667025,72,0.7998149640456876,artist_free,4.7972353626688395,72,1.86504223549558,24,-1.343320577402137,-3.3179281536898184,-1.343320577402137,-1.9746075762876814,0.0,0,0.36169067344798084,0.35943898690470355,0.38657417107775754,0.42884549680622136,0.5892256868678367,0.4314715186303774,0.5845372935877535,0.4288454968062213,original31,72,32,paul_cezanne,resolution256,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,1.769202983164183,72,0.4362902308046924,artist_free,1.7520821253440895,72,0.6872426709421208,24,0.017120857820093427,-1.011449001442621,0.017120857820093427,-1.0285698592627144,0.0,0,0.5851672155748109,0.5428489863459283,0.8070296271244255,0.6348415912629449,0.977744485361188,0.6068301513827311,0.5832211914904255,0.6348415912629449,original31,72,38,claude_monet,resolution256,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,1.631223293819355,72,0.4463387352226915,artist_free,2.1424637964833035,72,0.7197396311349347,24,-0.5112405026639486,-1.427366834936791,-0.5112405026639486,-0.9161263322728423,0.0,0,0.5336775828230309,0.5170320131532044,0.662728044053691,0.6201391668802148,1.2569474082510093,0.6153759731240735,0.5002296831901212,0.6201391668802149,original31,72,32,paul_cezanne,resolution256,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
named,1.1593658083123426,72,0.3863664002224379,artist_free,1.5141919034049458,72,1.1064078290983628,24,-0.3548260950926032,-2.672190976081735,-0.3548260950926032,-2.317364880989132,0.0,0,0.346552254631309,0.2897619235848448,0.7288305156729723,0.34920794128625865,0.35977770975302564,0.30544203633177,0.3688831084392037,0.3492079412862586,nonredundant28,72,38,claude_monet,resolution256,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.8055128362848087,72,0.48661603587262703,artist_free,1.7615360408236374,72,1.121759051659125,24,-0.9560232045388286,-2.5623498971492573,-0.9560232045388286,-1.6063266926104287,0.0,0,0.4342596487890598,0.3961535105008253,0.7592365340838623,0.43379728931351447,0.4324387371315093,0.4061496517876286,0.6164191821266406,0.4337972893135145,nonredundant28,72,32,paul_cezanne,resolution256,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,3.214410932696298,72,0.8350479897891542,artist_free,4.097763492550029,72,1.2517591926026073,24,-0.8833525598537308,-1.984526714752306,-0.8833525598537308,-1.1011741548985752,0.0,0,0.6780811679298011,0.6629242593097764,0.8036321464748466,0.6670995465613127,0.6336834020856251,0.6550535219075121,0.8968677098199661,0.6670995465613127,nonredundant28,72,38,claude_monet,resolution256,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,3.353349486784108,72,0.7994567628781805,artist_free,4.656576359884298,72,1.8807053612856512,24,-1.30322687310019,-3.2045659026239193,-1.30322687310019,-1.9013390295237294,0.0,0,0.36405760797169906,0.3627817731288377,0.3782951591756161,0.425083470986477,0.5641739920225569,0.4279201014334562,0.5742748526759562,0.42508347098647675,nonredundant28,72,32,paul_cezanne,resolution256,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,1.4521483575858882,72,0.43923017260025504,artist_free,1.7545615405836452,72,0.698118672141157,24,-0.302413182997757,-1.3160474988708284,-0.302413182997757,-1.0136343158730714,0.0,0,0.5837160208181176,0.5363800481736364,0.8288126083794751,0.6291626196633863,0.9479119877497871,0.596209609810248,0.5811584269394866,0.6291626196633863,nonredundant28,72,38,claude_monet,resolution256,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,1.530233652941861,72,0.4455864222589704,artist_free,1.920972670978652,72,0.688659857511654,24,-0.3907390180367911,-1.1967215565284306,-0.3907390180367911,-0.8059825384916395,0.0,0,0.5606787963415044,0.5473188334003468,0.6675377180317735,0.6470341161876563,1.2533504334614216,0.6448246902816145,0.5231174861831318,0.6470341161876563,nonredundant28,72,32,paul_cezanne,resolution256,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
