omitted_development_painter,condition,cross_twice,energy,generated_squared_iqr_sum,generated_trace,generated_weight_effective_size,generated_within,n_generated,n_reference,painter_id,reference_squared_iqr_sum,reference_trace,reference_weight_effective_size,reference_within,route,squared_iqr_sum_ratio,status,target.built,target.land,target.water,trace_ratio
paul_cezanne,artist_free,12.930261912033615,1.6912180706432078,26.877451457468503,20.704569306365496,54.132158590308364,5.758700153025176,72,32,paul_cezanne,26.178999505335703,17.103330000896722,32.0,5.480343688365231,flux_2_max,1.0266798565770416,descriptive,0.34375,0.5625,0.09375,1.210557786424045
paul_cezanne,named,10.231740572485416,0.8008074044415991,15.367148597697545,8.861560965732926,54.132158590308364,3.9505894796785856,72,32,paul_cezanne,26.178999505335703,17.103330000896722,32.0,5.480343688365231,flux_2_max,0.5870028988145812,descriptive,0.34375,0.5625,0.09375,0.5181190426231802
paul_cezanne,artist_free,18.203838663688938,4.064068667745145,53.32629739292412,32.062047644541906,55.36102236421725,7.312270587950524,72,38,claude_monet,42.97342385640505,26.35079511270177,38.0,6.827499407993268,nano_banana_2,1.2409133973386206,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.2167392865153872
paul_cezanne,named,16.134514832932524,3.2645459414642737,43.186717954190804,21.610466690365527,55.36102236421725,6.0424694834749815,72,38,claude_monet,42.97342385640505,26.35079511270177,38.0,6.827499407993268,nano_banana_2,1.0049633954813206,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.8201068164333576
paul_cezanne,artist_free,16.273485477668274,4.372881077768103,33.69384280719923,26.00781190396382,54.13215859030838,6.42026071153494,72,32,paul_cezanne,26.178999505335703,17.103330000896722,32.0,5.480343688365231,nano_banana_2,1.2870561688322688,descriptive,0.34375,0.5625,0.09375,1.520628550264787
paul_cezanne,named,12.762374680917205,2.699744282396651,20.320442035568437,12.066799643444124,54.13215859030838,4.582286710155323,72,32,paul_cezanne,26.178999505335703,17.103330000896722,32.0,5.480343688365231,nano_banana_2,0.7762115596291906,descriptive,0.34375,0.5625,0.09375,0.7055234064250333
paul_cezanne,artist_free,16.230167605822736,2.605049775422515,60.759868918205754,27.113202582130487,55.36102236421725,6.797618422406952,72,38,claude_monet,42.97342385640505,26.35079511270177,38.0,6.827499407993268,oauth_gpt_image_2,1.41389406441604,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,1.0289329967527703
paul_cezanne,generic_named,13.067035081841134,2.264251123034689,15.489519088056454,8.952172026229794,55.36102236421725,3.9752845508131767,72,38,claude_monet,42.97342385640505,26.35079511270177,38.0,6.827499407993268,oauth_gpt_image_2,0.3604441465919591,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.33973062247046254
paul_cezanne,named,14.100798215457429,2.2673067894267573,28.02507216277592,14.686901693115402,55.36102236421725,5.005992018037404,72,38,claude_monet,42.97342385640505,26.35079511270177,38.0,6.827499407993268,oauth_gpt_image_2,0.6521489247964326,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.5573608549685065
paul_cezanne,artist_free,12.166202188370463,1.831407257825317,23.969822252978688,13.852430334851606,54.132158590308364,4.854451242179914,72,32,paul_cezanne,26.178999505335703,17.103330000896722,32.0,5.480343688365231,oauth_gpt_image_2,0.9156126172084327,descriptive,0.34375,0.5625,0.09375,0.8099259228539312
paul_cezanne,generic_named,11.122791602390881,2.0987677096066264,8.195602269149605,7.462410083109343,53.46651532349603,3.543680204419024,70,32,paul_cezanne,26.178999505335703,17.103330000896722,32.0,5.480343688365231,oauth_gpt_image_2,0.3130601789223919,descriptive,0.34375,0.5625,0.09375,0.43631328418022053
paul_cezanne,named,11.28237813620794,1.8356493708627095,12.74903150455472,9.616306115060166,54.132158590308364,3.96638507698,72,32,paul_cezanne,26.178999505335703,17.103330000896722,32.0,5.480343688365231,oauth_gpt_image_2,0.48699460428028435,descriptive,0.34375,0.5625,0.09375,0.5622475924019467
