brief_id,components.n,condition_order.n,crosses_component,gap_above_120_seconds,painter_id,repetition,request_ids.n,route,start_gap_seconds
land05,1,2,False,False,paul_cezanne,2,2,flux_2_max,19.0037739276886
land06,1,2,False,False,paul_cezanne,0,2,flux_2_max,26.0659499168396
land06,1,2,False,False,paul_cezanne,1,2,flux_2_max,20.07310390472412
land06,1,2,False,False,paul_cezanne,2,2,flux_2_max,26.386502981185913
land07,1,2,False,False,paul_cezanne,0,2,flux_2_max,25.882270097732544
land07,1,2,False,False,paul_cezanne,1,2,flux_2_max,30.58374810218811
land07,1,2,False,False,paul_cezanne,2,2,flux_2_max,20.27867293357849
land08,1,2,False,False,paul_cezanne,0,2,flux_2_max,28.37926697731018
land08,1,2,False,False,paul_cezanne,1,2,flux_2_max,21.813647985458374
land08,1,2,False,False,paul_cezanne,2,2,flux_2_max,33.30652713775635
water01,1,2,False,False,paul_cezanne,0,2,flux_2_max,17.74719214439392
water01,1,2,False,False,paul_cezanne,1,2,flux_2_max,22.306140899658203
water01,1,2,False,False,paul_cezanne,2,2,flux_2_max,19.618775844573975
water02,1,2,False,False,paul_cezanne,0,2,flux_2_max,17.747819900512695
water02,1,2,False,False,paul_cezanne,1,2,flux_2_max,26.55697798728943
water02,1,2,False,False,paul_cezanne,2,2,flux_2_max,19.44686007499695
water03,1,2,False,False,paul_cezanne,0,2,flux_2_max,23.721189975738525
water03,1,2,False,False,paul_cezanne,1,2,flux_2_max,26.747172117233276
water03,1,2,False,False,paul_cezanne,2,2,flux_2_max,31.479175090789795
water04,1,2,False,False,paul_cezanne,0,2,flux_2_max,21.99204397201538
water04,1,2,False,False,paul_cezanne,1,2,flux_2_max,22.53541088104248
water04,1,2,False,False,paul_cezanne,2,2,flux_2_max,21.742890119552612
water05,1,2,False,False,paul_cezanne,0,2,flux_2_max,24.78666090965271
water05,1,2,False,False,paul_cezanne,1,2,flux_2_max,25.563013076782227
water05,1,2,False,False,paul_cezanne,2,2,flux_2_max,30.03643488883972
water06,1,2,False,False,paul_cezanne,0,2,flux_2_max,50.780779123306274
water06,1,2,False,False,paul_cezanne,1,2,flux_2_max,22.932424068450928
water06,1,2,False,False,paul_cezanne,2,2,flux_2_max,19.06670594215393
water07,1,2,False,False,paul_cezanne,0,2,flux_2_max,24.53814196586609
water07,1,2,False,False,paul_cezanne,1,2,flux_2_max,21.511633157730103
water07,1,2,False,False,paul_cezanne,2,2,flux_2_max,32.557979106903076
water08,1,2,False,False,paul_cezanne,0,2,flux_2_max,27.04281210899353
water08,1,2,False,False,paul_cezanne,1,2,flux_2_max,19.28952383995056
water08,1,2,False,False,paul_cezanne,2,2,flux_2_max,31.40644407272339
built01,1,2,False,False,claude_monet,0,2,nano_banana_2,11.515694856643677
built01,1,2,False,False,claude_monet,1,2,nano_banana_2,12.624385118484497
built01,1,2,False,False,claude_monet,2,2,nano_banana_2,11.389836072921753
built02,1,2,False,False,claude_monet,0,2,nano_banana_2,15.335875988006592
built02,1,2,False,False,claude_monet,1,2,nano_banana_2,10.965889930725098
built02,1,2,False,False,claude_monet,2,2,nano_banana_2,15.5142240524292
built03,1,2,False,False,claude_monet,0,2,nano_banana_2,10.31655502319336
built03,1,2,False,False,claude_monet,1,2,nano_banana_2,10.590420007705688
built03,1,2,False,False,claude_monet,2,2,nano_banana_2,10.995029926300049
built04,1,2,False,False,claude_monet,0,2,nano_banana_2,10.588052988052368
built04,1,2,False,False,claude_monet,1,2,nano_banana_2,10.449061155319214
built04,1,2,False,False,claude_monet,2,2,nano_banana_2,12.672165870666504
built05,1,2,False,False,claude_monet,0,2,nano_banana_2,15.399058818817139
built05,1,2,False,False,claude_monet,1,2,nano_banana_2,11.790565013885498
built05,1,2,False,False,claude_monet,2,2,nano_banana_2,9.602056980133057
built06,1,2,False,False,claude_monet,0,2,nano_banana_2,15.40754508972168
built06,2,2,True,True,claude_monet,1,2,nano_banana_2,915.3403270244598
built06,1,2,False,False,claude_monet,2,2,nano_banana_2,10.133361101150513
built07,1,2,False,False,claude_monet,0,2,nano_banana_2,10.29739785194397
built07,1,2,False,False,claude_monet,1,2,nano_banana_2,15.495707988739014
built07,1,2,False,False,claude_monet,2,2,nano_banana_2,10.607402086257935
built08,1,2,False,False,claude_monet,0,2,nano_banana_2,10.759001970291138
built08,1,2,False,False,claude_monet,1,2,nano_banana_2,11.532981872558594
built08,1,2,False,False,claude_monet,2,2,nano_banana_2,11.885193109512329
land01,1,2,False,False,claude_monet,0,2,nano_banana_2,15.014318943023682
land01,1,2,False,False,claude_monet,1,2,nano_banana_2,10.58890700340271
land01,1,2,False,False,claude_monet,2,2,nano_banana_2,16.49643087387085
land02,1,2,False,False,claude_monet,0,2,nano_banana_2,14.008754014968872
land02,1,2,False,False,claude_monet,1,2,nano_banana_2,10.230199098587036
land02,1,2,False,False,claude_monet,2,2,nano_banana_2,13.929955005645752
land03,1,2,False,False,claude_monet,0,2,nano_banana_2,10.109279155731201
land03,1,2,False,False,claude_monet,1,2,nano_banana_2,10.323981046676636
land03,1,2,False,False,claude_monet,2,2,nano_banana_2,12.11389684677124
land04,1,2,False,False,claude_monet,0,2,nano_banana_2,10.235699892044067
land04,1,2,False,False,claude_monet,1,2,nano_banana_2,10.443275928497314
land04,1,2,False,False,claude_monet,2,2,nano_banana_2,10.869144916534424
land05,1,2,False,False,claude_monet,0,2,nano_banana_2,11.459794998168945
land05,1,2,False,False,claude_monet,1,2,nano_banana_2,15.510807037353516
land05,1,2,False,False,claude_monet,2,2,nano_banana_2,13.445155143737793
land06,1,2,False,False,claude_monet,0,2,nano_banana_2,9.574797868728638
land06,1,2,False,False,claude_monet,1,2,nano_banana_2,10.758053064346313
land06,1,2,False,False,claude_monet,2,2,nano_banana_2,20.516977071762085
land07,1,2,False,False,claude_monet,0,2,nano_banana_2,10.851960182189941
land07,1,2,False,False,claude_monet,1,2,nano_banana_2,10.857740879058838
land07,1,2,False,False,claude_monet,2,2,nano_banana_2,10.664999961853027
land08,1,2,False,False,claude_monet,0,2,nano_banana_2,11.498175144195557
land08,1,2,False,False,claude_monet,1,2,nano_banana_2,15.245447874069214
land08,1,2,False,False,claude_monet,2,2,nano_banana_2,12.37907600402832
water01,1,2,False,False,claude_monet,0,2,nano_banana_2,12.939046859741211
water01,1,2,False,False,claude_monet,1,2,nano_banana_2,10.309944152832031
water01,1,2,False,False,claude_monet,2,2,nano_banana_2,15.472525835037231
water02,1,2,False,False,claude_monet,0,2,nano_banana_2,9.124287128448486
water02,1,2,False,False,claude_monet,1,2,nano_banana_2,15.393037796020508
water02,1,2,False,False,claude_monet,2,2,nano_banana_2,15.489505052566528
water03,1,2,False,False,claude_monet,0,2,nano_banana_2,17.01604914665222
water03,1,2,False,False,claude_monet,1,2,nano_banana_2,10.172477960586548
water03,1,2,False,False,claude_monet,2,2,nano_banana_2,15.211734056472778
water04,1,2,False,False,claude_monet,0,2,nano_banana_2,10.311056137084961
water04,1,2,False,False,claude_monet,1,2,nano_banana_2,9.79262399673462
water04,1,2,False,False,claude_monet,2,2,nano_banana_2,14.889169931411743
water05,1,2,False,False,claude_monet,0,2,nano_banana_2,10.573821067810059
water05,1,2,False,False,claude_monet,1,2,nano_banana_2,10.960958003997803
water05,1,2,False,False,claude_monet,2,2,nano_banana_2,12.672364950180054
water06,1,2,False,False,claude_monet,0,2,nano_banana_2,18.007909059524536
water06,1,2,False,False,claude_monet,1,2,nano_banana_2,11.168022155761719
water06,1,2,False,False,claude_monet,2,2,nano_banana_2,10.35366702079773
water07,1,2,False,False,claude_monet,0,2,nano_banana_2,14.613104104995728
water07,1,2,False,False,claude_monet,1,2,nano_banana_2,11.456372022628784
water07,1,2,False,False,claude_monet,2,2,nano_banana_2,15.408451080322266
water08,1,2,False,False,claude_monet,0,2,nano_banana_2,11.89210295677185
water08,1,2,False,False,claude_monet,1,2,nano_banana_2,13.205014944076538
water08,1,2,False,False,claude_monet,2,2,nano_banana_2,15.430135011672974
built01,1,2,False,False,paul_cezanne,0,2,nano_banana_2,12.556556224822998
built01,1,2,False,False,paul_cezanne,1,2,nano_banana_2,11.832491159439087
built01,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.456942796707153
built02,1,2,False,False,paul_cezanne,0,2,nano_banana_2,11.333816051483154
built02,1,2,False,False,paul_cezanne,1,2,nano_banana_2,16.92615795135498
built02,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.50539779663086
built03,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.321095943450928
built03,1,2,False,False,paul_cezanne,1,2,nano_banana_2,14.949846029281616
built03,1,2,False,False,paul_cezanne,2,2,nano_banana_2,11.737032890319824
built04,1,2,False,False,paul_cezanne,0,2,nano_banana_2,11.03127384185791
built04,1,2,False,False,paul_cezanne,1,2,nano_banana_2,10.454516887664795
built04,1,2,False,False,paul_cezanne,2,2,nano_banana_2,10.243599891662598
built05,1,2,False,False,paul_cezanne,0,2,nano_banana_2,15.546880006790161
built05,1,2,False,False,paul_cezanne,1,2,nano_banana_2,15.513878107070923
built05,1,2,False,False,paul_cezanne,2,2,nano_banana_2,10.203554153442383
built06,1,2,False,False,paul_cezanne,0,2,nano_banana_2,15.397433996200562
built06,1,2,False,False,paul_cezanne,1,2,nano_banana_2,11.404230833053589
built06,1,2,False,False,paul_cezanne,2,2,nano_banana_2,10.56873083114624
built07,1,2,False,False,paul_cezanne,0,2,nano_banana_2,9.966641902923584
built07,1,2,False,False,paul_cezanne,1,2,nano_banana_2,9.980334043502808
built07,1,2,False,False,paul_cezanne,2,2,nano_banana_2,9.478034019470215
built08,1,2,False,False,paul_cezanne,0,2,nano_banana_2,14.343837022781372
built08,1,2,False,False,paul_cezanne,1,2,nano_banana_2,10.993744134902954
built08,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.424542903900146
land01,1,2,False,False,paul_cezanne,0,2,nano_banana_2,12.53597092628479
land01,1,2,False,False,paul_cezanne,1,2,nano_banana_2,11.97122311592102
land01,1,2,False,False,paul_cezanne,2,2,nano_banana_2,11.245265007019043
land02,1,2,False,False,paul_cezanne,0,2,nano_banana_2,14.651659965515137
land02,1,2,False,False,paul_cezanne,1,2,nano_banana_2,13.86304521560669
land02,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.498993158340454
land03,1,2,False,False,paul_cezanne,0,2,nano_banana_2,12.465252876281738
land03,1,2,False,False,paul_cezanne,1,2,nano_banana_2,15.623663187026978
land03,1,2,False,False,paul_cezanne,2,2,nano_banana_2,12.13927698135376
land04,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.495430946350098
land04,1,2,False,False,paul_cezanne,1,2,nano_banana_2,13.575870990753174
land04,1,2,False,False,paul_cezanne,2,2,nano_banana_2,10.241734027862549
land05,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.09440016746521
land05,1,2,False,False,paul_cezanne,1,2,nano_banana_2,11.086883068084717
land05,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.34064507484436
land06,1,2,False,False,paul_cezanne,0,2,nano_banana_2,15.402275085449219
land06,1,2,False,False,paul_cezanne,1,2,nano_banana_2,10.2691650390625
land06,1,2,False,False,paul_cezanne,2,2,nano_banana_2,13.389904975891113
land07,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.732996940612793
land07,1,2,False,False,paul_cezanne,1,2,nano_banana_2,19.194041967391968
land07,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.402740001678467
land08,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.372551918029785
land08,1,2,False,False,paul_cezanne,1,2,nano_banana_2,10.075091123580933
land08,1,2,False,False,paul_cezanne,2,2,nano_banana_2,12.154402017593384
water01,1,2,False,False,paul_cezanne,0,2,nano_banana_2,14.15212082862854
water01,1,2,False,False,paul_cezanne,1,2,nano_banana_2,10.287010908126831
water01,1,2,False,False,paul_cezanne,2,2,nano_banana_2,10.449879884719849
water02,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.696279048919678
water02,1,2,False,False,paul_cezanne,1,2,nano_banana_2,15.387437105178833
water02,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.510840892791748
water03,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.89438796043396
water03,1,2,False,False,paul_cezanne,1,2,nano_banana_2,15.436300039291382
water03,1,2,False,False,paul_cezanne,2,2,nano_banana_2,10.922493934631348
water04,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.742729902267456
water04,1,2,False,False,paul_cezanne,1,2,nano_banana_2,10.12940788269043
water04,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.335450172424316
water05,1,2,False,False,paul_cezanne,0,2,nano_banana_2,12.785013914108276
water05,1,2,False,False,paul_cezanne,1,2,nano_banana_2,15.516014099121094
water05,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.366512060165405
water06,1,2,False,False,paul_cezanne,0,2,nano_banana_2,12.754905939102173
water06,1,2,False,False,paul_cezanne,1,2,nano_banana_2,11.712776899337769
water06,1,2,False,False,paul_cezanne,2,2,nano_banana_2,10.332708835601807
water07,1,2,False,False,paul_cezanne,0,2,nano_banana_2,10.743860960006714
water07,1,2,False,False,paul_cezanne,1,2,nano_banana_2,15.31198000907898
water07,1,2,False,False,paul_cezanne,2,2,nano_banana_2,11.908111095428467
water08,1,2,False,False,paul_cezanne,0,2,nano_banana_2,15.449981927871704
water08,1,2,False,False,paul_cezanne,1,2,nano_banana_2,10.790252923965454
water08,1,2,False,False,paul_cezanne,2,2,nano_banana_2,15.389922857284546
built01,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,46.968104124069214
built01,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,47.31183385848999
built01,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,46.15494894981384
built02,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,48.20097208023071
built02,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,44.3743999004364
built02,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,49.49933409690857
built03,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,44.478843212127686
built03,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,50.286590814590454
built03,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,50.153220891952515
built04,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,54.68671703338623
built04,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,56.386523962020874
built04,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,57.41750693321228
built05,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,48.78689885139465
built05,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,50.43514013290405
built05,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,42.82505512237549
built06,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,57.60569500923157
built06,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,54.00263810157776
built06,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,46.33037710189819
built07,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,55.472573041915894
built07,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,49.49666404724121
built07,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,48.88195204734802
built08,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,50.113625049591064
built08,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,41.55877494812012
built08,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,45.04519605636597
land01,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,50.98615312576294
land01,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,44.219199895858765
land01,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,47.863805055618286
land02,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,57.16685891151428
land02,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,47.70449185371399
land02,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,46.89853477478027
land03,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,40.46206188201904
land03,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,51.235554933547974
land03,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,71.01687288284302
land04,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,47.534515142440796
land04,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,54.97078204154968
land04,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,52.9372239112854
land05,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,42.54040813446045
land05,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,53.62744688987732
land05,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,39.716445207595825
land06,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,40.43594193458557
land06,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,47.50019717216492
land06,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,46.251436948776245
land07,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,41.78131604194641
land07,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,44.83352613449097
land07,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,43.957940101623535
land08,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,48.237066984176636
land08,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,47.125385999679565
land08,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,41.80554509162903
water01,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,51.05549192428589
water01,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,45.43627405166626
water01,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,50.67565298080444
water02,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,44.430984020233154
water02,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,43.633777141571045
water02,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,52.225746870040894
water03,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,46.57003116607666
water03,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,43.630603075027466
water03,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,51.849615812301636
water04,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,39.47996711730957
water04,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,46.96597599983215
water04,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,52.09130120277405
water05,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,48.874768018722534
water05,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,58.163613080978394
water05,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,49.14317798614502
water06,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,45.53443694114685
water06,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,48.38270282745361
water06,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,40.27259111404419
water07,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,46.55768394470215
water07,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,45.26163411140442
water07,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,43.8855881690979
water08,1,3,False,False,claude_monet,0,3,oauth_gpt_image_2,51.49198079109192
water08,1,3,False,False,claude_monet,1,3,oauth_gpt_image_2,44.555471897125244
water08,1,3,False,False,claude_monet,2,3,oauth_gpt_image_2,50.03409194946289
built01,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,66.25902605056763
built01,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,54.850574016571045
built01,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,64.393226146698
