condition,excluded_pairs.n,interaction_definition,interaction_terms.cross_twice,interaction_terms.energy,interaction_terms.generated_within,interaction_terms.reference_within,metric_view,n_common_pairs,pipeline,route,status,target.built,target.land,target.water,interaction_change
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.01496481205021638,-0.01496481205021638,0.0,0.0,family_balanced31,72,jpeg90_512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.5715921301740168,-0.5715921301740168,0.0,0.0,family_balanced31,72,jpeg90_512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,family_balanced31,,jpeg90_512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5566273181238004
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.05081743809046557,-0.05081743809046557,0.0,0.0,no_texture19,72,jpeg90_512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.0918218091944532,-1.0918218091944532,0.0,0.0,no_texture19,72,jpeg90_512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,jpeg90_512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.0410043711039876
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.09588533670340915,0.09588533670340915,0.0,0.0,no_texture19,72,jpeg90_512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.7501200266130006,-0.7501200266130006,0.0,0.0,no_texture19,72,jpeg90_512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,jpeg90_512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.8460053633164097
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.053563833899520574,-0.053563833899520574,0.0,0.0,no_texture19,72,jpeg90_512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.7530698509630191,-1.7530698509630191,0.0,0.0,no_texture19,72,jpeg90_512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,jpeg90_512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.6995060170634986
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.04805521428980697,-0.04805521428980697,0.0,0.0,original31,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.7545613553121342,-1.7545613553121342,0.0,0.0,original31,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,original31,,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.7065061410223272
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.10102165157307041,0.10102165157307041,0.0,0.0,original31,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.8551327183217321,-0.8551327183217321,0.0,0.0,original31,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,original31,,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.9561543698948025
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.04430649373661666,-0.04430649373661666,0.0,0.0,original31,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.802182348191538,-1.802182348191538,0.0,0.0,original31,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,original31,,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.7578758544549213
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.034771144913962715,-0.034771144913962715,0.0,0.0,nonredundant28,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.2443196562492052,-1.2443196562492052,0.0,0.0,nonredundant28,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,nonredundant28,,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.2095485113352424
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.0976319653818365,0.0976319653818365,0.0,0.0,nonredundant28,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.6886377448737786,-0.6886377448737786,0.0,0.0,nonredundant28,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,nonredundant28,,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.7862697102556151
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.042085594017516215,-0.042085594017516215,0.0,0.0,nonredundant28,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.3362965207098494,-1.3362965207098494,0.0,0.0,nonredundant28,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,nonredundant28,,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.2942109266923332
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.018164562338268908,-0.018164562338268908,0.0,0.0,family_balanced31,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.5295170056355292,-0.5295170056355292,0.0,0.0,family_balanced31,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,family_balanced31,,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5113524432972603
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.03268949219898154,0.03268949219898154,0.0,0.0,family_balanced31,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.28206631370367496,-0.28206631370367496,0.0,0.0,family_balanced31,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,family_balanced31,,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3147558059026565
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.01571508150371237,-0.01571508150371237,0.0,0.0,family_balanced31,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.58823151781049,-0.58823151781049,0.0,0.0,family_balanced31,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,family_balanced31,,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5725164363067776
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.04979628484249865,-0.04979628484249865,0.0,0.0,no_texture19,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.0889339196374621,-1.0889339196374621,0.0,0.0,no_texture19,72,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,primary512,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.0391376347949635
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.09884294050508835,0.09884294050508835,0.0,0.0,no_texture19,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.7793079099593392,-0.7793079099593392,0.0,0.0,no_texture19,72,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,primary512,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.8781508504644275
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.055276662161944046,-0.055276662161944046,0.0,0.0,no_texture19,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.7584801379439696,-1.7584801379439696,0.0,0.0,no_texture19,72,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,primary512,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.7032034757820256
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.02310968920066614,-0.02310968920066614,0.0,0.0,original31,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-2.195816782756067,-2.195816782756067,0.0,0.0,original31,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,original31,,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-2.1727070935554007
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.057492383719193185,0.057492383719193185,0.0,0.0,original31,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.6250607166905766,-0.6250607166905757,0.0,0.0,original31,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,original31,,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6825531004097689
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.014478075062383411,-0.014478075062383411,0.0,0.0,original31,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-2.0443842104192047,-2.044384210419205,0.0,0.0,original31,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,original31,,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-2.0299061353568217
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.009710297711261973,-0.009710297711261973,0.0,0.0,nonredundant28,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.7888289945378197,-1.7888289945378197,0.0,0.0,nonredundant28,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,nonredundant28,,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.7791186968265578
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.0553478752170502,0.0553478752170502,0.0,0.0,nonredundant28,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.45998693452334827,-0.45998693452334827,0.0,0.0,nonredundant28,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,nonredundant28,,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5153348097403985
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.004468527114870113,-0.004468527114870113,0.0,0.0,nonredundant28,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.6279099620266226,-1.6279099620266226,0.0,0.0,nonredundant28,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,nonredundant28,,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.6234414349117525
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.010063839898539761,-0.010063839898539761,0.0,0.0,family_balanced31,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.6279062106510347,-0.6279062106510345,0.0,0.0,family_balanced31,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,family_balanced31,,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6178423707524947
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.017893193859764622,0.017893193859764622,0.0,0.0,family_balanced31,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.1863404080483213,-0.18634040804832086,0.0,0.0,family_balanced31,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,family_balanced31,,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.20423360190808548
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.005501021598151912,-0.005501021598151468,0.0,0.0,family_balanced31,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.6294286248266157,-0.6294286248266159,0.0,0.0,family_balanced31,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,family_balanced31,,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6239276032284644
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.04193733009992151,-0.04193733009992151,0.0,0.0,no_texture19,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.822608064033334,-0.822608064033334,0.0,0.0,no_texture19,72,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,resolution256,flux_2_max,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.7806707339334125
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",0.06583610417480834,0.06583610417480834,0.0,0.0,no_texture19,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.4087391107862146,-0.4087391107862146,0.0,0.0,no_texture19,72,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,resolution256,nano_banana_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.47457521496102295
artist_free,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-0.03736189360390263,-0.03736189360390263,0.0,0.0,no_texture19,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named,0,"E(A,A) + E(B,B) - E(A,B) - E(B,A); negative favors own",-1.4817557607519491,-1.4817557607519496,0.0,0.0,no_texture19,72,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,
named_minus_artist_free_interaction,,,,,,,no_texture19,,resolution256,oauth_gpt_image_2,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.444393867148047
