painter_id,route,condition,k,status,mode,sample_size,reference_n,coverage,reason,size_label,coverage.n,maximum,median,minimum,per_reference_hit_frequency.n,quantile05,quantile95,sample_design_index
claude_monet,nano_banana_2,named,5,available,uniform,38,38,,,reference_n,100,0.6842105263157895,0.6052631578947368,0.42105263157894735,38,0.5,0.6842105263157895,2
claude_monet,nano_banana_2,named,5,available,reference_class_counts,38,38,,,reference_n,100,0.6578947368421053,0.5,0.42105263157894735,38,0.4473684210526316,0.606578947368421,3
claude_monet,oauth_gpt_image_2,artist_free,1,available,all_available,72,38,0.2894736842105263,,,,,,,,,,
claude_monet,oauth_gpt_image_2,artist_free,1,available,uniform,19,38,,,half_reference_n,100,0.2894736842105263,0.15789473684210525,0.05263157894736842,38,0.10394736842105264,0.238157894736842,0
claude_monet,oauth_gpt_image_2,artist_free,1,available,reference_class_counts,19,38,,,half_reference_n,100,0.2631578947368421,0.13157894736842105,0.0,38,0.07894736842105263,0.21052631578947367,1
claude_monet,oauth_gpt_image_2,artist_free,1,available,uniform,38,38,,,reference_n,100,0.2894736842105263,0.2631578947368421,0.13157894736842105,38,0.15789473684210525,0.2894736842105263,2
claude_monet,oauth_gpt_image_2,artist_free,1,available,reference_class_counts,38,38,,,reference_n,100,0.2894736842105263,0.21052631578947367,0.13157894736842105,38,0.15789473684210525,0.2631578947368421,3
claude_monet,oauth_gpt_image_2,artist_free,3,available,all_available,72,38,0.5526315789473685,,,,,,,,,,
claude_monet,oauth_gpt_image_2,artist_free,3,available,uniform,19,38,,,half_reference_n,100,0.5263157894736842,0.42105263157894735,0.23684210526315788,38,0.2881578947368421,0.5,0
claude_monet,oauth_gpt_image_2,artist_free,3,available,reference_class_counts,19,38,,,half_reference_n,100,0.47368421052631576,0.34210526315789475,0.21052631578947367,38,0.23684210526315788,0.4473684210526316,1
claude_monet,oauth_gpt_image_2,artist_free,3,available,uniform,38,38,,,reference_n,100,0.5526315789473685,0.5,0.3684210526315789,38,0.3684210526315789,0.5526315789473685,2
claude_monet,oauth_gpt_image_2,artist_free,3,available,reference_class_counts,38,38,,,reference_n,100,0.5263157894736842,0.42105263157894735,0.3157894736842105,38,0.3157894736842105,0.5263157894736842,3
claude_monet,oauth_gpt_image_2,artist_free,5,available,all_available,72,38,0.7368421052631579,,,,,,,,,,
claude_monet,oauth_gpt_image_2,artist_free,5,available,uniform,19,38,,,half_reference_n,100,0.7368421052631579,0.5657894736842106,0.2894736842105263,38,0.3684210526315789,0.7105263157894737,0
claude_monet,oauth_gpt_image_2,artist_free,5,available,reference_class_counts,19,38,,,half_reference_n,100,0.7368421052631579,0.42105263157894735,0.2894736842105263,38,0.3157894736842105,0.606578947368421,1
claude_monet,oauth_gpt_image_2,artist_free,5,available,uniform,38,38,,,reference_n,100,0.7368421052631579,0.6842105263157895,0.42105263157894735,38,0.47368421052631576,0.7368421052631579,2
claude_monet,oauth_gpt_image_2,artist_free,5,available,reference_class_counts,38,38,,,reference_n,100,0.7368421052631579,0.47368421052631576,0.34210526315789475,38,0.3684210526315789,0.6855263157894737,3
claude_monet,oauth_gpt_image_2,generic_named,1,available,all_available,72,38,0.2894736842105263,,,,,,,,,,
claude_monet,oauth_gpt_image_2,generic_named,1,available,uniform,19,38,,,half_reference_n,100,0.2631578947368421,0.18421052631578946,0.10526315789473684,38,0.13157894736842105,0.23684210526315788,0
claude_monet,oauth_gpt_image_2,generic_named,1,available,reference_class_counts,19,38,,,half_reference_n,100,0.2894736842105263,0.18421052631578946,0.10526315789473684,38,0.13157894736842105,0.238157894736842,1
claude_monet,oauth_gpt_image_2,generic_named,1,available,uniform,38,38,,,reference_n,100,0.2894736842105263,0.23684210526315788,0.15789473684210525,38,0.18421052631578946,0.2894736842105263,2
claude_monet,oauth_gpt_image_2,generic_named,1,available,reference_class_counts,38,38,,,reference_n,100,0.2894736842105263,0.23684210526315788,0.21052631578947367,38,0.21052631578947367,0.2894736842105263,3
claude_monet,oauth_gpt_image_2,generic_named,3,available,all_available,72,38,0.5526315789473685,,,,,,,,,,
claude_monet,oauth_gpt_image_2,generic_named,3,available,uniform,19,38,,,half_reference_n,100,0.5263157894736842,0.39473684210526316,0.2894736842105263,38,0.34210526315789475,0.5,0
claude_monet,oauth_gpt_image_2,generic_named,3,available,reference_class_counts,19,38,,,half_reference_n,100,0.47368421052631576,0.39473684210526316,0.2631578947368421,38,0.3157894736842105,0.47368421052631576,1
claude_monet,oauth_gpt_image_2,generic_named,3,available,uniform,38,38,,,reference_n,100,0.5526315789473685,0.47368421052631576,0.39473684210526316,38,0.42105263157894735,0.5263157894736842,2
claude_monet,oauth_gpt_image_2,generic_named,3,available,reference_class_counts,38,38,,,reference_n,100,0.5263157894736842,0.4473684210526316,0.34210526315789475,38,0.39473684210526316,0.5,3
claude_monet,oauth_gpt_image_2,generic_named,5,available,all_available,72,38,0.7631578947368421,,,,,,,,,,
claude_monet,oauth_gpt_image_2,generic_named,5,available,uniform,19,38,,,half_reference_n,100,0.7105263157894737,0.5526315789473685,0.3684210526315789,38,0.4473684210526316,0.6578947368421053,0
claude_monet,oauth_gpt_image_2,generic_named,5,available,reference_class_counts,19,38,,,half_reference_n,100,0.6842105263157895,0.5526315789473685,0.39473684210526316,38,0.4473684210526316,0.6328947368421052,1
claude_monet,oauth_gpt_image_2,generic_named,5,available,uniform,38,38,,,reference_n,100,0.7631578947368421,0.6842105263157895,0.5526315789473685,38,0.6052631578947368,0.7368421052631579,2
claude_monet,oauth_gpt_image_2,generic_named,5,available,reference_class_counts,38,38,,,reference_n,100,0.7368421052631579,0.6578947368421053,0.47368421052631576,38,0.6052631578947368,0.7105263157894737,3
claude_monet,oauth_gpt_image_2,named,1,available,all_available,72,38,0.2631578947368421,,,,,,,,,,
claude_monet,oauth_gpt_image_2,named,1,available,uniform,19,38,,,half_reference_n,100,0.23684210526315788,0.18421052631578946,0.10526315789473684,38,0.13157894736842105,0.23684210526315788,0
claude_monet,oauth_gpt_image_2,named,1,available,reference_class_counts,19,38,,,half_reference_n,100,0.23684210526315788,0.15789473684210525,0.07894736842105263,38,0.13157894736842105,0.21052631578947367,1
claude_monet,oauth_gpt_image_2,named,1,available,uniform,38,38,,,reference_n,100,0.2631578947368421,0.22368421052631576,0.18421052631578946,38,0.18421052631578946,0.2631578947368421,2
claude_monet,oauth_gpt_image_2,named,1,available,reference_class_counts,38,38,,,reference_n,100,0.2631578947368421,0.21052631578947367,0.15789473684210525,38,0.18421052631578946,0.2631578947368421,3
claude_monet,oauth_gpt_image_2,named,3,available,all_available,72,38,0.47368421052631576,,,,,,,,,,
claude_monet,oauth_gpt_image_2,named,3,available,uniform,19,38,,,half_reference_n,100,0.47368421052631576,0.34210526315789475,0.2894736842105263,38,0.2894736842105263,0.4473684210526316,0
claude_monet,oauth_gpt_image_2,named,3,available,reference_class_counts,19,38,,,half_reference_n,100,0.47368421052631576,0.34210526315789475,0.23684210526315788,38,0.2894736842105263,0.4473684210526316,1
claude_monet,oauth_gpt_image_2,named,3,available,uniform,38,38,,,reference_n,100,0.47368421052631576,0.39473684210526316,0.34210526315789475,38,0.3684210526315789,0.47368421052631576,2
claude_monet,oauth_gpt_image_2,named,3,available,reference_class_counts,38,38,,,reference_n,100,0.47368421052631576,0.4473684210526316,0.34210526315789475,38,0.34210526315789475,0.47368421052631576,3
claude_monet,oauth_gpt_image_2,named,5,available,all_available,72,38,0.6578947368421053,,,,,,,,,,
claude_monet,oauth_gpt_image_2,named,5,available,uniform,19,38,,,half_reference_n,100,0.6578947368421053,0.5263157894736842,0.3684210526315789,38,0.42105263157894735,0.606578947368421,0
claude_monet,oauth_gpt_image_2,named,5,available,reference_class_counts,19,38,,,half_reference_n,100,0.631578947368421,0.5,0.2894736842105263,38,0.39342105263157895,0.6052631578947368,1
claude_monet,oauth_gpt_image_2,named,5,available,uniform,38,38,,,reference_n,100,0.6578947368421053,0.5789473684210527,0.47368421052631576,38,0.5,0.6578947368421053,2
claude_monet,oauth_gpt_image_2,named,5,available,reference_class_counts,38,38,,,reference_n,100,0.6578947368421053,0.6052631578947368,0.4473684210526316,38,0.5,0.6578947368421053,3
paul_cezanne,flux_2_max,artist_free,1,available,all_available,72,32,0.28125,,,,,,,,,,
paul_cezanne,flux_2_max,artist_free,1,available,uniform,16,32,,,half_reference_n,100,0.28125,0.15625,0.03125,32,0.09375,0.21875,0
paul_cezanne,flux_2_max,artist_free,1,available,reference_class_counts,16,32,,,half_reference_n,100,0.25,0.15625,0.0625,32,0.09375,0.21875,1
paul_cezanne,flux_2_max,artist_free,1,available,uniform,32,32,,,reference_n,100,0.28125,0.21875,0.09375,32,0.125,0.25,2
paul_cezanne,flux_2_max,artist_free,1,available,reference_class_counts,32,32,,,reference_n,100,0.25,0.1875,0.09375,32,0.125,0.25,3
paul_cezanne,flux_2_max,artist_free,3,available,all_available,72,32,0.4375,,,,,,,,,,
paul_cezanne,flux_2_max,artist_free,3,available,uniform,16,32,,,half_reference_n,100,0.4375,0.3125,0.21875,32,0.25,0.40625,0
paul_cezanne,flux_2_max,artist_free,3,available,reference_class_counts,16,32,,,half_reference_n,100,0.4375,0.3125,0.1875,32,0.2484375,0.40625,1
paul_cezanne,flux_2_max,artist_free,3,available,uniform,32,32,,,reference_n,100,0.4375,0.375,0.28125,32,0.3125,0.4375,2
paul_cezanne,flux_2_max,artist_free,3,available,reference_class_counts,32,32,,,reference_n,100,0.4375,0.375,0.28125,32,0.3125,0.40625,3
paul_cezanne,flux_2_max,artist_free,5,available,all_available,72,32,0.5625,,,,,,,,,,
paul_cezanne,flux_2_max,artist_free,5,available,uniform,16,32,,,half_reference_n,100,0.5625,0.40625,0.28125,32,0.3125,0.53125,0
paul_cezanne,flux_2_max,artist_free,5,available,reference_class_counts,16,32,,,half_reference_n,100,0.53125,0.4375,0.28125,32,0.3125,0.53125,1
paul_cezanne,flux_2_max,artist_free,5,available,uniform,32,32,,,reference_n,100,0.5625,0.484375,0.3125,32,0.375,0.5625,2
paul_cezanne,flux_2_max,artist_free,5,available,reference_class_counts,32,32,,,reference_n,100,0.5625,0.5,0.34375,32,0.375,0.5625,3
paul_cezanne,flux_2_max,named,1,available,all_available,72,32,0.4375,,,,,,,,,,
paul_cezanne,flux_2_max,named,1,available,uniform,16,32,,,half_reference_n,100,0.375,0.28125,0.1875,32,0.21875,0.375,0
paul_cezanne,flux_2_max,named,1,available,reference_class_counts,16,32,,,half_reference_n,100,0.4375,0.3125,0.21875,32,0.25,0.40625,1
paul_cezanne,flux_2_max,named,1,available,uniform,32,32,,,reference_n,100,0.4375,0.34375,0.25,32,0.28125,0.40625,2
paul_cezanne,flux_2_max,named,1,available,reference_class_counts,32,32,,,reference_n,100,0.4375,0.40625,0.3125,32,0.34375,0.4375,3
paul_cezanne,flux_2_max,named,3,available,all_available,72,32,0.75,,,,,,,,,,
paul_cezanne,flux_2_max,named,3,available,uniform,16,32,,,half_reference_n,100,0.71875,0.5625,0.375,32,0.4375,0.6875,0
paul_cezanne,flux_2_max,named,3,available,reference_class_counts,16,32,,,half_reference_n,100,0.6875,0.625,0.46875,32,0.5,0.6875,1
paul_cezanne,flux_2_max,named,3,available,uniform,32,32,,,reference_n,100,0.75,0.65625,0.53125,32,0.59375,0.71875,2
paul_cezanne,flux_2_max,named,3,available,reference_class_counts,32,32,,,reference_n,100,0.75,0.703125,0.59375,32,0.65625,0.75,3
paul_cezanne,flux_2_max,named,5,available,all_available,72,32,0.96875,,,,,,,,,,
paul_cezanne,flux_2_max,named,5,available,uniform,16,32,,,half_reference_n,100,0.9375,0.78125,0.625,32,0.65625,0.90625,0
paul_cezanne,flux_2_max,named,5,available,reference_class_counts,16,32,,,half_reference_n,100,0.9375,0.78125,0.65625,32,0.71875,0.90625,1
paul_cezanne,flux_2_max,named,5,available,uniform,32,32,,,reference_n,100,0.96875,0.875,0.75,32,0.78125,0.9390624999999999,2
paul_cezanne,flux_2_max,named,5,available,reference_class_counts,32,32,,,reference_n,100,0.96875,0.875,0.75,32,0.78125,0.9375,3
paul_cezanne,nano_banana_2,artist_free,1,available,all_available,72,32,0.125,,,,,,,,,,
paul_cezanne,nano_banana_2,artist_free,1,available,uniform,16,32,,,half_reference_n,100,0.125,0.03125,0.0,32,0.0,0.125,0
paul_cezanne,nano_banana_2,artist_free,1,available,reference_class_counts,16,32,,,half_reference_n,100,0.125,0.03125,0.0,32,0.029687500000000006,0.125,1
paul_cezanne,nano_banana_2,artist_free,1,available,uniform,32,32,,,reference_n,100,0.125,0.09375,0.0,32,0.03125,0.125,2
paul_cezanne,nano_banana_2,artist_free,1,available,reference_class_counts,32,32,,,reference_n,100,0.125,0.09375,0.03125,32,0.03125,0.125,3
paul_cezanne,nano_banana_2,artist_free,3,available,all_available,72,32,0.21875,,,,,,,,,,
paul_cezanne,nano_banana_2,artist_free,3,available,uniform,16,32,,,half_reference_n,100,0.21875,0.09375,0.0,32,0.03125,0.1875,0
paul_cezanne,nano_banana_2,artist_free,3,available,reference_class_counts,16,32,,,half_reference_n,100,0.21875,0.125,0.03125,32,0.03125,0.21875,1
paul_cezanne,nano_banana_2,artist_free,3,available,uniform,32,32,,,reference_n,100,0.21875,0.1875,0.03125,32,0.03125,0.21875,2
paul_cezanne,nano_banana_2,artist_free,3,available,reference_class_counts,32,32,,,reference_n,100,0.21875,0.171875,0.03125,32,0.060937500000000006,0.21875,3
paul_cezanne,nano_banana_2,artist_free,5,available,all_available,72,32,0.28125,,,,,,,,,,
paul_cezanne,nano_banana_2,artist_free,5,available,uniform,16,32,,,half_reference_n,100,0.25,0.125,0.03125,32,0.03125,0.25,0
paul_cezanne,nano_banana_2,artist_free,5,available,reference_class_counts,16,32,,,half_reference_n,100,0.28125,0.15625,0.03125,32,0.03125,0.2515624999999999,1
paul_cezanne,nano_banana_2,artist_free,5,available,uniform,32,32,,,reference_n,100,0.28125,0.21875,0.0625,32,0.0625,0.28125,2
paul_cezanne,nano_banana_2,artist_free,5,available,reference_class_counts,32,32,,,reference_n,100,0.28125,0.25,0.03125,32,0.09375,0.28125,3
paul_cezanne,nano_banana_2,named,1,available,all_available,72,32,0.21875,,,,,,,,,,
paul_cezanne,nano_banana_2,named,1,available,uniform,16,32,,,half_reference_n,100,0.1875,0.0625,0.0,32,0.029687500000000006,0.125,0
paul_cezanne,nano_banana_2,named,1,available,reference_class_counts,16,32,,,half_reference_n,100,0.15625,0.0625,0.0,32,0.03125,0.125,1
paul_cezanne,nano_banana_2,named,1,available,uniform,32,32,,,reference_n,100,0.21875,0.125,0.0625,32,0.09375,0.1875,2
paul_cezanne,nano_banana_2,named,1,available,reference_class_counts,32,32,,,reference_n,100,0.1875,0.125,0.0625,32,0.0625,0.1875,3
paul_cezanne,nano_banana_2,named,3,available,all_available,72,32,0.34375,,,,,,,,,,
paul_cezanne,nano_banana_2,named,3,available,uniform,16,32,,,half_reference_n,100,0.34375,0.21875,0.09375,32,0.125,0.28125,0
paul_cezanne,nano_banana_2,named,3,available,reference_class_counts,16,32,,,half_reference_n,100,0.3125,0.21875,0.09375,32,0.1546875,0.28125,1
paul_cezanne,nano_banana_2,named,3,available,uniform,32,32,,,reference_n,100,0.34375,0.28125,0.1875,32,0.21875,0.34375,2
paul_cezanne,nano_banana_2,named,3,available,reference_class_counts,32,32,,,reference_n,100,0.34375,0.3125,0.15625,32,0.25,0.34375,3
paul_cezanne,nano_banana_2,named,5,available,all_available,72,32,0.59375,,,,,,,,,,
paul_cezanne,nano_banana_2,named,5,available,uniform,16,32,,,half_reference_n,100,0.53125,0.34375,0.15625,32,0.25,0.4703124999999999,0
paul_cezanne,nano_banana_2,named,5,available,reference_class_counts,16,32,,,half_reference_n,100,0.5625,0.375,0.125,32,0.1875,0.4703124999999999,1
paul_cezanne,nano_banana_2,named,5,available,uniform,32,32,,,reference_n,100,0.59375,0.5,0.28125,32,0.3734375,0.5625,2
paul_cezanne,nano_banana_2,named,5,available,reference_class_counts,32,32,,,reference_n,100,0.59375,0.46875,0.28125,32,0.375,0.5625,3
paul_cezanne,oauth_gpt_image_2,artist_free,1,available,all_available,72,32,0.25,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,artist_free,1,available,uniform,16,32,,,half_reference_n,100,0.21875,0.125,0.03125,32,0.0625,0.1875,0
paul_cezanne,oauth_gpt_image_2,artist_free,1,available,reference_class_counts,16,32,,,half_reference_n,100,0.25,0.15625,0.03125,32,0.0625,0.1875,1
paul_cezanne,oauth_gpt_image_2,artist_free,1,available,uniform,32,32,,,reference_n,100,0.25,0.1875,0.09375,32,0.125,0.21875,2
paul_cezanne,oauth_gpt_image_2,artist_free,1,available,reference_class_counts,32,32,,,reference_n,100,0.25,0.203125,0.09375,32,0.15625,0.25,3
paul_cezanne,oauth_gpt_image_2,artist_free,3,available,all_available,72,32,0.40625,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,artist_free,3,available,uniform,16,32,,,half_reference_n,100,0.40625,0.28125,0.15625,32,0.1859375,0.375,0
paul_cezanne,oauth_gpt_image_2,artist_free,3,available,reference_class_counts,16,32,,,half_reference_n,100,0.40625,0.25,0.09375,32,0.1859375,0.375,1
paul_cezanne,oauth_gpt_image_2,artist_free,3,available,uniform,32,32,,,reference_n,100,0.40625,0.34375,0.21875,32,0.25,0.40625,2
paul_cezanne,oauth_gpt_image_2,artist_free,3,available,reference_class_counts,32,32,,,reference_n,100,0.40625,0.34375,0.25,32,0.25,0.40625,3
paul_cezanne,oauth_gpt_image_2,artist_free,5,available,all_available,72,32,0.59375,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,artist_free,5,available,uniform,16,32,,,half_reference_n,100,0.53125,0.40625,0.25,32,0.3125,0.46875,0
paul_cezanne,oauth_gpt_image_2,artist_free,5,available,reference_class_counts,16,32,,,half_reference_n,100,0.53125,0.40625,0.3125,32,0.34375,0.5015624999999999,1
paul_cezanne,oauth_gpt_image_2,artist_free,5,available,uniform,32,32,,,reference_n,100,0.59375,0.5,0.375,32,0.40625,0.5625,2
paul_cezanne,oauth_gpt_image_2,artist_free,5,available,reference_class_counts,32,32,,,reference_n,100,0.59375,0.53125,0.4375,32,0.46875,0.59375,3
paul_cezanne,oauth_gpt_image_2,generic_named,1,available,all_available,70,32,0.34375,,,,,,,,,,
