painter_id,route,condition,k,status,content_class,cross_class_anchor_neighbors,cross_class_hit_count,generated_hit_count,hit,image_id,nearest_generated_content_class,nearest_generated_distance,nearest_generated_image_id,neighbor_image_ids.n,radius,same_class_hit_count
claude_monet,flux_2_max,artist_free,1,available,water,0,0,0,False,wikidata:Q20538849,water,4.153065544897637,generated:slot0093,1,2.673830403503753,0
claude_monet,flux_2_max,artist_free,1,available,water,1,0,0,False,wikidata:Q20809479,built,4.841048505569569,generated:slot0987,1,3.2928465386698074,0
claude_monet,flux_2_max,artist_free,1,available,land,0,0,1,True,wikidata:Q2450237,land,3.315279532665629,generated:slot0502,1,3.4082301466559173,1
claude_monet,flux_2_max,artist_free,1,available,water,1,1,1,True,wikidata:Q24953805,built,4.298097957478868,generated:slot0282,1,4.348436623619371,0
claude_monet,flux_2_max,artist_free,1,available,water,0,1,1,True,wikidata:Q30093031,land,5.386517870297085,generated:slot0617,1,5.429803788973144,0
claude_monet,flux_2_max,artist_free,1,available,land,0,0,0,False,wikidata:Q3794124,land,4.229433961007014,generated:slot0419,1,3.4454370263346714,0
claude_monet,flux_2_max,artist_free,1,available,built,1,1,1,True,wikidata:Q47615867,land,3.8751373183522166,generated:slot0419,1,4.033978126320377,0
claude_monet,flux_2_max,artist_free,1,available,land,1,0,0,False,wikidata:Q50415977,water,4.298725938936544,generated:slot0408,1,4.185716954464887,0
claude_monet,flux_2_max,artist_free,1,available,water,0,0,0,False,wikidata:Q50700359,water,3.902545258403372,generated:slot0857,1,2.673830403503753,0
claude_monet,flux_2_max,artist_free,1,available,water,0,0,0,False,wikidata:Q59530379,built,5.128301322850129,generated:slot0705,1,3.509016707798513,0
claude_monet,flux_2_max,artist_free,1,available,land,0,0,3,True,wikidata:Q63952037,land,3.1495487366905,generated:slot0419,1,3.8511280865517103,3
claude_monet,flux_2_max,artist_free,1,available,water,0,0,3,True,wikidata:Q66126523,water,4.606194375231731,generated:slot0272,1,5.239917074652212,3
claude_monet,flux_2_max,artist_free,1,available,water,1,0,0,False,wikidata:Q67158045,built,4.580797286831633,generated:slot0987,1,4.112980086555676,0
claude_monet,flux_2_max,artist_free,1,available,land,0,0,0,False,wikidata:Q67220780,land,4.550594218879049,generated:slot0810,1,2.378499122850498,0
claude_monet,flux_2_max,artist_free,1,available,water,0,0,2,True,wikidata:Q67609602,water,4.237498971761551,generated:slot0194,1,4.86239755141738,2
claude_monet,flux_2_max,artist_free,1,available,water,1,8,9,True,wikidata:Q68372814,built,3.9184927405004033,generated:slot0761,1,5.227793893923393,1
claude_monet,flux_2_max,artist_free,1,available,land,0,0,0,False,wikidata:Q79790733,land,4.598559778863261,generated:slot0810,1,3.0442448397805206,0
claude_monet,flux_2_max,artist_free,1,available,land,0,0,0,False,wikidata:Q79790741,land,4.134128895603093,generated:slot0810,1,2.378499122850498,0
claude_monet,flux_2_max,artist_free,1,available,water,1,0,0,False,wikidata:Q79868506,water,4.029887872634994,generated:slot0800,1,2.9699119510316065,0
claude_monet,flux_2_max,artist_free,1,available,land,1,0,1,True,wikidata:Q85224931,land,3.440656262592576,generated:slot0617,1,3.520768765672221,1
claude_monet,flux_2_max,artist_free,1,available,water,1,0,0,False,wikidata:Q87367853,water,5.049048437242524,generated:slot0194,1,3.8782723416025835,0
claude_monet,flux_2_max,artist_free,1,available,water,0,0,0,False,wikidata:Q92787519,water,5.558881987060447,generated:slot0408,1,4.322423989422478,0
claude_monet,flux_2_max,artist_free,1,available,land,0,0,0,False,wikidata:Q92831691,land,5.794157193061653,generated:slot0419,1,4.751808126116393,0
claude_monet,flux_2_max,artist_free,3,available,land,2,0,0,False,wikidata:Q105099583,land,4.451320795054384,generated:slot0346,3,4.095704182455167,0
claude_monet,flux_2_max,artist_free,3,available,water,2,2,2,True,wikidata:Q105099601,built,4.172586885308368,generated:slot0282,3,5.780900789628418,0
claude_monet,flux_2_max,artist_free,3,available,land,0,13,21,True,wikidata:Q105099613,land,2.8081861941158643,generated:slot0897,3,4.197096415543454,8
claude_monet,flux_2_max,artist_free,3,available,water,2,18,18,True,wikidata:Q105099626,land,3.139840477217704,generated:slot0101,3,4.7517698885987825,0
claude_monet,flux_2_max,artist_free,3,available,land,3,1,1,True,wikidata:Q106879983,water,9.145222470559366,generated:slot0327,3,9.998329648018984,0
claude_monet,flux_2_max,artist_free,3,available,built,2,0,0,False,wikidata:Q106925109,water,5.029747418040629,generated:slot0194,3,4.5189942370618414,0
claude_monet,flux_2_max,artist_free,3,available,water,2,0,0,False,wikidata:Q113520917,built,4.408674239763205,generated:slot0174,3,3.8608508301365783,0
claude_monet,flux_2_max,artist_free,3,available,built,3,1,2,True,wikidata:Q116143411,water,7.200433057471457,generated:slot0327,3,10.192201509229674,1
claude_monet,flux_2_max,artist_free,3,available,water,0,0,0,False,wikidata:Q117435199,land,4.9604963816756245,generated:slot0617,3,4.53168004469993,0
claude_monet,flux_2_max,artist_free,3,available,built,3,0,0,False,wikidata:Q117435200,built,4.711829746929966,generated:slot0174,3,3.2436386159514106,0
claude_monet,flux_2_max,artist_free,3,available,water,1,16,20,True,wikidata:Q17492292,land,2.635606658010362,generated:slot0617,3,4.191777031061701,4
claude_monet,flux_2_max,artist_free,3,available,water,2,1,1,True,wikidata:Q17493461,built,3.468250907263729,generated:slot0174,3,3.5989379657914506,0
claude_monet,flux_2_max,artist_free,3,available,water,1,0,0,False,wikidata:Q17493907,water,6.083568461018245,generated:slot0857,3,4.874880043878581,0
claude_monet,flux_2_max,artist_free,3,available,land,2,14,18,True,wikidata:Q19967292,built,2.845257310611226,generated:slot0987,3,4.342120948958207,4
claude_monet,flux_2_max,artist_free,3,available,water,2,0,0,False,wikidata:Q20538824,water,4.029234818446809,generated:slot0093,3,3.5883263593670867,0
claude_monet,flux_2_max,artist_free,3,available,water,1,0,0,False,wikidata:Q20538849,water,4.153065544897637,generated:slot0093,3,3.767911630397284,0
claude_monet,flux_2_max,artist_free,3,available,water,3,0,0,False,wikidata:Q20809479,built,4.841048505569569,generated:slot0987,3,3.964473251206345,0
claude_monet,flux_2_max,artist_free,3,available,land,0,2,5,True,wikidata:Q2450237,land,3.315279532665629,generated:slot0502,3,3.774076896455879,3
claude_monet,flux_2_max,artist_free,3,available,water,1,3,4,True,wikidata:Q24953805,built,4.298097957478868,generated:slot0282,3,4.661558819293898,1
claude_monet,flux_2_max,artist_free,3,available,water,0,1,1,True,wikidata:Q30093031,land,5.386517870297085,generated:slot0617,3,5.57511740527042,0
claude_monet,flux_2_max,artist_free,3,available,land,0,0,0,False,wikidata:Q3794124,land,4.229433961007014,generated:slot0419,3,4.159892313926054,0
claude_monet,flux_2_max,artist_free,3,available,built,3,4,6,True,wikidata:Q47615867,land,3.8751373183522166,generated:slot0419,3,4.958386549144716,2
claude_monet,flux_2_max,artist_free,3,available,land,2,18,27,True,wikidata:Q50415977,water,4.298725938936544,generated:slot0408,3,5.732420756420231,9
claude_monet,flux_2_max,artist_free,3,available,water,0,0,1,True,wikidata:Q50700359,water,3.902545258403372,generated:slot0857,3,3.9294511309544484,1
claude_monet,flux_2_max,artist_free,3,available,water,1,0,0,False,wikidata:Q59530379,built,5.128301322850129,generated:slot0705,3,3.9337025230374145,0
claude_monet,flux_2_max,artist_free,3,available,land,1,0,5,True,wikidata:Q63952037,land,3.1495487366905,generated:slot0419,3,4.218967371991275,5
claude_monet,flux_2_max,artist_free,3,available,water,0,1,5,True,wikidata:Q66126523,water,4.606194375231731,generated:slot0272,3,6.06718355904824,4
claude_monet,flux_2_max,artist_free,3,available,water,3,1,1,True,wikidata:Q67158045,built,4.580797286831633,generated:slot0987,3,4.689223426610484,0
claude_monet,flux_2_max,artist_free,3,available,land,1,0,0,False,wikidata:Q67220780,land,4.550594218879049,generated:slot0810,3,3.4082301466559173,0
claude_monet,flux_2_max,artist_free,3,available,water,1,3,8,True,wikidata:Q67609602,water,4.237498971761551,generated:slot0194,3,5.511722868339453,5
claude_monet,flux_2_max,artist_free,3,available,water,2,24,27,True,wikidata:Q68372814,built,3.9184927405004033,generated:slot0761,3,5.919706782663704,3
claude_monet,flux_2_max,artist_free,3,available,land,1,0,0,False,wikidata:Q79790733,land,4.598559778863261,generated:slot0810,3,4.184673105206288,0
claude_monet,flux_2_max,artist_free,3,available,land,1,0,0,False,wikidata:Q79790741,land,4.134128895603093,generated:slot0810,3,3.5989379657914506,0
claude_monet,flux_2_max,artist_free,3,available,water,1,0,1,True,wikidata:Q79868506,water,4.029887872634994,generated:slot0800,3,4.425900487620978,1
claude_monet,flux_2_max,artist_free,3,available,land,3,2,3,True,wikidata:Q85224931,land,3.440656262592576,generated:slot0617,3,3.767911630397284,1
claude_monet,flux_2_max,artist_free,3,available,water,2,0,0,False,wikidata:Q87367853,water,5.049048437242524,generated:slot0194,3,4.184673105206288,0
claude_monet,flux_2_max,artist_free,3,available,water,1,0,0,False,wikidata:Q92787519,water,5.558881987060447,generated:slot0408,3,5.047210421907889,0
claude_monet,flux_2_max,artist_free,3,available,land,2,0,0,False,wikidata:Q92831691,land,5.794157193061653,generated:slot0419,3,5.139250184269381,0
claude_monet,flux_2_max,artist_free,5,available,land,4,0,0,False,wikidata:Q105099583,land,4.451320795054384,generated:slot0346,5,4.24031408524945,0
claude_monet,flux_2_max,artist_free,5,available,water,2,10,14,True,wikidata:Q105099601,built,4.172586885308368,generated:slot0282,5,6.53627335444916,4
claude_monet,flux_2_max,artist_free,5,available,land,2,19,29,True,wikidata:Q105099613,land,2.8081861941158643,generated:slot0897,5,4.49713713747214,10
claude_monet,flux_2_max,artist_free,5,available,water,3,18,18,True,wikidata:Q105099626,land,3.139840477217704,generated:slot0101,5,4.76892062990069,0
claude_monet,flux_2_max,artist_free,5,available,land,5,4,4,True,wikidata:Q106879983,water,9.145222470559366,generated:slot0327,5,10.428717783388507,0
claude_monet,flux_2_max,artist_free,5,available,built,4,0,0,False,wikidata:Q106925109,water,5.029747418040629,generated:slot0194,5,4.8965082804178826,0
claude_monet,flux_2_max,artist_free,5,available,water,3,0,0,False,wikidata:Q113520917,built,4.408674239763205,generated:slot0174,5,4.3074740861196865,0
claude_monet,flux_2_max,artist_free,5,available,built,5,5,9,True,wikidata:Q116143411,water,7.200433057471457,generated:slot0327,5,10.826114213822363,4
claude_monet,flux_2_max,artist_free,5,available,water,1,0,0,False,wikidata:Q117435199,land,4.9604963816756245,generated:slot0617,5,4.630320243170062,0
claude_monet,flux_2_max,artist_free,5,available,built,5,0,0,False,wikidata:Q117435200,built,4.711829746929966,generated:slot0174,5,3.9337025230374145,0
claude_monet,flux_2_max,artist_free,5,available,water,2,18,24,True,wikidata:Q17492292,land,2.635606658010362,generated:slot0617,5,4.288650528739139,6
claude_monet,flux_2_max,artist_free,5,available,water,3,5,5,True,wikidata:Q17493461,built,3.468250907263729,generated:slot0174,5,3.9396207222685558,0
claude_monet,flux_2_max,artist_free,5,available,water,1,0,0,False,wikidata:Q17493907,water,6.083568461018245,generated:slot0857,5,5.377581387029066,0
claude_monet,flux_2_max,artist_free,5,available,land,4,18,24,True,wikidata:Q19967292,built,2.845257310611226,generated:slot0987,5,4.606909871344621,6
claude_monet,flux_2_max,artist_free,5,available,water,2,0,0,False,wikidata:Q20538824,water,4.029234818446809,generated:slot0093,5,4.025273949819587,0
claude_monet,flux_2_max,artist_free,5,available,water,1,0,0,False,wikidata:Q20538849,water,4.153065544897637,generated:slot0093,5,4.083828188679182,0
claude_monet,flux_2_max,artist_free,5,available,water,3,0,0,False,wikidata:Q20809479,built,4.841048505569569,generated:slot0987,5,4.307757826236829,0
claude_monet,flux_2_max,artist_free,5,available,land,1,4,9,True,wikidata:Q2450237,land,3.315279532665629,generated:slot0502,5,4.068868531743642,5
claude_monet,flux_2_max,artist_free,5,available,water,2,5,6,True,wikidata:Q24953805,built,4.298097957478868,generated:slot0282,5,5.046236196029048,1
claude_monet,flux_2_max,artist_free,5,available,water,1,1,1,True,wikidata:Q30093031,land,5.386517870297085,generated:slot0617,5,5.752504343613559,0
claude_monet,flux_2_max,artist_free,5,available,land,2,0,2,True,wikidata:Q3794124,land,4.229433961007014,generated:slot0419,5,4.434017424360382,2
claude_monet,flux_2_max,artist_free,5,available,built,5,4,6,True,wikidata:Q47615867,land,3.8751373183522166,generated:slot0419,5,5.087123436047381,2
claude_monet,flux_2_max,artist_free,5,available,land,4,21,30,True,wikidata:Q50415977,water,4.298725938936544,generated:slot0408,5,5.811412219936013,9
claude_monet,flux_2_max,artist_free,5,available,water,1,0,1,True,wikidata:Q50700359,water,3.902545258403372,generated:slot0857,5,4.191777031061701,1
claude_monet,flux_2_max,artist_free,5,available,water,2,0,0,False,wikidata:Q59530379,built,5.128301322850129,generated:slot0705,5,4.43489523533583,0
claude_monet,flux_2_max,artist_free,5,available,land,1,9,16,True,wikidata:Q63952037,land,3.1495487366905,generated:slot0419,5,5.015420522212755,7
claude_monet,flux_2_max,artist_free,5,available,water,0,1,5,True,wikidata:Q66126523,water,4.606194375231731,generated:slot0272,5,6.140455850629614,4
claude_monet,flux_2_max,artist_free,5,available,water,4,10,10,True,wikidata:Q67158045,built,4.580797286831633,generated:slot0987,5,5.466804696428339,0
claude_monet,flux_2_max,artist_free,5,available,land,1,0,0,False,wikidata:Q67220780,land,4.550594218879049,generated:slot0810,5,3.762905929479089,0
claude_monet,flux_2_max,artist_free,5,available,water,1,6,13,True,wikidata:Q67609602,water,4.237498971761551,generated:slot0194,5,5.752504343613559,7
claude_monet,flux_2_max,artist_free,5,available,water,3,29,33,True,wikidata:Q68372814,built,3.9184927405004033,generated:slot0761,5,6.321719794581301,4
claude_monet,flux_2_max,artist_free,5,available,land,2,0,0,False,wikidata:Q79790733,land,4.598559778863261,generated:slot0810,5,4.497451180159649,0
claude_monet,flux_2_max,artist_free,5,available,land,2,0,0,False,wikidata:Q79790741,land,4.134128895603093,generated:slot0810,5,3.8771518637818247,0
claude_monet,flux_2_max,artist_free,5,available,water,2,0,2,True,wikidata:Q79868506,water,4.029887872634994,generated:slot0800,5,4.6307115247560615,2
claude_monet,flux_2_max,artist_free,5,available,land,4,3,5,True,wikidata:Q85224931,land,3.440656262592576,generated:slot0617,5,3.979970795640846,2
claude_monet,flux_2_max,artist_free,5,available,water,3,0,0,False,wikidata:Q87367853,water,5.049048437242524,generated:slot0194,5,4.960172567860819,0
claude_monet,flux_2_max,artist_free,5,available,water,1,0,0,False,wikidata:Q92787519,water,5.558881987060447,generated:slot0408,5,5.497680854812162,0
claude_monet,flux_2_max,artist_free,5,available,land,3,0,0,False,wikidata:Q92831691,land,5.794157193061653,generated:slot0419,5,5.448544889900845,0
claude_monet,flux_2_max,named,1,available,land,1,0,0,False,wikidata:Q105099583,land,3.3574893102687593,generated:slot0100,1,3.058875435148465,0
claude_monet,flux_2_max,named,1,available,water,0,1,1,True,wikidata:Q105099601,built,4.752791401333425,generated:slot0283,1,5.144486552200364,0
claude_monet,flux_2_max,named,1,available,land,0,11,18,True,wikidata:Q105099613,built,2.8453671718889484,generated:slot0900,1,3.774076896455879,7
claude_monet,flux_2_max,named,1,available,water,1,3,3,True,wikidata:Q105099626,land,3.5035756805812803,generated:slot0100,1,4.033978126320377,0
claude_monet,flux_2_max,named,1,available,land,1,0,1,True,wikidata:Q106879983,land,6.6483669346071546,generated:slot0412,1,7.699453682305127,1
claude_monet,flux_2_max,named,1,available,built,1,0,0,False,wikidata:Q106925109,water,4.098604913908423,generated:slot0801,1,3.9396207222685558,0
claude_monet,flux_2_max,named,1,available,water,1,0,0,False,wikidata:Q113520917,built,3.2261737726844784,generated:slot0396,1,3.1947041805336136,0
claude_monet,flux_2_max,named,1,available,built,1,0,0,False,wikidata:Q116143411,land,8.727857396207138,generated:slot0412,1,7.699453682305127,0
claude_monet,flux_2_max,named,1,available,water,0,0,0,False,wikidata:Q117435199,water,4.711772658586588,generated:slot0801,1,3.9294511309544484,0
claude_monet,flux_2_max,named,1,available,built,1,0,0,False,wikidata:Q117435200,built,3.4282387861010832,generated:slot0760,1,2.9699119510316065,0
claude_monet,flux_2_max,named,1,available,water,0,18,20,True,wikidata:Q17492292,built,2.9362957853046323,generated:slot0830,1,4.083828188679182,2
claude_monet,flux_2_max,named,1,available,water,1,7,8,True,wikidata:Q17493461,built,2.1437368653320292,generated:slot0813,1,3.2436386159514106,1
claude_monet,flux_2_max,named,1,available,water,0,0,0,False,wikidata:Q17493907,water,4.751860315131029,generated:slot0692,1,3.865945869007607,0
claude_monet,flux_2_max,named,1,available,land,0,18,25,True,wikidata:Q19967292,water,2.673126596834917,generated:slot0084,1,3.979970795640846,7
claude_monet,flux_2_max,named,1,available,water,1,1,3,True,wikidata:Q20538824,water,2.508550618528365,generated:slot0834,1,3.3104134778997816,2
claude_monet,flux_2_max,named,1,available,water,0,0,0,False,wikidata:Q20538849,water,3.0653243252908484,generated:slot0834,1,2.673830403503753,0
claude_monet,flux_2_max,named,1,available,water,1,0,0,False,wikidata:Q20809479,built,3.4462912449777874,generated:slot0988,1,3.2928465386698074,0
claude_monet,flux_2_max,named,1,available,land,0,9,26,True,wikidata:Q2450237,built,2.516934123649427,generated:slot0189,1,3.4082301466559173,17
claude_monet,flux_2_max,named,1,available,water,1,2,3,True,wikidata:Q24953805,water,3.8736021249895365,generated:slot0084,1,4.348436623619371,1
claude_monet,flux_2_max,named,1,available,water,0,1,1,True,wikidata:Q30093031,built,5.403832753168232,generated:slot0396,1,5.429803788973144,0
claude_monet,flux_2_max,named,1,available,land,0,0,0,False,wikidata:Q3794124,land,3.7534339438997546,generated:slot0640,1,3.4454370263346714,0
claude_monet,flux_2_max,named,1,available,built,1,0,0,False,wikidata:Q47615867,built,4.623821300731277,generated:slot0396,1,4.033978126320377,0
claude_monet,flux_2_max,named,1,available,land,1,0,0,False,wikidata:Q50415977,built,4.959202722144369,generated:slot0126,1,4.185716954464887,0
claude_monet,flux_2_max,named,1,available,water,0,0,0,False,wikidata:Q50700359,water,3.466500276367824,generated:slot0834,1,2.673830403503753,0
claude_monet,flux_2_max,named,1,available,water,0,0,0,False,wikidata:Q59530379,water,4.011775991692922,generated:slot0834,1,3.509016707798513,0
claude_monet,flux_2_max,named,1,available,land,0,1,6,True,wikidata:Q63952037,land,3.26820154347575,generated:slot0802,1,3.8511280865517103,5
claude_monet,flux_2_max,named,1,available,water,0,0,2,True,wikidata:Q66126523,water,3.601293918207995,generated:slot0086,1,5.239917074652212,2
claude_monet,flux_2_max,named,1,available,water,1,5,5,True,wikidata:Q67158045,land,3.228248587852807,generated:slot0008,1,4.112980086555676,0
claude_monet,flux_2_max,named,1,available,land,0,0,0,False,wikidata:Q67220780,built,3.6040991446985493,generated:slot0396,1,2.378499122850498,0
claude_monet,flux_2_max,named,1,available,water,0,0,1,True,wikidata:Q67609602,water,4.82566123995826,generated:slot0736,1,4.86239755141738,1
claude_monet,flux_2_max,named,1,available,water,1,0,0,False,wikidata:Q68372814,built,5.33253974444475,generated:slot0830,1,5.227793893923393,0
claude_monet,flux_2_max,named,1,available,land,0,0,0,False,wikidata:Q79790733,built,4.509829070289197,generated:slot0396,1,3.0442448397805206,0
claude_monet,flux_2_max,named,1,available,land,0,0,0,False,wikidata:Q79790741,built,3.637491005147332,generated:slot0396,1,2.378499122850498,0
claude_monet,flux_2_max,named,1,available,water,1,0,0,False,wikidata:Q79868506,built,3.598622212880922,generated:slot0421,1,2.9699119510316065,0
claude_monet,flux_2_max,named,1,available,land,1,6,7,True,wikidata:Q85224931,built,2.8077781904046466,generated:slot0704,1,3.520768765672221,1
claude_monet,flux_2_max,named,1,available,water,1,0,0,False,wikidata:Q87367853,built,4.675055555958686,generated:slot0584,1,3.8782723416025835,0
claude_monet,flux_2_max,named,1,available,water,0,0,0,False,wikidata:Q92787519,water,4.576780475239001,generated:slot0692,1,4.322423989422478,0
claude_monet,flux_2_max,named,1,available,land,0,0,0,False,wikidata:Q92831691,land,6.416517732906137,generated:slot0640,1,4.751808126116393,0
claude_monet,flux_2_max,named,3,available,land,2,4,8,True,wikidata:Q105099583,land,3.3574893102687593,generated:slot0100,3,4.095704182455167,4
claude_monet,flux_2_max,named,3,available,water,2,3,5,True,wikidata:Q105099601,built,4.752791401333425,generated:slot0283,3,5.780900789628418,2
claude_monet,flux_2_max,named,3,available,land,0,17,30,True,wikidata:Q105099613,built,2.8453671718889484,generated:slot0900,3,4.197096415543454,13
claude_monet,flux_2_max,named,3,available,water,2,18,19,True,wikidata:Q105099626,land,3.5035756805812803,generated:slot0100,3,4.7517698885987825,1
claude_monet,flux_2_max,named,3,available,land,3,1,2,True,wikidata:Q106879983,land,6.6483669346071546,generated:slot0412,3,9.998329648018984,1
claude_monet,flux_2_max,named,3,available,built,2,3,5,True,wikidata:Q106925109,water,4.098604913908423,generated:slot0801,3,4.5189942370618414,2
claude_monet,flux_2_max,named,3,available,water,2,5,6,True,wikidata:Q113520917,built,3.2261737726844784,generated:slot0396,3,3.8608508301365783,1
claude_monet,flux_2_max,named,3,available,built,3,1,3,True,wikidata:Q116143411,land,8.727857396207138,generated:slot0412,3,10.192201509229674,2
claude_monet,flux_2_max,named,3,available,water,0,0,0,False,wikidata:Q117435199,water,4.711772658586588,generated:slot0801,3,4.53168004469993,0
claude_monet,flux_2_max,named,3,available,built,3,0,0,False,wikidata:Q117435200,built,3.4282387861010832,generated:slot0760,3,3.2436386159514106,0
claude_monet,flux_2_max,named,3,available,water,1,20,25,True,wikidata:Q17492292,built,2.9362957853046323,generated:slot0830,3,4.191777031061701,5
claude_monet,flux_2_max,named,3,available,water,2,15,18,True,wikidata:Q17493461,built,2.1437368653320292,generated:slot0813,3,3.5989379657914506,3
claude_monet,flux_2_max,named,3,available,water,1,0,1,True,wikidata:Q17493907,water,4.751860315131029,generated:slot0692,3,4.874880043878581,1
claude_monet,flux_2_max,named,3,available,land,2,29,42,True,wikidata:Q19967292,water,2.673126596834917,generated:slot0084,3,4.342120948958207,13
claude_monet,flux_2_max,named,3,available,water,2,1,6,True,wikidata:Q20538824,water,2.508550618528365,generated:slot0834,3,3.5883263593670867,5
claude_monet,flux_2_max,named,3,available,water,1,0,1,True,wikidata:Q20538849,water,3.0653243252908484,generated:slot0834,3,3.767911630397284,1
claude_monet,flux_2_max,named,3,available,water,3,2,3,True,wikidata:Q20809479,built,3.4462912449777874,generated:slot0988,3,3.964473251206345,1
claude_monet,flux_2_max,named,3,available,land,0,13,31,True,wikidata:Q2450237,built,2.516934123649427,generated:slot0189,3,3.774076896455879,18
claude_monet,flux_2_max,named,3,available,water,1,5,10,True,wikidata:Q24953805,water,3.8736021249895365,generated:slot0084,3,4.661558819293898,5
claude_monet,flux_2_max,named,3,available,water,0,1,1,True,wikidata:Q30093031,built,5.403832753168232,generated:slot0396,3,5.57511740527042,0
claude_monet,flux_2_max,named,3,available,land,0,1,3,True,wikidata:Q3794124,land,3.7534339438997546,generated:slot0640,3,4.159892313926054,2
claude_monet,flux_2_max,named,3,available,built,3,2,4,True,wikidata:Q47615867,built,4.623821300731277,generated:slot0396,3,4.958386549144716,2
claude_monet,flux_2_max,named,3,available,land,2,2,3,True,wikidata:Q50415977,built,4.959202722144369,generated:slot0126,3,5.732420756420231,1
claude_monet,flux_2_max,named,3,available,water,0,0,3,True,wikidata:Q50700359,water,3.466500276367824,generated:slot0834,3,3.9294511309544484,3
claude_monet,flux_2_max,named,3,available,water,1,0,0,False,wikidata:Q59530379,water,4.011775991692922,generated:slot0834,3,3.9337025230374145,0
claude_monet,flux_2_max,named,3,available,land,1,3,10,True,wikidata:Q63952037,land,3.26820154347575,generated:slot0802,3,4.218967371991275,7
claude_monet,flux_2_max,named,3,available,water,0,1,8,True,wikidata:Q66126523,water,3.601293918207995,generated:slot0086,3,6.06718355904824,7
claude_monet,flux_2_max,named,3,available,water,3,15,17,True,wikidata:Q67158045,land,3.228248587852807,generated:slot0008,3,4.689223426610484,2
claude_monet,flux_2_max,named,3,available,land,1,0,0,False,wikidata:Q67220780,built,3.6040991446985493,generated:slot0396,3,3.4082301466559173,0
claude_monet,flux_2_max,named,3,available,water,1,0,8,True,wikidata:Q67609602,water,4.82566123995826,generated:slot0736,3,5.511722868339453,8
claude_monet,flux_2_max,named,3,available,water,2,2,2,True,wikidata:Q68372814,built,5.33253974444475,generated:slot0830,3,5.919706782663704,0
claude_monet,flux_2_max,named,3,available,land,1,0,0,False,wikidata:Q79790733,built,4.509829070289197,generated:slot0396,3,4.184673105206288,0
claude_monet,flux_2_max,named,3,available,land,1,0,0,False,wikidata:Q79790741,built,3.637491005147332,generated:slot0396,3,3.5989379657914506,0
claude_monet,flux_2_max,named,3,available,water,1,5,10,True,wikidata:Q79868506,built,3.598622212880922,generated:slot0421,3,4.425900487620978,5
claude_monet,flux_2_max,named,3,available,land,3,10,11,True,wikidata:Q85224931,built,2.8077781904046466,generated:slot0704,3,3.767911630397284,1
claude_monet,flux_2_max,named,3,available,water,2,0,0,False,wikidata:Q87367853,built,4.675055555958686,generated:slot0584,3,4.184673105206288,0
claude_monet,flux_2_max,named,3,available,water,1,1,2,True,wikidata:Q92787519,water,4.576780475239001,generated:slot0692,3,5.047210421907889,1
claude_monet,flux_2_max,named,3,available,land,2,0,0,False,wikidata:Q92831691,land,6.416517732906137,generated:slot0640,3,5.139250184269381,0
