pipeline,metric_view,route,condition,cross_twice,energy,generated_squared_iqr_sum,generated_trace,generated_weight_effective_size,generated_within,n_generated,n_reference,prompt_painter,reference_painter,reference_squared_iqr_sum,reference_trace,reference_weight_effective_size,reference_within,squared_iqr_sum_ratio,status,target.built,target.land,target.water,trace_ratio
jpeg90_512,original31,oauth_gpt_image_2,named,14.348695176277227,2.8848995320601345,18.77478826707165,11.001128248384198,72.0,4.332783602603717,72,38,claude_monet,claude_monet,44.42629672080616,29.78045475681207,24.029339853300737,7.131012041613375,0.42260529580172856,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.36940766479960374
jpeg90_512,original31,oauth_gpt_image_2,named,13.234305874565392,3.753723268272763,18.77478826707165,11.001128248384198,72.0,4.332783602603717,72,32,claude_monet,paul_cezanne,20.44883859202233,15.95445727392819,18.757894736842108,5.147799003688912,0.9181346990726518,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6895332169250017
jpeg90_512,original31,oauth_gpt_image_2,named,14.425737884331552,3.208305724128075,16.820722872545353,9.817370165648487,72.0,4.086420118590102,72,38,paul_cezanne,claude_monet,44.42629672080616,29.78045475681207,24.029339853300737,7.131012041613375,0.37862086453556926,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32965816827907346
jpeg90_512,original31,oauth_gpt_image_2,named,11.564083796000002,2.329864673720988,16.820722872545353,9.817370165648487,72.0,4.086420118590102,72,32,paul_cezanne,paul_cezanne,20.44883859202233,15.95445727392819,18.757894736842108,5.147799003688912,0.8225759520204533,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6153371435386549
jpeg90_512,nonredundant28,flux_2_max,artist_free,14.848552492786439,2.0457996882661256,27.644703235374923,23.38014714680379,72.0,5.991238696337319,72,38,claude_monet,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.6856869848117143,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8602947312024858
jpeg90_512,nonredundant28,flux_2_max,artist_free,12.664121840292157,1.8001537495404651,27.644703235374923,23.38014714680379,72.0,5.991238696337319,72,32,claude_monet,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,1.5449115972886014,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6285097772835622
jpeg90_512,nonredundant28,flux_2_max,artist_free,14.45230052791205,2.1716629903092413,26.536258708803096,17.91508852172948,72.0,5.469123429419813,72,38,paul_cezanne,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.6581936173197636,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6592027059323684
jpeg90_512,nonredundant28,flux_2_max,artist_free,12.223566604992364,1.8817137811581777,26.536258708803096,17.91508852172948,72.0,5.469123429419813,72,32,paul_cezanne,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,1.482966681856824,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.2478491531874454
jpeg90_512,nonredundant28,flux_2_max,named,11.799695680383955,1.3033800713402126,13.260495565161944,7.904094673202778,72.0,3.6848015008607478,72,38,claude_monet,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.3289074635299368,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2908386743498988
jpeg90_512,nonredundant28,flux_2_max,named,10.196333776967602,1.6388028816924818,13.260495565161944,7.904094673202778,72.0,3.6848015008607478,72,32,claude_monet,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,0.7410567301079916,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5505480942897022
jpeg90_512,nonredundant28,flux_2_max,named,12.509554155297286,1.9167159123338644,16.569296007817574,8.106135359648786,72.0,3.7813241347804265,72,38,paul_cezanne,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.41097748539094137,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2982729533964186
jpeg90_512,nonredundant28,flux_2_max,named,9.655530364486264,1.0014768352914647,16.569296007817574,8.106135359648786,72.0,3.7813241347804265,72,32,paul_cezanne,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,0.9259675295999946,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5646209412748157
jpeg90_512,nonredundant28,nano_banana_2,artist_free,17.636282641486673,4.415731906337918,37.7701794582626,25.09496159925073,72.0,6.4090366269657615,72,38,claude_monet,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.9368348159872076,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9233929584791115
jpeg90_512,nonredundant28,nano_banana_2,artist_free,15.236172459395496,3.9544064380153614,37.7701794582626,25.09496159925073,72.0,6.4090366269657615,72,32,claude_monet,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,2.1107692052224056,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.7479526569413475
jpeg90_512,nonredundant28,nano_banana_2,artist_free,18.122626861089675,4.60102833761467,40.795626250325775,29.087510632193936,72.0,6.710084415292011,72,38,paul_cezanne,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,1.011876659297845,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.07030259405761
jpeg90_512,nonredundant28,nano_banana_2,artist_free,15.818425753376978,4.235611943670595,40.795626250325775,29.087510632193936,72.0,6.710084415292011,72,32,paul_cezanne,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,2.2798449155399236,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0260477902014857
jpeg90_512,nonredundant28,nano_banana_2,named,15.922342159839511,3.5067173847840003,34.028146366711184,19.065517706403185,72.0,5.604110666872515,72,38,claude_monet,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.8440190832312778,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7015338409753598
jpeg90_512,nonredundant28,nano_banana_2,named,13.723846793431917,3.2470067321450298,34.028146366711184,19.065517706403185,72.0,5.604110666872515,72,32,claude_monet,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,1.9016473972813521,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3279806067471636
jpeg90_512,nonredundant28,nano_banana_2,named,14.788151683070488,3.3326335890660514,20.374349016010573,12.75905599202411,72.0,4.644003985821442,72,38,paul_cezanne,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.5053563362696137,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4694815894927508
jpeg90_512,nonredundant28,nano_banana_2,named,11.915834603002853,2.3991012227670385,20.374349016010573,12.75905599202411,72.0,4.644003985821442,72,32,paul_cezanne,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,1.1386111767610534,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8887132874508104
jpeg90_512,nonredundant28,oauth_gpt_image_2,artist_free,14.879561403859887,2.4735541125222245,34.79654069187358,18.69779324321135,72.0,5.5944931831546665,72,38,claude_monet,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.8630779960176097,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6880030699228155
jpeg90_512,nonredundant28,oauth_gpt_image_2,artist_free,12.214014875621643,1.746792298052604,34.79654069187358,18.69779324321135,72.0,5.5944931831546665,72,32,claude_monet,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,1.9445887627258214,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3023672998721416
jpeg90_512,nonredundant28,oauth_gpt_image_2,artist_free,14.37187862259286,2.428693002943297,29.330370737036976,15.572562747290748,72.0,5.131671511466568,72,38,paul_cezanne,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.7274975355262072,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5730072440816861
jpeg90_512,nonredundant28,oauth_gpt_image_2,artist_free,11.664381608058548,1.6599807021776076,29.330370737036976,15.572562747290748,72.0,5.131671511466568,72,32,paul_cezanne,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,1.6391143546963132,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.084683964223537
jpeg90_512,nonredundant28,oauth_gpt_image_2,named,13.061527159535688,2.0215237355348323,18.00470901088608,10.564600715504827,72.0,4.2284893158178605,72,38,claude_monet,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.4465808342731282,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38873452231669514
jpeg90_512,nonredundant28,oauth_gpt_image_2,named,11.5510220069918,2.4498032967595673,18.00470901088608,10.564600715504827,72.0,4.2284893158178605,72,32,claude_monet,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,1.006184928805124,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7358617313342485
jpeg90_512,nonredundant28,oauth_gpt_image_2,named,13.707496927699877,2.913206323041307,15.954058980044913,9.42979932190305,72.0,3.9827764964755747,72,38,paul_cezanne,claude_monet,40.31679738381792,27.176903796823154,24.029339853300737,6.811514108182995,0.3957174184288865,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34697842669647105
jpeg90_512,nonredundant28,oauth_gpt_image_2,named,10.9076209924781,2.052115101588152,15.954058980044913,9.42979932190305,72.0,3.9827764964755747,72,32,paul_cezanne,paul_cezanne,17.89403567420478,14.356774194996284,18.757894736842108,4.872729394414373,0.8915852896752381,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6568188085865128
jpeg90_512,family_balanced31,flux_2_max,artist_free,4.9037021757195625,0.6612849860952892,3.1396635036948957,2.7722600075472443,72.0,2.052720039859756,72,38,claude_monet,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.7214112404083917,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9981605844966261
jpeg90_512,family_balanced31,flux_2_max,artist_free,4.269877840466757,0.6280896072047666,3.1396635036948957,2.7722600075472443,72.0,2.052720039859756,72,32,claude_monet,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,1.6746292379685432,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.830366293270232
jpeg90_512,family_balanced31,flux_2_max,artist_free,4.764417332555908,0.7008073589149086,3.026450196183306,2.1099371954201267,72.0,1.873912823876482,72,38,paul_cezanne,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.6953978308482411,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7596892565986472
jpeg90_512,family_balanced31,flux_2_max,artist_free,4.108682593400738,0.645701576122022,3.026450196183306,2.1099371954201267,72.0,1.873912823876482,72,32,paul_cezanne,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,1.6142436856114473,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3930720469581754
jpeg90_512,family_balanced31,flux_2_max,named,3.881904271153908,0.4588821551943796,1.460878871825587,0.8807498903830581,72.0,1.2333249661950108,72,38,claude_monet,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.3356711436655038,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31711665680229695
jpeg90_512,family_balanced31,flux_2_max,named,3.5303290255616377,0.7079358659643926,1.460878871825587,0.8807498903830581,72.0,1.2333249661950108,72,32,claude_monet,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,0.779201487360209,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5815092768246155
jpeg90_512,family_balanced31,flux_2_max,named,4.14065752544225,0.6505506199771687,1.9134052855130075,0.9552299695115822,72.0,1.3004097557005636,72,38,paul_cezanne,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.4396496881915695,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34393343412978067
jpeg90_512,family_balanced31,flux_2_max,named,3.255989420962071,0.366511471859273,1.9134052855130075,0.9552299695115822,72.0,1.3004097557005636,72,32,paul_cezanne,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,1.0205693799455684,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6306842553568653
jpeg90_512,family_balanced31,nano_banana_2,artist_free,5.654771525091588,1.3334979681655006,4.106602984141945,2.766773427632074,72.0,2.13157640716157,72,38,claude_monet,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.9435882377739473,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9961851248355177
jpeg90_512,family_balanced31,nano_banana_2,artist_free,4.991080184612428,1.2704355840486232,4.106602984141945,2.766773427632074,72.0,2.13157640716157,72,32,claude_monet,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,2.190374037816399,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.8267438152505941
jpeg90_512,family_balanced31,nano_banana_2,artist_free,5.808004612844314,1.392558008437764,4.410413966088982,3.1987910169142664,72.0,2.225749454642033,72,38,paul_cezanne,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,1.0133959280178766,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.151734362012683
jpeg90_512,family_balanced31,nano_banana_2,artist_free,5.176509439874034,1.361691791829767,4.410413966088982,3.1987910169142664,72.0,2.225749454642033,72,32,paul_cezanne,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,2.352420305700106,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.1119805648228698
jpeg90_512,family_balanced31,nano_banana_2,named,5.151212055904836,1.118837839624148,3.507962077252053,2.046316904676478,72.0,1.842677066516171,72,38,claude_monet,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.8060364655249778,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7367825788621999
jpeg90_512,family_balanced31,nano_banana_2,named,4.566482074246226,1.1347368143278205,3.507962077252053,2.046316904676478,72.0,1.842677066516171,72,32,claude_monet,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,1.8710718054140953,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3510671717198481
jpeg90_512,family_balanced31,nano_banana_2,named,4.778764201675887,1.0523750836008947,2.1773306973192113,1.3928229193115684,72.0,1.5366919683104752,72,38,paul_cezanne,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.5002927343276727,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5014900966920361
jpeg90_512,family_balanced31,nano_banana_2,named,3.9194670382378898,0.7937068765251802,2.1773306973192113,1.3928229193115684,72.0,1.5366919683104752,72,32,paul_cezanne,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,1.1613415393611932,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9196020997531535
jpeg90_512,family_balanced31,oauth_gpt_image_2,artist_free,4.871953134720444,0.7915195349594808,3.957380579125534,2.1510559644508134,72.0,1.8907364499964459,72,38,claude_monet,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.9093008945051783,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7744941935157168
jpeg90_512,family_balanced31,oauth_gpt_image_2,artist_free,4.141932988799586,0.6621283454009057,3.957380579125534,2.1510559644508134,72.0,1.8907364499964459,72,32,claude_monet,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,2.110782004432445,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4202204416432473
jpeg90_512,family_balanced31,oauth_gpt_image_2,artist_free,4.6799602703250285,0.771665162791177,3.2555649816791443,1.7479823579389133,72.0,1.718597957769334,72,38,paul_cezanne,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.748042320108297,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6293663247098451
jpeg90_512,family_balanced31,oauth_gpt_image_2,artist_free,3.934975312353954,0.6273091611823856,3.2555649816791443,1.7479823579389133,72.0,1.718597957769334,72,32,paul_cezanne,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,1.736448602855186,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1540937648316467
jpeg90_512,family_balanced31,oauth_gpt_image_2,named,4.454070900575464,0.8384175172031174,1.9860007210589108,1.2080967532566471,72.0,1.4259562336078289,72,38,claude_monet,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.4563301901445733,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43497888296055903
jpeg90_512,family_balanced31,oauth_gpt_image_2,named,4.158559897553649,1.1435354705435854,1.9860007210589108,1.2080967532566471,72.0,1.4259562336078289,72,32,claude_monet,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,1.0592902297325475,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7976378731252493
jpeg90_512,family_balanced31,oauth_gpt_image_2,named,4.512193804000386,0.970515161212333,1.8520862408841066,1.0987774887016717,72.0,1.3519814930235357,72,38,paul_cezanne,claude_monet,4.3521133686765525,2.7773687426710993,24.029339853300737,2.1896971497645175,0.425560201214913,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39561815174924747
jpeg90_512,family_balanced31,oauth_gpt_image_2,named,3.6450906708045543,0.7040409843787843,1.8520862408841066,1.0987774887016717,72.0,1.3519814930235357,72,32,paul_cezanne,paul_cezanne,1.8748409692784023,1.5145930176599645,18.757894736842108,1.5890681934022344,0.9878631154497047,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7254605533566206
jpeg90_512,no_texture19,flux_2_max,artist_free,12.22219874618632,1.8533985082208204,22.22699341336115,20.507534160693663,72.0,5.5075238326238605,72,38,claude_monet,claude_monet,28.771463114844636,13.267233919030764,24.029339853300737,4.8612764053416395,0.7725360828762696,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5457279404169757
jpeg90_512,no_texture19,flux_2_max,artist_free,10.957008524682507,1.8658754152348784,22.22699341336115,20.507534160693663,72.0,5.5075238326238605,72,32,claude_monet,paul_cezanne,8.36893982546148,7.586140709180186,18.757894736842108,3.583609276823769,2.6558911734241692,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.703289452023604
jpeg90_512,no_texture19,flux_2_max,artist_free,11.860577015763532,1.9234707264580049,22.274231557578652,15.84021761129818,72.0,5.075829883963888,72,38,paul_cezanne,claude_monet,28.771463114844636,13.267233919030764,24.029339853300737,4.8612764053416395,0.774177923057596,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1939352021657417
jpeg90_512,no_texture19,flux_2_max,artist_free,10.544569356169253,1.8851301953815973,22.274231557578652,15.84021761129818,72.0,5.075829883963888,72,32,paul_cezanne,paul_cezanne,8.36893982546148,7.586140709180186,18.757894736842108,3.583609276823769,2.661535633200757,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.088046902706342
jpeg90_512,no_texture19,flux_2_max,named,9.317191002743606,1.192018866950482,10.508830039288503,6.243845132186975,72.0,3.263895730451484,72,38,claude_monet,claude_monet,28.771463114844636,13.267233919030764,24.029339853300737,4.8612764053416395,0.365251846850516,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.47062147017930306
jpeg90_512,no_texture19,flux_2_max,named,8.700653007589896,1.8531480003146434,10.508830039288503,6.243845132186975,72.0,3.263895730451484,72,32,claude_monet,paul_cezanne,8.36893982546148,7.586140709180186,18.757894736842108,3.583609276823769,1.2556943004078807,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8230594938255147
jpeg90_512,no_texture19,flux_2_max,named,9.738660914664212,1.4186081681664042,13.525470283371927,6.867819259072143,72.0,3.4587763411561685,72,38,paul_cezanne,claude_monet,28.771463114844636,13.267233919030764,24.029339853300737,4.8612764053416395,0.4701001902261085,descriptive,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5176526848765979
