painter_id,route,condition,k,status,mode,size_label,sample_size,reference_n,draw,coverage,class_n.built,class_n.land,class_n.water
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,60,0.21052631578947367,4,5,10
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,61,0.18421052631578946,8,6,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,62,0.13157894736842105,11,3,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,63,0.21052631578947367,6,8,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,64,0.15789473684210525,9,5,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,65,0.2631578947368421,4,7,8
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,66,0.21052631578947367,8,6,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,67,0.2631578947368421,7,5,7
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,68,0.2631578947368421,5,8,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,69,0.15789473684210525,5,6,8
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,70,0.34210526315789475,6,6,7
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,71,0.15789473684210525,6,4,9
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,72,0.21052631578947367,8,6,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,73,0.18421052631578946,6,9,4
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,74,0.23684210526315788,9,5,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,75,0.23684210526315788,8,4,7
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,76,0.21052631578947367,4,8,7
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,77,0.18421052631578946,6,8,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,78,0.21052631578947367,4,9,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,79,0.2894736842105263,4,5,10
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,80,0.15789473684210525,6,5,8
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,81,0.23684210526315788,4,6,9
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,82,0.21052631578947367,7,8,4
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,83,0.18421052631578946,7,7,5
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,84,0.2894736842105263,6,11,2
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,85,0.2894736842105263,6,7,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,86,0.21052631578947367,6,4,9
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,87,0.23684210526315788,7,6,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,88,0.23684210526315788,4,6,9
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,89,0.2631578947368421,7,4,8
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,90,0.2894736842105263,7,9,3
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,91,0.18421052631578946,7,6,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,92,0.18421052631578946,7,10,2
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,93,0.23684210526315788,9,3,7
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,94,0.23684210526315788,5,8,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,95,0.15789473684210525,4,7,8
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,96,0.18421052631578946,6,9,4
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,97,0.23684210526315788,4,9,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,98,0.23684210526315788,8,5,6
claude_monet,flux_2_max,artist_free,1,available,uniform,half_reference_n,19,38,99,0.13157894736842105,8,6,5
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,0,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,1,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,2,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,3,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,4,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,5,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,6,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,7,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,8,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,9,0.3157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,10,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,11,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,12,0.39473684210526316,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,13,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,14,0.10526315789473684,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,15,0.3157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,16,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,17,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,18,0.07894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,19,0.3157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,20,0.15789473684210525,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,21,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,22,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,23,0.3157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,24,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,25,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,26,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,27,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,28,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,29,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,30,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,31,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,32,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,33,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,34,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,35,0.15789473684210525,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,36,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,37,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,38,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,39,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,40,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,41,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,42,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,43,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,44,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,45,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,46,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,47,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,48,0.15789473684210525,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,49,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,50,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,51,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,52,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,53,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,54,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,55,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,56,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,57,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,58,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,59,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,60,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,61,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,62,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,63,0.15789473684210525,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,64,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,65,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,66,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,67,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,68,0.10526315789473684,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,69,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,70,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,71,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,72,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,73,0.13157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,74,0.10526315789473684,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,75,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,76,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,77,0.15789473684210525,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,78,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,79,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,80,0.15789473684210525,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,81,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,82,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,83,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,84,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,85,0.10526315789473684,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,86,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,87,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,88,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,89,0.2894736842105263,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,90,0.3157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,91,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,92,0.21052631578947367,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,93,0.18421052631578946,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,94,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,95,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,96,0.3157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,97,0.13157894736842105,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,98,0.23684210526315788,2,7,10
claude_monet,flux_2_max,artist_free,1,available,reference_class_counts,half_reference_n,19,38,99,0.2631578947368421,2,7,10
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,0,0.2894736842105263,14,11,13
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,1,0.2894736842105263,16,10,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,2,0.2631578947368421,14,11,13
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,3,0.2631578947368421,17,13,8
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,4,0.3157894736842105,15,12,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,5,0.3157894736842105,14,8,16
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,6,0.2894736842105263,13,11,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,7,0.3157894736842105,14,14,10
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,8,0.23684210526315788,10,14,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,9,0.2631578947368421,12,12,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,10,0.39473684210526316,12,12,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,11,0.2631578947368421,11,13,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,12,0.3684210526315789,14,11,13
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,13,0.3684210526315789,16,11,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,14,0.3157894736842105,9,14,15
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,15,0.2894736842105263,13,13,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,16,0.34210526315789475,11,16,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,17,0.2631578947368421,13,9,16
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,18,0.21052631578947367,11,13,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,19,0.23684210526315788,12,14,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,20,0.3157894736842105,13,11,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,21,0.2894736842105263,12,15,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,22,0.2631578947368421,12,15,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,23,0.34210526315789475,16,11,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,24,0.2894736842105263,12,14,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,25,0.2894736842105263,11,11,16
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,26,0.2631578947368421,11,10,17
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,27,0.3684210526315789,11,16,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,28,0.3157894736842105,16,10,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,29,0.23684210526315788,13,13,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,30,0.2631578947368421,12,12,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,31,0.3157894736842105,14,10,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,32,0.3157894736842105,14,9,15
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,33,0.3684210526315789,8,18,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,34,0.34210526315789475,15,15,8
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,35,0.3157894736842105,12,15,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,36,0.2631578947368421,15,13,10
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,37,0.2894736842105263,14,15,9
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,38,0.34210526315789475,13,13,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,39,0.2631578947368421,11,13,14
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,40,0.3684210526315789,10,15,13
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,41,0.2631578947368421,19,8,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,42,0.23684210526315788,13,10,15
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,43,0.2894736842105263,15,12,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,44,0.2894736842105263,16,7,15
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,45,0.3684210526315789,11,14,13
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,46,0.34210526315789475,13,13,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,47,0.18421052631578946,13,12,13
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,48,0.23684210526315788,13,13,12
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,49,0.3157894736842105,12,15,11
claude_monet,flux_2_max,artist_free,1,available,uniform,reference_n,38,38,50,0.2631578947368421,11,12,15
