painter_id,route,condition,k,generated_query_coverage.n,generated_summary.maximum,generated_summary.median,generated_summary.minimum,generated_summary.quantile05,generated_summary.quantile95,median_anchor_radius.n,paired_generated_minus_real.n,real_query_coverage.n,real_summary.maximum,real_summary.median,real_summary.minimum,real_summary.quantile05,real_summary.quantile95,status
claude_monet,oauth_gpt_image_2,named,3,100,0.8333333333333334,0.5,0.2777777777777778,0.3333333333333333,0.7777777777777778,100,100,100,1.0,0.9444444444444444,0.5555555555555556,0.7222222222222222,1.0,available
claude_monet,oauth_gpt_image_2,named,5,100,1.0,0.7222222222222222,0.4444444444444444,0.5527777777777778,0.8888888888888888,100,100,100,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,available
paul_cezanne,flux_2_max,artist_free,1,100,0.4666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.4,100,100,100,0.8666666666666667,0.5333333333333333,0.2,0.33,0.7333333333333333,available
paul_cezanne,flux_2_max,artist_free,3,100,0.7333333333333333,0.4666666666666667,0.13333333333333333,0.2,0.6666666666666666,100,100,100,1.0,0.9333333333333333,0.5333333333333333,0.6666666666666666,1.0,available
paul_cezanne,flux_2_max,artist_free,5,100,1.0,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.8666666666666667,100,100,100,1.0,1.0,0.8666666666666667,0.9333333333333333,1.0,available
paul_cezanne,flux_2_max,named,1,100,0.7333333333333333,0.4666666666666667,0.13333333333333333,0.26666666666666666,0.6,100,100,100,0.8666666666666667,0.5333333333333333,0.2,0.33,0.7333333333333333,available
paul_cezanne,flux_2_max,named,3,100,1.0,0.8,0.5333333333333333,0.6,1.0,100,100,100,1.0,0.9333333333333333,0.5333333333333333,0.6666666666666666,1.0,available
paul_cezanne,flux_2_max,named,5,100,1.0,1.0,0.6666666666666666,0.8,1.0,100,100,100,1.0,1.0,0.8666666666666667,0.9333333333333333,1.0,available
paul_cezanne,nano_banana_2,artist_free,1,100,0.26666666666666666,0.06666666666666667,0.0,0.0,0.26666666666666666,100,100,100,0.8666666666666667,0.5333333333333333,0.2,0.33,0.7333333333333333,available
paul_cezanne,nano_banana_2,artist_free,3,100,0.4666666666666667,0.2,0.0,0.0,0.3333333333333333,100,100,100,1.0,0.9333333333333333,0.5333333333333333,0.6666666666666666,1.0,available
paul_cezanne,nano_banana_2,artist_free,5,100,0.6666666666666666,0.26666666666666666,0.0,0.06666666666666667,0.5333333333333333,100,100,100,1.0,1.0,0.8666666666666667,0.9333333333333333,1.0,available
paul_cezanne,nano_banana_2,named,1,100,0.4,0.13333333333333333,0.0,0.0,0.26666666666666666,100,100,100,0.8666666666666667,0.5333333333333333,0.2,0.33,0.7333333333333333,available
paul_cezanne,nano_banana_2,named,3,100,0.8666666666666667,0.4,0.13333333333333333,0.2,0.6666666666666666,100,100,100,1.0,0.9333333333333333,0.5333333333333333,0.6666666666666666,1.0,available
paul_cezanne,nano_banana_2,named,5,100,0.9333333333333333,0.6666666666666666,0.2,0.3333333333333333,0.8666666666666667,100,100,100,1.0,1.0,0.8666666666666667,0.9333333333333333,1.0,available
paul_cezanne,oauth_gpt_image_2,artist_free,1,100,0.6,0.2,0.0,0.06666666666666667,0.3333333333333333,100,100,100,0.8666666666666667,0.5333333333333333,0.2,0.33,0.7333333333333333,available
paul_cezanne,oauth_gpt_image_2,artist_free,3,100,0.7333333333333333,0.4666666666666667,0.13333333333333333,0.26333333333333336,0.6666666666666666,100,100,100,1.0,0.9333333333333333,0.5333333333333333,0.6666666666666666,1.0,available
paul_cezanne,oauth_gpt_image_2,artist_free,5,100,1.0,0.6666666666666666,0.3333333333333333,0.4633333333333334,0.9333333333333333,100,100,100,1.0,1.0,0.8666666666666667,0.9333333333333333,1.0,available
paul_cezanne,oauth_gpt_image_2,generic_named,1,100,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.4666666666666667,100,100,100,0.8666666666666667,0.5333333333333333,0.2,0.33,0.7333333333333333,available
paul_cezanne,oauth_gpt_image_2,generic_named,3,100,0.9333333333333333,0.5333333333333333,0.26666666666666666,0.3333333333333333,0.7333333333333333,100,100,100,1.0,0.9333333333333333,0.5333333333333333,0.6666666666666666,1.0,available
paul_cezanne,oauth_gpt_image_2,generic_named,5,100,1.0,0.6666666666666666,0.4,0.4666666666666667,0.9333333333333333,100,100,100,1.0,1.0,0.8666666666666667,0.9333333333333333,1.0,available
paul_cezanne,oauth_gpt_image_2,named,1,100,0.6,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.4666666666666667,100,100,100,0.8666666666666667,0.5333333333333333,0.2,0.33,0.7333333333333333,available
paul_cezanne,oauth_gpt_image_2,named,3,100,1.0,0.5333333333333333,0.13333333333333333,0.3966666666666667,0.8,100,100,100,1.0,0.9333333333333333,0.5333333333333333,0.6666666666666666,1.0,available
paul_cezanne,oauth_gpt_image_2,named,5,100,1.0,0.7333333333333333,0.2,0.5333333333333333,0.9333333333333333,100,100,100,1.0,1.0,0.8666666666666667,0.9333333333333333,1.0,available
