after_between_brief,after_cross_repeat_between,after_total,after_within_brief,before_between_brief,before_cross_repeat_between,before_total,before_within_brief,cell_id,change_between_brief,change_cross_repeat_between,change_total,change_within_brief,family,painter_id,route,scope
6.271515275018357,5.094480028805004,8.85054288815978,2.579027613141424,12.725578924309769,11.482063621591058,15.51235051461225,2.786771590302478,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-6.454063649291413,-6.387583592786056,-6.66180762645247,-0.20774397716105364,spatial,claude_monet,nano_banana_2,water
4.129035652802775,3.853876485371356,4.857198370425848,0.7281627176230729,7.202784333787646,6.669487742387047,8.376092509117688,1.1733081753300418,primary512:nano_banana_2:claude_monet:named_minus_artist_free,-3.0737486809848704,-2.81561125701569,-3.518894138691839,-0.4451454577069688,texture,claude_monet,nano_banana_2,water
2.5966465136105237,2.199407430908562,3.41379054357356,0.8171440299630363,4.691445847794744,4.300602986526942,5.511079304993125,0.8196334571983804,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-2.094799334184221,-2.1011955556183803,-2.0972887614195646,-0.002489427235344177,color,paul_cezanne,nano_banana_2,all_briefs
4.195676345918646,3.2430029696940275,6.168685746587702,1.9730094006690546,12.351017522477328,11.290515479257076,14.526539252207723,2.175521729730399,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-8.155341176558682,-8.047512509563049,-8.357853505620021,-0.20251232906134445,spatial,paul_cezanne,nano_banana_2,all_briefs
2.7609023939703503,2.223287061029869,3.874555422535527,1.1136530285651762,6.752970016734313,5.7359120335095195,8.927580542687927,2.174610525953613,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-3.9920676227639635,-3.51262497247965,-5.053025120152402,-1.0609574973884373,texture,paul_cezanne,nano_banana_2,all_briefs
1.0537950063859316,0.715786818650098,1.81610616932624,0.7623111629403082,2.356181901798891,2.140698077016466,2.9033979672551884,0.5472160654562978,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-1.3023868954129594,-1.4249112583663681,-1.087291797928949,0.21509509748401037,color,paul_cezanne,nano_banana_2,built
1.9401352043705116,1.0783486779159908,3.8747051671659625,1.9345699627954507,3.506212449197417,3.1559271570018543,4.26363469520826,0.7574222460108436,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-1.5660772448269054,-2.0775784790858633,-0.38892952804229863,1.177147716784607,spatial,paul_cezanne,nano_banana_2,built
1.4659443508865482,1.0586528987722486,2.3468673869277263,0.880923036041178,3.618369666888004,3.3280778011430003,4.309792486677027,0.6914228197890238,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-2.1524253160014553,-2.2694249023707522,-1.9629250997493,0.18950021625215416,texture,paul_cezanne,nano_banana_2,built
2.3474745266762618,1.8558425085396897,3.4214200822433556,1.073945555567093,5.164002739434001,4.734495404350298,6.109522348927126,0.9455196094931259,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-2.8165282127577402,-2.8786528958106072,-2.6881022666837726,0.1284259460739673,color,paul_cezanne,nano_banana_2,land
2.6436825836420015,1.5736594005195195,5.050966826552223,2.407284242910222,8.765185916290488,7.4516084788491765,11.561555612063117,2.796369695772632,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-6.121503332648485,-5.877949078329657,-6.510588785510894,-0.3890854528624098,spatial,paul_cezanne,nano_banana_2,land
2.3224344294930845,1.6158665030239998,3.911527411415658,1.5890929819225739,7.562588457410276,5.805261564051058,11.512771681569012,3.9501832241587342,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-5.240154027917192,-4.189395061027058,-7.601244270153353,-2.36109024223616,texture,paul_cezanne,nano_banana_2,land
3.2540892389333522,2.9772999602823567,3.869264610315059,0.6151753713817074,4.917186878144718,4.529391670150233,5.883351574790435,0.9661646966457176,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-1.6630976392113657,-1.5520917098678757,-2.0140869644753754,-0.35098932526401005,color,paul_cezanne,nano_banana_2,water
5.456968505397229,4.778834597539195,7.034142501698721,1.5771739963014917,16.805443507887947,15.465256782996086,19.778216755295674,2.972773247407722,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-11.348475002490718,-10.686422185456891,-12.744074253596951,-1.3955992511062303,spatial,paul_cezanne,nano_banana_2,water
3.58710918417232,3.2057341663013843,4.458052251904096,0.8709430677317764,7.433880756757386,6.648262526042573,9.316106290670469,1.8822255339130816,primary512:nano_banana_2:paul_cezanne:named_minus_artist_free,-3.846771572585067,-3.442528359741188,-4.8580540387663715,-1.0112824661813054,texture,paul_cezanne,nano_banana_2,water
2.018673020466081,1.7593749622722918,2.5609268117965693,0.5422537913304891,3.4057212484579495,2.9187200037468477,4.408653310674197,1.0029320622162463,primary512:flux_2_max:claude_monet:named_minus_artist_free,-1.387048227991869,-1.159345041474556,-1.8477264988776267,-0.46067827088575714,color,claude_monet,flux_2_max,all_briefs
3.0674132241439835,2.70574619503757,3.828407929761047,0.760994705617064,13.332342390216859,11.913957286881537,16.358295876695806,3.0259534864789512,primary512:flux_2_max:claude_monet:named_minus_artist_free,-10.264929166072875,-9.208211091843966,-12.52988794693476,-2.264958780861887,spatial,claude_monet,flux_2_max,all_briefs
1.520387009647156,1.1877331145244827,2.2322266395735944,0.7118396299264391,2.9456646064568615,2.167510290391803,4.593871155112509,1.6482065486556465,primary512:flux_2_max:claude_monet:named_minus_artist_free,-1.425277596809706,-0.9797771758673204,-2.361644515538914,-0.9363669187292074,texture,claude_monet,flux_2_max,all_briefs
1.1261268159112316,0.9164027019966392,1.6241848033495276,0.49805798743829605,1.7702395987463917,1.4516939364149501,2.445081546818825,0.6748419480724335,primary512:flux_2_max:claude_monet:named_minus_artist_free,-0.64411278283516,-0.535291234418311,-0.8208967434692974,-0.17678396063413737,color,claude_monet,flux_2_max,built
1.1149228782301794,0.7543022934824457,1.9247052904785669,0.809782412248387,1.960996986793167,1.3905845344697216,3.7332741079711553,1.7722771211779882,primary512:flux_2_max:claude_monet:named_minus_artist_free,-0.8460741085629873,-0.6362822409872761,-1.8085688174925887,-0.9624947089296012,spatial,claude_monet,flux_2_max,built
1.0356230571967084,0.8019137168305277,1.5695719416841807,0.5339488844874725,1.7152110703140886,1.316259674995351,2.6078695698922507,0.8926584995781631,primary512:flux_2_max:claude_monet:named_minus_artist_free,-0.67958801311738,-0.5143459581648232,-1.0382976282080705,-0.3587096150906906,texture,claude_monet,flux_2_max,built
1.272547367021586,1.0971920308231893,1.7082233119408858,0.4356759449193,2.6347130138148747,2.1934131649787854,3.68873926619492,1.0540262523800448,primary512:flux_2_max:claude_monet:named_minus_artist_free,-1.3621656467932888,-1.0962211341555959,-1.980515954254034,-0.6183503074607448,color,claude_monet,flux_2_max,land
1.2516913775518907,1.0232490922939677,1.7726142337073103,0.5209228561554198,20.76546441806193,19.207933435028504,24.25241641735201,3.486951999290077,primary512:flux_2_max:claude_monet:named_minus_artist_free,-19.513773040510042,-18.184684342734535,-22.4798021836447,-2.9660291431346573,spatial,claude_monet,flux_2_max,land
1.2070343180764922,0.7390203120424198,2.347852076854897,1.1408177587784045,2.1973667704990847,1.693987998577284,3.3417081909096114,1.144341420410527,primary512:flux_2_max:claude_monet:named_minus_artist_free,-0.9903324524225918,-0.9549676865348643,-0.9938561140547143,-0.0035236616321224767,texture,claude_monet,flux_2_max,land
1.8963405454068378,1.5770080689837085,2.5893679870407094,0.6930274416338714,3.6998397500992506,3.1442706143821617,4.979767736295512,1.279927986196261,primary512:flux_2_max:claude_monet:named_minus_artist_free,-1.8034992046924134,-1.5672625453984532,-2.3903997492548026,-0.5869005445623896,color,claude_monet,flux_2_max,water
3.601519625592206,3.167484168261572,4.553798474039591,0.9522788484473855,10.832369426945856,9.240742596661669,14.651000765914642,3.8186313389687863,primary512:flux_2_max:claude_monet:named_minus_artist_free,-7.230849801353649,-6.073258428400097,-10.09720229187505,-2.866352490521401,spatial,claude_monet,flux_2_max,water
1.294159249379087,1.0799924528782,1.7549114958925274,0.4607522465134403,3.1161107967895174,1.8822338510536467,6.023730522767766,2.907619725978249,primary512:flux_2_max:claude_monet:named_minus_artist_free,-1.8219515474104302,-0.8022413981754468,-4.268819026875239,-2.4468674794648084,texture,claude_monet,flux_2_max,water
1.9316311406751574,1.6172286226781225,2.589207312990535,0.6575761723153777,3.5228953552007667,3.0140800856914756,4.555812357843015,1.032917002642249,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-1.5912642145256086,-1.396851463013353,-1.9666050448524803,-0.37534083032687116,color,paul_cezanne,flux_2_max,all_briefs
3.4798977791306287,2.9564560634163533,4.559172150686969,1.0792743715563402,8.870058059240856,7.648769850414423,11.358621222421542,2.488563163180687,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-5.390160280110226,-4.69231378699807,-6.799449071734573,-1.4092887916243466,spatial,paul_cezanne,flux_2_max,all_briefs
1.5188990874644197,1.1345272347603057,2.3094151578767446,0.7905160704123251,2.650445394515523,2.068975150201263,3.8533707179782892,1.2029253234627657,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-1.1315463070511036,-0.9344479154409573,-1.5439555601015449,-0.4124092530504406,texture,paul_cezanne,flux_2_max,all_briefs
0.4731927306339329,0.17880515442234268,1.1288652468045235,0.6556725161705905,1.4074919372114445,0.9186598150244367,2.497282847505792,1.089790910294348,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-0.9342992065775113,-0.7398546606020941,-1.3684176007012685,-0.4341183941237574,color,paul_cezanne,flux_2_max,built
2.2298418243813973,1.9956017613609254,2.741573581180331,0.5117317567989341,3.0398381980920006,2.0417354339286318,5.271362865043902,2.231524666951901,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-0.8099963737106036,-0.04613367256770595,-2.529789283863571,-1.7197929101529674,spatial,paul_cezanne,flux_2_max,built
0.8333411410957481,0.6484195939935709,1.2515993121761464,0.41825817108039814,1.102908498234331,0.5699751369515869,2.452424426704753,1.3495159284704221,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-0.26956735713858293,0.078444457041984,-1.2008251145286069,-0.9312577573900239,texture,paul_cezanne,flux_2_max,built
1.5363647702411203,1.321006608091215,2.034987029777046,0.49862225953592487,2.2822427265406047,2.0061501524320624,2.91641453372151,0.6341718071809056,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-0.745877956299484,-0.6851435443408473,-0.8814275039444648,-0.13554954764498062,color,paul_cezanne,flux_2_max,land
2.5416293752520964,2.106451144779726,3.519730702042923,0.9781013267908258,10.142583012676607,8.811921955546305,13.004248181056182,2.8616651683795746,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-7.600953637424511,-6.70547081076658,-9.48451747901326,-1.8835638415887486,spatial,paul_cezanne,flux_2_max,land
1.0651936884603916,0.638544453473036,1.9936957721334378,0.9285020836730459,1.9973687337392014,1.5678173951607672,2.932838296512067,0.9354695627728661,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-0.9321750452788097,-0.9292729416877312,-0.9391425243786298,-0.006967479099820265,texture,paul_cezanne,flux_2_max,land
2.1804832930376623,1.8161283924992953,2.9989170342772797,0.8184337412396177,4.2501219714912875,3.598480080293251,5.624910261942781,1.3747882904514934,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-2.0696386784536247,-1.7823516877939563,-2.6259932276655005,-0.5563545492118755,color,paul_cezanne,flux_2_max,water
3.183389428050827,2.408876984907338,4.931379459130088,1.747990031079261,7.9700531740407925,6.858686917814309,10.342552828251378,2.3724996542105843,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-4.786663745989966,-4.449809932906971,-5.41117336912129,-0.6245096231313232,spatial,paul_cezanne,flux_2_max,water
1.7947950353925157,1.3146770563291041,2.819582991876047,1.0247879564835312,2.7563973154609682,2.1883276810024204,4.080187794605978,1.3237904791450092,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,-0.9616022800684525,-0.873650624673316,-1.2606048027299308,-0.299002522661478,texture,paul_cezanne,flux_2_max,water
1.9066185144086847,1.7050894672017174,2.3418823521568295,0.43526383774814487,3.0220440936754747,2.79056362991258,3.501550005489068,0.47950591181359303,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-1.1154255792667902,-1.0854741627108622,-1.1596676533322385,-0.044242074065448174,color,claude_monet,oauth_gpt_image_2,all_briefs
5.389447052858061,4.83333528805805,6.527818411153937,1.1383713582958757,10.52686533233538,9.878477882657979,11.892320463269556,1.3654551309341731,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-5.13741827947732,-5.0451425945999295,-5.364502052115618,-0.22708377263829757,spatial,claude_monet,oauth_gpt_image_2,all_briefs
1.605864129330889,1.3775167101443442,2.0734422311936096,0.46757810186272025,3.7329350468913463,3.4480510848754062,4.3237816415947705,0.5908465947034225,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-2.1270709175604576,-2.070534374731062,-2.2503394104011605,-0.12326849284070227,texture,claude_monet,oauth_gpt_image_2,all_briefs
1.038300252941529,0.8800377893462444,1.3989514851187452,0.3606512321772161,1.5421228715195696,1.3209147814434534,2.0586261001332065,0.5165032286136366,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-0.5038226185780406,-0.44087699209720904,-0.6596746150144612,-0.1558519964364205,color,claude_monet,oauth_gpt_image_2,built
1.669689193869091,1.3809326626367446,2.291667341380413,0.6219781475113225,1.5934717875164368,1.1741221209509087,2.4716582176245083,0.8781864301080715,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,0.076217406352654,0.2068105416858358,-0.1799908762440951,-0.256208282596749,spatial,claude_monet,oauth_gpt_image_2,built
0.9498790892407156,0.8187277142260596,1.2368587199032952,0.28697963066257953,2.943079422010115,2.6539807347092577,3.5483227241602897,0.6052433021501736,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-1.9932003327693995,-1.8352530204831978,-2.311464004256994,-0.3182636714875942,texture,claude_monet,oauth_gpt_image_2,built
1.4750151609287718,1.2585638646279185,2.015320919373185,0.5403057584444134,2.359746948961459,2.215754117577771,2.6847646383002695,0.3250176893388108,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-0.8847317880326874,-0.9571902529498526,-0.6694437189270848,0.21528806910560255,color,claude_monet,oauth_gpt_image_2,land
3.058468339627389,2.7448047144704684,3.7349058391038144,0.6764374994764243,4.863451939048618,4.614930235934707,5.51319153197199,0.6497395929233724,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-1.8049835994212284,-1.8701255214642383,-1.7782856928681754,0.026697906553051987,spatial,claude_monet,oauth_gpt_image_2,land
1.3932553829666088,1.1419103955975385,1.9717859023173174,0.5785305193507086,3.0913484973811567,2.8095725130819744,3.7335744533789437,0.6422259559977868,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-1.6980931144145484,-1.667662117484436,-1.7617885510616258,-0.06369543664707812,texture,claude_monet,oauth_gpt_image_2,land
1.8835080590957984,1.693510105247285,2.288342581718603,0.40483452262280495,3.6634110924623653,3.3985499048572474,4.260407909950698,0.5969968174883317,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-1.7799030333665675,-1.7050397996099624,-1.9720653282320948,-0.19216229486552672,color,claude_monet,oauth_gpt_image_2,water
6.531234593655968,5.557463784531881,8.647933021555847,2.1166984278998795,13.818897445192182,12.812974056071711,16.387336814963263,2.5684393697710766,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-7.287662851536216,-7.255510271539831,-7.739403793407413,-0.45174094187119646,spatial,claude_monet,oauth_gpt_image_2,water
1.6710503650894362,1.4270079249403471,2.208274520664309,0.5372241555748726,4.103374568356052,3.888250333405197,4.628445094318359,0.5250705259623071,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,-2.4323242032666155,-2.46124240846485,-2.4201705736540498,0.012153629612565494,texture,claude_monet,oauth_gpt_image_2,water
1.402232204497801,1.182195219749367,1.859779777858704,0.4575475733609024,3.222967554691756,3.01783244851922,3.659853709428035,0.4368861547362791,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-1.820735350193955,-1.835637228769853,-1.800073931569331,0.020661418624623226,color,paul_cezanne,oauth_gpt_image_2,all_briefs
5.363364464190406,4.851050031114311,6.406094384402445,1.042729920212037,7.451073823608285,7.027110592684533,8.316674039200805,0.8656002155925214,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-2.087709359417879,-2.176060561570222,-1.9105796547983596,0.1771297046195156,spatial,paul_cezanne,oauth_gpt_image_2,all_briefs
1.2189531958195343,1.0289511175111925,1.6047453127491684,0.38579211692963417,4.012410030901082,3.709933255985321,4.635271747026209,0.6228617161251273,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-2.793456835081547,-2.6809821384741284,-3.03052643427704,-0.2370695991954932,texture,paul_cezanne,oauth_gpt_image_2,all_briefs
0.7658723202043519,0.5646796753204356,1.3441905469138997,0.5783182267095481,1.7081344944536478,1.4775506066916069,2.23128414281195,0.5231496483583021,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-0.9422621742492959,-0.9128709313711715,-0.8870935958980499,0.055168578351245876,color,paul_cezanne,oauth_gpt_image_2,built
6.197807714147236,5.537722091047549,7.611156435084626,1.4133487209373936,1.2665315104145114,1.0862125896366763,1.6708016350700792,0.4042701246555679,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,4.931276203732724,4.451509501410872,5.940354800014547,1.0090785962818258,spatial,paul_cezanne,oauth_gpt_image_2,built
0.5354411050995076,0.36843537064898807,0.9256666142735216,0.3902255091740142,3.072765677360229,2.705280921788374,3.8193870440375113,0.7466213666772816,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-2.537324572260722,-2.336845551139386,-2.893720429763989,-0.35639585750326747,texture,paul_cezanne,oauth_gpt_image_2,built
1.250709053372133,1.0825802057396732,1.6119699159982877,0.36126086262615453,2.853708479704634,2.6992901693291924,3.2122757922189917,0.358567312514358,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-1.6029994263325005,-1.6167099635895192,-1.6003058762207043,0.0026935501117965645,color,paul_cezanne,oauth_gpt_image_2,land
1.8370066753049084,1.479569618641181,2.604442682331057,0.7674360070261476,4.546136118460989,4.331174228634079,5.061319255795429,0.5151831373344397,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-2.7091294431560815,-2.851604609992898,-2.456876573464373,0.2522528696917079,spatial,paul_cezanne,oauth_gpt_image_2,land
1.0146818843918755,0.8410237602980983,1.3979649829409342,0.3832830985490587,3.51000771858451,3.2642277583717516,4.024257702365702,0.5142499837811911,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-2.4953258341926343,-2.4232039980736535,-2.626292719424767,-0.1309668852321325,texture,paul_cezanne,oauth_gpt_image_2,land
1.3433447048032752,1.1487657442352301,1.77640833555028,0.4330636307470047,3.6650535535003765,3.4707377496673972,4.093995056836553,0.4289415033361775,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-2.3217088486971016,-2.321972005432167,-2.3175867212862737,0.004122127410827223,color,paul_cezanne,oauth_gpt_image_2,water
5.344021954403152,4.8840027713979985,6.291426987075724,0.9474050326725707,8.713673852913677,7.904262814759184,10.391021237701231,1.6773473847875566,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-3.369651898510525,-3.0202600433611844,-4.099594250625509,-0.7299423521149861,spatial,paul_cezanne,oauth_gpt_image_2,water
1.4904621326462015,1.325579498351139,1.8743298757120308,0.3838677430658295,4.074483405879046,3.8080307870463046,4.682197203795955,0.6077137979169092,primary512:oauth_gpt_image_2:paul_cezanne:named_minus_artist_free,-2.5840212732328443,-2.4824512886951657,-2.8078673280839244,-0.22384605485107967,texture,paul_cezanne,oauth_gpt_image_2,water
