painter_id,basis,condition,content_class,image_id,pc1,pc2,route
claude_monet,balanced_joint,artist_free,built,generated:slot0597,8.062426975682214,0.5205033157497447,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0604,4.221897896745318,2.849809830826611,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0661,-6.298410623644064,5.718831156442687,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0662,6.102045890350095,0.33433291798322473,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0672,1.2303067432504695,1.822671019546315,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0695,1.7267489904458402,0.18769037310734651,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0703,5.8587812997133195,-0.6603545008213743,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0717,0.6373808808381374,6.093108145378479,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0723,-0.6399720188838957,0.9685546348506987,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0748,5.3389162981282645,0.8999185872889738,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0750,1.9456830557461853,2.119900493871021,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0772,8.372619410147204,-0.050408583527966525,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0796,4.38671000566708,-0.11868195206902121,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0804,6.258111380427727,0.01095227719258522,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0807,2.6140451770198507,3.1930830038987774,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0829,4.433062648134393,0.903189884170077,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0842,3.576393758458961,0.5623116449972556,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0849,5.967942047893309,1.311247829209061,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0858,4.165523994543774,0.09024340674326391,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0875,5.794682811217427,2.7473323689547504,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0904,3.1713952730535575,-0.36195601437930486,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0911,1.334588836809672,1.9295145441470245,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0923,7.202706157372203,0.8363380495264283,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0932,4.2720305447743145,1.0577832350494907,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0934,-6.391952564520665,5.645560833706897,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0939,3.771693532079731,1.4266932155737198,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0956,-0.3747243438181673,1.4036620412031617,nano_banana_2
claude_monet,balanced_joint,artist_free,water,generated:slot0986,6.183218934576681,1.0799672098399458,nano_banana_2
claude_monet,balanced_joint,artist_free,built,generated:slot0991,7.5589028042319715,0.16367698179223,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0000,4.312898486482969,1.9935248691052585,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0011,-0.7307237910394044,4.8047171595694405,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0013,-0.30829314697912,-2.4155839788257216,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0031,0.3727216867378074,1.0249337979536404,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0089,5.409378637691663,1.5116514407658705,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0098,3.7520526990683156,0.08060434195270501,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0109,6.377264482953843,-0.009738054728600608,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0114,9.342051019734281,0.35591476921516385,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0123,1.091776930549552,-0.6589512786569832,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0146,6.513197327177193,2.458929174345239,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0154,7.0236520438478065,-0.24024128339304496,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0165,4.863553523550928,1.8875247037106158,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0166,6.08517130254746,0.8104425712956467,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0179,5.971762191059018,-0.482602502280562,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0187,-0.46300289604160455,0.7289826755806126,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0209,5.9655854277970874,0.17862250685539288,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0235,5.6313413532477545,0.1529117877793943,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0239,4.479207116859722,0.5243500884523534,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0260,6.462406768858819,0.3457026435598582,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0264,5.095474582435152,0.6586301929391353,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0290,-3.179561783797872,4.057143586296656,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0293,2.158629236027679,-0.476317871689888,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0314,-0.4022948020858864,-0.15542395411178478,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0320,1.1274108486864143,0.989465110943057,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0323,4.1216177513500725,1.6585226656564986,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0367,0.5634180743834162,-0.6383720010708739,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0375,3.785110901794572,0.3583727255070701,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0379,5.883605903672679,0.11349318073704164,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0389,0.665222002932942,1.9256454708621888,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0398,6.858074372090292,-0.48493150919426664,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0410,4.551027935268359,2.874788656101433,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0461,-0.3709003933844321,4.1221001695932555,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0472,5.262921998112674,0.46345255430348464,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0474,4.395253752481477,-0.29249878765485426,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0482,7.131578457169857,-0.5345310016975319,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0494,6.608958751070908,-0.020347944820530758,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0515,6.506501538630624,2.1091066888554946,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0542,1.8736745183867374,0.22516325989921346,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0555,2.0699538855070774,1.016546259747554,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0563,3.0188708378759106,-0.6854493174167777,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0577,1.2635914861651039,3.1541930461251177,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0588,3.829176380989212,1.2112697006513462,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0593,4.079639420067051,1.2208345070683053,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0598,4.644494432449856,0.04433608407842796,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0605,4.672698350783349,0.2961843550825827,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0660,-2.6281163880272995,5.826409963735168,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0663,7.76406477312956,-0.16100120881775395,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0673,0.11072282815998702,-0.19664460619683125,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0696,2.9184732472924444,0.052303481277457375,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0702,2.2137924256824175,0.10701326788055436,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0716,-0.737434882529927,6.898707386655615,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0722,0.1454147128841547,0.8169252818875187,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0747,4.076190375720272,3.010190474481631,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0749,-0.7309042675554266,1.1740100450874662,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0773,9.227495229291527,-0.07531056620340253,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0797,4.682709779427109,-0.10782911644462878,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0805,5.778968350969891,-0.5843475342463621,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0806,2.1198893715518494,2.583504255196347,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0828,2.8054442759684264,1.460691563114567,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0841,3.4522184137042147,0.5545456151361581,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0850,6.087101377062775,0.10412257467086672,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0859,4.6991759554581245,-0.2396461282677374,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0876,4.526569160386532,2.4246487572807367,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0903,2.7175232897133115,-0.5824826575866292,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0910,0.027670727100583024,1.6831884740860805,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0922,7.180998146231969,0.43687193868174945,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0931,4.23089421010802,1.028080802608937,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0933,-3.10746744424715,4.313554826780478,nano_banana_2
claude_monet,balanced_joint,named,land,generated:slot0940,1.3114044892530123,0.3796619324441652,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0955,1.896651114615803,-0.8980325732745855,nano_banana_2
claude_monet,balanced_joint,named,water,generated:slot0985,5.279562626462619,1.7559760594364875,nano_banana_2
claude_monet,balanced_joint,named,built,generated:slot0992,6.5291334114457324,-0.026530844212264083,nano_banana_2
claude_monet,balanced_joint,artist_free,land,generated:slot0009,-4.7367549566038845,3.4792569837869465,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0020,-2.5241172638793827,0.7971080364747748,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0023,1.940898773663985,-0.22237334950455076,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0028,1.0712641517448347,-0.48256787826539055,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0085,-1.9162176829618784,0.2615643582343622,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0087,-6.278649756351072,6.993039084518602,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0093,-1.8511605046118111,-0.22114111073598883,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0101,1.8328386549103024,-1.2363532180075563,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0116,-0.9782834334636192,-1.1088798934765731,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0127,-0.8402561833799267,-0.9880922640644467,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0128,-0.03855480323076945,7.327528299232686,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0174,0.9453086693289807,-0.6192405172968818,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0188,1.6354596745607566,0.22246101003925248,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0194,-1.9036163589427673,0.2235297615382559,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0197,0.44542430596927557,1.064547137799246,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0218,1.0094514121084655,-1.4901234600888,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0246,-0.3773846366825541,-0.8527197634258431,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0248,0.022993788078895013,0.7551036591350104,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0268,-4.261671008707228,2.534424467917347,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0272,-4.0890813895860125,3.0340988196313474,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0282,-2.834203131645886,-1.735620003182702,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0289,-0.7785940728254686,-1.7671585408136872,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0307,-0.13727716777332416,-0.5183046426740733,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0311,-3.2339349825105512,1.8898009243791916,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0327,-7.401703111931445,-1.9941299426229073,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0346,0.9451762482617186,-0.5719687687563941,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0349,-0.3009606244349728,0.5340075400153201,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0397,-0.9391867361710533,-0.5990334579583825,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0408,-1.877201778396651,-0.7100890849714195,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0411,-3.0464459285830467,1.3024065453220157,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0419,2.9288898507355197,-1.8794507803848666,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0420,0.47447152754669303,0.011577425914973537,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0425,-4.003480275877976,6.126567979440222,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0426,-2.684220161120352,-0.40124473845242253,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0443,-0.4292597833689968,-0.13182911229963362,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0502,1.6605476415527936,-1.4200308863186424,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0516,-2.9396525753875005,4.1570849629319255,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0524,-0.1549337800138542,0.7566510534864459,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0545,1.542301034485858,-0.3742872181369216,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0550,-0.9124595508515834,1.6686757608584042,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0585,-0.747805179593924,-0.7325848255139902,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0603,-4.326512382114161,3.6671372818282304,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0606,-2.6242711636930114,0.8908805348227711,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0611,1.4572768236020361,-0.8093829087866484,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0617,-0.3811819839472972,-0.6217892768595169,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0639,2.0680083658783373,-0.7058692874646829,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0645,-3.0565017094772426,0.4194119420111051,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0647,-7.720818421591391,7.3985940608037675,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0691,-0.5063342502059105,0.5518961642824626,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0705,-3.1581480143025615,0.6439857564971803,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0711,-6.950331613321386,6.624489745950749,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0718,0.47963086181560527,0.210991491804382,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0734,0.3641829650595217,-0.009620222352867577,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0735,-6.105590894038887,6.86140780418759,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0761,0.48069396832435307,-0.4216960866330405,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0794,2.1292257710161344,0.910703354534875,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0800,-1.1970420462350613,2.5460226150246514,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0803,1.5085649893116,-0.7217794077933093,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0810,1.034750152126842,-1.279787817145936,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0812,-0.6764871332920722,-1.1876778733884952,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0831,-1.3923938523750452,0.5400916260049794,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0835,-0.5822668737142405,2.024868386681831,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0857,-0.5928109106134272,-0.1573945913919407,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0882,0.9132895278917239,-0.5955145057488971,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0897,-0.28961514747036665,-2.320998594127672,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0899,-1.2614024188366066,-1.068718442461156,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0916,-6.42816119024041,3.8423338001898557,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0937,-5.466738082136418,3.0484920393097568,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0967,0.008935563649858931,4.14597551032259,flux_2_max
claude_monet,balanced_joint,artist_free,water,generated:slot0981,0.05116283958131186,0.8644423260192602,flux_2_max
claude_monet,balanced_joint,artist_free,built,generated:slot0987,-0.6433340268203301,-1.3387701453074703,flux_2_max
claude_monet,balanced_joint,artist_free,land,generated:slot0999,1.1070028942213281,-0.819633098880567,flux_2_max
claude_monet,balanced_joint,named,land,generated:slot0008,-0.5473121870621386,-0.8828159588211535,flux_2_max
claude_monet,balanced_joint,named,built,generated:slot0019,-2.1494801795600913,0.9324561030113139,flux_2_max
claude_monet,balanced_joint,named,land,generated:slot0024,1.1295797727488224,-0.8669277318661358,flux_2_max
claude_monet,balanced_joint,named,built,generated:slot0029,0.4827466915357434,-0.7618435884440546,flux_2_max
claude_monet,balanced_joint,named,water,generated:slot0084,-2.076056961460747,-1.089086104100157,flux_2_max
claude_monet,balanced_joint,named,water,generated:slot0086,-3.0928328029371546,2.2771520795013207,flux_2_max
claude_monet,balanced_joint,named,water,generated:slot0094,-1.040236286385988,0.3934359922342338,flux_2_max
claude_monet,balanced_joint,named,land,generated:slot0100,1.305013985855523,-1.823559184037946,flux_2_max
claude_monet,balanced_joint,named,built,generated:slot0115,-0.17486146173412184,-1.2945815653712671,flux_2_max
claude_monet,balanced_joint,named,built,generated:slot0126,-1.216319512387045,-1.5168735677100151,flux_2_max
claude_monet,balanced_joint,named,land,generated:slot0129,0.4458930578870664,-1.1373602731489088,flux_2_max
claude_monet,balanced_joint,named,built,generated:slot0175,0.13546757671342036,-1.7838323209208549,flux_2_max
claude_monet,balanced_joint,named,built,generated:slot0189,0.9639791189660921,-1.4446042280841043,flux_2_max
claude_monet,balanced_joint,named,water,generated:slot0195,-0.8501040760919549,-0.42905948087151596,flux_2_max
