condition,coordinate_iqr_ratios,energy_distance,feature_set,generated_weight_effective_size,n_generated,n_original,original_weight_effective_size,painter_id,pipeline,population_variance_ratio,route,sample_variance_ratio,squared_iqr_sum_ratio,status,weighting
named,"[0.5142781552724367, 0.49875438318153237, 0.7091589620314114, 1.592814851420201, 1.4703601232626093, 0.6412290884255156, 0.5555894273955415, 2.0763704070298257]",1.126841580779586,spatial,72.0,72,38,38.0,claude_monet,primary512,1.280676236141828,nano_banana_2,,0.8749988847971729,available,collected
named,"[0.3701742376596008, 0.34791924050309553, 0.3899503532159724, 0.5408494088420656, 0.39156369074877867, 0.6101685745270568, 0.4214818779140154, 0.28613438863554014, 0.47080441805861767, 1.9083522080128348, 1.9360498618883655, 1.3443603635954766]",3.0037515976109237,texture,72.0,72,38,38.0,claude_monet,primary512,0.4077698452508486,nano_banana_2,,0.7631184650659286,available,collected
named,"[1.4370412431098678, 0.6070828681901924, 0.5476225847479352, 0.5588815395974785, 0.9177654779035463, 0.37389841451599315, 0.5153772235044969, 1.1898743206218156, 1.2174515962347843, 1.0073597997876615, 0.6905504281388798, 0.6421505586008966, 0.4552867401613904, 0.8056929817010264, 1.5448965450976406, 1.3926146796733567, 0.6319877612286534, 0.5389292745004196, 3.0198321135050197, 0.4657480700445876, 0.35137394992408383, 0.41599612235195715, 0.5928435897250969, 0.5938256631126793, 0.4983797953328557, 0.4214818779140154, 0.3805947953841121, 0.45419882059402045, 1.6230679379143818, 1.5301162505684693, 1.1443590672848363]",3.687165950608536,all31,72.0,72,38,24.029339853300737,claude_monet,primary512,0.6052877083081483,nano_banana_2,,0.7989132937634331,available,equal_content
named,"[1.4370412431098678, 0.6070828681901924, 0.5476225847479352, 0.5588815395974785, 0.9177654779035463, 0.37389841451599315, 0.5153772235044969, 1.1898743206218156, 1.2174515962347843, 1.0073597997876615, 0.6905504281388798]",1.8858546690851319,color,72.0,72,38,24.029339853300737,claude_monet,primary512,0.6907153228481456,nano_banana_2,,0.7264477914013687,available,equal_content
named,"[0.6421505586008966, 0.4552867401613904, 0.8056929817010264, 1.5448965450976406, 1.3926146796733567, 0.6319877612286534, 0.5389292745004196, 3.0198321135050197]",1.1675067763603213,spatial,72.0,72,38,24.029339853300737,claude_monet,primary512,1.416084404669792,nano_banana_2,,0.9134034532923462,available,equal_content
named,"[0.4657480700445876, 0.35137394992408383, 0.41599612235195715, 0.5928435897250969, 0.5938256631126793, 0.4983797953328557, 0.4214818779140154, 0.3805947953841121, 0.45419882059402045, 1.6230679379143818, 1.5301162505684693, 1.1443590672848363]",3.2163773490717027,texture,72.0,72,38,24.029339853300737,claude_monet,primary512,0.3058740393569757,nano_banana_2,,0.778578391575503,available,equal_content
named,"[1.9736567574552581, 0.8324682482373036, 0.9451785988034448, 0.6169087616565256, 0.9177702319541096, 0.5005961789298133, 0.5680276534458164, 1.247146064584164, 1.2195374910022272, 1.0777231838386045, 0.6277664348917463, 0.5142781552724367, 0.47139668609046137, 0.7524647489706514, 2.1910475577969675, 1.7471260102001673, 0.47103086274760997, 0.7795092789258344, 2.996026078727638, 0.3035674141833129, 0.31215631756695544, 0.44346666814406804, 0.5353743103213356, 0.5171518897779075, 0.504597778577561, 0.36556908153483075, 0.26836251945418144, 0.5127094412263533, 1.9910397642152715, 1.934214516662541, 1.773645935273301]",3.765216514632546,all31,55.2986301369863,72,29,29.0,claude_monet,primary512,0.7170266002052594,nano_banana_2,,1.059085799987459,available,unambiguous
named,"[1.9736567574552581, 0.8324682482373036, 0.9451785988034448, 0.6169087616565256, 0.9177702319541096, 0.5005961789298133, 0.5680276534458164, 1.247146064584164, 1.2195374910022272, 1.0777231838386045, 0.6277664348917463]",1.746188915643422,color,55.2986301369863,72,29,29.0,claude_monet,primary512,0.7292097123699585,nano_banana_2,,0.9456835949199863,available,unambiguous
named,"[0.5142781552724367, 0.47139668609046137, 0.7524647489706514, 2.1910475577969675, 1.7471260102001673, 0.47103086274760997, 0.7795092789258344, 2.996026078727638]",1.392937218954148,spatial,55.2986301369863,72,29,29.0,claude_monet,primary512,1.4389147933034214,nano_banana_2,,1.435708899547383,available,unambiguous
named,"[0.3035674141833129, 0.31215631756695544, 0.44346666814406804, 0.5353743103213356, 0.5171518897779075, 0.504597778577561, 0.36556908153483075, 0.26836251945418144, 0.5127094412263533, 1.9910397642152715, 1.934214516662541, 1.773645935273301]",3.2158864956970343,texture,55.2986301369863,72,29,29.0,claude_monet,primary512,0.3702363005718366,nano_banana_2,,0.8397253346582862,available,unambiguous
named,"[1.9114136143550027, 1.4599445805908653, 1.0407167283482046, 1.7372387368637305, 0.382092649890503, 1.3233274433717896, 0.8117496725580333, 1.1898743206218156, 1.0448782955766598, 1.0258745865496728, 0.49108947439250866, 1.1941937182106046, 0.7389169948064239, 0.6762314348452105, 0.4792050801826049, 0.6079418744552125, 0.7055419592407959, 1.7007507178197272, 1.950653425375022, 0.5498992754530367, 0.6617155694801758, 0.5193399578824018, 0.44945499735762423, 1.5033434124201734, 0.5106798660114084, 0.31627497472374416, 0.21185500672754415, 0.5310523710736572, 2.2138291153906486, 4.592005311200358, 14.888683513946262]",4.263208248624684,all31,48.000000000000014,48,4,4.0,claude_monet,primary512,1.1074026476840764,nano_banana_2,,0.8438462244180901,available,native1024
named,"[1.9114136143550027, 1.4599445805908653, 1.0407167283482046, 1.7372387368637305, 0.382092649890503, 1.3233274433717896, 0.8117496725580333, 1.1898743206218156, 1.0448782955766598, 1.0258745865496728, 0.49108947439250866]",2.573370801563019,color,48.000000000000014,48,4,4.0,claude_monet,primary512,0.9603311926116588,nano_banana_2,,0.9339369917472774,available,native1024
named,"[1.1941937182106046, 0.7389169948064239, 0.6762314348452105, 0.4792050801826049, 0.6079418744552125, 0.7055419592407959, 1.7007507178197272, 1.950653425375022]",1.7739402843035106,spatial,48.000000000000014,48,4,4.0,claude_monet,primary512,1.0087162193865462,nano_banana_2,,0.6575076664072437,available,native1024
named,"[0.5498992754530367, 0.6617155694801758, 0.5193399578824018, 0.44945499735762423, 1.5033434124201734, 0.5106798660114084, 0.31627497472374416, 0.21185500672754415, 0.5310523710736572, 2.2138291153906486, 4.592005311200358, 14.888683513946262]",3.1724093280725296,texture,48.000000000000014,48,4,4.0,claude_monet,primary512,1.7040099390309704,nano_banana_2,,1.1267534952305873,available,native1024
named,"[1.3450953118078124, 0.8313497256133904, 0.7273854133580285, 0.6200954889181673, 0.995223801632107, 0.46225936488147673, 0.5245458896816595, 1.2812488510593694, 1.2440301515594197, 1.091549917262209, 0.6933944631265704, 0.5142781552724367, 0.49875438318153237, 0.7421857460540097, 2.2696745255049406, 1.7322489136301447, 0.502204021929672, 0.6174603514679725, 2.775375813360009, 0.30289547782047965, 0.29650002557848026, 0.35641317648450793, 0.5105638690465547, 0.3839586702701222, 0.4460581143521868, 0.4213904497918904, 0.25172126451450844, 0.4724926311947876, 1.8042322472881331, 2.043777079734346, 1.5173745890782013]",3.341794030653217,all31,55.36102236421725,72,38,38.0,claude_monet,primary512,0.7562861555126685,nano_banana_2,,0.9660649121688102,available,initial_only
named,"[1.3450953118078124, 0.8313497256133904, 0.7273854133580285, 0.6200954889181673, 0.995223801632107, 0.46225936488147673, 0.5245458896816595, 1.2812488510593694, 1.2440301515594197, 1.091549917262209, 0.6933944631265704]",1.5218297523567403,color,55.36102236421725,72,38,38.0,claude_monet,primary512,0.7446865916049094,nano_banana_2,,0.8661583380653407,available,initial_only
named,"[0.5142781552724367, 0.49875438318153237, 0.7421857460540097, 2.2696745255049406, 1.7322489136301447, 0.502204021929672, 0.6174603514679725, 2.775375813360009]",1.352472757079242,spatial,55.36102236421725,72,38,38.0,claude_monet,primary512,1.519686613946215,nano_banana_2,,1.3212006156053706,available,initial_only
named,"[0.30289547782047965, 0.29650002557848026, 0.35641317648450793, 0.5105638690465547, 0.3839586702701222, 0.4460581143521868, 0.4213904497918904, 0.25172126451450844, 0.4724926311947876, 1.8042322472881331, 2.043777079734346, 1.5173745890782013]",2.782364454906102,texture,55.36102236421725,72,38,38.0,claude_monet,primary512,0.3972686173244291,nano_banana_2,,0.7569519720475699,available,initial_only
artist_free,"[1.214215403165585, 1.0363884956982325, 1.0189387455619185, 0.5415765113291785, 1.6829461301473674, 0.1269622546370714, 0.670082222270101, 0.7120916886362347, 0.6038346967117043, 0.5070629950700913, 1.3408706763270892, 0.5795940381530748, 0.776184659809435, 0.7435186758831797, 5.149994152478878, 1.9952250431208352, 0.3846199828538492, 0.35514741753915247, 1.937266655229712, 0.4383606307311181, 0.5267078877098139, 0.6468970297946661, 0.7698372674897482, 0.4228575502593162, 0.6509197207242972, 0.9243377065714032, 0.7239740884194186, 0.6046181616127712, 1.1676224752950382, 1.1191170130488377, 0.8439914982233306]",1.98979433818032,all31,55.36102236421725,72,38,38.0,claude_monet,primary512,1.0706697404675867,flux_2_max,,0.9409921178172681,available,reference_content
artist_free,"[1.214215403165585, 1.0363884956982325, 1.0189387455619185, 0.5415765113291785, 1.6829461301473674, 0.1269622546370714, 0.670082222270101, 0.7120916886362347, 0.6038346967117043, 0.5070629950700913, 1.3408706763270892]",1.0685708868493524,color,55.36102236421725,72,38,38.0,claude_monet,primary512,0.6751818219224794,flux_2_max,,0.6732954834950999,available,reference_content
artist_free,"[0.5795940381530748, 0.776184659809435, 0.7435186758831797, 5.149994152478878, 1.9952250431208352, 0.3846199828538492, 0.35514741753915247, 1.937266655229712]",1.4908196528174562,spatial,55.36102236421725,72,38,38.0,claude_monet,primary512,2.9270973489879104,flux_2_max,,1.6853316771760964,available,reference_content
artist_free,"[0.4383606307311181, 0.5267078877098139, 0.6468970297946661, 0.7698372674897482, 0.4228575502593162, 0.6509197207242972, 0.9243377065714032, 0.7239740884194186, 0.6046181616127712, 1.1676224752950382, 1.1191170130488377, 0.8439914982233306]",0.809188316744077,texture,55.36102236421725,72,38,38.0,claude_monet,primary512,0.4038462245455483,flux_2_max,,0.5578708340538383,available,reference_content
artist_free,"[1.0059457064377448, 1.1317740205713411, 0.9846837087963822, 0.613804497883256, 1.4790884476007131, 0.08819399862302964, 0.546467968127267, 0.6704706905352432, 0.5952998797847007, 0.5745279820408268, 1.1553620951079737, 0.6362543894855153, 0.7831916178056095, 0.7166631636302745, 3.5884179637287237, 1.704668312186731, 0.3620765706216409, 0.32363132481715157, 1.4034589057940325, 0.3964976741511148, 0.42898854285377186, 0.5997295587943443, 0.7699164012007096, 0.39078504637232736, 0.7069911910475017, 0.8878485619803305, 0.5581297781173884, 0.5965859638376965, 1.1032471742274212, 1.1317727222513958, 1.0152673548408653]",1.7617893968052352,all31,72.0,72,38,38.0,claude_monet,primary512,0.9209557532564553,flux_2_max,,0.6883705499005384,available,collected
artist_free,"[1.0059457064377448, 1.1317740205713411, 0.9846837087963822, 0.613804497883256, 1.4790884476007131, 0.08819399862302964, 0.546467968127267, 0.6704706905352432, 0.5952998797847007, 0.5745279820408268, 1.1553620951079737]",1.198780613747819,color,72.0,72,38,38.0,claude_monet,primary512,0.5817350995602272,flux_2_max,,0.5818828822303305,available,collected
artist_free,"[0.6362543894855153, 0.7831916178056095, 0.7166631636302745, 3.5884179637287237, 1.704668312186731, 0.3620765706216409, 0.32363132481715157, 1.4034589057940325]",0.9827622616897065,spatial,72.0,72,38,38.0,claude_monet,primary512,2.531289425612626,flux_2_max,,0.9985355207500118,available,collected
artist_free,"[0.3964976741511148, 0.42898854285377186, 0.5997295587943443, 0.7699164012007096, 0.39078504637232736, 0.7069911910475017, 0.8878485619803305, 0.5581297781173884, 0.5965859638376965, 1.1032471742274212, 1.1317727222513958, 1.0152673548408653]",0.8959471963730552,texture,72.0,72,38,38.0,claude_monet,primary512,0.34037221470497514,flux_2_max,,0.5239356719564973,available,collected
artist_free,"[1.178032367022819, 0.8820545291479841, 0.8132889685500758, 0.6033028707721763, 1.4143252946752454, 0.08968716160297455, 0.546467968127267, 0.6407737545138654, 0.5929477344216271, 0.5382432421437838, 1.1616587521113295, 0.7944555051224319, 0.7149345862744183, 0.8142186901601769, 3.4804638527747644, 1.6145337988748314, 0.3568583605936954, 0.3139267712615166, 2.041162915514696, 0.49886785120596033, 0.4332482404731099, 0.6397870109893733, 0.8439317777073554, 0.5926448104848707, 0.5774635728650779, 0.8878485619803305, 0.7423829401048894, 0.5755439642545827, 0.9383200378654243, 0.8944727449208792, 0.86422542250735]",2.0609898018614414,all31,72.0,72,38,24.029339853300737,claude_monet,primary512,0.8069145348532879,flux_2_max,,0.6842211662305456,available,equal_content
artist_free,"[1.178032367022819, 0.8820545291479841, 0.8132889685500758, 0.6033028707721763, 1.4143252946752454, 0.08968716160297455, 0.546467968127267, 0.6407737545138654, 0.5929477344216271, 0.5382432421437838, 1.1616587521113295]",1.2602721599769562,color,72.0,72,38,24.029339853300737,claude_monet,primary512,0.5806855558863419,flux_2_max,,0.5403160116656734,available,equal_content
artist_free,"[0.7944555051224319, 0.7149345862744183, 0.8142186901601769, 3.4804638527747644, 1.6145337988748314, 0.3568583605936954, 0.3139267712615166, 2.041162915514696]",1.2689949435200383,spatial,72.0,72,38,24.029339853300737,claude_monet,primary512,2.7989271434553493,flux_2_max,,1.042362234666792,available,equal_content
artist_free,"[0.49886785120596033, 0.4332482404731099, 0.6397870109893733, 0.8439317777073554, 0.5926448104848707, 0.5774635728650779, 0.8878485619803305, 0.7423829401048894, 0.5755439642545827, 0.9383200378654243, 0.8944727449208792, 0.86422542250735]",1.066084464331186,texture,72.0,72,38,24.029339853300737,claude_monet,primary512,0.2553181050762701,flux_2_max,,0.5345500226176259,available,equal_content
