completed_at_utc,request_id,window
2026-09-06T14:55:01.497800+00:00,slot0084,0
2026-09-06T14:55:19.291936+00:00,slot0057,0
2026-09-06T14:55:23.149006+00:00,slot0085,0
2026-09-06T14:55:42.212403+00:00,slot0058,0
2026-09-06T14:55:47.047787+00:00,slot0086,0
2026-09-06T14:56:09.310781+00:00,slot0087,0
2026-09-06T14:56:12.921976+00:00,slot0059,0
2026-09-06T14:56:30.125850+00:00,slot0093,0
2026-09-06T14:56:38.216396+00:00,slot0060,0
2026-09-06T14:56:46.428949+00:00,slot0094,0
2026-09-06T14:57:05.329912+00:00,slot0061,0
2026-09-06T14:57:16.124009+00:00,slot0100,0
2026-09-06T14:57:30.497369+00:00,slot0062,0
2026-09-06T14:57:36.393333+00:00,slot0101,0
2026-09-06T14:58:02.657803+00:00,slot0063,0
2026-09-06T14:58:05.163766+00:00,slot0102,0
2026-09-06T14:58:31.749470+00:00,slot0103,0
2026-09-06T14:58:36.752000+00:00,slot0064,0
2026-09-06T14:58:51.814116+00:00,slot0107,0
2026-09-06T15:30:47.762981+00:00,slot0108,0
2026-09-06T14:59:05.864543+00:00,slot0065,0
2026-09-06T15:29:47.234370+00:00,slot0066,0
2026-09-06T15:30:12.869964+00:00,slot0067,0
2026-09-06T15:30:40.817280+00:00,slot0068,0
2026-09-06T15:31:10.483229+00:00,slot0073,0
2026-09-06T15:31:15.024858+00:00,slot0115,0
2026-09-06T15:31:37.960641+00:00,slot0116,0
2026-09-06T15:31:39.095272+00:00,slot0074,0
2026-09-06T15:32:01.221089+00:00,slot0075,0
2026-09-06T15:32:25.153930+00:00,slot0076,0
2026-09-06T15:32:48.721035+00:00,slot0077,0
2026-09-06T15:33:10.006066+00:00,slot0078,0
2026-09-06T15:33:37.763542+00:00,slot0081,0
2026-09-06T15:34:05.258464+00:00,slot0082,0
2026-09-06T15:34:31.577786+00:00,slot0083,0
2026-09-06T15:35:00.432348+00:00,slot0090,0
2026-09-06T15:35:25.580686+00:00,slot0091,0
2026-09-06T15:35:49.259959+00:00,slot0092,0
2026-09-06T15:36:14.322267+00:00,slot0095,0
2026-09-06T15:36:39.408136+00:00,slot0096,0
2026-09-06T15:37:01.642031+00:00,slot0097,0
2026-09-06T15:37:26.188712+00:00,slot0104,0
2026-09-06T15:37:52.698324+00:00,slot0105,0
2026-09-06T15:38:17.192857+00:00,slot0106,0
2026-09-06T15:38:48.417687+00:00,slot0119,0
2026-09-06T15:39:14.701499+00:00,slot0120,0
2026-09-06T15:39:40.387144+00:00,slot0121,0
2026-09-06T17:30:11.868753+00:00,slot0141,1
2026-09-06T17:30:22.326915+00:00,slot0126,1
2026-09-06T17:30:27.738102+00:00,slot0142,1
2026-09-06T17:30:36.862537+00:00,slot0146,1
2026-09-06T17:30:38.212054+00:00,slot0130,1
2026-09-06T17:30:43.502182+00:00,slot0127,1
2026-09-06T17:30:47.908188+00:00,slot0147,1
2026-09-06T17:31:03.053480+00:00,slot0154,1
2026-09-06T17:31:05.734546+00:00,slot0128,1
2026-09-06T17:31:11.761287+00:00,slot0131,1
2026-09-06T17:31:14.463760+00:00,slot0155,1
2026-09-06T17:31:28.176556+00:00,slot0129,1
2026-09-06T17:31:28.300282+00:00,slot0164,1
2026-09-06T17:31:36.545432+00:00,slot0132,1
2026-09-06T17:31:43.724019+00:00,slot0165,1
2026-09-06T17:31:50.318613+00:00,slot0133,1
2026-09-06T17:31:56.396451+00:00,slot0166,1
2026-09-06T17:32:02.592130+00:00,slot0135,1
2026-09-06T17:32:05.725599+00:00,slot0167,1
2026-09-06T17:32:06.898021+00:00,slot0134,1
2026-09-06T17:32:18.046159+00:00,slot0176,1
2026-09-06T17:32:22.532630+00:00,slot0136,1
2026-09-06T17:32:29.290034+00:00,slot0177,1
2026-09-06T17:32:33.889694+00:00,slot0159,1
2026-09-06T17:32:40.147836+00:00,slot0178,1
2026-09-06T17:32:44.959014+00:00,slot0137,1
2026-09-06T17:32:51.525304+00:00,slot0179,1
2026-09-06T17:32:51.543276+00:00,slot0160,1
2026-09-06T17:33:02.981946+00:00,slot0186,1
2026-09-06T17:33:13.736066+00:00,slot0187,1
2026-09-06T17:33:16.388174+00:00,slot0174,1
2026-09-06T17:33:23.179123+00:00,slot0138,1
2026-09-06T17:33:24.980668+00:00,slot0206,1
2026-09-06T17:33:39.311681+00:00,slot0207,1
2026-09-06T17:33:41.499886+00:00,slot0175,1
2026-09-06T17:33:47.329078+00:00,slot0139,1
2026-09-06T17:33:49.949119+00:00,slot0208,1
2026-09-06T17:34:02.581643+00:00,slot0188,1
2026-09-06T17:34:05.765956+00:00,slot0209,1
2026-09-06T17:34:18.316709+00:00,slot0210,1
2026-09-06T17:34:20.897236+00:00,slot0140,1
2026-09-06T17:34:21.080648+00:00,slot0189,1
2026-09-06T17:34:28.957130+00:00,slot0211,1
2026-09-06T17:34:43.268687+00:00,slot0190,1
2026-09-06T17:34:45.487643+00:00,slot0219,1
2026-09-06T17:34:52.143805+00:00,slot0143,1
2026-09-06T17:34:59.203502+00:00,slot0220,1
2026-09-06T17:35:05.496804+00:00,slot0191,1
2026-09-06T17:35:09.748395+00:00,slot0223,1
2026-09-06T17:35:20.792011+00:00,slot0224,1
2026-09-06T17:35:23.257141+00:00,slot0144,1
2026-09-06T17:35:26.021144+00:00,slot0192,1
2026-09-06T17:35:30.962781+00:00,slot0225,1
2026-09-06T17:35:41.481363+00:00,slot0226,1
2026-09-06T17:35:50.252316+00:00,slot0145,1
2026-09-06T17:35:53.284551+00:00,slot0234,1
2026-09-06T17:36:02.008703+00:00,slot0193,1
2026-09-06T17:36:07.816452+00:00,slot0235,1
2026-09-06T17:36:16.743897+00:00,slot0148,1
2026-09-06T17:36:17.975453+00:00,slot0236,1
2026-09-06T17:36:21.850712+00:00,slot0194,1
2026-09-06T17:36:37.408400+00:00,slot0237,1
2026-09-06T17:36:42.644186+00:00,slot0195,1
2026-09-06T17:36:46.740909+00:00,slot0149,1
2026-09-06T17:36:48.574286+00:00,slot0238,1
2026-09-06T17:36:59.244131+00:00,slot0196,1
2026-09-06T17:37:03.576864+00:00,slot0239,1
2026-09-06T17:37:14.268610+00:00,slot0240,1
2026-09-06T17:37:20.521745+00:00,slot0197,1
2026-09-06T17:37:24.628580+00:00,slot0241,1
2026-09-06T17:37:25.469726+00:00,slot0150,1
2026-09-06T17:37:42.032787+00:00,slot0198,1
2026-09-06T17:37:50.973487+00:00,slot0151,1
2026-09-06T17:38:05.588530+00:00,slot0199,1
2026-09-06T17:38:17.634225+00:00,slot0152,1
2026-09-06T17:38:32.822351+00:00,slot0215,1
2026-09-06T17:38:40.211859+00:00,slot0153,1
2026-09-06T17:38:54.415158+00:00,slot0216,1
2026-09-06T17:39:06.058352+00:00,slot0156,1
2026-09-06T17:39:13.265844+00:00,slot0217,1
2026-09-06T17:39:30.740162+00:00,slot0157,1
2026-09-06T17:39:32.858836+00:00,slot0218,1
2026-09-06T17:39:52.482520+00:00,slot0158,1
2026-09-06T17:39:55.759928+00:00,slot0221,1
2026-09-06T17:40:14.961871+00:00,slot0222,1
2026-09-06T17:40:20.164217+00:00,slot0161,1
2026-09-06T17:40:34.384947+00:00,slot0227,1
2026-09-06T17:40:41.962176+00:00,slot0162,1
2026-09-06T17:40:54.044608+00:00,slot0228,1
2026-09-06T17:41:11.784782+00:00,slot0232,1
2026-09-06T17:41:11.895215+00:00,slot0163,1
2026-09-06T17:41:34.986452+00:00,slot0233,1
2026-09-06T17:41:44.935918+00:00,slot0168,1
2026-09-06T17:41:58.458647+00:00,slot0245,1
2026-09-06T17:42:14.026733+00:00,slot0169,1
2026-09-06T17:42:20.520680+00:00,slot0246,1
2026-09-06T17:42:36.036587+00:00,slot0170,1
2026-09-06T17:42:47.364781+00:00,slot0247,1
2026-09-06T17:43:02.217215+00:00,slot0171,1
2026-09-06T17:43:10.524353+00:00,slot0248,1
2026-09-06T17:43:31.594104+00:00,slot0172,1
2026-09-06T17:43:53.363953+00:00,slot0173,1
2026-09-06T17:44:15.371498+00:00,slot0180,1
2026-09-06T17:44:37.796388+00:00,slot0181,1
2026-09-06T17:45:02.036165+00:00,slot0182,1
2026-09-06T17:45:24.957956+00:00,slot0183,1
2026-09-06T17:45:54.857665+00:00,slot0184,1
2026-09-06T17:46:27.490335+00:00,slot0185,1
2026-09-06T17:46:50.589615+00:00,slot0200,1
2026-09-06T17:47:20.427352+00:00,slot0201,1
2026-09-06T17:47:50.594808+00:00,slot0202,1
2026-09-06T17:48:11.605092+00:00,slot0203,1
2026-09-06T17:48:35.855000+00:00,slot0204,1
2026-09-06T17:49:01.799359+00:00,slot0205,1
2026-09-06T17:49:26.845759+00:00,slot0212,1
2026-09-06T17:49:53.270870+00:00,slot0213,1
2026-09-06T17:50:16.946686+00:00,slot0214,1
2026-09-06T17:50:39.066343+00:00,slot0229,1
2026-09-06T17:51:05.147469+00:00,slot0230,1
2026-09-06T17:51:28.004624+00:00,slot0231,1
2026-09-06T17:51:50.623644+00:00,slot0242,1
2026-09-06T17:52:19.216042+00:00,slot0243,1
2026-09-06T17:52:49.956214+00:00,slot0244,1
2026-09-06T17:53:14.702748+00:00,slot0249,1
2026-09-06T17:53:40.688107+00:00,slot0250,1
2026-09-06T17:54:05.604477+00:00,slot0251,1
2026-09-06T20:30:09.958714+00:00,slot0252,2
2026-09-06T20:30:26.241812+00:00,slot0253,2
2026-09-06T20:30:30.003007+00:00,slot0268,2
2026-09-06T20:30:34.042232+00:00,slot0256,2
2026-09-06T20:30:35.680885+00:00,slot0254,2
2026-09-06T20:30:52.131875+00:00,slot0255,2
2026-09-06T20:30:55.852508+00:00,slot0269,2
2026-09-06T20:31:01.790805+00:00,slot0259,2
2026-09-06T20:31:04.177695+00:00,slot0257,2
2026-09-06T20:31:11.425026+00:00,slot0260,2
2026-09-06T20:31:22.160146+00:00,slot0264,2
2026-09-06T20:31:24.512811+00:00,slot0270,2
2026-09-06T20:31:33.501654+00:00,slot0265,2
2026-09-06T20:31:39.149890+00:00,slot0258,2
2026-09-06T20:31:43.151184+00:00,slot0266,2
2026-09-06T20:31:45.904956+00:00,slot0271,2
2026-09-06T20:31:54.155993+00:00,slot0267,2
2026-09-06T20:32:01.734757+00:00,slot0261,2
2026-09-06T20:32:03.536209+00:00,slot0284,2
2026-09-06T20:32:14.561784+00:00,slot0272,2
2026-09-06T20:32:16.734622+00:00,slot0285,2
2026-09-06T20:32:22.465259+00:00,slot0262,2
2026-09-06T20:32:29.945516+00:00,slot0286,2
2026-09-06T20:32:35.431939+00:00,slot0273,2
2026-09-06T20:32:39.864750+00:00,slot0287,2
2026-09-06T20:32:48.452500+00:00,slot0263,2
2026-09-06T20:32:50.409794+00:00,slot0290,2
2026-09-06T20:32:57.413659+00:00,slot0280,2
2026-09-06T20:33:02.257463+00:00,slot0291,2
2026-09-06T20:33:12.008051+00:00,slot0274,2
2026-09-06T20:33:13.653510+00:00,slot0292,2
2026-09-06T20:33:18.489747+00:00,slot0281,2
2026-09-06T20:33:26.484854+00:00,slot0293,2
2026-09-06T20:33:32.931527+00:00,slot0275,2
2026-09-06T20:33:36.657325+00:00,slot0297,2
2026-09-06T20:33:41.844621+00:00,slot0282,2
2026-09-06T20:33:48.267581+00:00,slot0298,2
2026-09-06T20:33:52.929257+00:00,slot0276,2
2026-09-06T20:33:58.426272+00:00,slot0313,2
2026-09-06T20:34:05.093100+00:00,slot0283,2
2026-09-06T20:34:08.691999+00:00,slot0314,2
2026-09-06T20:34:17.580698+00:00,slot0277,2
2026-09-06T20:34:20.121927+00:00,slot0320,2
2026-09-06T20:34:24.244534+00:00,slot0288,2
2026-09-06T20:34:32.269517+00:00,slot0321,2
2026-09-06T20:34:39.649301+00:00,slot0278,2
2026-09-06T20:34:42.407681+00:00,slot0289,2
2026-09-06T20:34:42.866081+00:00,slot0322,2
2026-09-06T20:34:58.836198+00:00,slot0323,2
2026-09-06T20:35:03.243313+00:00,slot0302,2
2026-09-06T20:35:09.044284+00:00,slot0331,2
2026-09-06T20:35:10.129896+00:00,slot0279,2
2026-09-06T20:35:21.656528+00:00,slot0332,2
2026-09-06T20:35:24.613884+00:00,slot0303,2
2026-09-06T20:35:31.728806+00:00,slot0365,2
2026-09-06T20:35:34.641847+00:00,slot0294,2
2026-09-06T20:35:41.822183+00:00,slot0366,2
2026-09-06T20:35:48.520635+00:00,slot0304,2
2026-09-06T20:35:51.121669+00:00,slot0367,2
2026-09-06T20:35:58.073703+00:00,slot0295,2
2026-09-06T20:36:03.841044+00:00,slot0368,2
2026-09-06T20:36:09.808457+00:00,slot0305,2
2026-09-06T20:36:13.066092+00:00,slot0369,2
2026-09-06T20:36:23.514702+00:00,slot0296,2
2026-09-06T20:36:24.840926+00:00,slot0370,2
2026-09-06T20:36:25.570165+00:00,slot0306,2
2026-09-06T20:36:43.810057+00:00,slot0299,2
2026-09-06T20:36:44.048470+00:00,slot0374,2
2026-09-06T20:36:49.858363+00:00,slot0307,2
2026-09-06T20:36:58.751462+00:00,slot0375,2
2026-09-06T20:37:03.980898+00:00,slot0300,2
2026-09-06T20:37:12.059243+00:00,slot0311,2
2026-09-06T20:37:31.225841+00:00,slot0301,2
2026-09-06T20:37:36.019951+00:00,slot0312,2
2026-09-06T20:37:54.561019+00:00,slot0308,2
2026-09-06T20:38:00.183136+00:00,slot0318,2
2026-09-06T20:38:15.302699+00:00,slot0319,2
2026-09-06T20:38:19.877520+00:00,slot0309,2
2026-09-06T20:38:39.023331+00:00,slot0324,2
2026-09-06T20:38:44.430319+00:00,slot0310,2
2026-09-06T20:38:59.992674+00:00,slot0325,2
2026-09-06T20:39:06.825865+00:00,slot0315,2
2026-09-06T20:39:23.010851+00:00,slot0326,2
2026-09-06T20:39:29.171435+00:00,slot0316,2
2026-09-06T20:39:40.210314+00:00,slot0327,2
2026-09-06T20:39:50.447766+00:00,slot0317,2
2026-09-06T20:39:58.032534+00:00,slot0345,2
2026-09-06T20:40:13.598610+00:00,slot0328,2
2026-09-06T20:40:18.660222+00:00,slot0346,2
2026-09-06T20:40:36.014158+00:00,slot0329,2
2026-09-06T20:40:39.219672+00:00,slot0347,2
2026-09-06T20:40:56.859528+00:00,slot0330,2
2026-09-06T20:41:00.830359+00:00,slot0348,2
2026-09-06T20:41:17.214024+00:00,slot0333,2
2026-09-06T20:41:18.735645+00:00,slot0349,2
2026-09-06T20:41:36.575404+00:00,slot0334,2
2026-09-06T20:41:45.401022+00:00,slot0350,2
2026-09-06T20:41:57.365319+00:00,slot0335,2
2026-09-06T20:42:07.734403+00:00,slot0357,2
2026-09-06T20:42:19.362846+00:00,slot0336,2
2026-09-06T20:42:26.060690+00:00,slot0358,2
2026-09-06T20:42:45.350335+00:00,slot0376,2
2026-09-06T20:42:45.703143+00:00,slot0337,2
2026-09-06T20:43:03.766874+00:00,slot0377,2
2026-09-06T20:43:10.474316+00:00,slot0338,2
2026-09-06T20:43:32.790861+00:00,slot0339,2
2026-09-06T20:43:52.033473+00:00,slot0340,2
2026-09-06T20:44:12.211135+00:00,slot0341,2
2026-09-06T20:44:31.394038+00:00,slot0342,2
2026-09-06T20:44:55.297649+00:00,slot0343,2
2026-09-06T20:45:20.533958+00:00,slot0344,2
2026-09-06T20:45:40.071933+00:00,slot0351,2
2026-09-06T20:46:07.102902+00:00,slot0352,2
2026-09-06T20:46:27.695893+00:00,slot0353,2
2026-09-06T20:46:48.385230+00:00,slot0354,2
2026-09-06T20:47:10.530694+00:00,slot0355,2
2026-09-06T20:47:34.775555+00:00,slot0356,2
2026-09-06T20:47:55.184085+00:00,slot0359,2
2026-09-06T20:48:16.411120+00:00,slot0360,2
2026-09-06T20:48:38.944612+00:00,slot0361,2
2026-09-06T20:49:04.772767+00:00,slot0362,2
2026-09-06T20:49:25.571824+00:00,slot0363,2
2026-09-06T20:49:49.505851+00:00,slot0364,2
2026-09-06T20:50:13.909576+00:00,slot0371,2
2026-09-06T20:50:36.630675+00:00,slot0372,2
2026-09-06T20:50:56.802615+00:00,slot0373,2
2026-09-06T23:30:10.825195+00:00,slot0378,3
2026-09-06T23:30:20.612975+00:00,slot0379,3
2026-09-06T23:30:28.256822+00:00,slot0385,3
2026-09-06T23:30:32.046941+00:00,slot0383,3
2026-09-06T23:30:37.177697+00:00,slot0380,3
2026-09-06T23:30:43.256375+00:00,slot0384,3
2026-09-06T23:30:54.147235+00:00,slot0387,3
2026-09-06T23:30:59.877909+00:00,slot0381,3
2026-09-06T23:31:00.113587+00:00,slot0386,3
2026-09-06T23:31:03.664432+00:00,slot0388,3
2026-09-06T23:31:20.405893+00:00,slot0382,3
2026-09-06T23:31:23.165399+00:00,slot0396,3
2026-09-06T23:31:23.837662+00:00,slot0389,3
2026-09-06T23:31:39.906523+00:00,slot0390,3
2026-09-06T23:31:43.821808+00:00,slot0391,3
2026-09-06T23:31:49.429333+00:00,slot0394,3
2026-09-06T23:31:51.702742+00:00,slot0397,3
2026-09-06T23:32:00.380619+00:00,slot0395,3
2026-09-06T23:32:04.210463+00:00,slot0392,3
2026-09-06T23:32:10.969137+00:00,slot0398,3
2026-09-06T23:32:17.299305+00:00,slot0405,3
2026-09-06T23:32:20.795226+00:00,slot0399,3
2026-09-06T23:32:28.137257+00:00,slot0393,3
2026-09-06T23:32:32.645306+00:00,slot0400,3
2026-09-06T23:32:40.543788+00:00,slot0406,3
2026-09-06T23:32:43.109006+00:00,slot0401,3
2026-09-06T23:32:48.427793+00:00,slot0402,3
2026-09-06T23:32:55.787055+00:00,slot0409,3
2026-09-06T23:33:02.921640+00:00,slot0407,3
2026-09-06T23:33:06.453879+00:00,slot0410,3
2026-09-06T23:33:11.060293+00:00,slot0403,3
2026-09-06T23:33:18.227484+00:00,slot0422,3
2026-09-06T23:33:19.105555+00:00,slot0408,3
2026-09-06T23:33:27.238653+00:00,slot0423,3
2026-09-06T23:33:35.022516+00:00,slot0404,3
2026-09-06T23:33:38.290887+00:00,slot0433,3
2026-09-06T23:33:41.481423+00:00,slot0411,3
2026-09-06T23:33:50.386281+00:00,slot0434,3
2026-09-06T23:33:55.689598+00:00,slot0413,3
2026-09-06T23:34:00.622347+00:00,slot0435,3
2026-09-06T23:34:11.125487+00:00,slot0412,3
2026-09-06T23:34:11.538773+00:00,slot0436,3
2026-09-06T23:34:17.735726+00:00,slot0414,3
2026-09-06T23:34:26.933968+00:00,slot0450,3
2026-09-06T23:34:34.448217+00:00,slot0416,3
2026-09-06T23:34:36.651239+00:00,slot0451,3
2026-09-06T23:34:41.307247+00:00,slot0415,3
2026-09-06T23:34:49.052536+00:00,slot0461,3
2026-09-06T23:34:55.215471+00:00,slot0417,3
2026-09-06T23:34:59.075822+00:00,slot0462,3
2026-09-06T23:35:05.243236+00:00,slot0430,3
2026-09-06T23:35:10.029430+00:00,slot0471,3
2026-09-06T23:35:15.094830+00:00,slot0418,3
2026-09-06T23:35:21.532395+00:00,slot0472,3
2026-09-06T23:35:28.897691+00:00,slot0431,3
2026-09-06T23:35:32.316157+00:00,slot0473,3
2026-09-06T23:35:43.845774+00:00,slot0474,3
2026-09-06T23:35:45.715111+00:00,slot0419,3
2026-09-06T23:35:54.081504+00:00,slot0481,3
2026-09-06T23:35:58.758201+00:00,slot0432,3
2026-09-06T23:36:04.536751+00:00,slot0482,3
2026-09-06T23:36:10.043306+00:00,slot0420,3
2026-09-06T23:36:13.542178+00:00,slot0493,3
2026-09-06T23:36:19.907764+00:00,slot0437,3
2026-09-06T23:36:26.130284+00:00,slot0494,3
2026-09-06T23:36:34.452486+00:00,slot0421,3
2026-09-06T23:36:35.238295+00:00,slot0498,3
2026-09-06T23:36:42.436903+00:00,slot0438,3
2026-09-06T23:36:49.480690+00:00,slot0499,3
2026-09-06T23:36:54.444421+00:00,slot0424,3
2026-09-06T23:37:06.054890+00:00,slot0439,3
2026-09-06T23:37:26.362350+00:00,slot0440,3
2026-09-06T23:37:32.883888+00:00,slot0425,3
2026-09-06T23:37:45.536205+00:00,slot0441,3
2026-09-06T23:38:00.634470+00:00,slot0426,3
2026-09-06T23:38:08.378266+00:00,slot0442,3
2026-09-06T23:38:27.186127+00:00,slot0427,3
2026-09-06T23:38:35.256157+00:00,slot0445,3
2026-09-06T23:38:49.718215+00:00,slot0428,3
2026-09-06T23:38:57.816543+00:00,slot0446,3
2026-09-06T23:39:06.841889+00:00,slot0429,3
2026-09-06T23:39:18.872735+00:00,slot0447,3
2026-09-06T23:39:41.565973+00:00,slot0443,3
2026-09-06T23:39:41.618397+00:00,slot0452,3
2026-09-06T23:39:59.967621+00:00,slot0444,3
2026-09-06T23:40:14.709425+00:00,slot0453,3
2026-09-06T23:40:28.918091+00:00,slot0448,3
2026-09-06T23:40:40.627991+00:00,slot0454,3
2026-09-06T23:40:53.932156+00:00,slot0449,3
2026-09-06T23:41:04.689480+00:00,slot0455,3
2026-09-06T23:41:20.318105+00:00,slot0469,3
2026-09-06T23:41:27.938121+00:00,slot0456,3
2026-09-06T23:41:43.078790+00:00,slot0470,3
2026-09-06T23:41:46.843056+00:00,slot0457,3
2026-09-06T23:42:09.902890+00:00,slot0486,3
2026-09-06T23:42:16.138692+00:00,slot0458,3
2026-09-06T23:42:37.946254+00:00,slot0487,3
2026-09-06T23:42:38.672981+00:00,slot0459,3
2026-09-06T23:43:02.373466+00:00,slot0488,3
2026-09-06T23:43:08.368832+00:00,slot0460,3
2026-09-06T23:43:20.833092+00:00,slot0489,3
2026-09-06T23:43:32.642346+00:00,slot0463,3
2026-09-06T23:43:39.899590+00:00,slot0500,3
2026-09-06T23:43:55.902962+00:00,slot0464,3
2026-09-06T23:44:09.299855+00:00,slot0501,3
2026-09-06T23:44:14.014829+00:00,slot0465,3
2026-09-06T23:44:29.800477+00:00,slot0502,3
2026-09-06T23:44:37.139750+00:00,slot0466,3
2026-09-06T23:44:59.052903+00:00,slot0503,3
2026-09-06T23:45:00.717342+00:00,slot0467,3
2026-09-06T23:45:22.037146+00:00,slot0468,3
2026-09-06T23:45:44.224401+00:00,slot0475,3
2026-09-06T23:46:06.254993+00:00,slot0476,3
2026-09-06T23:46:30.858291+00:00,slot0477,3
2026-09-06T23:47:04.099177+00:00,slot0478,3
2026-09-06T23:47:25.546253+00:00,slot0479,3
2026-09-06T23:47:53.521168+00:00,slot0480,3
2026-09-06T23:48:13.262542+00:00,slot0483,3
2026-09-06T23:48:33.792118+00:00,slot0484,3
2026-09-06T23:48:52.510982+00:00,slot0485,3
2026-09-06T23:49:19.499239+00:00,slot0490,3
2026-09-06T23:49:40.285325+00:00,slot0491,3
2026-09-06T23:50:15.397009+00:00,slot0492,3
2026-09-06T23:50:37.143243+00:00,slot0495,3
2026-09-06T23:50:57.629448+00:00,slot0496,3
2026-09-06T23:51:21.393088+00:00,slot0497,3
2026-09-07T00:29:30.968663+00:00,slot0504,4
2026-09-07T00:29:45.307775+00:00,slot0505,4
2026-09-07T00:29:48.621285+00:00,slot0506,4
2026-09-07T00:29:55.535532+00:00,slot0514,4
2026-09-07T00:29:55.648524+00:00,slot0508,4
2026-09-07T00:30:06.318247+00:00,slot0515,4
2026-09-07T00:30:13.160454+00:00,slot0507,4
2026-09-07T00:30:17.741874+00:00,slot0530,4
2026-09-07T00:30:24.428820+00:00,slot0509,4
2026-09-07T00:30:28.374604+00:00,slot0531,4
2026-09-07T00:30:28.902089+00:00,slot0516,4
2026-09-07T00:30:38.808656+00:00,slot0537,4
2026-09-07T00:30:44.362017+00:00,slot0510,4
