alias,condition,distance,family,generated_count,method_id,painter_id,reference_count
gpt-image-1,camille_pissarro,1.3729145197474206,texture,64,by_name,camille_pissarro,141
gpt-image-1,camille_pissarro,2.2824427606889466,color,64,by_name,paul_cezanne,105
gpt-image-1,camille_pissarro,1.5661393680912288,spatial,64,by_name,paul_cezanne,105
gpt-image-1,camille_pissarro,2.571160578695692,texture,64,by_name,paul_cezanne,105
gpt-image-1,paul_cezanne,0.7911837718994865,color,64,by_name,claude_monet,297
gpt-image-1,paul_cezanne,0.9810809518606476,spatial,64,by_name,claude_monet,297
gpt-image-1,paul_cezanne,1.695279342339131,texture,64,by_name,claude_monet,297
gpt-image-1,paul_cezanne,0.9242452297794472,color,64,by_name,alfred_sisley,106
gpt-image-1,paul_cezanne,1.213963685660656,spatial,64,by_name,alfred_sisley,106
gpt-image-1,paul_cezanne,2.0005247035723173,texture,64,by_name,alfred_sisley,106
gpt-image-1,paul_cezanne,1.0124596869808788,color,64,by_name,camille_pissarro,141
gpt-image-1,paul_cezanne,1.2115507606850353,spatial,64,by_name,camille_pissarro,141
gpt-image-1,paul_cezanne,2.244823168068466,texture,64,by_name,camille_pissarro,141
gpt-image-1,paul_cezanne,0.7104584726692591,color,64,by_name,paul_cezanne,105
gpt-image-1,paul_cezanne,0.6227900976896481,spatial,64,by_name,paul_cezanne,105
gpt-image-1,paul_cezanne,2.0646353224533844,texture,64,by_name,paul_cezanne,105
gpt-image-1,artist_free,1.3347364008617095,color,64,by_name,claude_monet,297
gpt-image-1,artist_free,0.21074855393736236,spatial,64,by_name,claude_monet,297
gpt-image-1,artist_free,1.4098604486396713,texture,64,by_name,claude_monet,297
gpt-image-1,artist_free,1.2233333859180644,color,64,by_name,alfred_sisley,106
gpt-image-1,artist_free,0.36879956113765466,spatial,64,by_name,alfred_sisley,106
gpt-image-1,artist_free,1.6547259079892744,texture,64,by_name,alfred_sisley,106
gpt-image-1,artist_free,1.1353063632893257,color,64,by_name,camille_pissarro,141
gpt-image-1,artist_free,0.6971819220807025,spatial,64,by_name,camille_pissarro,141
gpt-image-1,artist_free,1.4244294619033284,texture,64,by_name,camille_pissarro,141
gpt-image-1,artist_free,0.6390553984146781,color,64,by_name,paul_cezanne,105
gpt-image-1,artist_free,0.7812282215767099,spatial,64,by_name,paul_cezanne,105
gpt-image-1,artist_free,1.5623753298910659,texture,64,by_name,paul_cezanne,105
gpt-image-1,claude_monet,0.8194595346421363,color,64,style_instruction,claude_monet,297
gpt-image-1,claude_monet,0.9416340453603085,spatial,64,style_instruction,claude_monet,297
gpt-image-1,claude_monet,1.7233321921887481,texture,64,style_instruction,claude_monet,297
gpt-image-1,claude_monet,1.0016570564977243,color,64,style_instruction,alfred_sisley,106
gpt-image-1,claude_monet,0.8451859508882626,spatial,64,style_instruction,alfred_sisley,106
gpt-image-1,claude_monet,1.465394599797964,texture,64,style_instruction,alfred_sisley,106
gpt-image-1,claude_monet,1.2200742449692472,color,64,style_instruction,camille_pissarro,141
gpt-image-1,claude_monet,0.8368854002698596,spatial,64,style_instruction,camille_pissarro,141
gpt-image-1,claude_monet,1.5941362118919793,texture,64,style_instruction,camille_pissarro,141
gpt-image-1,claude_monet,1.971249736949223,color,64,style_instruction,paul_cezanne,105
gpt-image-1,claude_monet,1.8291493460936685,spatial,64,style_instruction,paul_cezanne,105
gpt-image-1,claude_monet,2.7451855939835625,texture,64,style_instruction,paul_cezanne,105
gpt-image-1,alfred_sisley,0.9676682565898631,color,64,style_instruction,claude_monet,297
gpt-image-1,alfred_sisley,0.6347728902837888,spatial,64,style_instruction,claude_monet,297
gpt-image-1,alfred_sisley,1.6835197729580442,texture,64,style_instruction,claude_monet,297
gpt-image-1,alfred_sisley,0.8762278618095294,color,64,style_instruction,alfred_sisley,106
gpt-image-1,alfred_sisley,0.5817114141535393,spatial,64,style_instruction,alfred_sisley,106
gpt-image-1,alfred_sisley,1.408914688670019,texture,64,style_instruction,alfred_sisley,106
gpt-image-1,alfred_sisley,0.8956367017960043,color,64,style_instruction,camille_pissarro,141
gpt-image-1,alfred_sisley,0.6802671979164088,spatial,64,style_instruction,camille_pissarro,141
gpt-image-1,alfred_sisley,1.648160841589351,texture,64,style_instruction,camille_pissarro,141
gpt-image-1,alfred_sisley,2.3562774898916308,color,64,style_instruction,paul_cezanne,105
gpt-image-1,alfred_sisley,1.353442879178243,spatial,64,style_instruction,paul_cezanne,105
gpt-image-1,alfred_sisley,2.7744815362641195,texture,64,style_instruction,paul_cezanne,105
gpt-image-1,camille_pissarro,1.5659198492742232,color,64,style_instruction,claude_monet,297
gpt-image-1,camille_pissarro,1.1943740569650563,spatial,64,style_instruction,claude_monet,297
gpt-image-1,camille_pissarro,1.8611624471866863,texture,64,style_instruction,claude_monet,297
gpt-image-1,camille_pissarro,1.5452689198496457,color,64,style_instruction,alfred_sisley,106
gpt-image-1,camille_pissarro,1.0635234040296149,spatial,64,style_instruction,alfred_sisley,106
gpt-image-1,camille_pissarro,1.7119775711264127,texture,64,style_instruction,alfred_sisley,106
gpt-image-1,camille_pissarro,1.0744942826693407,color,64,style_instruction,camille_pissarro,141
gpt-image-1,camille_pissarro,0.9018986435482248,spatial,64,style_instruction,camille_pissarro,141
gpt-image-1,camille_pissarro,1.6359106797035643,texture,64,style_instruction,camille_pissarro,141
gpt-image-1,camille_pissarro,2.396257209879402,color,64,style_instruction,paul_cezanne,105
gpt-image-1,camille_pissarro,1.97676387737826,spatial,64,style_instruction,paul_cezanne,105
gpt-image-1,camille_pissarro,2.886345998459741,texture,64,style_instruction,paul_cezanne,105
gpt-image-1,paul_cezanne,0.9808798095343634,color,64,style_instruction,claude_monet,297
gpt-image-1,paul_cezanne,1.2371088940960102,spatial,64,style_instruction,claude_monet,297
gpt-image-1,paul_cezanne,1.8199574905818419,texture,64,style_instruction,claude_monet,297
gpt-image-1,paul_cezanne,1.1820734571184497,color,64,style_instruction,alfred_sisley,106
gpt-image-1,paul_cezanne,1.473940158957189,spatial,64,style_instruction,alfred_sisley,106
gpt-image-1,paul_cezanne,2.253370462781943,texture,64,style_instruction,alfred_sisley,106
gpt-image-1,paul_cezanne,1.315976214229758,color,64,style_instruction,camille_pissarro,141
gpt-image-1,paul_cezanne,1.4356493880594492,spatial,64,style_instruction,camille_pissarro,141
gpt-image-1,paul_cezanne,2.433989355291378,texture,64,style_instruction,camille_pissarro,141
gpt-image-1,paul_cezanne,0.87752373157825,color,64,style_instruction,paul_cezanne,105
gpt-image-1,paul_cezanne,0.7353433759263748,spatial,64,style_instruction,paul_cezanne,105
gpt-image-1,paul_cezanne,2.2360777656585147,texture,64,style_instruction,paul_cezanne,105
gpt-image-1,artist_free,1.3196615642264573,color,64,style_instruction,claude_monet,297
gpt-image-1,artist_free,0.21300531209121054,spatial,64,style_instruction,claude_monet,297
gpt-image-1,artist_free,1.2600982848407918,texture,64,style_instruction,claude_monet,297
gpt-image-1,artist_free,1.1863509159353616,color,64,style_instruction,alfred_sisley,106
gpt-image-1,artist_free,0.35415705903897976,spatial,64,style_instruction,alfred_sisley,106
gpt-image-1,artist_free,1.473465360417155,texture,64,style_instruction,alfred_sisley,106
gpt-image-1,artist_free,1.138393527386153,color,64,style_instruction,camille_pissarro,141
gpt-image-1,artist_free,0.6403961537614147,spatial,64,style_instruction,camille_pissarro,141
gpt-image-1,artist_free,1.2247532962926704,texture,64,style_instruction,camille_pissarro,141
gpt-image-1,artist_free,0.597455218221796,color,64,style_instruction,paul_cezanne,105
gpt-image-1,artist_free,0.7501712182486764,spatial,64,style_instruction,paul_cezanne,105
gpt-image-1,artist_free,1.4643823569413328,texture,64,style_instruction,paul_cezanne,105
gpt-image-1,claude_monet,0.9698600827230404,color,64,style_aspects,claude_monet,297
gpt-image-1,claude_monet,0.9925509786851023,spatial,64,style_aspects,claude_monet,297
gpt-image-1,claude_monet,1.8277656487820566,texture,64,style_aspects,claude_monet,297
gpt-image-1,claude_monet,1.1887225503890362,color,64,style_aspects,alfred_sisley,106
gpt-image-1,claude_monet,0.919047821117557,spatial,64,style_aspects,alfred_sisley,106
gpt-image-1,claude_monet,1.489841204140044,texture,64,style_aspects,alfred_sisley,106
gpt-image-1,claude_monet,1.4652626385303644,color,64,style_aspects,camille_pissarro,141
gpt-image-1,claude_monet,0.928124076364377,spatial,64,style_aspects,camille_pissarro,141
gpt-image-1,claude_monet,1.7001005995023617,texture,64,style_aspects,camille_pissarro,141
gpt-image-1,claude_monet,2.0304388703680463,color,64,style_aspects,paul_cezanne,105
gpt-image-1,claude_monet,1.8354884147610702,spatial,64,style_aspects,paul_cezanne,105
gpt-image-1,claude_monet,2.7415833386470867,texture,64,style_aspects,paul_cezanne,105
gpt-image-1,alfred_sisley,0.9093278573644852,color,64,style_aspects,claude_monet,297
gpt-image-1,alfred_sisley,0.6820992759150226,spatial,64,style_aspects,claude_monet,297
gpt-image-1,alfred_sisley,1.785710740293866,texture,64,style_aspects,claude_monet,297
gpt-image-1,alfred_sisley,0.8349343985421547,color,64,style_aspects,alfred_sisley,106
gpt-image-1,alfred_sisley,0.6024433534123983,spatial,64,style_aspects,alfred_sisley,106
gpt-image-1,alfred_sisley,1.4641348320749528,texture,64,style_aspects,alfred_sisley,106
gpt-image-1,alfred_sisley,0.9781657639779382,color,64,style_aspects,camille_pissarro,141
gpt-image-1,alfred_sisley,0.6645544942039325,spatial,64,style_aspects,camille_pissarro,141
gpt-image-1,alfred_sisley,1.7253285366355355,texture,64,style_aspects,camille_pissarro,141
gpt-image-1,alfred_sisley,2.349577209282695,color,64,style_aspects,paul_cezanne,105
gpt-image-1,alfred_sisley,1.4564964166592416,spatial,64,style_aspects,paul_cezanne,105
gpt-image-1,alfred_sisley,2.87800652388354,texture,64,style_aspects,paul_cezanne,105
gpt-image-1,camille_pissarro,1.2121864730840297,color,64,style_aspects,claude_monet,297
gpt-image-1,camille_pissarro,1.1526129644498875,spatial,64,style_aspects,claude_monet,297
gpt-image-1,camille_pissarro,1.917059195371394,texture,64,style_aspects,claude_monet,297
gpt-image-1,camille_pissarro,1.2584752293777988,color,64,style_aspects,alfred_sisley,106
gpt-image-1,camille_pissarro,1.03471901387947,spatial,64,style_aspects,alfred_sisley,106
gpt-image-1,camille_pissarro,1.721916069754944,texture,64,style_aspects,alfred_sisley,106
gpt-image-1,camille_pissarro,0.8715874293538928,color,64,style_aspects,camille_pissarro,141
gpt-image-1,camille_pissarro,0.8794619831193047,spatial,64,style_aspects,camille_pissarro,141
gpt-image-1,camille_pissarro,1.7123014751885266,texture,64,style_aspects,camille_pissarro,141
gpt-image-1,camille_pissarro,2.0936865585238653,color,64,style_aspects,paul_cezanne,105
gpt-image-1,camille_pissarro,1.9027545400413906,spatial,64,style_aspects,paul_cezanne,105
gpt-image-1,camille_pissarro,2.8760431694927453,texture,64,style_aspects,paul_cezanne,105
gpt-image-1,paul_cezanne,0.9540070540295142,color,64,style_aspects,claude_monet,297
gpt-image-1,paul_cezanne,1.1261018586969582,spatial,64,style_aspects,claude_monet,297
gpt-image-1,paul_cezanne,1.8179310768453376,texture,64,style_aspects,claude_monet,297
gpt-image-1,paul_cezanne,1.1434265513675246,color,64,style_aspects,alfred_sisley,106
gpt-image-1,paul_cezanne,1.3378927032399126,spatial,64,style_aspects,alfred_sisley,106
gpt-image-1,paul_cezanne,2.0447102373768455,texture,64,style_aspects,alfred_sisley,106
gpt-image-1,paul_cezanne,1.3335522674990667,color,64,style_aspects,camille_pissarro,141
gpt-image-1,paul_cezanne,1.3049894319093664,spatial,64,style_aspects,camille_pissarro,141
gpt-image-1,paul_cezanne,2.393868507453236,texture,64,style_aspects,camille_pissarro,141
gpt-image-1,paul_cezanne,0.7591406956931188,color,64,style_aspects,paul_cezanne,105
gpt-image-1,paul_cezanne,0.6450429992718774,spatial,64,style_aspects,paul_cezanne,105
gpt-image-1,paul_cezanne,2.031354877308557,texture,64,style_aspects,paul_cezanne,105
gpt-image-1,artist_free,1.4113955851452147,color,64,style_aspects,claude_monet,297
gpt-image-1,artist_free,0.20610395497205225,spatial,64,style_aspects,claude_monet,297
gpt-image-1,artist_free,1.306132291593984,texture,64,style_aspects,claude_monet,297
gpt-image-1,artist_free,1.273287022826851,color,64,style_aspects,alfred_sisley,106
gpt-image-1,artist_free,0.3483854824449688,spatial,64,style_aspects,alfred_sisley,106
gpt-image-1,artist_free,1.3971382116963644,texture,64,style_aspects,alfred_sisley,106
gpt-image-1,artist_free,1.21327501275543,color,64,style_aspects,camille_pissarro,141
gpt-image-1,artist_free,0.6024113019321651,spatial,64,style_aspects,camille_pissarro,141
gpt-image-1,artist_free,1.2571138999873073,texture,64,style_aspects,camille_pissarro,141
gpt-image-1,artist_free,0.5867822274373742,color,64,style_aspects,paul_cezanne,105
gpt-image-1,artist_free,0.6714031272024141,spatial,64,style_aspects,paul_cezanne,105
gpt-image-1,artist_free,1.3470531096363998,texture,64,style_aspects,paul_cezanne,105
gpt-image-2,claude_monet,0.5003885222942783,color,64,by_name,claude_monet,297
gpt-image-2,claude_monet,0.8220854827202841,spatial,64,by_name,claude_monet,297
gpt-image-2,claude_monet,1.6419154037220098,texture,64,by_name,claude_monet,297
gpt-image-2,claude_monet,0.6326970236962894,color,64,by_name,alfred_sisley,106
gpt-image-2,claude_monet,0.7753452425413356,spatial,64,by_name,alfred_sisley,106
gpt-image-2,claude_monet,1.4169939711962394,texture,64,by_name,alfred_sisley,106
gpt-image-2,claude_monet,0.6524648193353937,color,64,by_name,camille_pissarro,141
gpt-image-2,claude_monet,0.7752059099089994,spatial,64,by_name,camille_pissarro,141
gpt-image-2,claude_monet,1.6151221896833812,texture,64,by_name,camille_pissarro,141
gpt-image-2,claude_monet,1.6161178837907972,color,64,by_name,paul_cezanne,105
gpt-image-2,claude_monet,1.6412720696327447,spatial,64,by_name,paul_cezanne,105
gpt-image-2,claude_monet,2.594132247021549,texture,64,by_name,paul_cezanne,105
gpt-image-2,alfred_sisley,0.8602255725989802,color,64,by_name,claude_monet,297
gpt-image-2,alfred_sisley,0.5758913880340772,spatial,64,by_name,claude_monet,297
gpt-image-2,alfred_sisley,1.571585873516344,texture,64,by_name,claude_monet,297
gpt-image-2,alfred_sisley,0.7529104736001548,color,64,by_name,alfred_sisley,106
gpt-image-2,alfred_sisley,0.5664964262778698,spatial,64,by_name,alfred_sisley,106
gpt-image-2,alfred_sisley,1.3201149763709745,texture,64,by_name,alfred_sisley,106
gpt-image-2,alfred_sisley,0.7505747219564591,color,64,by_name,camille_pissarro,141
gpt-image-2,alfred_sisley,0.7235011387193739,spatial,64,by_name,camille_pissarro,141
gpt-image-2,alfred_sisley,1.5326415059394085,texture,64,by_name,camille_pissarro,141
gpt-image-2,alfred_sisley,2.2373713716756365,color,64,by_name,paul_cezanne,105
gpt-image-2,alfred_sisley,1.3338635555107135,spatial,64,by_name,paul_cezanne,105
gpt-image-2,alfred_sisley,2.6512738386676165,texture,64,by_name,paul_cezanne,105
gpt-image-2,camille_pissarro,1.5449377592480538,color,64,by_name,claude_monet,297
gpt-image-2,camille_pissarro,0.9366180770878003,spatial,64,by_name,claude_monet,297
gpt-image-2,camille_pissarro,1.502507399288207,texture,64,by_name,claude_monet,297
gpt-image-2,camille_pissarro,1.471634519060061,color,64,by_name,alfred_sisley,106
gpt-image-2,camille_pissarro,0.8747656911622448,spatial,64,by_name,alfred_sisley,106
gpt-image-2,camille_pissarro,1.3710630417148444,texture,64,by_name,alfred_sisley,106
gpt-image-2,camille_pissarro,1.009620987710992,color,64,by_name,camille_pissarro,141
gpt-image-2,camille_pissarro,0.7653347704961937,spatial,64,by_name,camille_pissarro,141
gpt-image-2,camille_pissarro,1.337881042027714,texture,64,by_name,camille_pissarro,141
gpt-image-2,camille_pissarro,2.375494272286266,color,64,by_name,paul_cezanne,105
gpt-image-2,camille_pissarro,1.6234730530463977,spatial,64,by_name,paul_cezanne,105
gpt-image-2,camille_pissarro,2.512131027571584,texture,64,by_name,paul_cezanne,105
gpt-image-2,paul_cezanne,0.8863972095218038,color,64,by_name,claude_monet,297
gpt-image-2,paul_cezanne,1.0204971751256076,spatial,64,by_name,claude_monet,297
gpt-image-2,paul_cezanne,1.7108485140743235,texture,64,by_name,claude_monet,297
gpt-image-2,paul_cezanne,1.0341603107727704,color,64,by_name,alfred_sisley,106
gpt-image-2,paul_cezanne,1.2629072418907916,spatial,64,by_name,alfred_sisley,106
gpt-image-2,paul_cezanne,2.0430251249080973,texture,64,by_name,alfred_sisley,106
gpt-image-2,paul_cezanne,1.0871069095908747,color,64,by_name,camille_pissarro,141
gpt-image-2,paul_cezanne,1.2796754356646023,spatial,64,by_name,camille_pissarro,141
gpt-image-2,paul_cezanne,2.2700342254810266,texture,64,by_name,camille_pissarro,141
gpt-image-2,paul_cezanne,0.8232198333655629,color,64,by_name,paul_cezanne,105
gpt-image-2,paul_cezanne,0.6341135030734515,spatial,64,by_name,paul_cezanne,105
gpt-image-2,paul_cezanne,2.119113419741493,texture,64,by_name,paul_cezanne,105
gpt-image-2,artist_free,1.3628606961102503,color,64,by_name,claude_monet,297
gpt-image-2,artist_free,0.23327946658562215,spatial,64,by_name,claude_monet,297
gpt-image-2,artist_free,1.3959113721031202,texture,64,by_name,claude_monet,297
gpt-image-2,artist_free,1.2397910392638014,color,64,by_name,alfred_sisley,106
gpt-image-2,artist_free,0.3938155625770534,spatial,64,by_name,alfred_sisley,106
gpt-image-2,artist_free,1.7389514314038426,texture,64,by_name,alfred_sisley,106
gpt-image-2,artist_free,1.1663407274738664,color,64,by_name,camille_pissarro,141
gpt-image-2,artist_free,0.7134897458401155,spatial,64,by_name,camille_pissarro,141
gpt-image-2,artist_free,1.4044167324959576,texture,64,by_name,camille_pissarro,141
gpt-image-2,artist_free,0.6522332344627864,color,64,by_name,paul_cezanne,105
gpt-image-2,artist_free,0.8298542789461831,spatial,64,by_name,paul_cezanne,105
gpt-image-2,artist_free,1.6807156107350463,texture,64,by_name,paul_cezanne,105
gpt-image-2,claude_monet,0.8584413967134195,color,64,style_instruction,claude_monet,297
gpt-image-2,claude_monet,1.0235893715638826,spatial,64,style_instruction,claude_monet,297
gpt-image-2,claude_monet,1.857634063975959,texture,64,style_instruction,claude_monet,297
gpt-image-2,claude_monet,1.0739629725285496,color,64,style_instruction,alfred_sisley,106
gpt-image-2,claude_monet,0.9309330764492274,spatial,64,style_instruction,alfred_sisley,106
gpt-image-2,claude_monet,1.567891319515082,texture,64,style_instruction,alfred_sisley,106
gpt-image-2,claude_monet,1.2962430453308293,color,64,style_instruction,camille_pissarro,141
gpt-image-2,claude_monet,0.9023690825410879,spatial,64,style_instruction,camille_pissarro,141
gpt-image-2,claude_monet,1.76581943474891,texture,64,style_instruction,camille_pissarro,141
gpt-image-2,claude_monet,2.048895371290354,color,64,style_instruction,paul_cezanne,105
gpt-image-2,claude_monet,1.8995216956076595,spatial,64,style_instruction,paul_cezanne,105
gpt-image-2,claude_monet,2.8191761245358684,texture,64,style_instruction,paul_cezanne,105
gpt-image-2,alfred_sisley,0.884253022843319,color,64,style_instruction,claude_monet,297
gpt-image-2,alfred_sisley,0.7557270686300597,spatial,64,style_instruction,claude_monet,297
gpt-image-2,alfred_sisley,1.7772538633345412,texture,64,style_instruction,claude_monet,297
gpt-image-2,alfred_sisley,0.7951407647818973,color,64,style_instruction,alfred_sisley,106
gpt-image-2,alfred_sisley,0.666875113973528,spatial,64,style_instruction,alfred_sisley,106
gpt-image-2,alfred_sisley,1.4363120458929037,texture,64,style_instruction,alfred_sisley,106
gpt-image-2,alfred_sisley,0.7993095109604176,color,64,style_instruction,camille_pissarro,141
gpt-image-2,alfred_sisley,0.7232258903394104,spatial,64,style_instruction,camille_pissarro,141
gpt-image-2,alfred_sisley,1.7026714927058144,texture,64,style_instruction,camille_pissarro,141
gpt-image-2,alfred_sisley,2.260109709351029,color,64,style_instruction,paul_cezanne,105
gpt-image-2,alfred_sisley,1.5403718294037487,spatial,64,style_instruction,paul_cezanne,105
gpt-image-2,alfred_sisley,2.8409221984936956,texture,64,style_instruction,paul_cezanne,105
gpt-image-2,camille_pissarro,1.5222529920533283,color,64,style_instruction,claude_monet,297
gpt-image-2,camille_pissarro,1.1793273316179345,spatial,64,style_instruction,claude_monet,297
gpt-image-2,camille_pissarro,1.8705407767963298,texture,64,style_instruction,claude_monet,297
gpt-image-2,camille_pissarro,1.5114273889590435,color,64,style_instruction,alfred_sisley,106
gpt-image-2,camille_pissarro,1.04247405933273,spatial,64,style_instruction,alfred_sisley,106
gpt-image-2,camille_pissarro,1.6689955360291069,texture,64,style_instruction,alfred_sisley,106
gpt-image-2,camille_pissarro,1.040401628244715,color,64,style_instruction,camille_pissarro,141
gpt-image-2,camille_pissarro,0.8961626952765205,spatial,64,style_instruction,camille_pissarro,141
gpt-image-2,camille_pissarro,1.6312055876515055,texture,64,style_instruction,camille_pissarro,141
gpt-image-2,camille_pissarro,2.339116660204766,color,64,style_instruction,paul_cezanne,105
gpt-image-2,camille_pissarro,1.9803416278629034,spatial,64,style_instruction,paul_cezanne,105
gpt-image-2,camille_pissarro,2.847625300712929,texture,64,style_instruction,paul_cezanne,105
gpt-image-2,paul_cezanne,0.9701942637287577,color,64,style_instruction,claude_monet,297
gpt-image-2,paul_cezanne,1.2392535870188557,spatial,64,style_instruction,claude_monet,297
gpt-image-2,paul_cezanne,1.8612438132783502,texture,64,style_instruction,claude_monet,297
gpt-image-2,paul_cezanne,1.1588494224679522,color,64,style_instruction,alfred_sisley,106
gpt-image-2,paul_cezanne,1.4817028647574972,spatial,64,style_instruction,alfred_sisley,106
gpt-image-2,paul_cezanne,2.2546536981109577,texture,64,style_instruction,alfred_sisley,106
gpt-image-2,paul_cezanne,1.289439920063463,color,64,style_instruction,camille_pissarro,141
gpt-image-2,paul_cezanne,1.459563404430235,spatial,64,style_instruction,camille_pissarro,141
gpt-image-2,paul_cezanne,2.481881029949035,texture,64,style_instruction,camille_pissarro,141
gpt-image-2,paul_cezanne,0.8319554772643731,color,64,style_instruction,paul_cezanne,105
gpt-image-2,paul_cezanne,0.7390550771242761,spatial,64,style_instruction,paul_cezanne,105
gpt-image-2,paul_cezanne,2.2289329030682152,texture,64,style_instruction,paul_cezanne,105
gpt-image-2,artist_free,1.3355609080065243,color,64,style_instruction,claude_monet,297
gpt-image-2,artist_free,0.23303950734525536,spatial,64,style_instruction,claude_monet,297
gpt-image-2,artist_free,1.1634653313633452,texture,64,style_instruction,claude_monet,297
gpt-image-2,artist_free,1.1562480220414035,color,64,style_instruction,alfred_sisley,106
gpt-image-2,artist_free,0.37861381316555764,spatial,64,style_instruction,alfred_sisley,106
gpt-image-2,artist_free,1.390102970423698,texture,64,style_instruction,alfred_sisley,106
gpt-image-2,artist_free,1.128104381327164,color,64,style_instruction,camille_pissarro,141
gpt-image-2,artist_free,0.6742179925799978,spatial,64,style_instruction,camille_pissarro,141
gpt-image-2,artist_free,1.1082397226025171,texture,64,style_instruction,camille_pissarro,141
gpt-image-2,artist_free,0.608844882435509,color,64,style_instruction,paul_cezanne,105
gpt-image-2,artist_free,0.78862463192679,spatial,64,style_instruction,paul_cezanne,105
gpt-image-2,artist_free,1.4609719658238403,texture,64,style_instruction,paul_cezanne,105
gpt-image-2,claude_monet,0.8952636009061483,color,64,style_aspects,claude_monet,297
gpt-image-2,claude_monet,0.9604716395387869,spatial,64,style_aspects,claude_monet,297
gpt-image-2,claude_monet,1.8318115506586814,texture,64,style_aspects,claude_monet,297
gpt-image-2,claude_monet,1.1450535892708018,color,64,style_aspects,alfred_sisley,106
gpt-image-2,claude_monet,0.8851611185770376,spatial,64,style_aspects,alfred_sisley,106
gpt-image-2,claude_monet,1.5434364290467086,texture,64,style_aspects,alfred_sisley,106
gpt-image-2,claude_monet,1.3917673530707053,color,64,style_aspects,camille_pissarro,141
gpt-image-2,claude_monet,0.8746145796861109,spatial,64,style_aspects,camille_pissarro,141
gpt-image-2,claude_monet,1.7309418540855117,texture,64,style_aspects,camille_pissarro,141
gpt-image-2,claude_monet,1.9959263342235567,color,64,style_aspects,paul_cezanne,105
gpt-image-2,claude_monet,1.7985432786655737,spatial,64,style_aspects,paul_cezanne,105
gpt-image-2,claude_monet,2.769891730535474,texture,64,style_aspects,paul_cezanne,105
gpt-image-2,alfred_sisley,0.8647113045040626,color,64,style_aspects,claude_monet,297
gpt-image-2,alfred_sisley,0.7823439943684973,spatial,64,style_aspects,claude_monet,297
gpt-image-2,alfred_sisley,1.786639678165911,texture,64,style_aspects,claude_monet,297
gpt-image-2,alfred_sisley,0.8004376585915174,color,64,style_aspects,alfred_sisley,106
gpt-image-2,alfred_sisley,0.6866485707986825,spatial,64,style_aspects,alfred_sisley,106
gpt-image-2,alfred_sisley,1.4708727533466273,texture,64,style_aspects,alfred_sisley,106
gpt-image-2,alfred_sisley,0.9031502325520568,color,64,style_aspects,camille_pissarro,141
gpt-image-2,alfred_sisley,0.7399082035988203,spatial,64,style_aspects,camille_pissarro,141
